MethodA	MethodB	RawGenes	ClustersA	ClustersB	RepresentativeIntersection	RepresentativeJaccard	CoClusterPairPrecision	CoClusterPairRecall	CoClusterPairF1
MMseqs2 9.d36de	CD-HIT 4.8.1 local identity	216191	93782	93721	71322	0.613886952	0.995058984	0.997227198	0.996141911
