Tool	Version	Database	Command	ExitStatus	Stdout	Stderr	Timing	PythonUserSiteDisabled
DRAM-setup.py	1.5.0	KOfam 2026-06-01	/workspace/miniconda3/envs/metagenome-dram-2026.07/bin/DRAM-setup.py prepare_databases --output_dir /workspace/wechat/Metagenome/work/article59/database/dram-kofam-2026-06-01 --kofam_hmm_loc /workspace/wechat/Metagenome/work/article59/database/kofam-2026-06-01/profiles.tar.gz --kofam_ko_list_loc /workspace/wechat/Metagenome/work/article59/database/kofam-2026-06-01/ko_list.gz --genome_summary_form_loc /tmp/article59-DRAM/data/genome_summary_form.tsv --module_step_form_loc /tmp/article59-DRAM/data/module_step_form.tsv --etc_module_database_loc /tmp/article59-DRAM/data/etc_module_database.tsv --function_heatmap_form_loc /tmp/article59-DRAM/data/function_heatmap_form.tsv --amg_database_loc /tmp/article59-DRAM/data/amg_database.tsv --threads 32 --clear_config --verbose --select_db kofam_hmm --select_db kofam_ko_list --select_db genome_summary_form --select_db module_step_form --select_db etc_module_database --select_db function_heatmap_form --select_db amg_database	0	/workspace/wechat/Metagenome/work/article59/logs/dram-database.stdout.log	/workspace/wechat/Metagenome/work/article59/logs/dram-database.stderr.log	/workspace/wechat/Metagenome/work/article59/logs/dram-database.time.txt	true
