Genome	AnalysisSet	Species	Phylum	ModuleID	DRAMModuleName	METABOLICModuleName	DRAMCoverage	DRAMPresentAt075	METABOLICPresentAt075	Agreement	ComparisonBoundary
SGB_011	Primary real MAG	Methanocatella oralis	Methanobacteriota	M00012	Glyoxylate cycle	Glyoxylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_012	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota	M00012	Glyoxylate cycle	Glyoxylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_013	Primary real MAG	Methanococcus maripaludis_D	AGJL01	M00012	Glyoxylate cycle	Glyoxylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_014	Primary real MAG	Persephonella marina	Aquificota	M00012	Glyoxylate cycle	Glyoxylate cycle	0.4	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_015	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota	M00012	Glyoxylate cycle	Glyoxylate cycle	0.2	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_016	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota	M00012	Glyoxylate cycle	Glyoxylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_017	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota	M00012	Glyoxylate cycle	Glyoxylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_018	Primary real MAG	Nanoarchaeum equitans	Nanobdellota	M00012	Glyoxylate cycle	Glyoxylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_019	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B	M00012	Glyoxylate cycle	Glyoxylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_020	Primary real MAG	Halobacterium salinarum	Halobacteriota	M00012	Glyoxylate cycle	Glyoxylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_021	Primary real MAG	Rhodopirellula baltica	Planctomycetota	M00012	Glyoxylate cycle	Glyoxylate cycle	0.4	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_022	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota	M00012	Glyoxylate cycle	Glyoxylate cycle	0.4	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_023	Primary real MAG	Thermotoga petrophila	Thermotogota	M00012	Glyoxylate cycle	Glyoxylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_024	Primary real MAG	Thermotoga neapolitana	Thermotogota	M00012	Glyoxylate cycle	Glyoxylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_001	Primary real MAG	Desulfobulbus oralis	Desulfobacterota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.5454545454545454	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_002	Primary real MAG	Nitrosomonas europaea	Pseudomonadota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.8181818181818182	true	true	true	same KOfam snapshot; tool-specific module-step definitions
SGB_003	Primary real MAG	Porphyromonas gingivalis	Bacteroidota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.7272727272727273	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_004	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.7272727272727273	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_005	Primary real MAG	Chlorobium limicola	Bacteroidota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.7272727272727273	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_006	Primary real MAG	Shewanella baltica	Pseudomonadota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.6363636363636364	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_007	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.5454545454545454	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_008	Primary real MAG	Ignicoccus islandicus	Thermoproteota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.09090909090909091	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_009	Primary real MAG	Ignicoccus hospitalis	Thermoproteota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.2727272727272727	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_010	Primary real MAG	Methanocaldococcus jannaschii	AGJL01	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.5454545454545454	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_011	Primary real MAG	Methanocatella oralis	Methanobacteriota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.2727272727272727	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_012	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.6363636363636364	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_013	Primary real MAG	Methanococcus maripaludis_D	AGJL01	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.36363636363636365	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_014	Primary real MAG	Persephonella marina	Aquificota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.7272727272727273	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_015	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.2727272727272727	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_016	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.6363636363636364	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_017	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.6363636363636364	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_018	Primary real MAG	Nanoarchaeum equitans	Nanobdellota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_019	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.36363636363636365	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_020	Primary real MAG	Halobacterium salinarum	Halobacteriota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.36363636363636365	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_021	Primary real MAG	Rhodopirellula baltica	Planctomycetota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.6363636363636364	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_022	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.7272727272727273	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_023	Primary real MAG	Thermotoga petrophila	Thermotogota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.6363636363636364	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_024	Primary real MAG	Thermotoga neapolitana	Thermotogota	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Reductive pentose phosphate cycle (Calvin cycle)	0.6363636363636364	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_001	Primary real MAG	Desulfobulbus oralis	Desulfobacterota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.8	true	false	false	same KOfam snapshot; tool-specific module-step definitions
SGB_002	Primary real MAG	Nitrosomonas europaea	Pseudomonadota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.6	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_003	Primary real MAG	Porphyromonas gingivalis	Bacteroidota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.5	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_004	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.8	true	true	true	same KOfam snapshot; tool-specific module-step definitions
SGB_005	Primary real MAG	Chlorobium limicola	Bacteroidota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.9	true	true	true	same KOfam snapshot; tool-specific module-step definitions
SGB_006	Primary real MAG	Shewanella baltica	Pseudomonadota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.5	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_007	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.6	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_008	Primary real MAG	Ignicoccus islandicus	Thermoproteota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.5	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_009	Primary real MAG	Ignicoccus hospitalis	Thermoproteota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.7	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_010	Primary real MAG	Methanocaldococcus jannaschii	AGJL01	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.5	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_011	Primary real MAG	Methanocatella oralis	Methanobacteriota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.5	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_012	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.2	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_013	Primary real MAG	Methanococcus maripaludis_D	AGJL01	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.3	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_014	Primary real MAG	Persephonella marina	Aquificota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.9	true	true	true	same KOfam snapshot; tool-specific module-step definitions
SGB_015	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.7	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_016	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.4	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_017	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.5	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_018	Primary real MAG	Nanoarchaeum equitans	Nanobdellota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_019	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.4	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_020	Primary real MAG	Halobacterium salinarum	Halobacteriota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.6	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_021	Primary real MAG	Rhodopirellula baltica	Planctomycetota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.6	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_022	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.7	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_023	Primary real MAG	Thermotoga petrophila	Thermotogota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.5	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_024	Primary real MAG	Thermotoga neapolitana	Thermotogota	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive citrate cycle (Arnon-Buchanan cycle)	0.5	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_001	Primary real MAG	Desulfobulbus oralis	Desulfobacterota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.38461538461538464	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_002	Primary real MAG	Nitrosomonas europaea	Pseudomonadota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.46153846153846156	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_003	Primary real MAG	Porphyromonas gingivalis	Bacteroidota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.23076923076923078	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_004	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.3076923076923077	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_005	Primary real MAG	Chlorobium limicola	Bacteroidota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.38461538461538464	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_006	Primary real MAG	Shewanella baltica	Pseudomonadota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.46153846153846156	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_007	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.38461538461538464	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_008	Primary real MAG	Ignicoccus islandicus	Thermoproteota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.38461538461538464	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_009	Primary real MAG	Ignicoccus hospitalis	Thermoproteota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.5384615384615384	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_010	Primary real MAG	Methanocaldococcus jannaschii	AGJL01	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.3076923076923077	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_011	Primary real MAG	Methanocatella oralis	Methanobacteriota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.3076923076923077	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_012	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.07692307692307693	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_013	Primary real MAG	Methanococcus maripaludis_D	AGJL01	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.15384615384615385	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_014	Primary real MAG	Persephonella marina	Aquificota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.46153846153846156	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_015	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.3076923076923077	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_016	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.15384615384615385	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_017	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.07692307692307693	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_018	Primary real MAG	Nanoarchaeum equitans	Nanobdellota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_019	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.3076923076923077	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_020	Primary real MAG	Halobacterium salinarum	Halobacteriota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.38461538461538464	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_021	Primary real MAG	Rhodopirellula baltica	Planctomycetota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.3076923076923077	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_022	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.46153846153846156	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_023	Primary real MAG	Thermotoga petrophila	Thermotogota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.15384615384615385	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_024	Primary real MAG	Thermotoga neapolitana	Thermotogota	M00374	Dicarboxylate-hydroxybutyrate cycle	Dicarboxylate-hydroxybutyrate cycle	0.15384615384615385	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_001	Primary real MAG	Desulfobulbus oralis	Desulfobacterota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.07142857142857142	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_002	Primary real MAG	Nitrosomonas europaea	Pseudomonadota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.07142857142857142	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_003	Primary real MAG	Porphyromonas gingivalis	Bacteroidota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.14285714285714285	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_004	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.07142857142857142	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_005	Primary real MAG	Chlorobium limicola	Bacteroidota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.07142857142857142	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_006	Primary real MAG	Shewanella baltica	Pseudomonadota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.07142857142857142	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_007	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.21428571428571427	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_008	Primary real MAG	Ignicoccus islandicus	Thermoproteota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.07142857142857142	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_009	Primary real MAG	Ignicoccus hospitalis	Thermoproteota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.07142857142857142	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_010	Primary real MAG	Methanocaldococcus jannaschii	AGJL01	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_011	Primary real MAG	Methanocatella oralis	Methanobacteriota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_012	Primary real MAG	Fusobacterium nucleatum	Fusobacteriota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.07142857142857142	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_013	Primary real MAG	Methanococcus maripaludis_D	AGJL01	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_014	Primary real MAG	Persephonella marina	Aquificota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_015	Primary real MAG	Hydrogenobaculum sp003543175	Aquificota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_016	Primary real MAG	Caldicellulosiruptor saccharolyticus	Bacillota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_017	Primary real MAG	Thermoanaerobacter pseudethanolicus	Bacillota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.14285714285714285	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_018	Primary real MAG	Nanoarchaeum equitans	Nanobdellota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_019	Primary real MAG	Pyrococcus horikoshii	Methanobacteriota_B	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.14285714285714285	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_020	Primary real MAG	Halobacterium salinarum	Halobacteriota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.21428571428571427	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_021	Primary real MAG	Rhodopirellula baltica	Planctomycetota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.07142857142857142	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_022	Primary real MAG	Gemmatimonas aurantiaca	Gemmatimonadota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.21428571428571427	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_023	Primary real MAG	Thermotoga petrophila	Thermotogota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_024	Primary real MAG	Thermotoga neapolitana	Thermotogota	M00375	Hydroxypropionate-hydroxybutylate cycle	Hydroxypropionate-hydroxybutylate cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_001	Primary real MAG	Desulfobulbus oralis	Desulfobacterota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_002	Primary real MAG	Nitrosomonas europaea	Pseudomonadota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.25	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_003	Primary real MAG	Porphyromonas gingivalis	Bacteroidota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_004	Primary real MAG	Chlorobium phaeovibrioides	Bacteroidota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_005	Primary real MAG	Chlorobium limicola	Bacteroidota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_006	Primary real MAG	Shewanella baltica	Pseudomonadota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_007	Primary real MAG	Herpetosiphon aurantiacus	Chloroflexota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_008	Primary real MAG	Ignicoccus islandicus	Thermoproteota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
SGB_009	Primary real MAG	Ignicoccus hospitalis	Thermoproteota	M00376	3-Hydroxypropionate bi-cycle	3-Hydroxypropionate bi-cycle	0.0	false	false	true	same KOfam snapshot; tool-specific module-step definitions
