Headers	SequenceLines	WhitespaceBytesRemoved	NormalizedBytes	NormalizedSHA256
1227939	5365590	3	450937540	e1f47a1355562f7a15e0cd1903df9f88f558416231fd5b9f50f7bb44a43e80c1
