Label	WallSeconds	CPUSeconds	PeakRSSGiB	FileSystemInputs	FileSystemOutputs
dram-database	249.76	268.53	0.17220306396484375	136.0	45680368.0
metabolic-dbcan-hmmpress	3.13	3.12	0.00384521484375	0.0	275512.0
metabolic-merops-diamond	1.98	43.080000000000005	0.8514328002929688	0.0	911048.0
metabolic-prodigal	130.39	774.93	0.059741973876953125	0.0	99304.0
dram-annotate	2510.94	52834.65	1.3784370422363281	1032.0	51394672.0
dram-merge	2.85	10.65	0.22052001953125	0.0	646176.0
dram-distill	56.98	64.53	0.2545356750488281	560.0	15216.0
metabolic-g	781.69	8735.19	0.8285980224609375	8.0	578544.0
