Profile	RequestedByMETABOLICv4	PresentInKOfam2026_06_01	CompatibilityAction
K19080.hmm	true	true	included
K14246.hmm	true	true	included
K18138.hmm	true	true	included
K22114.hmm	true	true	included
K25007.hmm	true	true	included
K19268.hmm	true	true	included
K21172.hmm	true	true	included
K03517.hmm	true	true	included
K18296.hmm	true	true	included
K01937.hmm	true	true	included
K14974.hmm	true	true	included
K09829.hmm	true	true	included
K03226.hmm	true	true	included
K14374.hmm	true	true	included
K12103.hmm	true	true	included
K16000.hmm	true	true	included
K10954.hmm	true	true	included
K00225.hmm	true	true	included
K24564.hmm	true	true	included
K02160.hmm	true	true	included
K10150.hmm	true	true	included
K00832.hmm	true	true	included
K01919.hmm	true	true	included
K21479.hmm	true	true	included
K03390.hmm	true	true	included
K21610.hmm	true	true	included
K01685.hmm	true	true	included
K21223.hmm	true	true	included
K05551.hmm	true	true	included
K00281.hmm	true	true	included
K03952.hmm	true	true	included
K12088.hmm	true	true	included
K07514.hmm	true	true	included
K22571.hmm	true	true	included
K00283.hmm	true	true	included
K00652.hmm	true	true	included
K00072.hmm	true	true	included
K03894.hmm	true	true	included
K00239.hmm	true	true	included
K16066.hmm	true	true	included
K01599.hmm	true	true	included
K04073.hmm	true	true	included
K10621.hmm	true	true	included
K18856.hmm	true	true	included
K19566.hmm	true	true	included
K19316.hmm	true	true	included
K02227.hmm	true	true	included
K00668.hmm	true	true	included
K05861.hmm	true	true	included
K21256.hmm	true	true	included
K09128.hmm	true	true	included
K09588.hmm	true	true	included
K03219.hmm	true	true	included
K03954.hmm	true	true	included
K00198.hmm	true	true	included
K15744.hmm	true	true	included
K01086.hmm	true	true	included
K15751.hmm	true	true	included
K13997.hmm	true	true	included
K11517.hmm	true	true	included
K00415.hmm	true	true	included
K09459.hmm	true	true	included
K00531.hmm	true	true	included
K02568.hmm	true	true	included
K00787.hmm	true	true	included
K13322.hmm	true	true	included
K16244.hmm	true	true	included
K23122.hmm	true	true	included
K00097.hmm	true	true	included
K01625.hmm	true	true	included
K19887.hmm	true	true	included
K00815.hmm	true	true	included
K01640.hmm	true	true	included
K00399.hmm	true	true	included
K02148.hmm	true	true	included
K18386.hmm	true	true	included
K04120.hmm	true	true	included
K03750.hmm	true	true	included
K14080.hmm	true	true	included
K01627.hmm	true	true	included
K00669.hmm	true	true	included
K09590.hmm	true	true	included
K11533.hmm	true	true	included
K13481.hmm	true	true	included
K14465.hmm	true	true	included
K14454.hmm	true	true	included
K10616.hmm	true	true	included
K22434.hmm	true	true	included
K24568.hmm	true	true	included
K21477.hmm	true	true	included
K21254.hmm	true	true	included
K00825.hmm	true	true	included
K00747.hmm	true	true	included
K04718.hmm	true	true	included
K00578.hmm	true	true	included
K03879.hmm	true	true	included
K19269.hmm	true	true	included
K17744.hmm	true	true	included
K20080.hmm	true	true	included
K03394.hmm	true	true	included
K18373.hmm	true	true	included
K06042.hmm	true	true	included
K22101.hmm	true	true	included
K05708.hmm	true	true	included
K01703.hmm	true	true	included
K09903.hmm	true	true	included
K16816.hmm	true	true	included
K00211.hmm	true	true	included
K13063.hmm	true	true	included
K05277.hmm	true	true	included
K03794.hmm	true	true	included
K11263.hmm	true	true	included
K00998.hmm	true	true	included
K05942.hmm	true	true	included
K24017.hmm	true	true	included
K21896.hmm	true	true	included
K01765.hmm	true	true	included
K17223.hmm	true	true	included
K14368.hmm	true	true	included
K22269.hmm	true	true	included
K15753.hmm	true	true	included
K19969.hmm	true	true	included
K02821.hmm	true	true	included
K00416.hmm	true	true	included
K00134.hmm	true	true	included
K13937.hmm	true	true	included
K18090.hmm	true	true	included
K15862.hmm	true	true	included
K00746.hmm	true	true	included
K00582.hmm	true	true	included
K00543.hmm	true	true	included
K22477.hmm	true	true	included
K20087.hmm	true	true	included
K00873.hmm	true	true	included
K21183.hmm	true	true	included
K05282.hmm	true	true	included
K19184.hmm	true	true	included
K24866.hmm	true	true	included
K05583.hmm	true	true	included
K15965.hmm	true	true	included
K09699.hmm	true	true	included
K19549.hmm	true	true	included
K05550.hmm	true	true	included
K10978.hmm	true	true	included
K00177.hmm	true	true	included
K19281.hmm	true	true	included
K07536.hmm	true	true	included
K00913.hmm	true	true	included
K01783.hmm	true	true	included
K15779.hmm	true	true	included
K21205.hmm	true	true	included
K00446.hmm	true	true	included
K10919.hmm	true	true	included
K09733.hmm	true	true	included
K21179.hmm	true	true	included
K22541.hmm	true	true	included
K04093.hmm	true	true	included
K12405.hmm	true	true	included
K22850.hmm	true	true	included
K01477.hmm	true	true	included
K15967.hmm	true	true	included
K00595.hmm	true	true	included
K18252.hmm	true	true	included
K04113.hmm	true	true	included
K00247.hmm	true	true	included
K14451.hmm	true	true	included
K02134.hmm	true	true	included
K15359.hmm	true	true	included
K13534.hmm	true	true	included
K01965.hmm	true	true	included
K18379.hmm	true	true	included
K13397.hmm	true	true	included
K00143.hmm	true	true	included
K16883.hmm	true	true	included
K03846.hmm	true	true	included
K00228.hmm	true	true	included
K01960.hmm	true	true	included
K04092.hmm	true	true	included
K16001.hmm	true	true	included
K14631.hmm	true	true	included
K13330.hmm	true	true	included
K18255.hmm	true	true	included
K16242.hmm	true	true	included
K08167.hmm	true	true	included
K11029.hmm	true	true	included
K02118.hmm	true	true	included
K05884.hmm	true	true	included
K11808.hmm	true	true	included
K18249.hmm	true	true	included
K12919.hmm	true	true	included
K20431.hmm	true	true	included
K15791.hmm	true	true	included
K01079.hmm	true	true	included
K00845.hmm	true	true	included
K21272.hmm	true	true	included
K21170.hmm	true	true	included
K14449.hmm	true	true	included
K26070.hmm	true	true	included
K15783.hmm	true	true	included
K15995.hmm	true	true	included
K00475.hmm	true	true	included
K04124.hmm	true	true	included
K20425.hmm	true	true	included
K24856.hmm	true	true	included
K03950.hmm	true	true	included
K02299.hmm	true	true	included
K13383.hmm	true	true	included
K14255.hmm	true	true	included
K02264.hmm	true	true	included
K02204.hmm	true	true	included
K01468.hmm	true	true	included
K00958.hmm	true	true	included
K08689.hmm	true	true	included
K17100.hmm	true	true	included
K19185.hmm	true	true	included
K16245.hmm	true	true	included
K09471.hmm	true	true	included
K02189.hmm	true	true	included
K20980.hmm	true	true	included
K00361.hmm	true	true	included
K13480.hmm	true	true	included
K03184.hmm	true	true	included
K01641.hmm	true	true	included
K01749.hmm	true	true	included
K03526.hmm	true	true	included
K00655.hmm	true	true	included
K16304.hmm	true	true	included
K02127.hmm	true	true	included
K02260.hmm	true	true	included
K18653.hmm	true	true	included
K05308.hmm	true	true	included
K13998.hmm	true	true	included
K13940.hmm	true	true	included
K18301.hmm	true	true	included
K00831.hmm	true	true	included
K01595.hmm	true	true	included
K01968.hmm	true	true	included
K05529.hmm	true	true	included
K05711.hmm	true	true	included
K14252.hmm	true	true	included
K21166.hmm	true	true	included
K06863.hmm	true	true	included
K05546.hmm	true	true	included
K00833.hmm	true	true	included
K01938.hmm	true	true	included
K00293.hmm	true	true	included
K21062.hmm	true	true	included
K02225.hmm	true	true	included
K14251.hmm	true	true	included
K12097.hmm	true	true	included
K03859.hmm	true	true	included
K01601.hmm	true	true	included
K01692.hmm	true	true	included
K03936.hmm	true	true	included
K18029.hmm	true	true	included
K14245.hmm	true	true	included
K23673.hmm	true	true	included
K00748.hmm	true	true	included
K03959.hmm	true	true	included
K01611.hmm	true	true	included
K01782.hmm	true	true	included
K00632.hmm	true	true	included
K00899.hmm	true	true	included
K26063.hmm	true	true	included
K00234.hmm	true	true	included
K26495.hmm	true	true	included
K12744.hmm	true	true	included
K14674.hmm	true	true	included
K00418.hmm	true	true	included
K14627.hmm	true	true	included
K01710.hmm	true	true	included
K21786.hmm	true	true	included
K13224.hmm	true	true	included
K01506.hmm	true	true	included
K09473.hmm	true	true	included
K03944.hmm	true	true	included
K00610.hmm	true	true	included
K03939.hmm	true	true	included
K09460.hmm	true	true	included
K22572.hmm	true	true	included
K14157.hmm	true	true	included
K06989.hmm	true	true	included
K03637.hmm	true	true	included
K20078.hmm	true	true	included
K18104.hmm	true	true	included
K13501.hmm	true	true	included
K12502.hmm	true	true	included
K22849.hmm	true	true	included
K10217.hmm	true	true	included
K25517.hmm	true	true	included
K00983.hmm	true	true	included
K06127.hmm	true	true	included
K12698.hmm	true	true	included
K03795.hmm	true	true	included
K05928.hmm	true	true	included
K08074.hmm	true	true	included
K05535.hmm	true	true	included
K13034.hmm	true	true	included
K03955.hmm	true	true	included
K23727.hmm	true	true	included
K26491.hmm	true	true	included
K07130.hmm	true	true	included
K01859.hmm	true	true	included
K02501.hmm	true	true	included
K02171.hmm	true	true	included
K15866.hmm	true	true	included
K00720.hmm	true	true	included
K21782.hmm	true	true	included
K00764.hmm	true	true	included
K09754.hmm	true	true	included
K00167.hmm	true	true	included
K00108.hmm	true	true	included
K11541.hmm	true	true	included
K01484.hmm	true	true	included
K24556.hmm	true	true	included
K14127.hmm	true	true	included
K18067.hmm	true	true	included
K18143.hmm	true	true	included
K13310.hmm	true	true	included
K20501.hmm	true	true	included
K16842.hmm	true	true	included
K13483.hmm	true	true	included
K02536.hmm	true	true	included
K13853.hmm	true	true	included
K14452.hmm	true	true	included
K18366.hmm	true	true	included
K18141.hmm	true	true	included
K01609.hmm	true	true	included
K01966.hmm	true	true	included
K05784.hmm	true	true	included
K00410.hmm	true	true	included
K01055.hmm	true	true	included
K05528.hmm	true	true	included
K17723.hmm	true	true	included
K18073.hmm	true	true	included
K00425.hmm	true	true	included
K02133.hmm	true	true	included
K00981.hmm	true	true	included
K24621.hmm	true	true	included
K02551.hmm	true	true	included
K18351.hmm	true	true	included
K16008.hmm	true	true	included
K12784.hmm	true	true	included
K05351.hmm	true	true	included
K07965.hmm	true	true	included
K11178.hmm	true	true	included
K20423.hmm	true	true	included
K12637.hmm	true	true	included
K01476.hmm	true	true	included
K15052.hmm	true	true	included
K00018.hmm	true	true	included
K12373.hmm	true	true	included
K03783.hmm	true	true	included
K02829.hmm	true	true	included
K07516.hmm	true	true	included
K18385.hmm	true	true	included
K00869.hmm	true	true	included
K03389.hmm	true	true	included
K00615.hmm	true	true	included
K01439.hmm	true	true	included
K16839.hmm	true	true	included
K13320.hmm	true	true	included
K17755.hmm	true	true	included
K03891.hmm	true	true	included
K20090.hmm	true	true	included
K19974.hmm	true	true	included
K09019.hmm	true	true	included
K02706.hmm	true	true	included
K00968.hmm	true	true	included
K01092.hmm	true	true	included
K14085.hmm	true	true	included
K24000.hmm	true	true	included
K02634.hmm	true	true	included
K06126.hmm	true	true	included
K21722.hmm	true	true	included
K08168.hmm	true	true	included
K05578.hmm	true	true	included
K00031.hmm	true	true	included
K04709.hmm	true	true	included
K02502.hmm	true	true	included
K15960.hmm	true	true	included
K22550.hmm	true	true	included
K01810.hmm	true	true	included
K21297.hmm	true	true	included
K12092.hmm	true	true	included
K01911.hmm	true	true	included
K02612.hmm	true	true	included
K15232.hmm	true	true	included
K07512.hmm	true	true	included
K24855.hmm	true	true	included
K02304.hmm	true	true	included
K02172.hmm	true	true	included
K00948.hmm	true	true	included
K19594.hmm	true	true	included
K13082.hmm	true	true	included
K15918.hmm	true	true	included
K16002.hmm	true	true	included
K01853.hmm	true	true	included
K19105.hmm	true	true	included
K02230.hmm	true	true	included
K21977.hmm	true	true	included
K15024.hmm	true	true	included
K00558.hmm	true	true	included
K15680.hmm	true	true	included
K11026.hmm	true	true	included
K00606.hmm	true	true	included
K12668.hmm	true	true	included
K00589.hmm	true	true	included
K01654.hmm	true	true	included
K20076.hmm	true	true	included
K01895.hmm	true	true	included
K02268.hmm	true	true	included
K01963.hmm	true	true	included
K00497.hmm	true	true	included
K25824.hmm	true	true	included
K08681.hmm	true	true	included
K00570.hmm	true	true	included
K13832.hmm	true	true	included
K02147.hmm	true	true	included
K12788.hmm	true	true	included
K16158.hmm	true	true	included
K15314.hmm	true	true	included
K10961.hmm	true	true	included
K09831.hmm	true	true	included
K01952.hmm	true	true	included
K09023.hmm	true	true	included
K12638.hmm	true	true	included
K00486.hmm	true	true	included
K18020.hmm	true	true	included
K10214.hmm	true	true	included
K17652.hmm	true	true	included
K14659.hmm	true	true	included
K10945.hmm	true	true	included
K01695.hmm	true	true	included
K05860.hmm	true	true	included
K23269.hmm	true	true	included
K02224.hmm	true	true	included
K13227.hmm	true	true	included
K02277.hmm	true	true	included
K05533.hmm	true	true	included
K22226.hmm	true	true	included
K01778.hmm	true	true	included
K01812.hmm	true	true	included
K07432.hmm	true	true	included
K01962.hmm	true	true	included
K13421.hmm	true	true	included
K19550.hmm	true	true	included
K00261.hmm	true	true	included
K25959.hmm	true	true	included
K00629.hmm	true	true	included
K00419.hmm	true	true	included
K12657.hmm	true	true	included
K14581.hmm	true	true	included
K02132.hmm	true	true	included
K19746.hmm	true	true	included
K22478.hmm	true	true	included
K13711.hmm	true	true	included
K00940.hmm	true	true	included
K00252.hmm	true	true	included
K11992.hmm	true	true	included
K11001.hmm	true	true	included
K22925.hmm	true	true	included
K01988.hmm	true	true	included
K01904.hmm	true	true	included
K03662.hmm	true	true	included
K00944.hmm	true	true	included
K00645.hmm	true	true	included
K00640.hmm	true	true	included
K22323.hmm	true	true	included
K07534.hmm	true	true	included
K13789.hmm	true	true	included
K06859.hmm	true	true	included
K01950.hmm	true	true	included
K05584.hmm	true	true	included
K11262.hmm	true	true	included
K21103.hmm	true	true	included
K00070.hmm	true	true	included
K12696.hmm	true	true	included
K18908.hmm	true	true	included
K22435.hmm	true	true	included
K12666.hmm	true	true	included
K14187.hmm	true	true	included
K01684.hmm	true	true	included
K13315.hmm	true	true	included
K01007.hmm	true	true	included
K03881.hmm	true	true	included
K22879.hmm	true	true	included
K03474.hmm	true	true	included
K15996.hmm	true	true	included
K14585.hmm	true	true	included
K09020.hmm	true	true	included
K12901.hmm	true	true	included
K02152.hmm	true	true	included
K01903.hmm	true	true	included
K09838.hmm	true	true	included
K01613.hmm	true	true	included
K23265.hmm	true	true	included
K16157.hmm	true	true	included
K01591.hmm	true	true	included
K09735.hmm	true	true	included
K03399.hmm	true	true	included
K10105.hmm	true	true	included
K08943.hmm	true	true	included
K13225.hmm	true	true	included
K19634.hmm	true	true	included
K03951.hmm	true	true	included
K03878.hmm	true	true	included
K17450.hmm	true	true	included
K01800.hmm	true	true	included
K17475.hmm	true	true	included
K00390.hmm	true	true	included
K01663.hmm	true	true	included
K15884.hmm	true	true	included
K00232.hmm	true	true	included
K01679.hmm	true	true	included
K00412.hmm	true	true	included
K16849.hmm	true	true	included
K01847.hmm	true	true	included
K02123.hmm	true	true	included
K00106.hmm	true	true	included
K23095.hmm	true	true	included
K01243.hmm	true	true	included
K20667.hmm	true	true	included
K01080.hmm	true	true	included
K12309.hmm	true	true	included
K18377.hmm	true	true	included
K22305.hmm	true	true	included
K18972.hmm	true	true	included
K17217.hmm	true	true	included
K06982.hmm	true	true	included
K19562.hmm	true	true	included
K19516.hmm	true	true	included
K03844.hmm	true	true	included
K21301.hmm	true	true	included
K07544.hmm	true	true	included
K18900.hmm	true	true	included
K11180.hmm	true	true	included
K02640.hmm	true	true	included
K18227.hmm	true	true	included
K04628.hmm	true	true	included
K00972.hmm	true	true	included
K18095.hmm	true	true	included
K00963.hmm	true	true	included
K00003.hmm	true	true	included
K01136.hmm	true	true	included
K26071.hmm	true	true	included
K04102.hmm	true	true	included
K00162.hmm	true	true	included
K13378.hmm	true	true	included
K02048.hmm	true	true	included
K12110.hmm	true	true	included
K03639.hmm	true	true	included
K17722.hmm	true	true	included
K08242.hmm	true	true	included
K09882.hmm	true	true	included
K10245.hmm	true	true	included
K00659.hmm	true	true	included
K00891.hmm	true	true	included
K19835.hmm	true	true	included
K17646.hmm	true	true	included
K10047.hmm	true	true	included
K14256.hmm	true	true	included
K07173.hmm	true	true	included
K20982.hmm	true	true	included
K11204.hmm	true	true	included
K07819.hmm	true	true	included
K09833.hmm	true	true	included
K17463.hmm	true	true	included
K00382.hmm	true	true	included
K03371.hmm	true	true	included
K12628.hmm	true	true	included
K13382.hmm	true	true	included
K04126.hmm	true	true	included
K07543.hmm	true	true	included
K00609.hmm	true	true	included
K15233.hmm	true	true	included
K12091.hmm	true	true	included
K15758.hmm	true	true	included
K10852.hmm	true	true	included
K03183.hmm	true	true	included
K21785.hmm	true	true	included
K00849.hmm	true	true	included
K02120.hmm	true	true	included
K00863.hmm	true	true	included
K13257.hmm	true	true	included
K14366.hmm	true	true	included
K05299.hmm	true	true	included
K03831.hmm	true	true	included
K26485.hmm	true	true	included
K00404.hmm	true	true	included
K12691.hmm	true	true	included
K01492.hmm	true	true	included
K03787.hmm	true	true	included
K20860.hmm	true	true	included
K22516.hmm	true	true	included
K22813.hmm	true	true	included
K10932.hmm	true	true	included
K00487.hmm	true	true	included
K13380.hmm	true	true	included
K07127.hmm	true	true	included
K19548.hmm	true	true	included
K11782.hmm	true	true	included
K19183.hmm	true	true	included
K19103.hmm	true	true	included
K24563.hmm	true	true	included
K19572.hmm	true	true	included
K00817.hmm	true	true	included
K01089.hmm	true	true	included
K18348.hmm	true	true	included
K07969.hmm	true	true	included
K08094.hmm	true	true	included
K20422.hmm	true	true	included
K19854.hmm	true	true	included
K10251.hmm	true	true	included
K16850.hmm	true	true	included
K02708.hmm	true	true	included
K09834.hmm	true	true	included
K02275.hmm	true	true	included
K20082.hmm	true	true	included
K01041.hmm	true	true	included
K05953.hmm	true	true	included
K00581.hmm	true	true	included
K01682.hmm	true	true	included
K00071.hmm	true	true	included
K00213.hmm	true	true	included
K24566.hmm	true	true	included
K00342.hmm	true	true	included
K20421.hmm	true	true	included
K10966.hmm	true	true	included
K00051.hmm	true	true	included
K08941.hmm	true	true	included
K22896.hmm	true	true	included
K00002.hmm	true	true	included
K01948.hmm	true	true	included
K19884.hmm	true	true	included
K14652.hmm	true	true	included
K15963.hmm	true	true	included
K00169.hmm	true	true	included
K00053.hmm	true	true	included
K00099.hmm	true	true	included
K00245.hmm	true	true	included
K01969.hmm	true	true	included
K15919.hmm	true	true	included
K10618.hmm	true	true	included
K14082.hmm	true	true	included
K12108.hmm	true	true	included
K10930.hmm	true	true	included
K13385.hmm	true	true	included
K23094.hmm	true	true	included
K00568.hmm	true	true	included
K14456.hmm	true	true	included
K10222.hmm	true	true	included
K15849.hmm	true	true	included
K15997.hmm	true	true	included
K06445.hmm	true	true	included
K13811.hmm	true	true	included
K20432.hmm	true	true	included
K01617.hmm	true	true	included
K04121.hmm	true	true	included
K19593.hmm	true	true	included
K23669.hmm	true	true	included
K21277.hmm	true	true	included
K17865.hmm	true	true	included
K24530.hmm	true	true	included
K24560.hmm	true	true	included
K15761.hmm	true	true	included
K21257.hmm	true	true	included
K00237.hmm	true	true	included
K00088.hmm	true	true	included
K02822.hmm	true	true	included
K01809.hmm	true	true	included
K03897.hmm	true	true	included
K24018.hmm	true	true	included
K00549.hmm	true	true	included
K11752.hmm	true	true	included
K16179.hmm	true	true	included
K26212.hmm	true	true	included
K00151.hmm	true	true	included
K19819.hmm	true	true	included
K18652.hmm	true	true	included
K11014.hmm	true	true	included
K13064.hmm	true	true	included
K18089.hmm	true	true	included
K15992.hmm	true	true	included
K18127.hmm	true	true	included
K02259.hmm	true	true	included
K13319.hmm	true	true	included
K05549.hmm	true	true	included
K02554.hmm	true	true	included
K01487.hmm	true	true	included
K18063.hmm	true	true	included
K00215.hmm	true	true	included
K26061.hmm	true	true	included
K19853.hmm	true	true	included
K13479.hmm	true	true	included
K13509.hmm	true	true	included
K04123.hmm	true	true	included
K03224.hmm	true	true	included
K13939.hmm	true	true	included
K07389.hmm	true	true	included
K19569.hmm	true	true	included
K13679.hmm	true	true	included
K10203.hmm	true	true	included
K22914.hmm	true	true	included
K09835.hmm	true	true	included
K14975.hmm	true	true	included
K10535.hmm	true	true	included
K20810.hmm	true	true	included
K01585.hmm	true	true	included
K02567.hmm	true	true	included
K03181.hmm	true	true	included
K06134.hmm	true	true	included
K12408.hmm	true	true	included
K06209.hmm	true	true	included
K13484.hmm	true	true	included
K22997.hmm	true	true	included
K00677.hmm	true	true	included
K05921.hmm	true	true	included
K00874.hmm	true	true	included
K19561.hmm	true	true	included
K03961.hmm	true	true	included
K22922.hmm	true	true	included
K09827.hmm	true	true	included
K13313.hmm	true	true	included
K13317.hmm	true	true	included
K13326.hmm	true	true	included
K01053.hmm	true	true	included
K18106.hmm	true	true	included
K12745.hmm	true	true	included
K00693.hmm	true	true	included
K18294.hmm	true	true	included
K01584.hmm	true	true	included
K14367.hmm	true	true	included
K03274.hmm	true	true	included
K15762.hmm	true	true	included
K18237.hmm	true	true	included
K03661.hmm	true	true	included
K03465.hmm	true	true	included
K18054.hmm	true	true	included
K18557.hmm	true	true	included
K00335.hmm	true	true	included
K02136.hmm	true	true	included
K20156.hmm	true	true	included
K18800.hmm	true	true	included
K00194.hmm	true	true	included
K19981.hmm	true	true	included
K03760.hmm	true	true	included
K07434.hmm	true	true	included
K21169.hmm	true	true	included
K14626.hmm	true	true	included
K01597.hmm	true	true	included
K00673.hmm	true	true	included
K26210.hmm	true	true	included
K02642.hmm	true	true	included
K01465.hmm	true	true	included
K02154.hmm	true	true	included
K21177.hmm	true	true	included
K08928.hmm	true	true	included
K15970.hmm	true	true	included
K00341.hmm	true	true	included
K22916.hmm	true	true	included
K16268.hmm	true	true	included
K20881.hmm	true	true	included
K17828.hmm	true	true	included
K00626.hmm	true	true	included
K01580.hmm	true	true	included
K00170.hmm	true	true	included
K12787.hmm	true	true	included
K01836.hmm	true	true	included
K18207.hmm	true	true	included
K00333.hmm	true	true	included
K00149.hmm	true	true	included
K12902.hmm	true	true	included
K12977.hmm	true	true	included
K19068.hmm	true	true	included
K04516.hmm	true	true	included
K12348.hmm	true	true	included
K15408.hmm	true	true	included
K01947.hmm	true	true	included
K11351.hmm	true	true	included
K02170.hmm	true	true	included
K14257.hmm	true	true	included
K21949.hmm	true	true	included
K09722.hmm	true	true	included
K01431.hmm	true	true	included
K05287.hmm	true	true	included
K18560.hmm	true	true	included
K00620.hmm	true	true	included
K15579.hmm	true	true	included
K00965.hmm	true	true	included
K26481.hmm	true	true	included
K01686.hmm	true	true	included
K02139.hmm	true	true	included
K12087.hmm	true	true	included
K00025.hmm	true	true	included
K00026.hmm	true	true	included
K16319.hmm	true	true	included
K14155.hmm	true	true	included
K23741.hmm	true	true	included
K01850.hmm	true	true	included
K15038.hmm	true	true	included
K16009.hmm	true	true	included
K00933.hmm	true	true	included
K00583.hmm	true	true	included
K16246.hmm	true	true	included
K01593.hmm	true	true	included
K08264.hmm	true	true	included
K17826.hmm	true	true	included
K00040.hmm	true	true	included
K17761.hmm	true	true	included
K06016.hmm	true	true	included
K00139.hmm	true	true	included
K21168.hmm	true	true	included
K21540.hmm	true	true	included
K09065.hmm	true	true	included
K10929.hmm	true	true	included
K12658.hmm	true	true	included
K24857.hmm	true	true	included
K12525.hmm	true	true	included
K13309.hmm	true	true	included
K03638.hmm	true	true	included
K02370.hmm	true	true	included
K20426.hmm	true	true	included
K10623.hmm	true	true	included
K22915.hmm	true	true	included
K19890.hmm	true	true	included
K02203.hmm	true	true	included
K00319.hmm	true	true	included
K05895.hmm	true	true	included
K19321.hmm	true	true	included
K14081.hmm	true	true	included
K00703.hmm	true	true	included
K02576.hmm	true	true	included
K18076.hmm	true	true	included
K21611.hmm	true	true	included
K05581.hmm	true	true	included
K03689.hmm	true	true	included
K20089.hmm	true	true	included
K08477.hmm	true	true	included
K13821.hmm	true	true	included
K21163.hmm	true	true	included
K08680.hmm	true	true	included
K18472.hmm	true	true	included
K01756.hmm	true	true	included
K14372.hmm	true	true	included
K13311.hmm	true	true	included
K18102.hmm	true	true	included
K05607.hmm	true	true	included
K10244.hmm	true	true	included
K26064.hmm	true	true	included
K00318.hmm	true	true	included
K10934.hmm	true	true	included
K10216.hmm	true	true	included
K18346.hmm	true	true	included
K00376.hmm	true	true	included
K20772.hmm	true	true	included
K00796.hmm	true	true	included
K10534.hmm	true	true	included
K23672.hmm	true	true	included
K12526.hmm	true	true	included
K18297.hmm	true	true	included
K02129.hmm	true	true	included
K09753.hmm	true	true	included
K02122.hmm	true	true	included
K00401.hmm	true	true	included
K16320.hmm	true	true	included
K02369.hmm	true	true	included
K06034.hmm	true	true	included
K01195.hmm	true	true	included
K14263.hmm	true	true	included
K07151.hmm	true	true	included
K00055.hmm	true	true	included
K00203.hmm	true	true	included
K10258.hmm	true	true	included
K02267.hmm	true	true	included
K18938.hmm	true	true	included
K03078.hmm	true	true	included
K08942.hmm	true	true	included
K01796.hmm	true	true	included
K00798.hmm	true	true	included
K01647.hmm	true	true	included
K13829.hmm	true	true	included
K05859.hmm	true	true	included
K02300.hmm	true	true	included
K03154.hmm	true	true	included
K19591.hmm	true	true	included
K21895.hmm	true	true	included
K11006.hmm	true	true	included
K19007.hmm	true	true	included
K01705.hmm	true	true	included
K03476.hmm	true	true	included
K12631.hmm	true	true	included
K00514.hmm	true	true	included
K14375.hmm	true	true	included
K12090.hmm	true	true	included
K06981.hmm	true	true	included
K09654.hmm	true	true	included
K01821.hmm	true	true	included
K17547.hmm	true	true	included
K00457.hmm	true	true	included
K01582.hmm	true	true	included
K00542.hmm	true	true	included
K16369.hmm	true	true	included
K03179.hmm	true	true	included
K26138.hmm	true	true	included
K18901.hmm	true	true	included
K01735.hmm	true	true	included
K01495.hmm	true	true	included
K05530.hmm	true	true	included
K14135.hmm	true	true	included
K07515.hmm	true	true	included
K01480.hmm	true	true	included
K01565.hmm	true	true	included
K02626.hmm	true	true	included
K22365.hmm	true	true	included
K15876.hmm	true	true	included
K03148.hmm	true	true	included
K00274.hmm	true	true	included
K03472.hmm	true	true	included
K23735.hmm	true	true	included
K20503.hmm	true	true	included
K13517.hmm	true	true	included
K03738.hmm	true	true	included
K03942.hmm	true	true	included
K02121.hmm	true	true	included
K15966.hmm	true	true	included
K12786.hmm	true	true	included
K00340.hmm	true	true	included
K13800.hmm	true	true	included
K04518.hmm	true	true	included
K14655.hmm	true	true	included
K21160.hmm	true	true	included
K10808.hmm	true	true	included
K18378.hmm	true	true	included
K19102.hmm	true	true	included
K17222.hmm	true	true	included
K01697.hmm	true	true	included
K12669.hmm	true	true	included
K14250.hmm	true	true	included
K00591.hmm	true	true	included
K23159.hmm	true	true	included
K07513.hmm	true	true	included
K01824.hmm	true	true	included
K13485.hmm	true	true	included
K11003.hmm	true	true	included
K01213.hmm	true	true	included
K00454.hmm	true	true	included
K00222.hmm	true	true	included
K00380.hmm	true	true	included
K10935.hmm	true	true	included
K02265.hmm	true	true	included
K03077.hmm	true	true	included
K05555.hmm	true	true	included
K23668.hmm	true	true	included
K01666.hmm	true	true	included
K13395.hmm	true	true	included
K23734.hmm	true	true	included
K12106.hmm	true	true	included
K01596.hmm	true	true	included
K15760.hmm	true	true	included
K19532.hmm	true	true	included
K13037.hmm	true	true	included
K08093.hmm	true	true	included
K00621.hmm	true	true	included
K14028.hmm	true	true	included
K01955.hmm	true	true	included
K04835.hmm	true	true	included
K10247.hmm	true	true	included
K22450.hmm	true	true	included
K01940.hmm	true	true	included
K12420.hmm	true	true	included
K01113.hmm	true	true	included
K15633.hmm	true	true	included
K15316.hmm	true	true	included
K18345.hmm	true	true	included
K21371.hmm	true	true	included
K22848.hmm	true	true	included
K14067.hmm	true	true	included
K24292.hmm	true	true	included
K01623.hmm	true	true	included
K23987.hmm	true	true	included
K01054.hmm	true	true	included
K18380.hmm	true	true	included
K02827.hmm	true	true	included
K18093.hmm	true	true	included
K10977.hmm	true	true	included
K02500.hmm	true	true	included
K07967.hmm	true	true	included
K13644.hmm	true	true	included
K22501.hmm	true	true	included
K20427.hmm	true	true	included
K00762.hmm	true	true	included
K10206.hmm	true	true	included
K15576.hmm	true	true	included
K07964.hmm	true	true	included
K13941.hmm	true	true	included
K19700.hmm	true	true	included
