ProteinFiles	ProteinRecords	InputIDsAlreadyGenomePrefixed	OutputIDsGenomePrefixed	UniqueOutputProteinIDs	DuplicateOutputProteinIDs	PrefixPattern
28	66519	66519	66519	66519	0	genome_id__prodigal_id
