100.00	82963	0	R	1	root
100.00	82963	0	R1	131567	  cellular organisms
82.15	68151	0	D	2	    Bacteria
48.77	40465	0	K	3379134	      Pseudomonadati
16.82	13957	0	K1	1783270	        FCB group
10.01	8307	0	K2	68336	          Bacteroidota/Chlorobiota group
6.40	5311	0	P	1090	            Chlorobiota
6.40	5311	0	C	191410	              Chlorobiia
6.40	5311	0	O	191411	                Chlorobiales
6.40	5311	0	F	191412	                  Chlorobiaceae
5.56	4614	0	F1	274493	                    Chlorobium/Pelodictyon group
5.53	4589	0	G	1091	                      Chlorobium
2.75	2282	2282	S	1092	                        Chlorobium limicola
1.62	1347	1347	S	1094	                        Chlorobium phaeovibrioides
1.16	960	960	S	1096	                        Chlorobium phaeobacteroides
0.03	24	0	G	1099	                      Pelodictyon
0.03	24	24	S	1100	                        Pelodictyon luteolum
0.84	697	0	G	256319	                    Chlorobaculum
0.84	697	697	S	1097	                      Chlorobaculum tepidum
3.61	2995	0	P	976	            Bacteroidota
3.61	2995	0	C	200643	              Bacteroidia
3.61	2995	0	O	171549	                Bacteroidales
2.14	1771	0	F	171551	                  Porphyromonadaceae
2.14	1771	0	G	836	                    Porphyromonas
2.14	1771	1771	S	837	                      Porphyromonas gingivalis
1.48	1223	0	F	815	                  Bacteroidaceae
0.97	802	0	G	909656	                    Phocaeicola
0.97	802	802	S	821	                      Phocaeicola vulgatus
0.51	420	0	G	816	                    Bacteroides
0.51	420	420	S	818	                      Bacteroides thetaiotaomicron
6.81	5650	0	P	142182	          Gemmatimonadota
6.81	5650	0	C	219685	            Gemmatimonadia
6.81	5650	0	O	219686	              Gemmatimonadales
6.81	5650	0	F	219687	                Gemmatimonadaceae
6.81	5650	0	G	173479	                  Gemmatimonas
6.81	5650	5650	S	173480	                    Gemmatimonas aurantiaca
16.74	13886	0	P	1224	        Pseudomonadota
10.89	9033	0	C	1236	          Gammaproteobacteria
6.61	5481	0	O	135622	            Alteromonadales
6.61	5481	0	F	267890	              Shewanellaceae
6.61	5481	0	G	22	                Shewanella
6.20	5144	5144	S	62322	                  Shewanella baltica
0.41	337	337	S	359303	                  Shewanella loihica
4.28	3551	0	O	72274	            Pseudomonadales
4.28	3551	0	F	135621	              Pseudomonadaceae
4.28	3551	0	G	286	                Pseudomonas
4.28	3551	0	G1	136843	                  Pseudomonas fluorescens group
