name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	14497	3657	18154	0.93021
Borreliella burgdorferi	139	S	1335	26	1361	0.06974
