100.00	61609	0	R	1	root
100.00	61609	0	R1	131567	  cellular organisms
82.47	50811	0	D	2	    Bacteria
51.25	31573	0	K	3379134	      Pseudomonadati
17.96	11067	0	P	1224	        Pseudomonadota
11.55	7113	0	C	1236	          Gammaproteobacteria
7.27	4478	0	O	135622	            Alteromonadales
7.27	4478	0	F	267890	              Shewanellaceae
7.27	4478	0	G	22	                Shewanella
7.06	4351	4351	S	62322	                  Shewanella baltica
0.21	126	126	S	359303	                  Shewanella loihica
4.28	2634	0	O	72274	            Pseudomonadales
4.28	2634	0	F	135621	              Pseudomonadaceae
4.28	2634	0	G	286	                Pseudomonas
4.28	2634	0	G1	136843	                  Pseudomonas fluorescens group
4.28	2634	2634	S	298	                    Pseudomonas marginalis
6.36	3916	0	C	28216	          Betaproteobacteria
4.84	2979	0	O	32003	            Nitrosomonadales
4.84	2979	0	F	206379	              Nitrosomonadaceae
4.84	2979	0	G	914	                Nitrosomonas
4.84	2979	2979	S	915	                  Nitrosomonas europaea
1.52	937	0	O	80840	            Burkholderiales
1.46	897	0	F	119060	              Burkholderiaceae
1.46	897	0	G	1822464	                Paraburkholderia
1.46	897	897	S	36873	                  Paraburkholderia xenovorans
0.06	39	0	F	2975441	              Sphaerotilaceae
0.06	39	0	F1	3694169	                Sphaerotilus/Leptothrix group
0.06	39	0	G	88	                  Leptothrix
0.06	39	39	S	34029	                    Leptothrix cholodnii
0.06	37	0	C	28211	          Alphaproteobacteria
0.06	37	0	O	204455	            Rhodobacterales
0.06	37	0	F	2854170	              Roseobacteraceae
0.06	37	0	G	97050	                Ruegeria
0.06	37	37	S	89184	                  Ruegeria pomeroyi
17.46	10758	0	K1	1783270	        FCB group
10.28	6330	0	K2	68336	          Bacteroidota/Chlorobiota group
6.32	3893	0	P	1090	            Chlorobiota
6.32	3893	0	C	191410	              Chlorobiia
6.32	3893	0	O	191411	                Chlorobiales
6.32	3893	0	F	191412	                  Chlorobiaceae
5.45	3357	0	F1	274493	                    Chlorobium/Pelodictyon group
5.45	3357	0	G	1091	                      Chlorobium
2.83	1741	1741	S	1092	                        Chlorobium limicola
1.39	858	858	S	1094	                        Chlorobium phaeovibrioides
1.23	757	757	S	1096	                        Chlorobium phaeobacteroides
0.87	535	0	G	256319	                    Chlorobaculum
0.87	535	535	S	1097	                      Chlorobaculum tepidum
3.96	2437	0	P	976	            Bacteroidota
3.96	2437	0	C	200643	              Bacteroidia
3.96	2437	0	O	171549	                Bacteroidales
2.28	1402	0	F	171551	                  Porphyromonadaceae
2.28	1402	0	G	836	                    Porphyromonas
2.28	1402	1402	S	837	                      Porphyromonas gingivalis
1.68	1034	0	F	815	                  Bacteroidaceae
1.09	669	0	G	909656	                    Phocaeicola
1.09	669	669	S	821	                      Phocaeicola vulgatus
0.59	364	0	G	816	                    Bacteroides
0.59	364	364	S	818	                      Bacteroides thetaiotaomicron
7.19	4428	0	P	142182	          Gemmatimonadota
7.19	4428	0	C	219685	            Gemmatimonadia
7.19	4428	0	O	219686	              Gemmatimonadales
7.19	4428	0	F	219687	                Gemmatimonadaceae
7.19	4428	0	G	173479	                  Gemmatimonas
7.19	4428	4428	S	173480	                    Gemmatimonas aurantiaca
6.06	3736	0	K1	1783257	        PVC group
5.32	3277	0	P	203682	          Planctomycetota
5.32	3277	0	C	203683	            Planctomycetia
5.32	3277	0	O	2691354	              Pirellulales
5.32	3277	0	F	2691357	                Pirellulaceae
5.32	3277	0	G	265488	                  Rhodopirellula
5.32	3277	3277	S	265606	                    Rhodopirellula baltica
0.74	458	0	P	74201	          Verrucomicrobiota
0.74	458	0	C	203494	            Verrucomicrobiia
0.74	458	0	O	48461	              Verrucomicrobiales
0.74	458	0	F	1647988	                Akkermansiaceae
0.74	458	0	G	239934	                  Akkermansia
0.74	458	458	S	239935	                    Akkermansia muciniphila
4.30	2648	0	P	200940	        Thermodesulfobacteriota
3.36	2069	0	C	3031451	          Desulfobulbia
3.36	2069	0	O	3024411	            Desulfobulbales
3.36	2069	0	F	213121	              Desulfobulbaceae
3.36	2069	0	G	893	                Desulfobulbus
3.36	2069	2069	S	1986146	                  Desulfobulbus oralis
0.67	413	0	C	3031651	          Desulfuromonadia
0.67	413	0	O	3031668	            Geobacterales
0.67	413	0	F	213422	              Geobacteraceae
0.67	413	0	G	28231	                Geobacter
0.67	413	413	S	35554	                  Geobacter sulfurreducens
0.27	165	0	C	3031449	          Desulfovibrionia
0.27	165	0	O	213115	            Desulfovibrionales
0.27	165	0	F	194924	              Desulfovibrionaceae
0.27	165	0	G	872	                Desulfovibrio
0.27	165	165	S	901	                  Desulfovibrio piger
3.83	2359	0	P	200783	        Aquificota
3.83	2359	0	C	187857	          Aquificia
3.83	2359	0	O	32069	            Aquificales
3.14	1932	0	F	224027	              Hydrogenothermaceae
2.78	1712	0	G	182899	                Persephonella
2.78	1712	1712	S	309805	                  Persephonella marina
0.36	220	0	G	212790	                Sulfurihydrogenibium
0.36	220	0	G1	2619248	                  unclassified Sulfurihydrogenibium
0.36	220	220	S	436114	                    Sulfurihydrogenibium sp. YO3AOP1
0.69	427	0	F	64898	              Aquificaceae
0.69	427	0	G	168657	                Hydrogenobaculum
0.69	427	0	G1	2622382	                  unclassified Hydrogenobaculum
0.69	427	427	S	380749	                    Hydrogenobaculum sp. Y04AAS1
0.56	344	0	P	203691	        Spirochaetota
0.56	344	0	C	203692	          Spirochaetia
0.56	344	0	O	3120456	            Treponematales
0.56	344	0	F	2845253	              Treponemataceae
0.56	344	0	G	157	                Treponema
0.56	344	344	S	158	                  Treponema denticola
0.53	325	0	P	29547	        Campylobacterota
0.53	325	0	C	3031852	          Epsilonproteobacteria
0.53	325	0	O	213849	            Campylobacterales
0.53	325	0	F	72293	              Helicobacteraceae
0.53	325	0	G	843	                Wolinella
0.53	325	325	S	844	                  Wolinella succinogenes
0.42	259	0	P	57723	        Acidobacteriota
0.42	259	0	C	204432	          Terriglobia
0.42	259	0	O	204433	            Terriglobales
0.42	259	0	F	204434	              Acidobacteriaceae
0.42	259	0	G	33973	                Acidobacterium
0.42	259	259	S	33075	                  Acidobacterium capsulatum
0.12	74	0	P	68297	        Dictyoglomota
0.12	74	0	C	203486	          Dictyoglomia
0.12	74	0	O	203487	            Dictyoglomales
0.12	74	0	F	203488	              Dictyoglomaceae
0.12	74	0	G	13	                Dictyoglomus
0.12	74	74	S	513050	                  Dictyoglomus turgidum
17.46	10755	0	K	3384194	      Thermotogati
17.27	10637	0	P	200918	        Thermotogota
17.27	10637	0	C	188708	          Thermotogae
17.27	10637	0	O	2419	            Thermotogales
17.27	10637	0	F	188709	              Thermotogaceae
17.27	10637	0	G	2335	                Thermotoga
8.13	5007	5007	S	93929	                  Thermotoga petrophila
9.14	5630	5630	S	2337	                  Thermotoga neapolitana
0.19	117	0	P	1297	        Deinococcota
0.19	117	0	C	188787	          Deinococci
0.19	117	0	O	118964	            Deinococcales
0.19	117	0	F	183710	              Deinococcaceae
0.19	117	0	G	1298	                Deinococcus
0.19	117	117	S	1299	                  Deinococcus radiodurans
12.53	7722	0	K	1783272	      Bacillati
10.95	6745	0	P	1239	        Bacillota
10.29	6339	0	P1	2840488	          Bacillota incertae sedis
10.29	6339	0	O	3071001	            Caldicellulosiruptorales
10.29	6339	0	F	3071002	              Caldicellulosiruptoraceae
10.29	6339	0	G	44000	                Caldicellulosiruptor
9.63	5933	5933	S	44001	                  Caldicellulosiruptor saccharolyticus
0.66	406	406	S	31899	                  Caldicellulosiruptor bescii
0.66	405	0	C	186801	          Clostridia
0.66	405	0	O	3120394	            Acetivibrionales
0.66	405	0	F	3120654	              Acetivibrionaceae
0.66	405	0	G	35829	                Acetivibrio
0.66	405	405	S	1515	                  Acetivibrio thermocellus
1.30	799	0	P	200795	        Chloroflexota
1.30	799	0	C	32061	          Chloroflexia
1.30	799	0	O	32064	            Chloroflexales
1.30	799	0	O1	1508594	              Chloroflexineae
1.30	799	0	F	1106	                Chloroflexaceae
1.30	799	0	G	1107	                  Chloroflexus
1.30	799	799	S	1108	                    Chloroflexus aurantiacus
0.29	177	0	P	201174	        Actinomycetota
0.29	177	0	C	1760	          Actinomycetes
0.29	177	0	O	85008	            Micromonosporales
