MappingGroup	MappingFile	MappingBytes	MappingSHA256	Function	UngroupedPolicy	ProtectedPolicy	SourceOrdinaryFeatures	SourceOrdinaryRPK	ReactionFeatures	ReactionRPK	UngroupedRPK	MappedSourceRPK	ReactionPlusUngroupedRPK	MappedExpansionFactor	TotalRegroupExpansionFactor	SourceUnmappedRPK	ReactionUnmappedRPK
uniref90_rxn	${BIOBAKERY_ENV_PREFIX}/lib/python3.12/site-packages/humann/data/pathways/metacyc_reactions_level4ec_only.uniref.bz2	57511575	8419ce78a62ca9130914f2c347a9708111cedc7de52ba274659ce51ec7de7752	sum	Y	Y	11776	130579.9363648028	1402	32446.098814215402	113812.638612224	16767.2977525788	146258.7374264394	1.935082163685273	1.1200705215373556	132981.0	132981.0
