Feature	DNAPrevalence	RNAPrevalence	ProteinPrevalence	EC	Description	MinimumPrevalence	Selected
3.5.99.10: 2-iminobutanoate/2-iminopropanoate deaminase	0.3817204301075269	0.3010752688172043	0.13978494623655913	3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase	0.13978494623655913	True
3.5.99.2: Aminopyrimidine aminohydrolase	0.6612903225806451	0.05913978494623656	0.016129032258064516	3.5.99.2	Aminopyrimidine aminohydrolase	0.016129032258064516	False
3.5.99.6: Glucosamine-6-phosphate deaminase	0.9946236559139785	0.9946236559139785	0.543010752688172	3.5.99.6	Glucosamine-6-phosphate deaminase	0.543010752688172	True
3.6.1.13: ADP-ribose diphosphatase	0.9838709677419355	0.7473118279569892	0.005376344086021506	3.6.1.13	ADP-ribose diphosphatase	0.005376344086021506	False
3.6.1.19: Nucleoside-triphosphate diphosphatase	0.989247311827957	0.989247311827957	0.0	3.6.1.19	Nucleoside-triphosphate diphosphatase	0.0	False
3.6.1.1: Inorganic diphosphatase	0.9946236559139785	0.989247311827957	0.3870967741935484	3.6.1.1	Inorganic diphosphatase	0.3870967741935484	True
3.6.1.23: dUTP diphosphatase	0.9946236559139785	0.989247311827957	0.10752688172043011	3.6.1.23	dUTP diphosphatase	0.10752688172043011	True
3.6.1.31: Phosphoribosyl-ATP diphosphatase	0.956989247311828	0.3548387096774194	0.005376344086021506	3.6.1.31	Phosphoribosyl-ATP diphosphatase	0.005376344086021506	False
3.6.1.3: Adenosinetriphosphatase	0.978494623655914	0.5860215053763441	0.053763440860215055	3.6.1.3	Adenosinetriphosphatase	0.053763440860215055	False
3.6.1.45: UDP-sugar diphosphatase	0.11827956989247312	0.06451612903225806	0.005376344086021506	3.6.1.45	UDP-sugar diphosphatase	0.005376344086021506	False
3.6.3.12: Potassium-transporting ATPase	0.967741935483871	0.3548387096774194	0.005376344086021506	3.6.3.12	Potassium-transporting ATPase	0.005376344086021506	False
3.6.3.14: H(+)-transporting two-sector ATPase	0.9946236559139785	1.0	0.8010752688172043	3.6.3.14	H(+)-transporting two-sector ATPase	0.8010752688172043	True
3.6.3.15: Sodium-transporting two-sector ATPase	0.8763440860215054	0.6344086021505376	0.0	3.6.3.15	Sodium-transporting two-sector ATPase	0.0	False
3.6.3.17: Monosaccharide-transporting ATPase	0.989247311827957	0.9838709677419355	0.45161290322580644	3.6.3.17	Monosaccharide-transporting ATPase	0.45161290322580644	True
3.6.3.19: Maltose-transporting ATPase	0.46774193548387094	0.12903225806451613	0.0	3.6.3.19	Maltose-transporting ATPase	0.0	False
3.6.3.20: Glycerol-3-phosphate-transporting ATPase	0.7580645161290323	0.3924731182795699	0.03763440860215054	3.6.3.20	Glycerol-3-phosphate-transporting ATPase	0.03763440860215054	False
3.6.3.25: Sulfate-transporting ATPase	0.989247311827957	0.7043010752688172	0.0	3.6.3.25	Sulfate-transporting ATPase	0.0	False
3.6.3.27: Phosphate-transporting ATPase	0.9946236559139785	0.956989247311828	0.03763440860215054	3.6.3.27	Phosphate-transporting ATPase	0.03763440860215054	False
3.6.3.2: Magnesium-importing ATPase	0.7419354838709677	0.053763440860215055	0.0	3.6.3.2	Magnesium-importing ATPase	0.0	False
3.6.3.30: Fe(3+)-transporting ATPase	0.978494623655914	0.7204301075268817	0.005376344086021506	3.6.3.30	Fe(3+)-transporting ATPase	0.005376344086021506	False
3.6.3.31: Polyamine-transporting ATPase	0.9946236559139785	0.967741935483871	0.005376344086021506	3.6.3.31	Polyamine-transporting ATPase	0.005376344086021506	False
3.6.3.32: Quaternary-amine-transporting ATPase	0.10215053763440861	0.0	0.005376344086021506	3.6.3.32	Quaternary-amine-transporting ATPase	0.0	False
3.6.3.34: Iron-chelate-transporting ATPase	0.9946236559139785	0.8870967741935484	0.0	3.6.3.34	Iron-chelate-transporting ATPase	0.0	False
3.6.3.3: Cadmium-exporting ATPase	0.9946236559139785	0.967741935483871	0.0	3.6.3.3	Cadmium-exporting ATPase	0.0	False
3.6.3.44: Xenobiotic-transporting ATPase	0.9193548387096774	0.5698924731182796	0.010752688172043012	3.6.3.44	Xenobiotic-transporting ATPase	0.010752688172043012	False
3.6.3.4: Cu(2+)-exporting ATPase	0.967741935483871	0.8548387096774194	0.05913978494623656	3.6.3.4	Cu(2+)-exporting ATPase	0.05913978494623656	False
3.6.3.8: Calcium-transporting ATPase	0.9301075268817204	0.8010752688172043	0.016129032258064516	3.6.3.8	Calcium-transporting ATPase	0.016129032258064516	False
3.6.4.12: DNA helicase	0.9946236559139785	1.0	0.17204301075268819	3.6.4.12	DNA helicase	0.17204301075268819	True
3.6.4.13: RNA helicase	0.8387096774193549	0.8279569892473119	0.005376344086021506	3.6.4.13	RNA helicase	0.005376344086021506	False
3.6.5.3: Protein-synthesizing GTPase	0.989247311827957	0.9408602150537635	0.6612903225806451	3.6.5.3	Protein-synthesizing GTPase	0.6612903225806451	True
3.6.5.n1: Elongation factor 4	0.9946236559139785	0.9946236559139785	0.010752688172043012	3.6.5.n1	Elongation factor 4	0.010752688172043012	False
3.7.1.14: 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	0.27956989247311825	0.08064516129032258	0.03763440860215054	3.7.1.14	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	0.03763440860215054	False
3.7.1.22: 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	0.016129032258064516	0.005376344086021506	0.0	3.7.1.22	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	0.0	False
3.7.1.2: Fumarylacetoacetase	0.005376344086021506	0.0	0.0	3.7.1.2	Fumarylacetoacetase	0.0	False
3.8.1.2: (S)-2-haloacid dehalogenase	0.9032258064516129	0.3870967741935484	0.0	3.8.1.2	(S)-2-haloacid dehalogenase	0.0	False
4.1.1.11: Aspartate 1-decarboxylase	0.989247311827957	0.9838709677419355	0.12903225806451613	4.1.1.11	Aspartate 1-decarboxylase	0.12903225806451613	True
4.1.1.15: Glutamate decarboxylase	0.989247311827957	0.978494623655914	0.25806451612903225	4.1.1.15	Glutamate decarboxylase	0.25806451612903225	True
4.1.1.17: Ornithine decarboxylase	0.7741935483870968	0.46774193548387094	0.016129032258064516	4.1.1.17	Ornithine decarboxylase	0.016129032258064516	False
4.1.1.18: Lysine decarboxylase	0.9731182795698925	0.6451612903225806	0.021505376344086023	4.1.1.18	Lysine decarboxylase	0.021505376344086023	False
4.1.1.19: Arginine decarboxylase	0.9838709677419355	0.9086021505376344	0.3118279569892473	4.1.1.19	Arginine decarboxylase	0.3118279569892473	True
4.1.1.20: Diaminopimelate decarboxylase	0.9946236559139785	0.9946236559139785	0.021505376344086023	4.1.1.20	Diaminopimelate decarboxylase	0.021505376344086023	False
4.1.1.23: Orotidine-5'-phosphate decarboxylase	0.9946236559139785	0.9946236559139785	0.6182795698924731	4.1.1.23	Orotidine-5'-phosphate decarboxylase	0.6182795698924731	True
4.1.1.31: Phosphoenolpyruvate carboxylase	0.16129032258064516	0.04838709677419355	0.021505376344086023	4.1.1.31	Phosphoenolpyruvate carboxylase	0.021505376344086023	False
4.1.1.32: Phosphoenolpyruvate carboxykinase (GTP)	0.9086021505376344	0.8387096774193549	0.3709677419354839	4.1.1.32	Phosphoenolpyruvate carboxykinase (GTP)	0.3709677419354839	True
4.1.1.37: Uroporphyrinogen decarboxylase	0.978494623655914	0.7580645161290323	0.0	4.1.1.37	Uroporphyrinogen decarboxylase	0.0	False
4.1.1.3: Oxaloacetate decarboxylase	0.9946236559139785	0.9838709677419355	0.5752688172043011	4.1.1.3	Oxaloacetate decarboxylase	0.5752688172043011	True
4.1.1.41: Methylmalonyl-CoA decarboxylase	0.9838709677419355	0.9139784946236559	0.43548387096774194	4.1.1.41	Methylmalonyl-CoA decarboxylase	0.43548387096774194	True
4.1.1.47: Tartronate-semialdehyde synthase	0.532258064516129	0.043010752688172046	0.0	4.1.1.47	Tartronate-semialdehyde synthase	0.0	False
4.1.1.48: Indole-3-glycerol-phosphate synthase	0.9946236559139785	0.946236559139785	0.005376344086021506	4.1.1.48	Indole-3-glycerol-phosphate synthase	0.005376344086021506	False
4.1.1.49: Phosphoenolpyruvate carboxykinase (ATP)	0.9946236559139785	1.0	0.978494623655914	4.1.1.49	Phosphoenolpyruvate carboxykinase (ATP)	0.978494623655914	True
4.1.1.65: Phosphatidylserine decarboxylase	0.989247311827957	0.978494623655914	0.053763440860215055	4.1.1.65	Phosphatidylserine decarboxylase	0.053763440860215055	False
4.1.1.70: Glutaconyl-CoA decarboxylase	0.9731182795698925	0.9408602150537635	0.026881720430107527	4.1.1.70	Glutaconyl-CoA decarboxylase	0.026881720430107527	False
4.1.1.85: 3-dehydro-L-gulonate-6-phosphate decarboxylase	0.5161290322580645	0.12365591397849462	0.005376344086021506	4.1.1.85	3-dehydro-L-gulonate-6-phosphate decarboxylase	0.005376344086021506	False
4.1.1.8: Oxalyl-CoA decarboxylase	0.4838709677419355	0.0967741935483871	0.005376344086021506	4.1.1.8	Oxalyl-CoA decarboxylase	0.005376344086021506	False
4.1.2.13: Fructose-bisphosphate aldolase	0.9946236559139785	0.989247311827957	0.7526881720430108	4.1.2.13	Fructose-bisphosphate aldolase	0.7526881720430108	True
4.1.2.14: 2-dehydro-3-deoxy-phosphogluconate aldolase	0.978494623655914	0.9032258064516129	0.6182795698924731	4.1.2.14	2-dehydro-3-deoxy-phosphogluconate aldolase	0.6182795698924731	True
4.1.2.17: L-fuculose-phosphate aldolase	0.9301075268817204	0.5376344086021505	0.005376344086021506	4.1.2.17	L-fuculose-phosphate aldolase	0.005376344086021506	False
4.1.2.19: Rhamnulose-1-phosphate aldolase	0.9946236559139785	0.8387096774193549	0.03763440860215054	4.1.2.19	Rhamnulose-1-phosphate aldolase	0.03763440860215054	False
4.1.2.20: 2-dehydro-3-deoxyglucarate aldolase	0.42473118279569894	0.07526881720430108	0.0	4.1.2.20	2-dehydro-3-deoxyglucarate aldolase	0.0	False
4.1.2.22: Fructose-6-phosphate phosphoketolase	0.22580645161290322	0.016129032258064516	0.06451612903225806	4.1.2.22	Fructose-6-phosphate phosphoketolase	0.016129032258064516	False
4.1.2.25: Dihydroneopterin aldolase	0.989247311827957	0.9731182795698925	0.016129032258064516	4.1.2.25	Dihydroneopterin aldolase	0.016129032258064516	False
4.1.2.40: Tagatose-bisphosphate aldolase	0.978494623655914	0.8333333333333334	0.13978494623655913	4.1.2.40	Tagatose-bisphosphate aldolase	0.13978494623655913	True
4.1.2.4: Deoxyribose-phosphate aldolase	0.9946236559139785	0.989247311827957	0.3655913978494624	4.1.2.4	Deoxyribose-phosphate aldolase	0.3655913978494624	True
4.1.2.57: Sulfofructosephosphate aldolase	0.27419354838709675	0.053763440860215055	0.0	4.1.2.57	Sulfofructosephosphate aldolase	0.0	False
4.1.2.5: L-threonine aldolase	0.978494623655914	0.7688172043010753	0.005376344086021506	4.1.2.5	L-threonine aldolase	0.005376344086021506	False
4.1.3.16: 4-hydroxy-2-oxoglutarate aldolase	0.978494623655914	0.8978494623655914	0.6182795698924731	4.1.3.16	4-hydroxy-2-oxoglutarate aldolase	0.6182795698924731	True
4.1.3.1: Isocitrate lyase	0.4946236559139785	0.25268817204301075	0.0967741935483871	4.1.3.1	Isocitrate lyase	0.0967741935483871	False
4.1.3.27: Anthranilate synthase	0.989247311827957	0.5591397849462365	0.016129032258064516	4.1.3.27	Anthranilate synthase	0.016129032258064516	False
4.1.3.30: Methylisocitrate lyase	0.4731182795698925	0.06451612903225806	0.0	4.1.3.30	Methylisocitrate lyase	0.0	False
4.1.3.34: Citryl-CoA lyase	0.11827956989247312	0.016129032258064516	0.005376344086021506	4.1.3.34	Citryl-CoA lyase	0.005376344086021506	False
4.1.3.36: 1,4-dihydroxy-2-naphthoyl-CoA synthase	0.989247311827957	0.9731182795698925	0.15053763440860216	4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase	0.15053763440860216	True
4.1.3.38: Aminodeoxychorismate lyase	0.8602150537634409	0.15591397849462366	0.0	4.1.3.38	Aminodeoxychorismate lyase	0.0	False
4.1.3.3: N-acetylneuraminate lyase	0.989247311827957	0.956989247311828	0.5161290322580645	4.1.3.3	N-acetylneuraminate lyase	0.5161290322580645	True
4.1.3.6: Citrate (pro-3S)-lyase	0.989247311827957	0.6774193548387096	0.005376344086021506	4.1.3.6	Citrate (pro-3S)-lyase	0.005376344086021506	False
4.1.99.12: 3,4-dihydroxy-2-butanone-4-phosphate synthase	0.989247311827957	0.956989247311828	0.016129032258064516	4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase	0.016129032258064516	False
4.1.99.17: Phosphomethylpyrimidine synthase	0.989247311827957	0.9838709677419355	0.08602150537634409	4.1.99.17	Phosphomethylpyrimidine synthase	0.08602150537634409	False
4.1.99.1: Tryptophanase	0.9086021505376344	0.8817204301075269	0.06451612903225806	4.1.99.1	Tryptophanase	0.06451612903225806	False
4.1.99.3: Deoxyribodipyrimidine photo-lyase	0.489247311827957	0.13978494623655913	0.3763440860215054	4.1.99.3	Deoxyribodipyrimidine photo-lyase	0.13978494623655913	True
4.2.1.104: Cyanase	0.3172043010752688	0.010752688172043012	0.005376344086021506	4.2.1.104	Cyanase	0.005376344086021506	False
4.2.1.10: 3-dehydroquinate dehydratase	0.9946236559139785	0.989247311827957	0.026881720430107527	4.2.1.10	3-dehydroquinate dehydratase	0.026881720430107527	False
4.2.1.113: o-succinylbenzoate synthase	0.989247311827957	0.9623655913978495	0.0	4.2.1.113	o-succinylbenzoate synthase	0.0	False
4.2.1.11: Phosphopyruvate hydratase	0.9946236559139785	1.0	0.8709677419354839	4.2.1.11	Phosphopyruvate hydratase	0.8709677419354839	True
4.2.1.126: N-acetylmuramic acid 6-phosphate etherase	0.989247311827957	0.9838709677419355	0.08602150537634409	4.2.1.126	N-acetylmuramic acid 6-phosphate etherase	0.08602150537634409	False
4.2.1.130: D-lactate dehydratase	0.40860215053763443	0.13440860215053763	0.0	4.2.1.130	D-lactate dehydratase	0.0	False
4.2.1.136: ADP-dependent NAD(P)H-hydrate dehydratase	0.9623655913978495	0.8118279569892473	0.0	4.2.1.136	ADP-dependent NAD(P)H-hydrate dehydratase	0.0	False
4.2.1.149: Crotonobetainyl-CoA hydratase	0.3548387096774194	0.053763440860215055	0.016129032258064516	4.2.1.149	Crotonobetainyl-CoA hydratase	0.016129032258064516	False
4.2.1.17: Enoyl-CoA hydratase	0.8387096774193549	0.5913978494623656	0.005376344086021506	4.2.1.17	Enoyl-CoA hydratase	0.005376344086021506	False
4.2.1.19: Imidazoleglycerol-phosphate dehydratase	0.989247311827957	0.9086021505376344	0.005376344086021506	4.2.1.19	Imidazoleglycerol-phosphate dehydratase	0.005376344086021506	False
4.2.1.1: Carbonate dehydratase	0.9946236559139785	0.989247311827957	0.026881720430107527	4.2.1.1	Carbonate dehydratase	0.026881720430107527	False
4.2.1.20: Tryptophan synthase	0.9946236559139785	0.989247311827957	0.0967741935483871	4.2.1.20	Tryptophan synthase	0.0967741935483871	False
4.2.1.24: Porphobilinogen synthase	0.989247311827957	0.9516129032258065	0.026881720430107527	4.2.1.24	Porphobilinogen synthase	0.026881720430107527	False
4.2.1.28: Propanediol dehydratase	0.27956989247311825	0.08064516129032258	0.005376344086021506	4.2.1.28	Propanediol dehydratase	0.005376344086021506	False
4.2.1.2: Fumarate hydratase	0.989247311827957	0.989247311827957	0.0913978494623656	4.2.1.2	Fumarate hydratase	0.0913978494623656	False
4.2.1.30: Glycerol dehydratase	0.5645161290322581	0.13440860215053763	0.005376344086021506	4.2.1.30	Glycerol dehydratase	0.005376344086021506	False
4.2.1.32: L(+)-tartrate dehydratase	0.9838709677419355	0.4946236559139785	0.12365591397849462	4.2.1.32	L(+)-tartrate dehydratase	0.12365591397849462	True
4.2.1.33: 3-isopropylmalate dehydratase	0.9946236559139785	0.989247311827957	0.1989247311827957	4.2.1.33	3-isopropylmalate dehydratase	0.1989247311827957	True
4.2.1.3: Aconitate hydratase	0.9516129032258065	0.532258064516129	0.1881720430107527	4.2.1.3	Aconitate hydratase	0.1881720430107527	True
4.2.1.44: Myo-inosose-2 dehydratase	0.9301075268817204	0.43010752688172044	0.11827956989247312	4.2.1.44	Myo-inosose-2 dehydratase	0.11827956989247312	True
4.2.1.45: CDP-glucose 4,6-dehydratase	0.946236559139785	0.3978494623655914	0.16129032258064516	4.2.1.45	CDP-glucose 4,6-dehydratase	0.16129032258064516	True
4.2.1.46: dTDP-glucose 4,6-dehydratase	0.989247311827957	0.989247311827957	0.510752688172043	4.2.1.46	dTDP-glucose 4,6-dehydratase	0.510752688172043	True
4.2.1.47: GDP-mannose 4,6-dehydratase	0.989247311827957	0.978494623655914	0.27956989247311825	4.2.1.47	GDP-mannose 4,6-dehydratase	0.27956989247311825	True
4.2.1.49: Urocanate hydratase	0.8870967741935484	0.7311827956989247	0.3548387096774194	4.2.1.49	Urocanate hydratase	0.3548387096774194	True
4.2.1.51: Prephenate dehydratase	0.9838709677419355	0.7580645161290323	0.0	4.2.1.51	Prephenate dehydratase	0.0	False
4.2.1.52: Transferred entry: 4.3.3.7	0.3763440860215054	0.03225806451612903	0.005376344086021506	4.2.1.52	Transferred entry: 4.3.3.7	0.005376344086021506	False
4.2.1.55: 3-hydroxybutyryl-CoA dehydratase	0.946236559139785	0.9408602150537635	0.5	4.2.1.55	3-hydroxybutyryl-CoA dehydratase	0.5	True
4.2.1.59: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	0.9946236559139785	0.9838709677419355	0.22580645161290322	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	0.22580645161290322	True
4.2.1.6: Galactonate dehydratase	0.8548387096774194	0.20430107526881722	0.005376344086021506	4.2.1.6	Galactonate dehydratase	0.005376344086021506	False
4.2.1.70: Pseudouridylate synthase	0.946236559139785	0.7849462365591398	0.016129032258064516	4.2.1.70	Pseudouridylate synthase	0.016129032258064516	False
4.2.1.79: 2-methylcitrate dehydratase	0.44086021505376344	0.03763440860215054	0.0	4.2.1.79	2-methylcitrate dehydratase	0.0	False
4.2.1.7: Altronate dehydratase	0.989247311827957	0.9354838709677419	0.043010752688172046	4.2.1.7	Altronate dehydratase	0.043010752688172046	False
4.2.1.81: D(-)-tartrate dehydratase	0.478494623655914	0.22043010752688172	0.043010752688172046	4.2.1.81	D(-)-tartrate dehydratase	0.043010752688172046	False
4.2.1.8: Mannonate dehydratase	0.9946236559139785	0.989247311827957	0.478494623655914	4.2.1.8	Mannonate dehydratase	0.478494623655914	True
4.2.1.91: Arogenate dehydratase	0.016129032258064516	0.0	0.0	4.2.1.91	Arogenate dehydratase	0.0	False
4.2.1.99: 2-methylisocitrate dehydratase	0.1935483870967742	0.10215053763440861	0.11290322580645161	4.2.1.99	2-methylisocitrate dehydratase	0.10215053763440861	True
4.2.1.9: Dihydroxy-acid dehydratase	1.0	0.989247311827957	0.4838709677419355	4.2.1.9	Dihydroxy-acid dehydratase	0.4838709677419355	True
4.2.3.1: Threonine synthase	0.9946236559139785	0.978494623655914	0.3978494623655914	4.2.3.1	Threonine synthase	0.3978494623655914	True
4.2.3.3: Methylglyoxal synthase	0.9946236559139785	0.989247311827957	0.543010752688172	4.2.3.3	Methylglyoxal synthase	0.543010752688172	True
4.2.3.4: 3-dehydroquinate synthase	0.989247311827957	0.989247311827957	0.026881720430107527	4.2.3.4	3-dehydroquinate synthase	0.026881720430107527	False
4.2.3.5: Chorismate synthase	0.9946236559139785	0.989247311827957	0.40860215053763443	4.2.3.5	Chorismate synthase	0.40860215053763443	True
4.2.99.18: DNA-(apurinic or apyrimidinic site) lyase	0.989247311827957	0.989247311827957	0.005376344086021506	4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase	0.005376344086021506	False
4.2.99.20: 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	0.6881720430107527	0.21505376344086022	0.0	4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	0.0	False
4.3.1.12: Ornithine cyclodeaminase	0.5161290322580645	0.053763440860215055	0.0	4.3.1.12	Ornithine cyclodeaminase	0.0	False
4.3.1.17: L-serine ammonia-lyase	0.989247311827957	0.9838709677419355	0.010752688172043012	4.3.1.17	L-serine ammonia-lyase	0.010752688172043012	False
4.3.1.18: D-serine ammonia-lyase	0.989247311827957	0.6129032258064516	0.010752688172043012	4.3.1.18	D-serine ammonia-lyase	0.010752688172043012	False
4.3.1.19: Threonine ammonia-lyase	0.989247311827957	0.8763440860215054	0.021505376344086023	4.3.1.19	Threonine ammonia-lyase	0.021505376344086023	False
4.3.1.1: Aspartate ammonia-lyase	0.9838709677419355	0.9623655913978495	0.1881720430107527	4.3.1.1	Aspartate ammonia-lyase	0.1881720430107527	True
4.3.1.2: Methylaspartate ammonia-lyase	0.3064516129032258	0.06451612903225806	0.005376344086021506	4.3.1.2	Methylaspartate ammonia-lyase	0.005376344086021506	False
4.3.1.3: Histidine ammonia-lyase	0.989247311827957	0.989247311827957	0.34946236559139787	4.3.1.3	Histidine ammonia-lyase	0.34946236559139787	True
4.3.1.7: Ethanolamine ammonia-lyase	0.978494623655914	0.6505376344086021	0.043010752688172046	4.3.1.7	Ethanolamine ammonia-lyase	0.043010752688172046	False
4.3.2.1: Argininosuccinate lyase	0.9946236559139785	0.989247311827957	0.1774193548387097	4.3.2.1	Argininosuccinate lyase	0.1774193548387097	True
4.3.2.2: Adenylosuccinate lyase	0.9946236559139785	1.0	0.44086021505376344	4.3.2.2	Adenylosuccinate lyase	0.44086021505376344	True
4.3.2.3: Ureidoglycolate lyase	0.3387096774193548	0.03225806451612903	0.0	4.3.2.3	Ureidoglycolate lyase	0.0	False
4.3.3.6: Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)	0.989247311827957	0.9139784946236559	0.22043010752688172	4.3.3.6	Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)	0.22043010752688172	True
4.3.3.7: 4-hydroxy-tetrahydrodipicolinate synthase	0.9946236559139785	0.9946236559139785	0.46236559139784944	4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase	0.46236559139784944	True
4.3.99.3: 7-carboxy-7-deazaguanine synthase	0.989247311827957	0.9731182795698925	0.0	4.3.99.3	7-carboxy-7-deazaguanine synthase	0.0	False
4.4.1.14: 1-aminocyclopropane-1-carboxylate synthase	0.07526881720430108	0.010752688172043012	0.0	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase	0.0	False
4.4.1.15: D-cysteine desulfhydrase	0.478494623655914	0.13978494623655913	0.010752688172043012	4.4.1.15	D-cysteine desulfhydrase	0.010752688172043012	False
4.4.1.21: S-ribosylhomocysteine lyase	0.989247311827957	0.989247311827957	0.41935483870967744	4.4.1.21	S-ribosylhomocysteine lyase	0.41935483870967744	True
4.4.1.5: Lactoylglutathione lyase	0.989247311827957	0.6290322580645161	0.005376344086021506	4.4.1.5	Lactoylglutathione lyase	0.005376344086021506	False
4.6.1.12: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	0.989247311827957	0.989247311827957	0.03763440860215054	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	0.03763440860215054	False
4.99.1.1: Ferrochelatase	0.9516129032258065	0.6451612903225806	0.0	4.99.1.1	Ferrochelatase	0.0	False
4.99.1.3: Sirohydrochlorin cobaltochelatase	0.9731182795698925	0.7956989247311828	0.4838709677419355	4.99.1.3	Sirohydrochlorin cobaltochelatase	0.4838709677419355	True
5.1.1.13: Aspartate racemase	0.6451612903225806	0.16666666666666666	0.005376344086021506	5.1.1.13	Aspartate racemase	0.005376344086021506	False
5.1.1.1: Alanine racemase	0.9946236559139785	0.9946236559139785	0.026881720430107527	5.1.1.1	Alanine racemase	0.026881720430107527	False
5.1.1.20: L-Ala-D/L-Glu epimerase	0.9623655913978495	0.7311827956989247	0.0	5.1.1.20	L-Ala-D/L-Glu epimerase	0.0	False
5.1.1.3: Glutamate racemase	0.989247311827957	0.989247311827957	0.005376344086021506	5.1.1.3	Glutamate racemase	0.005376344086021506	False
5.1.1.4: Proline racemase	0.03225806451612903	0.026881720430107527	0.010752688172043012	5.1.1.4	Proline racemase	0.010752688172043012	False
5.1.1.7: Diaminopimelate epimerase	0.9946236559139785	0.989247311827957	0.010752688172043012	5.1.1.7	Diaminopimelate epimerase	0.010752688172043012	False
5.1.3.11: Cellobiose epimerase	0.967741935483871	0.9032258064516129	0.053763440860215055	5.1.3.11	Cellobiose epimerase	0.053763440860215055	False
5.1.3.13: dTDP-4-dehydrorhamnose 3,5-epimerase	0.978494623655914	0.9193548387096774	0.3978494623655914	5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase	0.3978494623655914	True
5.1.3.14: UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	0.989247311827957	0.9354838709677419	0.026881720430107527	5.1.3.14	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	0.026881720430107527	False
5.1.3.1: Ribulose-phosphate 3-epimerase	0.9946236559139785	0.9946236559139785	0.016129032258064516	5.1.3.1	Ribulose-phosphate 3-epimerase	0.016129032258064516	False
5.1.3.20: ADP-glyceromanno-heptose 6-epimerase	0.9731182795698925	0.8118279569892473	0.04838709677419355	5.1.3.20	ADP-glyceromanno-heptose 6-epimerase	0.04838709677419355	False
5.1.3.24: N-acetylneuraminate epimerase	0.4731182795698925	0.10752688172043011	0.005376344086021506	5.1.3.24	N-acetylneuraminate epimerase	0.005376344086021506	False
5.1.3.29: L-fucose mutarotase	0.3870967741935484	0.0913978494623656	0.005376344086021506	5.1.3.29	L-fucose mutarotase	0.005376344086021506	False
5.1.3.2: UDP-glucose 4-epimerase	0.989247311827957	0.989247311827957	0.46774193548387094	5.1.3.2	UDP-glucose 4-epimerase	0.46774193548387094	True
5.1.3.32: L-rhamnose mutarotase	0.978494623655914	0.8763440860215054	0.05913978494623656	5.1.3.32	L-rhamnose mutarotase	0.05913978494623656	False
5.1.3.3: Aldose 1-epimerase	0.9946236559139785	0.989247311827957	0.7311827956989247	5.1.3.3	Aldose 1-epimerase	0.7311827956989247	True
5.1.3.4: L-ribulose-5-phosphate 4-epimerase	0.9838709677419355	0.6075268817204301	0.2849462365591398	5.1.3.4	L-ribulose-5-phosphate 4-epimerase	0.2849462365591398	True
5.1.3.8: N-acylglucosamine 2-epimerase	0.8279569892473119	0.521505376344086	0.005376344086021506	5.1.3.8	N-acylglucosamine 2-epimerase	0.005376344086021506	False
5.1.3.9: N-acylglucosamine-6-phosphate 2-epimerase	0.9946236559139785	0.946236559139785	0.0967741935483871	5.1.3.9	N-acylglucosamine-6-phosphate 2-epimerase	0.0967741935483871	False
5.1.99.1: Methylmalonyl-CoA epimerase	0.7688172043010753	0.6935483870967742	0.08602150537634409	5.1.99.1	Methylmalonyl-CoA epimerase	0.08602150537634409	False
5.2.1.8: Peptidylprolyl isomerase	0.9946236559139785	0.989247311827957	0.8440860215053764	5.2.1.8	Peptidylprolyl isomerase	0.8440860215053764	True
5.3.1.12: Glucuronate isomerase	0.9946236559139785	0.989247311827957	0.8064516129032258	5.3.1.12	Glucuronate isomerase	0.8064516129032258	True
5.3.1.13: Arabinose-5-phosphate isomerase	0.9838709677419355	0.9516129032258065	0.0	5.3.1.13	Arabinose-5-phosphate isomerase	0.0	False
5.3.1.14: L-rhamnose isomerase	0.989247311827957	0.9731182795698925	0.7795698924731183	5.3.1.14	L-rhamnose isomerase	0.7795698924731183	True
5.3.1.16: isomerase	0.9946236559139785	0.989247311827957	0.021505376344086023	5.3.1.16	isomerase	0.021505376344086023	False
