ThresholdA	ThresholdB	SharedProfiles	SpearmanRho	PValue
1 peptide · 1% FDR	1 peptide · 5% FDR	449	0.9984678884120459	0.0
1 peptide · 1% FDR	2 peptides · 1% FDR	449	0.9838841071876534	0.0
1 peptide · 1% FDR	2 peptides · 5% FDR	449	0.9904584525734904	0.0
1 peptide · 5% FDR	2 peptides · 1% FDR	450	0.9754819298837293	1.1547379924982883e-296
1 peptide · 5% FDR	2 peptides · 5% FDR	450	0.9848118834576922	0.0
2 peptides · 1% FDR	2 peptides · 5% FDR	450	0.9970370672773549	0.0
