SGB_008.fna	SGB_008	QUERY_MAG
SGB_009.fna	SGB_009	QUERY_MAG
SGB_010.fna	SGB_010	QUERY_MAG
SGB_011.fna	SGB_011	QUERY_MAG
SGB_013.fna	SGB_013	QUERY_MAG
SGB_018.fna	SGB_018	QUERY_MAG
SGB_019.fna	SGB_019	QUERY_MAG
SGB_020.fna	SGB_020	QUERY_MAG
GCA_000008085.1	REF_GCA_000008085.1	REFERENCE
GCF_000011105.1	REF_GCF_000011105.1	REFERENCE
GCF_000016125.1	REF_GCF_000016125.1	REFERENCE
GCF_000017945.1	REF_GCF_000017945.1	REFERENCE
GCF_000091665.1	REF_GCF_000091665.1	REFERENCE
GCF_001481685.1	REF_GCF_001481685.1	REFERENCE
GCF_001639275.1	REF_GCF_001639275.1	REFERENCE
GCF_008124605.1	REF_GCF_008124605.1	REFERENCE
