Feature	Species	Samples	NonzeroSamples	NonzeroPrevalence	SamplesAtOrAbove0.01Pct	PrevalenceAtOrAbove0.01Pct	MaximumRelativeAbundance
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An172	Anaeromassilibacillus sp An172	114	2	0.0175438596491228	1	0.0087719298245614	0.0009835
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_462	Bacteroides sp CAG 462	114	2	0.0175438596491228	2	0.0175438596491228	0.0009706
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter_othiniensis	Terrisporobacter othiniensis	114	2	0.0175438596491228	2	0.0175438596491228	0.0008019
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_varium	Fusobacterium varium	114	2	0.0175438596491228	2	0.0175438596491228	0.0007237
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_planticola	Raoultella planticola	114	2	0.0175438596491228	1	0.0087719298245614	0.0006668
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_carnosum	Leuconostoc carnosum	114	2	0.0175438596491228	1	0.0087719298245614	0.0006661
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica	Raoultella ornithinolytica	114	2	0.0175438596491228	2	0.0175438596491228	0.0005905
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_An249	Blautia sp An249	114	2	0.0175438596491228	2	0.0175438596491228	0.0005445
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_downei	Streptococcus downei	114	2	0.0175438596491228	1	0.0087719298245614	0.0004774
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_An11	Eubacterium sp An11	114	2	0.0175438596491228	1	0.0087719298245614	0.0004559
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_koseri	Citrobacter koseri	114	2	0.0175438596491228	1	0.0087719298245614	0.0004213
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_devriesei	Enterococcus devriesei	114	2	0.0175438596491228	2	0.0175438596491228	0.0004213
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salanitronis	Bacteroides salanitronis	114	2	0.0175438596491228	2	0.0175438596491228	0.0004125
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An14	Lachnoclostridium sp An14	114	2	0.0175438596491228	1	0.0087719298245614	0.0004121
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix|s__Erysipelothrix_larvae	Erysipelothrix larvae	114	2	0.0175438596491228	1	0.0087719298245614	0.0003062
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus	Lactobacillus amylovorus	114	2	0.0175438596491228	1	0.0087719298245614	0.0002604
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_dispar	Enterococcus dispar	114	2	0.0175438596491228	1	0.0087719298245614	0.0002108
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_parabuchneri	Lactobacillus parabuchneri	114	2	0.0175438596491228	1	0.0087719298245614	0.0002047
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter|s__Pyramidobacter_sp_C12_8	Pyramidobacter sp C12 8	114	2	0.0175438596491228	1	0.0087719298245614	0.000143
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_pseudoavium	Enterococcus pseudoavium	114	2	0.0175438596491228	1	0.0087719298245614	0.0001413
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_gelidum	Leuconostoc gelidum	114	2	0.0175438596491228	1	0.0087719298245614	0.0001107
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_pasteurii	Citrobacter pasteurii	114	2	0.0175438596491228	1	0.0087719298245614	0.0001029
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis	Porphyromonas uenonis	114	2	0.0175438596491228	0	0	0.0000951
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii	Treponema socranskii	114	2	0.0175438596491228	0	0	0.0000898
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis_CAG_377	Megamonas funiformis CAG 377	114	2	0.0175438596491228	0	0	0.0000771
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_portucalensis	Citrobacter portucalensis	114	2	0.0175438596491228	0	0	0.0000688
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_oral_taxon_058	Streptococcus sp oral taxon 058	114	2	0.0175438596491228	0	0	0.0000636
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae	Enterococcus hirae	114	2	0.0175438596491228	0	0	0.0000572
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis	Lautropia mirabilis	114	2	0.0175438596491228	0	0	0.0000553
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_asaccharolytica	Gemella asaccharolytica	114	2	0.0175438596491228	0	0	0.0000536
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia|s__Eggerthia_catenaformis	Eggerthia catenaformis	114	2	0.0175438596491228	0	0	0.0000524
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_fairfieldensis	Desulfovibrio fairfieldensis	114	2	0.0175438596491228	0	0	0.0000485
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_parvum	Oribacterium parvum	114	2	0.0175438596491228	0	0	0.0000449
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_stantonii	Megasphaera stantonii	114	2	0.0175438596491228	0	0	0.0000428
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_amycolatum	Corynebacterium amycolatum	114	2	0.0175438596491228	0	0	0.0000415
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_scardovii	Bifidobacterium scardovii	114	2	0.0175438596491228	0	0	0.0000405
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii	Acinetobacter johnsonii	114	2	0.0175438596491228	0	0	0.0000364
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pseudopneumoniae	Streptococcus pseudopneumoniae	114	2	0.0175438596491228	0	0	0.0000328
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__Tissierellia_unclassified|s__Bacteroides_coagulans	Bacteroides coagulans	114	2	0.0175438596491228	0	0	0.0000282
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis	Prevotella timonensis	114	2	0.0175438596491228	0	0	0.000018
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_sp_MB1	Methanobacterium sp MB1	114	1	0.0087719298245614	1	0.0087719298245614	0.0643974
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_neonatale	Clostridium neonatale	114	1	0.0087719298245614	1	0.0087719298245614	0.0431826
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_curvus	Campylobacter curvus	114	1	0.0087719298245614	1	0.0087719298245614	0.0198985
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1124	Prevotella sp CAG 1124	114	1	0.0087719298245614	1	0.0087719298245614	0.0142609
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans	Fusobacterium ulcerans	114	1	0.0087719298245614	1	0.0087719298245614	0.0118004
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fluxus	Bacteroides fluxus	114	1	0.0087719298245614	1	0.0087719298245614	0.0075886
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_891	Prevotella sp CAG 891	114	1	0.0087719298245614	1	0.0087719298245614	0.0075784
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_sp_BV3C16_1	Megasphaera sp BV3C16 1	114	1	0.0087719298245614	1	0.0087719298245614	0.0057563
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Paraclostridium|s__Paraclostridium_bifermentans	Paraclostridium bifermentans	114	1	0.0087719298245614	1	0.0087719298245614	0.0048354
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerosporobacter|s__Anaerosporobacter_mobilis	Anaerosporobacter mobilis	114	1	0.0087719298245614	1	0.0087719298245614	0.0026587
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis	Filifactor alocis	114	1	0.0087719298245614	1	0.0087719298245614	0.0020932
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_marmotae	Escherichia marmotae	114	1	0.0087719298245614	1	0.0087719298245614	0.0014489
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_791	Firmicutes bacterium CAG 791	114	1	0.0087719298245614	1	0.0087719298245614	0.0011179
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_equinus	Streptococcus equinus	114	1	0.0087719298245614	1	0.0087719298245614	0.001029
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa_group	Pseudomonas aeruginosa group	114	1	0.0087719298245614	1	0.0087719298245614	0.0009262
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Paeniclostridium_sordellii	Paeniclostridium sordellii	114	1	0.0087719298245614	1	0.0087719298245614	0.0009093
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_versmoldensis	Lactobacillus versmoldensis	114	1	0.0087719298245614	1	0.0087719298245614	0.0008894
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_mori	Enterobacter mori	114	1	0.0087719298245614	1	0.0087719298245614	0.0008764
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae	Streptococcus pneumoniae	114	1	0.0087719298245614	1	0.0087719298245614	0.0008381
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp_An22	Barnesiella sp An22	114	1	0.0087719298245614	1	0.0087719298245614	0.0008324
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	Muribaculum intestinale	114	1	0.0087719298245614	1	0.0087719298245614	0.0007818
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfotomaculum|s__Desulfotomaculum_ruminis	Desulfotomaculum ruminis	114	1	0.0087719298245614	1	0.0087719298245614	0.0006848
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp_oral_taxon_014	Neisseria sp oral taxon 014	114	1	0.0087719298245614	1	0.0087719298245614	0.0006796
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_veronii	Aeromonas veronii	114	1	0.0087719298245614	1	0.0087719298245614	0.0006515
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_rectus	Campylobacter rectus	114	1	0.0087719298245614	1	0.0087719298245614	0.0006008
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis	Prevotella buccalis	114	1	0.0087719298245614	1	0.0087719298245614	0.0005672
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_sp_CAG_439	Fusobacterium sp CAG 439	114	1	0.0087719298245614	1	0.0087719298245614	0.0005643
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_lwoffii	Acinetobacter lwoffii	114	1	0.0087719298245614	1	0.0087719298245614	0.0005145
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_linens	Brevibacterium linens	114	1	0.0087719298245614	1	0.0087719298245614	0.0005104
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An298	Lachnoclostridium sp An298	114	1	0.0087719298245614	1	0.0087719298245614	0.0005083
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii	Leptotrichia hofstadii	114	1	0.0087719298245614	1	0.0087719298245614	0.0004606
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum	Stomatobaculum longum	114	1	0.0087719298245614	1	0.0087719298245614	0.0004574
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_kerstersii	Comamonas kerstersii	114	1	0.0087719298245614	1	0.0087719298245614	0.000412
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_MSTE9	Clostridium sp MSTE9	114	1	0.0087719298245614	1	0.0087719298245614	0.0003853
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_flavescens	Corynebacterium flavescens	114	1	0.0087719298245614	1	0.0087719298245614	0.0003647
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_485	Prevotella sp CAG 485	114	1	0.0087719298245614	1	0.0087719298245614	0.000357
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sanfranciscensis	Lactobacillus sanfranciscensis	114	1	0.0087719298245614	1	0.0087719298245614	0.0003514
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum	Brevibacterium aurantiacum	114	1	0.0087719298245614	1	0.0087719298245614	0.000276
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_sp_HMSC062D09	Peptoniphilus sp HMSC062D09	114	1	0.0087719298245614	1	0.0087719298245614	0.0002684
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae	Prevotella buccae	114	1	0.0087719298245614	1	0.0087719298245614	0.0002663
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_411	Clostridium sp CAG 411	114	1	0.0087719298245614	1	0.0087719298245614	0.0002604
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_terrigena	Raoultella terrigena	114	1	0.0087719298245614	1	0.0087719298245614	0.0002511
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fuchuensis	Lactobacillus fuchuensis	114	1	0.0087719298245614	1	0.0087719298245614	0.0002209
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_kashiwanohense	Bifidobacterium kashiwanohense	114	1	0.0087719298245614	1	0.0087719298245614	0.0001906
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus_mirabilis	Proteus mirabilis	114	1	0.0087719298245614	1	0.0087719298245614	0.0001851
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_pullorum	Helicobacter pullorum	114	1	0.0087719298245614	1	0.0087719298245614	0.0001774
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp_RHS	Robinsoniella sp RHS	114	1	0.0087719298245614	1	0.0087719298245614	0.0001712
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_CHKCI006	Clostridiales bacterium CHKCI006	114	1	0.0087719298245614	1	0.0087719298245614	0.0001599
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crustorum	Lactobacillus crustorum	114	1	0.0087719298245614	1	0.0087719298245614	0.0001586
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus	Haemophilus haemolyticus	114	1	0.0087719298245614	1	0.0087719298245614	0.0001551
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sinensis	Streptococcus sinensis	114	1	0.0087719298245614	1	0.0087719298245614	0.0001491
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_naviforme	Fusobacterium naviforme	114	1	0.0087719298245614	1	0.0087719298245614	0.0001418
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_C1	Haemophilus sp C1	114	1	0.0087719298245614	1	0.0087719298245614	0.0001411
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus	Staphylococcus aureus	114	1	0.0087719298245614	1	0.0087719298245614	0.0001368
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_chh4_2	Clostridium sp chh4 2	114	1	0.0087719298245614	1	0.0087719298245614	0.0001248
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus	Haemophilus parahaemolyticus	114	1	0.0087719298245614	1	0.0087719298245614	0.0001237
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An196	Lachnoclostridium sp An196	114	1	0.0087719298245614	1	0.0087719298245614	0.0001219
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_FJAT_27916	Bacillus sp FJAT 27916	114	1	0.0087719298245614	1	0.0087719298245614	0.0001216
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_massiliense	Actinobaculum massiliense	114	1	0.0087719298245614	1	0.0087719298245614	0.0001189
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens	Neisseria flavescens	114	1	0.0087719298245614	1	0.0087719298245614	0.000117
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus	Aggregatibacter aphrophilus	114	1	0.0087719298245614	1	0.0087719298245614	0.000115
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Hungateiclostridiaceae|g__Mageeibacillus|s__Mageeibacillus_indolicus	Mageeibacillus indolicus	114	1	0.0087719298245614	1	0.0087719298245614	0.0001022
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_formicicum	Methanobacterium formicicum	114	1	0.0087719298245614	1	0.0087719298245614	0.0001011
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_cadaveris	Clostridium cadaveris	114	1	0.0087719298245614	0	0	0.0000944
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccales_unclassified|g__Methanomassiliicoccales_unclassified|s__Methanomassiliicoccales_archaeon_RumEn_M1	Methanomassiliicoccales archaeon RumEn M1	114	1	0.0087719298245614	0	0	0.0000862
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Synergistes|s__Synergistes_jonesii	Synergistes jonesii	114	1	0.0087719298245614	0	0	0.0000819
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_divergens	Carnobacterium divergens	114	1	0.0087719298245614	0	0	0.0000813
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_variabile	Subdoligranulum variabile	114	1	0.0087719298245614	0	0	0.000081
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_garlicum	Leuconostoc garlicum	114	1	0.0087719298245614	0	0	0.0000798
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna_aminovalerica	Anaerocolumna aminovalerica	114	1	0.0087719298245614	0	0	0.0000772
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_aerius	Bacillus aerius	114	1	0.0087719298245614	0	0	0.0000728
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_orotica	Faecalicatena orotica	114	1	0.0087719298245614	0	0	0.0000695
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasivariicola	Klebsiella quasivariicola	114	1	0.0087719298245614	0	0	0.0000695
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_lactis	Leuconostoc lactis	114	1	0.0087719298245614	0	0	0.000066
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_werkmanii	Citrobacter werkmanii	114	1	0.0087719298245614	0	0	0.000065
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Candidatus_Stoquefichus|s__Candidatus_Stoquefichus_sp_KLE1796	Candidatus Stoquefichus sp KLE1796	114	1	0.0087719298245614	0	0	0.0000643
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_denticariosi	Veillonella denticariosi	114	1	0.0087719298245614	0	0	0.0000611
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sp_oral_taxon_126	Selenomonas sp oral taxon 126	114	1	0.0087719298245614	0	0	0.0000595
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida_albicans	Candida albicans	114	1	0.0087719298245614	0	0	0.0000514
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_farciminis	Lactobacillus farciminis	114	1	0.0087719298245614	0	0	0.0000511
