Label	Command	ReturnCode	StartedUTC	EndedUTC	Stdout	Stderr	ResourceLog
rgi-catalog-protein	/workspace/miniconda3/envs/metagenome-resistome-2026.07/bin/rgi main -i /workspace/wechat/Metagenome/work/article38/inputs/catalog.faa -o /workspace/wechat/Metagenome/work/article38/catalog/catalog -t protein -a DIAMOND -n 32 --include_loose --clean	0	2026-07-28T13:57:34.305483+00:00	2026-07-28T13:58:11.765215+00:00	/workspace/wechat/Metagenome/work/article38/logs/rgi-catalog-protein.stdout.log	/workspace/wechat/Metagenome/work/article38/logs/rgi-catalog-protein.stderr.log	/workspace/wechat/Metagenome/work/article38/logs/rgi-catalog-protein.time.txt
rgi-coassembly-contig	/workspace/miniconda3/envs/metagenome-resistome-2026.07/bin/rgi main -i /workspace/wechat/Metagenome/work/article38/inputs/coassembly.fna -o /workspace/wechat/Metagenome/work/article38/coassembly/coassembly -t contig -a DIAMOND -n 32 --include_loose --clean --low_quality -g PYRODIGAL -d wgs	0	2026-07-28T13:58:11.765328+00:00	2026-07-28T13:59:28.156106+00:00	/workspace/wechat/Metagenome/work/article38/logs/rgi-coassembly-contig.stdout.log	/workspace/wechat/Metagenome/work/article38/logs/rgi-coassembly-contig.stderr.log	/workspace/wechat/Metagenome/work/article38/logs/rgi-coassembly-contig.time.txt
rgi-pseudomonas-control	/workspace/miniconda3/envs/metagenome-resistome-2026.07/bin/rgi main -i /workspace/wechat/Metagenome/work/article38/inputs/pseudomonas.fna -o /workspace/wechat/Metagenome/work/article38/pseudomonas/pseudomonas -t contig -a DIAMOND -n 32 --include_loose --clean --low_quality -g PYRODIGAL -d chromosome	0	2026-07-28T13:59:28.156290+00:00	2026-07-28T13:59:38.840152+00:00	/workspace/wechat/Metagenome/work/article38/logs/rgi-pseudomonas-control.stdout.log	/workspace/wechat/Metagenome/work/article38/logs/rgi-pseudomonas-control.stderr.log	/workspace/wechat/Metagenome/work/article38/logs/rgi-pseudomonas-control.time.txt
rgi-staphylococcus-control	/workspace/miniconda3/envs/metagenome-resistome-2026.07/bin/rgi main -i /workspace/wechat/Metagenome/work/article38/inputs/staphylococcus.fna -o /workspace/wechat/Metagenome/work/article38/staphylococcus/staphylococcus -t contig -a DIAMOND -n 32 --include_loose --clean --low_quality -g PYRODIGAL -d chromosome	0	2026-07-28T13:59:38.840330+00:00	2026-07-28T13:59:48.823789+00:00	/workspace/wechat/Metagenome/work/article38/logs/rgi-staphylococcus-control.stdout.log	/workspace/wechat/Metagenome/work/article38/logs/rgi-staphylococcus-control.stderr.log	/workspace/wechat/Metagenome/work/article38/logs/rgi-staphylococcus-control.time.txt
