k141_13012	semibin2__039
k141_15880	semibin2__039
k141_16648	semibin2__039
k141_20693	semibin2__039
k141_21892	semibin2__039
k141_22175	semibin2__039
k141_22221	semibin2__039
k141_22243	semibin2__039
k141_33992	semibin2__039
k141_45116	semibin2__039
k141_51204	semibin2__039
k141_51873	semibin2__039
k141_56778	semibin2__039
k141_11151	semibin2__012
k141_12488	semibin2__012
k141_12593	semibin2__012
k141_13949	semibin2__012
k141_1521	semibin2__012
k141_15492	semibin2__012
k141_20966	semibin2__012
k141_2179	semibin2__012
k141_2340	semibin2__012
k141_23700	semibin2__012
k141_24642	semibin2__012
k141_26305	semibin2__012
k141_27818	semibin2__012
k141_28037	semibin2__012
k141_28145	semibin2__012
k141_29018	semibin2__012
k141_30284	semibin2__012
k141_33459	semibin2__012
k141_34374	semibin2__012
k141_34477	semibin2__012
k141_34700	semibin2__012
k141_35146	semibin2__012
k141_35661	semibin2__012
k141_36301	semibin2__012
k141_36377	semibin2__012
k141_38101	semibin2__012
k141_43259	semibin2__012
k141_43673	semibin2__012
k141_43816	semibin2__012
k141_44305	semibin2__012
k141_45777	semibin2__012
k141_46426	semibin2__012
k141_4672	semibin2__012
k141_49629	semibin2__012
k141_51376	semibin2__012
k141_52955	semibin2__012
k141_54968	semibin2__012
k141_55059	semibin2__012
k141_55369	semibin2__012
k141_57302	semibin2__012
k141_7614	semibin2__012
k141_9050	semibin2__012
k141_11381	taxvamb__034
k141_12774	taxvamb__034
k141_13240	taxvamb__034
k141_13350	taxvamb__034
k141_15191	taxvamb__034
k141_17041	taxvamb__034
k141_17091	taxvamb__034
k141_17102	taxvamb__034
k141_19177	taxvamb__034
k141_20297	taxvamb__034
k141_21780	taxvamb__034
k141_26265	taxvamb__034
k141_2938	taxvamb__034
k141_2947	taxvamb__034
k141_30050	taxvamb__034
k141_30113	taxvamb__034
k141_30990	taxvamb__034
k141_3193	taxvamb__034
k141_33110	taxvamb__034
k141_34457	taxvamb__034
k141_36649	taxvamb__034
k141_39109	taxvamb__034
k141_3973	taxvamb__034
k141_42662	taxvamb__034
k141_47178	taxvamb__034
k141_47190	taxvamb__034
k141_47662	taxvamb__034
k141_48586	taxvamb__034
k141_4887	taxvamb__034
k141_52219	taxvamb__034
k141_52250	taxvamb__034
k141_52724	taxvamb__034
k141_53511	taxvamb__034
k141_53604	taxvamb__034
k141_54018	taxvamb__034
k141_55575	taxvamb__034
k141_55803	taxvamb__034
k141_56021	taxvamb__034
k141_57727	taxvamb__034
k141_58031	taxvamb__034
k141_58032	taxvamb__034
k141_731	taxvamb__034
k141_7626	taxvamb__034
k141_10339	metabat2-multisample__024
k141_11093	metabat2-multisample__024
k141_11367	metabat2-multisample__024
k141_1237	metabat2-multisample__024
k141_12691	metabat2-multisample__024
k141_12830	metabat2-multisample__024
k141_12983	metabat2-multisample__024
k141_138	metabat2-multisample__024
k141_1398	metabat2-multisample__024
k141_14444	metabat2-multisample__024
k141_14745	metabat2-multisample__024
k141_16037	metabat2-multisample__024
k141_18009	metabat2-multisample__024
k141_18238	metabat2-multisample__024
k141_18465	metabat2-multisample__024
k141_18918	metabat2-multisample__024
k141_20024	metabat2-multisample__024
k141_20897	metabat2-multisample__024
k141_21202	metabat2-multisample__024
