RunAccession	ContigsGE1000	TotalBases	N50Bp	ContigsGE3000	TruthResolved	TruthEukaryote	TruthProkaryote	TruthUnresolved	TruthGate
SRR12324253	4222	37166382	122804	691	609	221	388	82	>=95% identity and >=80% query coverage to official Zymo v2 reference
