Contrast	AUROCDifference	BootstrapLower95	BootstrapUpper95	BootstrapReplicates	ResamplingUnit	Interpretation
Random forest minus XGBoost	0.0312403340550572	-0.000624043700552334	0.0650271220060241	2000	subject	Conditional on aggregated out-of-fold predictions; not external validation
