Label	ExitStatus	Command	Stdout	Stderr	TimeLog
gtdbtk-check-install	0	conda run -n metagenome-gtdbtk-2026.07 gtdbtk check_install	${ARTICLE46_WORK_DIR}/logs/gtdbtk-check-install.stdout.log	${ARTICLE46_WORK_DIR}/logs/gtdbtk-check-install.stderr.log	${ARTICLE46_WORK_DIR}/logs/gtdbtk-check-install.time.txt
gtdbtk-classify-wf	0	conda run -n metagenome-gtdbtk-2026.07 gtdbtk classify_wf --genome_dir ${ARTICLE46_WORK_DIR}/inputs/genomes --out_dir ${ARTICLE46_WORK_DIR}/gtdbtk --extension fna --prefix article46 --cpus 24 --pplacer_cpus 1 --min_perc_aa 10 --min_af 0.5 --write_single_copy_genes --keep_intermediates --tmpdir ${ARTICLE46_WORK_DIR}/tmp	${ARTICLE46_WORK_DIR}/logs/gtdbtk-classify-wf.stdout.log	${ARTICLE46_WORK_DIR}/logs/gtdbtk-classify-wf.stderr.log	${ARTICLE46_WORK_DIR}/logs/gtdbtk-classify-wf.time.txt
