DatabaseID	Tool	ToolVersion	Release	ReleaseDate	Archive	ArchiveBytes	ChecksumAlgorithm	ArchiveChecksum	InstalledPath	InstalledFiles	InstalledBytes	ManifestStatus	LocalStatus
gtdbtk-r232	GTDB-Tk	2.7.2	R232	2026-04-15	${HOME}/databases/gtdbtk-r232/archives/gtdbtk-r232/gtdbtk_r232_data.tar.gz	60806405195	md5	25a59e0352b1fd150c589f56559767d4	${HOME}/databases/gtdbtk-r232/extracted/release232	263	100482230310	VERIFIED_LOCAL_CHECK_INSTALL_PASS	ARCHIVE_MD5_BYTES_EXTRACTION_AND_GTDBTK_CHECK_INSTALL_PASS
