Label	WallSeconds	PeakRAMGiB	ExitStatus	Command	MeasurementStatus
gtdbtk-check-install	189.14	0.073	0	conda run -n metagenome-gtdbtk-2026.07 gtdbtk check_install	GNU time exact
gtdbtk-classify-wf	62.45	14.611	0	conda run -n metagenome-gtdbtk-2026.07 gtdbtk classify_wf --genome_dir /workspace/wechat/Metagenome/results/46-gtdbtk-taxonomy/inputs/genomes --out_dir /workspace/wechat/Metagenome/results/46-gtdbtk-taxonomy/gtdbtk --extension fna --prefix article46 --cpus 24 --pplacer_cpus 1 --min_perc_aa 10 --min_af 0.5 --write_single_copy_genes --keep_intermediates --tmpdir /workspace/wechat/Metagenome/results/46-gtdbtk-taxonomy/tmp	GNU time exact
