Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	Estimated reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# total reads	# left	# right	Mapped (%)	Reference mapped (%)	Properly paired (%)	Reference properly paired (%)	Avg. coverage depth	Reference avg. coverage depth	Coverage >= 1x (%)	Reference coverage >= 1x (%)	# large blocks misassemblies	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# structural variations	# possible TEs	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	Avg contig read support	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	# genomic features	# operons	Complete BUSCO (%)	Partial BUSCO (%)	# predicted genes (unique)	# predicted genes (>= 0 bp)	# predicted genes (>= 300 bp)	# predicted genes (>= 1500 bp)	# predicted genes (>= 3000 bp)	# predicted rRNA genes	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	K-mer-based compl. (%)	K-mer-based cor. length (%)	K-mer-based mis. length (%)	# k-mer-based misjoins
sr-megahit-m2	14811	14811	1847	780	259	101	54477949	54477949	29158240	21881250	13851427	8540963	14811	307522	54477949	292802018	-	-	-	5906	-	1374	-	24254.1	-	1494	-	10130	-	-	-	-	-	-	-	-	-	-	-	-	-	100	97	1744925	23	0	0	-	-	0	65 + 27 part	120318	19.275	1.004	-	0.00	182.43	4.24	-	-	-	-	-	-	-	-	-	-	307522	54258992	5845	-	1349	-	23224.4	-	1524	-	10274	-	-	-	-	-
sr-metaspades-m2	14697	14697	1894	785	283	114	57015313	57015313	32162458	24621183	16899625	11166289	14697	343250	57015313	292802018	-	-	-	6781	-	1387	-	34562.9	-	1263	-	9812	-	-	-	-	-	-	-	-	-	-	-	-	-	87	86	1930253	24	0	0	-	-	0	39 + 20 part	77581	20.286	1.002	-	0.00	180.73	6.36	-	-	-	-	-	-	-	-	-	-	343250	56773642	6671	-	1360	-	33189.1	-	1289	-	9947	-	-	-	-	-
