RunAccession	Mate	ObservedBytes	ObservedMD5	ObservedSHA256	IdentityStatus
ERR9765746	R1	1740647656	ed0e6e0ee846542531c742a45181cd6f	8a26ae83abb5bb6ab8c8d30f9fcbfb43c2e04fd7b333eb11c6a40ef6e85c8c2f	PASS
ERR9765746	R2	2104551765	5b60ac93cb69dff77ae38cfa501afd06	7834df2021f96259061bdfcff9a7e7549950ec2509cd2e0730e5c07d17ecfd48	PASS
ERR9765780	NA	3117261341	33eb90ac7437b0039180f03e7a697269	fba6ae446bbd0436ed000d28059f982cde0c508aa6c4dd02f28730e40fcf2916	PASS
ERR9765783	NA	3982506052	02ec4bc541b4e1ec5d0f58e4a519f2cb	0edd53596da282cf947073cf8e4bdd6d980d6b9dd0811af2065d58dfa0624cd6	PASS
