X_features	Y_features	association	p-values	q-values
MB001	MT001	-0.02406888369039439	0.7662583447523745	0.8555602690473825
MB001	MT002	0.16330878624126427	0.04231875836850257	0.10937334130896796
MB001	MT003	-0.47846572353853295	3.0391731975032647e-10	1.9201224097061674e-08
MB001	MT004	-0.1945879572651573	0.015256638793132072	0.04956613726672168
MB001	MT005	-0.1285135255982545	0.1110155972060808	0.22563813523047696
MB001	MT006	-0.4343914150365763	1.630187211479232e-08	5.440669487141856e-07
MB001	MT007	-0.4460023847120621	6.028258878781993e-09	2.373732077570621e-07
MB001	MT008	-0.02170931864162819	0.7886049178745012	0.8707876920210678
MB001	MT009	-0.1658599465051078	0.039157028493929	0.10312036656779995
MB001	MT010	-0.019193709516290163	0.8126200871881161	0.8866358272024064
MB001	MT011	-0.18684348284194244	0.01991783921904928	0.06104686849350561
MB001	MT012	-0.39865618252715024	2.781792141171856e-07	6.106478548097044e-06
MB001	MT013	0.0031935831858339015	0.9685411442206421	0.9824466127711614
MB001	MT014	-0.1489993877090651	0.06426248089196285	0.1500976210969526
MB001	MT015	-0.23716928233057266	0.0029649695680067163	0.013480898153998314
MB001	MT016	-0.23836163836163834	0.00281979115794907	0.012934270512839168
MB001	MT017	-0.1754214941683839	0.029016652750824837	0.08197607859459947
MB001	MT018	-0.21954029471479392	0.006056665376000708	0.023841783512037504
MB001	MT019	0.2943163105178201	0.0002014227218186432	0.0014979736429342064
MB001	MT020	0.23532141505561366	0.0032033352591579497	0.014359037930125947
MB001	MT021	0.2833650220746995	0.00035314951611308085	0.0023649061256519055
MB001	MT022	-0.22267948091054862	0.005353564605556813	0.021531248432609965
MB001	MT023	0.32801915782758817	3.0914122761795374e-05	0.000312438077956259
MB001	MT024	-0.05942577921747861	0.4626405892197163	0.6161586620347328
MB001	MT025	-0.1491080050156508	0.06406624315841027	0.14976110848939753
MB001	MT026	-0.2588303537703941	0.001146257322550327	0.006233970766195548
MB001	MT027	0.265832945501807	0.0008282860727858438	0.0047659287894460485
MB001	MT028	-0.0517573440552542	0.5224413497225922	0.6675809431430116
MB001	MT029	-0.11316812891296091	0.16090468304444935	0.29607592968582463
MB001	MT030	0.410392905446069	1.135961815766825e-07	2.8065328985258582e-06
MB001	MT031	0.018459021609488608	0.8196678946212541	0.8913315686581854
MB001	MT032	0.3072176360735075	0.00010093670976734216	0.0008377746910689399
MB001	MT033	-0.019009843767911094	0.8143825122013946	0.8879405445561527
MB001	MT034	0.19726724888015212	0.013881962863697198	0.04607607067592543
MB001	MT035	0.1825691897408883	0.022983199166066642	0.06837681087441916
MB001	MT036	0.278730946472882	0.0004448390264195407	0.0028530357558089635
MB001	MT037	0.4039042706074464	1.8717360902498116e-07	4.341402120562988e-06
MB001	MT038	0.30743127839902035	9.976123031020875e-05	0.0008306289873084235
MB001	MT039	0.2908061982489126	0.00024173541465210587	0.00173711197273757
MB001	MT040	-0.198996325445849	0.013053436090392306	0.04385030483507012
MB001	MT041	0.20185242498694966	0.011779508922237813	0.04045105024432071
MB001	MT042	0.30900067674261217	9.151051865670136e-05	0.0007711294468622765
MB001	MT043	0.0982436917920789	0.22392099645708927	0.37491894442726303
MB001	MT044	0.31248106731977704	7.543544294547812e-05	0.0006568081521869226
MB001	MT045	0.20609068351003837	0.010090324870565262	0.035757509566431776
MB001	MT046	-0.1859366440011601	0.020536879821702055	0.06242916501634815
MB001	MT047	-0.0862985799088146	0.2856535783067084	0.44346146588226043
MB001	MT048	-0.18066625363856018	0.02447341661869399	0.07167618026771101
MB001	MT049	-0.1305105888147645	0.10552860663453047	0.21733827045927706
MB001	MT050	-0.46338712407746063	1.2655675483107467e-09	6.265669511110398e-08
MB001	MT051	-0.16838000708968454	0.036231254414559176	0.09729344466282236
MB001	MT052	-0.2799132428120692	0.00041955802662769256	0.0027173459726077312
MB001	MT053	-0.13724017917566306	0.08859371966707695	0.190767553378925
MB001	MT054	0.06278882407914665	0.43765856684680093	0.5927987708249367
MB001	MT055	-0.06830911024459412	0.39836513828556874	0.5565897090906106
MB001	MT056	-0.14425574425574425	0.07332367957684914	0.165403216439543
MB001	MT057	0.3341271631594212	2.1478080635528274e-05	0.0002297810833955969
MB001	MT058	-0.23684804211076876	0.0030052209419340133	0.01361272834192991
MB001	MT059	0.21622427268244643	0.006887745058645866	0.026306007368344014
