Sample	Policy	InputReads	PrimaryMappedReads	AssignedReads	FilteredMappedReads	UnmappedReads	AssignedPctInput	DetectedGenes	SecondaryAlignments
MOCK1	AllPrimary	3999706	3346575	3346575	0	653131	83.6705247835716	92302	408231
MOCK1	IdentityQcov	3999706	3346575	2801799	544776	653131	70.05012368409078	89212	408231
MOCK1	Main	3999706	3346575	2784234	562341	653131	69.61096640603084	88845	408231
MOCK1	Strict	3999706	3346575	2586966	759609	653131	64.6789038994366	86871	408231
MOCK2	AllPrimary	3999776	3335721	3335721	0	664055	83.39769527093517	92220	405813
MOCK2	IdentityQcov	3999776	3335721	2795108	540613	664055	69.88161337034875	89151	405813
MOCK2	Main	3999776	3335721	2777443	558278	664055	69.43996363796373	88819	405813
MOCK2	Strict	3999776	3335721	2572767	762954	664055	64.32277707551623	86808	405813
