Sample	Reaction	EC	GenesContributing	SplitReadEquivalent	CopyReadEquivalent	SplitCPM	SplitTPM	CopyCPM	CopyTPM
MOCK1	2-NITROPROPANE-DIOXYGENASE-RXN	1.13.12.16	1	12.0	24.0	4.30998256612052	3.9259826869972327	8.61996513224104	7.8519653739944655
MOCK1	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	2.1.1.222	5	6.618181818181819	68.0	2.37702068798162	3.121612844984333	24.423234541349615	31.4141371662127
MOCK1	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	2.1.1.201	6	5.764705882352941	98.0	2.0704818209794658	2.7458950391133095	35.19819095665092	46.68021566492626
MOCK1	2-OXOBUTYRATE-SYNTHASE-RXN	1.2.7.7	13	109.98333333333333	469.0	39.50218743587405	44.55943318738538	168.4484852925437	193.5940381051946
MOCK1	2-OXOGLUTARATE-SYNTHASE-RXN	1.2.7.3	21	862.5	921.0	309.7799969399124	354.3478912874562	330.7911619497499	379.0663708435042
MOCK1	2.1.1.113-RXN	2.1.1.113	7	476.0	476.0	170.96264178944728	173.61009509646098	170.96264178944728	173.61009509646098
MOCK1	2.1.1.130-RXN	2.1.1.130	6	115.0	137.0	41.303999591988315	57.505003333126204	49.205634296542605	71.1290644868917
MOCK1	2.1.1.131-RXN	2.1.1.131	5	133.0	133.0	47.768973441169095	47.51392095962698	47.768973441169095	47.51392095962698
MOCK1	2.1.1.132-RXN	2.1.1.132	8	75.0	75.0	26.93739103825325	31.76084034601568	26.93739103825325	31.76084034601568
MOCK1	2.1.1.133-RXN	2.1.1.133	10	195.0	195.0	70.03721669945844	77.69681992635957	70.03721669945844	77.69681992635957
MOCK1	2.1.1.137-RXN	2.1.1.137	1	8.0	24.0	2.8733217107470135	3.248449031794401	8.61996513224104	9.745347095383202
MOCK1	2.1.1.151-RXN	2.1.1.151	6	72.0	155.0	25.859895396723118	37.96223470260068	55.67060814572338	82.7364999820841
MOCK1	2.1.1.34-RXN	2.1.1.34	3	57.0	57.0	20.47241718907247	30.689633997384448	20.47241718907247	30.689633997384448
MOCK1	2.1.1.63-RXN	2.1.1.63	25	236.16666666666666	489.0	84.82285133601077	148.33902106893657	175.63178956941115	302.4253253294162
MOCK1	2.1.1.64-RXN	2.1.1.64	4	5.818181818181818	64.0	2.089688516906919	2.6343454902151726	22.986573685976104	28.977800392366902
MOCK1	2.1.1.72-RXN	2.1.1.72	30	1886.0	1886.0	677.3855933086083	426.345280322556	677.3855933086083	426.345280322556
MOCK1	2.1.1.74-RXN	2.1.1.74	12	674.0	674.0	242.07735413043585	183.20013968623095	242.07735413043585	183.20013968623095
MOCK1	2.1.1.77-RXN	2.1.1.77	23	495.0	495.0	177.78678085247142	239.30109495282107	177.78678085247142	239.30109495282107
MOCK1	2.1.1.79-RXN	2.1.1.79	15	43.79999999999999	219.0	15.7314363663399	14.799884822551956	78.65718183169949	73.9994241127598
MOCK1	2.1.1.86-RXN	2.1.1.86	35	1354.0	1354.0	486.309699543932	757.5556353997903	486.309699543932	757.5556353997903
MOCK1	2.3.1.101-RXN	2.3.1.101	8	213.0	426.0	76.50219054863923	81.50186133432616	153.00438109727847	163.00372266865233
MOCK1	2.3.1.128-RXN	2.3.1.266	10	97.0	97.0	34.839025742807536	79.83450632227189	34.839025742807536	79.83450632227189
MOCK1	2.3.1.157-RXN	2.3.1.157	16	492.0	1031.0	176.70928521094132	128.25690932393024	370.29933547252136	269.67241995207905
MOCK1	2.3.1.168-RXN	2.3.1.168	1	4.0	12.0	1.4366608553735067	1.696412272159298	4.30998256612052	5.089236816477894
MOCK1	2.3.1.179-RXN	2.3.1.179	35	71.42105263157897	1357.0	25.65195764134011	20.46765494859789	487.38719518546213	388.88544402335987
MOCK1	2.3.1.180-RXN	2.3.1.180	23	614.0	614.0	220.52744129983327	216.30938194111727	220.52744129983327	216.30938194111727
MOCK1	2.3.1.41-RXN	2.3.1.41	11	10.884615384615385	283.0	3.9093752122182925	2.474860135965541	101.64375551767559	64.34636353510406
MOCK1	2.3.1.89-RXN	2.3.1.89	4	227.0	227.0	81.5305035424465	115.00230240823869	81.5305035424465	115.00230240823869
MOCK1	2.4.1.109-RXN	2.4.1.109	3	186.0	186.0	66.80472977486806	41.47659093451498	66.80472977486806	41.47659093451498
MOCK1	2.4.1.129-RXN	2.4.1.129	46	258.8571428571429	1812.0	92.97248106917121	64.38483658123275	650.8073674841986	450.6938560686291
MOCK1	2.4.1.217-RXN	2.4.1.217	2	143.0	143.0	51.36062557960286	42.59452300756239	51.36062557960286	42.59452300756239
MOCK1	2.4.1.230-RXN	2.4.1.230	8	407.0	814.0	146.1802420342543	63.49363922649283	292.3604840685086	126.98727845298566
MOCK1	2.4.1.54-RXN	2.4.1.54	1	47.0	47.0	16.880765050638704	22.518275872072692	16.880765050638704	22.518275872072692
MOCK1	2.4.1.83-RXN	2.4.1.83	9	57.0	114.0	20.472417189072473	26.889869950817374	40.94483437814495	53.77973990163475
MOCK1	2.5.1.19-RXN	2.5.1.19	33	1452.0	1490.0	521.507890500583	401.2983191243071	535.1561686266314	407.76384286589484
MOCK1	2.5.1.39-RXN	2.5.1.39	1	1.7142857142857142	12.0	0.6157117951600742	0.6911941350347242	4.30998256612052	4.838358945243069
MOCK1	2.5.1.41-RXN	2.5.1.41	10	279.0	279.0	100.2070946623021	128.08955480082392	100.2070946623021	128.08955480082392
MOCK1	2.5.1.42-RXN	2.5.1.42	8	269.0	269.0	96.61544252386832	109.3441440271986	96.61544252386832	109.3441440271986
MOCK1	2.5.1.46-RXN	2.5.1.46	10	341.0	341.0	122.47533792059144	116.70330119107571	122.47533792059144	116.70330119107571
MOCK1	2.5.1.64-RXN	2.2.1.9	8	247.0	247.0	88.71380781931404	53.248013257419174	88.71380781931404	53.248013257419174
MOCK1	2.6.1.18-RXN	2.6.1.18	1	72.0	72.0	25.85989539672312	18.48556870559235	25.85989539672312	18.48556870559235
MOCK1	2.6.1.22-RXN	2.6.1.22	2	32.0	32.0	11.493286842988054	17.349905119674958	11.493286842988054	17.349905119674958
MOCK1	2.6.1.33-RXN	2.6.1.33	1	39.0	39.0	14.00744333989169	11.845637417664065	14.00744333989169	11.845637417664065
MOCK1	2.6.1.37-RXN	2.6.1.37	2	16.0	16.0	5.746643421494027	11.030961865725072	5.746643421494027	11.030961865725072
MOCK1	2.6.1.50-RXN	2.6.1.50	7	357.0	357.0	128.22198134208546	108.39995918084921	128.22198134208546	108.39995918084921
MOCK1	2.7.1.148-RXN	2.7.1.148	24	696.0	696.0	249.9789888349902	287.73552192459437	249.9789888349902	287.73552192459437
MOCK1	2.7.1.156-RXN	2.7.1.156	6	25.333333333333336	93.0	9.09885208403221	15.339940198289934	33.40236488743403	55.85781421480027
MOCK1	2.7.1.157-RXN	2.7.1.157,2.7.1.162	1	3.3333333333333335	10.0	1.1972173794779222	1.1226257683407121	3.5916521384337665	3.3678773050221364
MOCK1	2.7.1.63-RXN	2.7.1.63	1	16.0	16.0	5.746643421494027	7.156739273172038	5.746643421494027	7.156739273172038
MOCK1	2.7.1.68-RXN	2.7.1.68	1	1.0	2.0	0.3591652138433767	1.590386505149342	0.7183304276867534	3.180773010298684
MOCK1	2.7.1.90-RXN	2.7.1.90	7	240.0	480.0	86.1996513224104	66.52373944319766	172.3993026448208	133.0474788863953
MOCK1	2.7.10.1-RXN	2.7.10.1,2.7.10.2,2.7.10.a,2.7.12.1	5	190.0	190.0	68.24139063024157	39.7717996205388	68.24139063024157	39.7717996205388
MOCK1	2.7.13.3-RXN	2.7.13.3	372	16462.0	16462.0	5912.577750289666	3375.7855547301165	5912.577750289666	3375.7855547301165
MOCK1	2.7.3.9-RXN	2.7.3.9	16	814.0	814.0	292.36048406850864	161.3229070553117	292.36048406850864	161.3229070553117
MOCK1	2.7.7.1-RXN	2.7.7.1	6	162.0	162.0	58.184764642627016	104.8138207719098	58.184764642627016	104.8138207719098
MOCK1	2.7.7.13-RXN	2.7.7.13	9	233.0	234.0	83.68549482550677	75.5992279784787	84.04466003935013	76.93083121343786
MOCK1	2.7.7.15-RXN	2.7.7.15	3	63.5	100.0	22.80699107905442	17.967853141926554	35.91652138433767	25.31126859996884
MOCK1	2.7.7.33-RXN	2.7.7.33	2	50.0	50.0	17.95826069216883	23.13989565568039	17.95826069216883	23.13989565568039
MOCK1	2.7.7.40-RXN	2.7.7.40	1	37.0	37.0	13.289112912204937	18.10593867400789	13.289112912204937	18.10593867400789
MOCK1	2.7.7.60-RXN	2.7.7.60	23	595.5	633.0	213.88288484373084	296.44701255856546	227.35158036285748	307.26271362530025
MOCK1	2.7.7.8-RXN	2.7.7.8	31	1951.0	1951.0	700.7313322084277	352.9881696107267	700.7313322084277	352.9881696107267
MOCK1	2.7.8.11-RXN	2.7.8.11	1	13.5	27.0	4.848730386885585	8.179130597910902	9.69746077377117	16.358261195821804
MOCK1	2.7.8.15-RXN	2.7.8.15	1	83.0	83.0	29.810712749000263	31.470694552226714	29.810712749000263	31.470694552226714
MOCK1	2.7.8.24-RXN	2.7.8.24	2	44.0	44.0	15.803269409108575	10.568652630822601	15.803269409108575	10.568652630822601
MOCK1	2.7.8.25-RXN	2.4.2.52	3	65.0	65.0	23.345738899819484	26.69060304150355	23.345738899819484	26.69060304150355
MOCK1	2.7.8.6-RXN	2.7.8.6	12	405.0	405.0	145.46191160656753	118.87933753560687	145.46191160656753	118.87933753560687
MOCK1	2.7.9.3-RXN	2.7.9.3	10	294.0	294.0	105.59457286995274	107.43037370748709	105.59457286995274	107.43037370748709
MOCK1	2.8.1.5-RXN	2.8.1.5	1	72.0	72.0	25.85989539672312	10.83385498382942	25.85989539672312	10.83385498382942
MOCK1	2.8.1.6-RXN	2.8.1.6	28	920.0	920.0	330.4319967359065	342.0505364091994	330.4319967359065	342.0505364091994
MOCK1	2.8.3.10-RXN	2.8.3.10	1	8.333333333333334	25.0	2.993043448694806	2.1588957083475226	8.979130346084418	6.476687125042568
MOCK1	2.8.3.9-RXN	2.8.3.9	3	13.0	26.0	4.669147779963897	9.94139631125012	9.338295559927793	19.88279262250024
MOCK1	2.9.1.1-RXN	2.9.1.1	6	182.0	182.0	65.36806891949455	49.35916428076449	65.36806891949455	49.35916428076449
MOCK1	23-DIMETHYLMALATE-LYASE-RXN	4.1.3.32	2	31.0	31.0	11.134121629144676	14.344698082291533	11.134121629144676	14.344698082291533
MOCK1	25-DIOXOVALERATE-DEHYDROGENASE-RXN	1.2.1.26	1	3.5	7.0	1.2570782484518184	2.602450644789832	2.5141564969036367	5.204901289579664
MOCK1	2KETO-3METHYLVALERATE-RXN	1.2.1.25	1	1.0	6.0	0.3591652138433767	0.602672780898698	2.15499128306026	3.616036685392188
MOCK1	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	1.2.1.25	1	1.0	6.0	0.3591652138433767	0.602672780898698	2.15499128306026	3.616036685392188
MOCK1	2OXOGLUTDECARB-RXN	1.2.4.2	7	417.0	417.0	149.77189417268806	57.462971942694935	149.77189417268806	57.462971942694935
MOCK1	2PGADEHYDRAT-RXN	4.2.1.11	32	1458.0	1458.0	523.6628817836432	407.5644005678159	523.6628817836432	407.5644005678159
MOCK1	2TRANSKETO-RXN	2.2.1.1	29	425.5	851.0	152.82479849035678	132.30420710397647	305.64959698071357	264.60841420795293
MOCK1	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	2.1.2.11	25	347.5	695.0	124.80991181057341	149.01327525847125	249.61982362114682	298.0265505169425
MOCK1	3-DEHYDROQUINATE-DEHYDRATASE-RXN	4.2.1.10	31	586.0	600.0	210.47081531221878	381.1691419834336	215.49912830602605	384.3947146135956
MOCK1	3-DEHYDROQUINATE-SYNTHASE-RXN	4.2.3.4	27	817.5	978.0	293.6175623169604	276.7096275596014	351.26357913882237	343.01636899438176
MOCK1	3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	4.2.1.55	3	17.0	17.0	6.105808635337404	10.76468559572898	6.105808635337404	10.76468559572898
MOCK1	3-HYDROXY-KYNURENINASE-RXN	3.7.1.3	4	68.0	136.0	24.423234541349615	19.54504555458394	48.84646908269923	39.09009110916788
MOCK1	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	1.1.1.30	2	62.0	62.0	22.268243258289353	24.03942389599548	22.268243258289353	24.03942389599548
MOCK1	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	1.1.1.157	5	100.0	100.0	35.91652138433767	38.71270323846413	35.91652138433767	38.71270323846413
MOCK1	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	4.2.1.59	23	12.1274802433339	487.0	4.355769034978348	6.638947067750619	174.91345914172447	263.9249463117184
MOCK1	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	1.1.1.31	5	107.0	107.0	38.43067788124131	41.358078829194675	38.43067788124131	41.358078829194675
MOCK1	3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	4.1.1.98	4	21.8	109.0	7.829801661785611	5.39776313600634	39.14900830892806	26.9888156800317
MOCK1	3-OXOACID-COA-TRANSFERASE-RXN	2.8.3.5	2	14.5	29.0	5.207895600728961	7.0862894061600805	10.415791201457923	14.172578812320161
MOCK1	3-OXOACYL-ACP-REDUCT-RXN	1.1.1.100	27	11.095238095238097	466.0	3.9850235631193702	5.218926363135963	167.37098965101356	219.19490725171048
MOCK1	3-OXOACYL-ACP-SYNTH-BASE-RXN	2.3.1.179,2.3.1.41	35	71.42105263157897	1357.0	25.65195764134011	20.46765494859789	487.38719518546213	388.88544402335987
MOCK1	3-OXOACYL-ACP-SYNTH-RXN	2.3.1.179,2.3.1.41	11	10.884615384615385	283.0	3.9093752122182925	2.474860135965541	101.64375551767559	64.34636353510406
MOCK1	3-OXOADIPATE-COA-TRANSFERASE-RXN	2.8.3.6	1	1.75	7.0	0.6285391242259092	1.1321395460385146	2.5141564969036367	4.5285581841540585
MOCK1	3-OXOADIPATE-ENOL-LACTONASE-RXN	3.1.1.24	5	18.0	36.0	6.46497384918078	8.816097158987857	12.92994769836156	17.632194317975713
MOCK1	3-OXOSTEROID-1-DEHYDROGENASE-RXN	1.3.99.4	4	6.5	39.0	2.3345738899819484	2.1908808743273314	14.007443339891688	13.145285245963988
MOCK1	3.1.1.47-RXN	3.1.1.47	1	34.0	34.0	12.211617270674807	10.382043105614903	12.211617270674807	10.382043105614903
MOCK1	3.1.1.64-RXN	3.1.1.1	5	45.888888888888886	413.0	16.48169259081273	15.104265578158067	148.33523331731456	135.93839020342259
MOCK1	3.1.1.69-RXN	3.5.1.89	1	11.0	11.0	3.9508173522771433	4.920258250305777	3.9508173522771433	4.920258250305777
MOCK1	3.1.1.72-RXN	3.1.1.72	2	128.5	257.0	46.15272997887391	45.488646801603096	92.30545995774781	90.97729360320619
MOCK1	3.1.1.77-RXN	3.1.1.77	2	11.0	11.0	3.9508173522771433	6.887559394389315	3.9508173522771433	6.887559394389315
MOCK1	3.1.1.81-RXN	3.1.1.81	2	8.571428571428571	60.0	3.0785589758003713	4.207948360609745	21.5499128306026	29.45563852426821
MOCK1	3.1.11.1-RXN	3.1.11.1	22	799.3333333333334	2274.0	287.0927275988057	114.85002593043488	816.7416962798384	309.943469007164
MOCK1	3.1.11.2-RXN	3.1.11.2	9	175.0	175.0	62.853912422590916	78.55092656331519	62.853912422590916	78.55092656331519
MOCK1	3.1.11.6-RXN	3.1.11.6	42	1165.0	1165.0	418.4274741275338	486.42617597821265	418.4274741275338	486.42617597821265
MOCK1	3.1.13.1-RXN	3.1.13.1	27	338.99999999999994	1695.0	121.75700749290469	58.336983490567796	608.7850374645235	291.684917452839
MOCK1	3.1.13.5-RXN	3.1.13.5	2	17.666666666666668	53.0	6.345252111232988	5.4356446137629355	19.035756333698963	16.306933841288807
MOCK1	3.1.2.14-RXN	3.1.2.14	3	2.7777777777777777	50.0	0.9976811495649351	1.203930486919881	17.958260692168835	21.670748764557857
MOCK1	3.1.21.1-RXN	3.1.21.1	3	85.0	85.0	30.529043176687015	38.947971887262256	30.529043176687015	38.947971887262256
MOCK1	3.1.21.2-RXN	3.1.21.2	16	589.0	589.0	211.54831095374888	239.9806570459385	211.54831095374888	239.9806570459385
MOCK1	3.1.21.3-RXN	3.1.21.3	36	2989.0	2989.0	1073.544824177853	402.1859100775484	1073.544824177853	402.1859100775484
MOCK1	3.1.21.4-RXN	3.1.21.4	12	670.0	670.0	240.64069327506232	268.360697728237	240.64069327506232	268.360697728237
MOCK1	3.1.21.5-RXN	3.1.21.5	1	46.0	46.0	16.52159983679533	13.368934276788375	16.52159983679533	13.368934276788375
MOCK1	3.1.21.7-RXN	3.1.21.7	12	187.5	375.0	67.34347759563313	96.81047054982888	134.68695519126626	193.62094109965776
MOCK1	3.1.26.11-RXN	3.1.26.11	17	516.0	516.0	185.32925034318234	191.49333936549814	185.32925034318234	191.49333936549814
MOCK1	3.1.26.12-RXN	3.1.26.12	4	38.5	231.0	13.827860732970002	5.545888758272342	82.96716439782001	33.27533254963406
MOCK1	3.1.26.3-RXN	3.1.26.3	29	679.0	679.0	243.87318019965272	311.385135905633	243.87318019965272	311.385135905633
MOCK1	3.1.26.4-RXN	3.1.26.4	50	1088.0	1088.0	390.77175266159384	608.6209347197495	390.77175266159384	608.6209347197495
MOCK1	3.1.26.5-RXN	3.1.26.5	51	435.0	870.0	156.23686802186887	352.8605390372103	312.47373604373774	705.7210780744206
MOCK1	3.1.26.8-RXN	3.1.26.8	1	14.0	14.0	5.0283129938072735	8.71255215864422	5.0283129938072735	8.71255215864422
MOCK1	3.1.27.9-RXN	4.6.1.16	5	107.0	107.0	38.4306778812413	64.36137134613209	38.4306778812413	64.36137134613209
MOCK1	3.1.3.16-RXN	3.1.3.16	6	446.0	446.0	160.18768537414596	92.91618123389645	160.18768537414596	92.91618123389645
MOCK1	3.1.3.70-RXN	3.1.3.70	3	57.0	70.0	20.47241718907247	44.416774100051725	25.141564969036367	49.86952783199232
MOCK1	3.1.3.77-RXN	3.1.3.77	4	59.0	59.0	21.19074761675922	34.076403475430595	21.19074761675922	34.076403475430595
MOCK1	3.1.31.1-RXN	3.1.31.1	4	115.0	115.0	41.303999591988315	64.2448898087618	41.303999591988315	64.2448898087618
MOCK1	3.1.4.1-RXN	3.1.4.1	3	23.0	23.0	8.260799918397662	8.854192307457291	8.260799918397662	8.854192307457291
MOCK1	3.1.4.17-RXN	3.1.4.17	2	71.0	71.0	25.500730182879742	33.9388034087648	25.500730182879742	33.9388034087648
MOCK1	3.1.4.37-RXN	3.1.4.37	1	13.2	66.0	4.740980822732572	2.209800196628559	23.70490411366286	11.049000983142795
MOCK1	3.1.6.12-RXN	3.1.6.12	3	58.0	58.0	20.831582402915846	18.637872321313928	20.831582402915846	18.637872321313928
