Step	Command	ExitStatus	Output
prepare	python3 scripts/prepare_article56_host_evidence.py --project-root ${PROJECT_ROOT} --work-dir ${ARTICLE56_WORK_DIR}	0	checksum-gated source assertions and deterministic evidence tables
