Feature	PathwayID	Description	Subjects	MedianLog2RNAoverDNA	MeanLog2RNAoverDNA	CILow	CIHigh	PValue	QValue	BH05
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	92	-1.4321945975855745	-1.555950601247857	-1.9033210945423904	-1.1746923855401508	1.263919442967579e-15	5.5559792180449835e-15	True
METSYN-PWY: L-homoserine and L-methionine biosynthesis	METSYN-PWY	L-homoserine and L-methionine biosynthesis	92	-1.4753899594500401	-1.4921011456782947	-1.8992731191939933	-1.1229918914561188	9.206337227072117e-16	4.316749233138259e-15	True
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	NAD-BIOSYNTHESIS-II	NAD salvage pathway II	65	0.07818581914242582	0.28726595086902074	-0.2716813740064044	0.51873965747009	0.47425352306687507	0.5003374668355532	False
NAGLIPASYN-PWY: lipid IVA biosynthesis	NAGLIPASYN-PWY	lipid IVA biosynthesis	101	1.5613279790470087	1.6322812505619984	1.2141513390785168	1.9555250971215128	1.8788725597024417e-15	8.090655308106433e-15	True
NONMEVIPP-PWY: methylerythritol phosphate pathway I	NONMEVIPP-PWY	methylerythritol phosphate pathway I	103	-0.02868684338729673	-0.035715729703920895	-0.1362917620780286	0.05788760649830097	0.318839573687117	0.3397734850908166	False
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	104	0.3769200716871761	0.397627040320609	0.31121889578892714	0.5133832722917719	2.3512598214330223e-10	5.114596106416162e-10	True
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	88	-0.5490215192937814	-0.4162131734641502	-0.8966555371836793	-0.33835784831520793	2.9735141686284147e-06	4.826242227543042e-06	True
P108-PWY: pyruvate fermentation to propanoate I	P108-PWY	pyruvate fermentation to propanoate I	81	1.5805925280218434	1.6310585120535233	1.241518644017852	1.9472638823708073	2.2480876826394662e-13	6.874586971549673e-13	True
P161-PWY: acetylene degradation	P161-PWY	acetylene degradation	102	0.6672823340876306	0.775675010603836	0.4329614095983246	0.8959858445906972	1.1203234795160918e-07	1.9864559174613053e-07	True
P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	P162-PWY	L-glutamate degradation V (via hydroxyglutarate)	88	2.3562565904897212	2.256538245190156	1.9796018499598507	2.5861934566330236	5.827781802384296e-16	2.9277665721502057e-15	True
P164-PWY: purine nucleobases degradation I (anaerobic)	P164-PWY	purine nucleobases degradation I (anaerobic)	83	1.9888945272386207	1.8117206392473335	1.770272083424094	2.2008029213892426	2.5694820566195984e-14	8.340934060719004e-14	True
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	P185-PWY	formaldehyde assimilation III (dihydroxyacetone cycle)	81	1.9206593524606281	1.99710679349756	1.509280200606021	2.1692594228652466	5.6145734818398165e-14	1.7949621282851533e-13	True
P42-PWY: incomplete reductive TCA cycle	P42-PWY	incomplete reductive TCA cycle	102	0.8534118096208569	0.8628824632501408	0.5337154778147025	1.302315116122946	4.3616792232189685e-11	1.0003416479339155e-10	True
P441-PWY: superpathway of N-acetylneuraminate degradation	P441-PWY	superpathway of N-acetylneuraminate degradation	95	0.5828876011404521	0.5247915460735382	0.35550968354886475	0.8439210405934592	4.2914652498029584e-07	7.422124325478887e-07	True
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	87	-0.7719486867028438	-0.5678975806987907	-0.9556151000786064	-0.5237317076916869	1.2794314220996866e-05	2.0297746621280743e-05	True
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY	phosphopantothenate biosynthesis I	103	-0.30400054549252886	-0.34189698225719733	-0.4146121698642116	-0.2076728390079797	2.4134265006201207e-11	5.721719007088151e-11	True
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	103	-0.44459393286693566	-0.5554396417641222	-0.5903769041849004	-0.36850911986678764	3.3236314914344893e-13	1.0018374924181104e-12	True
PENTOSE-P-PWY: pentose phosphate pathway	PENTOSE-P-PWY	pentose phosphate pathway	101	0.9333176769546804	0.8891463511092399	0.6534474662090285	1.1394742932190318	4.918832239583537e-13	1.4414911146557308e-12	True
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	103	-0.6615442267028999	-0.6341009115242623	-0.7191954628800818	-0.5696743567162654	1.6232603568414288e-18	2.4008567814757344e-17	True
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis I (bacteria)	100	-0.4585341899333759	-0.45597862177544946	-0.6254331588894707	-0.2818444970417961	5.345133436264285e-08	9.980735885413842e-08	True
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	86	-1.6495102626249127	-1.674227180852222	-1.9210249633405239	-1.4054122494979324	3.2185359296957056e-15	1.2921885753783334e-14	True
PPGPPMET-PWY: ppGpp biosynthesis	PPGPPMET-PWY	ppGpp biosynthesis	88	0.06483161559397903	0.21739246068820578	-0.16338732293060854	0.42968638738248177	0.2473876471433325	0.2663203752410365	False
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	PRPP-PWY	superpathway of histidine, purine, and pyrimidine biosynthesis	78	-0.2530223366197572	-0.4234622859882421	-0.37798483620429085	-0.054308385491202364	0.001805802595682036	0.002396379545213268	True
PWY-1042: glycolysis IV (plant cytosol)	PWY-1042	glycolysis IV (plant cytosol)	103	1.29164075048488	1.2616945441815257	1.1928790268857505	1.3565468360510387	1.2469754626335515e-18	2.4008567814757344e-17	True
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis I	103	0.47244325355978023	0.589605516349816	0.3408853603802096	0.6620233009896339	2.4833558241728162e-12	6.717795883339285e-12	True
PWY-2941: L-lysine biosynthesis II	PWY-2941	L-lysine biosynthesis II	87	0.9706560637174053	0.9026829934718478	0.788480229089309	1.184357660792542	3.037146411087778e-09	6.161902814803088e-09	True
PWY-2942: L-lysine biosynthesis III	PWY-2942	L-lysine biosynthesis III	103	-0.03070549062701165	-0.07457693325444119	-0.0865941115054123	0.014064216366667808	0.07783365246886192	0.09073425785044126	False
PWY-3001: superpathway of L-isoleucine biosynthesis I	PWY-3001	superpathway of L-isoleucine biosynthesis I	103	-0.6299240721957265	-0.6615405160551262	-0.8088626023950416	-0.5207146639990482	3.378141743840422e-16	1.7819697698758227e-15	True
PWY-3841: folate transformations II	PWY-3841	folate transformations II	103	0.31416756720944455	0.27300125636836015	0.20979260681691858	0.4013514780903357	1.555106725723336e-08	2.9829774466147626e-08	True
PWY-4041: &gamma;-glutamyl cycle	PWY-4041	γ-glutamyl cycle	74	0.8858205725920911	1.1291800973733366	0.682296678889449	1.4413036838106121	7.048531298475234e-08	1.2932522643289345e-07	True
PWY-4242: pantothenate and coenzyme A biosynthesis III	PWY-4242	pantothenate and coenzyme A biosynthesis III	103	-0.3931495651995294	-0.42224578980004823	-0.5925700393688376	-0.18312131205472973	2.1638907647659864e-06	3.5670386825439305e-06	True
PWY-4702: phytate degradation I	PWY-4702	phytate degradation I	67	-0.02684743020742028	0.3881069467308317	-0.4595058705516631	0.629436438447286	0.17724849647599195	0.1958085484630068	False
PWY-4981: L-proline biosynthesis II (from arginine)	PWY-4981	L-proline biosynthesis II (from arginine)	103	2.4419163011156	2.5481234185767274	2.2948191644434943	2.6673269599035248	1.2469754626335515e-18	2.4008567814757344e-17	True
PWY-4984: urea cycle	PWY-4984	urea cycle	97	0.9713269203569092	0.9237156008052024	0.7543006581746823	1.1324227320477618	1.1150149604905513e-12	3.1369087555134176e-12	True
PWY-5030: L-histidine degradation III	PWY-5030	L-histidine degradation III	94	1.4867586971888027	1.295818262697804	1.3310199103782763	1.7465124100521106	1.6079445570614306e-12	4.406185734285219e-12	True
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	PWY-5083	NAD/NADH phosphorylation and dephosphorylation	85	1.4946994633542685	1.6460113285712334	1.1805917669538797	2.0203847639265597	3.609950016966134e-12	9.403696957775979e-12	True
PWY-5097: L-lysine biosynthesis VI	PWY-5097	L-lysine biosynthesis VI	103	-0.5368247903246898	-0.5625037077829668	-0.600948066573574	-0.48598670099596514	3.3616635908818878e-18	3.7332158825056757e-17	True
PWY-5100: pyruvate fermentation to acetate and lactate II	PWY-5100	pyruvate fermentation to acetate and lactate II	103	0.2551340867059397	0.20685322659065558	0.05579209663846829	0.4717041679315484	0.0007457930161161209	0.001021833288314945	True
PWY-5101: L-isoleucine biosynthesis II	PWY-5101	L-isoleucine biosynthesis II	93	-1.5964122182111105	-1.607829154083633	-1.8145328136871768	-1.4375128355729232	1.0107000976765616e-14	3.554295343495908e-14	True
PWY-5103: L-isoleucine biosynthesis III	PWY-5103	L-isoleucine biosynthesis III	103	-0.6680428372068805	-0.716751906945649	-0.895322533875226	-0.41931983545365936	3.696924155250571e-12	9.512817033632566e-12	True
PWY-5104: L-isoleucine biosynthesis IV	PWY-5104	L-isoleucine biosynthesis IV	97	0.20830013167916783	0.24732650689993588	-0.05572319298431435	0.6493722661073653	0.056279745370712383	0.06682235337969811	False
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	68	0.3402003489533234	0.40305495200316926	-0.17236111406246898	0.8552332504333008	0.03502476586426095	0.04271806703675757	True
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	97	-0.5360477202035103	-0.48769715589863233	-0.8448998391796487	-0.3439806177755738	1.614309176012743e-05	2.5048382016877656e-05	True
PWY-5173: superpathway of acetyl-CoA biosynthesis	PWY-5173	superpathway of acetyl-CoA biosynthesis	74	2.255426234129483	2.4733568313777057	1.7844813916148254	2.879461744218135	5.345942422210047e-13	1.5451970562826298e-12	True
PWY-5177: glutaryl-CoA degradation	PWY-5177	glutaryl-CoA degradation	103	1.7248905116393944	1.663874125625143	1.4789630168903587	1.9548821120748576	6.719603094177952e-18	6.444710240325218e-17	True
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	103	-0.000700550794191776	-0.0986365409033011	-0.28383225866022027	0.19479463951890025	0.7100709422688054	0.7327987411306235	False
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	PWY-5189	tetrapyrrole biosynthesis II (from glycine)	74	0.9893372593920837	1.1700821484535262	0.5938635512224524	1.4351769762406579	7.567896142125306e-09	1.506439703762679e-08	True
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	92	-1.4510642371548574	-1.4562142027850176	-1.8077865686519554	-1.1227324732668786	6.912937020934142e-16	3.3921621195746607e-15	True
PWY-5367: petroselinate biosynthesis	PWY-5367	petroselinate biosynthesis	67	-1.234697156132026	-1.1066554775867454	-1.7150277931981117	-1.0471134779286644	1.1380061591887468e-06	1.920954396710605e-06	True
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	PWY-5384	sucrose degradation IV (sucrose phosphorylase)	74	-0.517348126004636	-0.24290654520275334	-0.7270795003286099	0.1612338312401731	0.15262773954649406	0.17130028215058643	False
PWY-5484: glycolysis II (from fructose 6-phosphate)	PWY-5484	glycolysis II (from fructose 6-phosphate)	103	2.011240827514431	2.032156913521984	1.8593215971221868	2.2476149227833018	1.772071938432102e-18	2.4008567814757344e-17	True
PWY-5659: GDP-mannose biosynthesis	PWY-5659	GDP-mannose biosynthesis	103	0.29966195745851704	0.23561789666906183	0.09390828709161143	0.40920586236700834	0.0027550299516841134	0.0036106293155611672	True
PWY-5667: CDP-diacylglycerol biosynthesis I	PWY-5667	CDP-diacylglycerol biosynthesis I	103	0.01318294484800777	-0.0038407589349383152	-0.11455432076955478	0.1026493998801222	0.817863082431044	0.8217576685378586	False
PWY-5676: acetyl-CoA fermentation to butanoate II	PWY-5676	acetyl-CoA fermentation to butanoate II	90	0.9952558259050056	0.9089932116899555	0.7469255159054402	1.2150941045238084	8.478940717447852e-12	2.080298245792438e-11	True
PWY-5686: UMP biosynthesis	PWY-5686	UMP biosynthesis	103	-0.387209384367587	-0.42180835982033454	-0.4942902753602921	-0.33407874954066014	2.868322598907476e-16	1.5518360727422498e-15	True
PWY-5690: TCA cycle II (plants and fungi)	PWY-5690	TCA cycle II (plants and fungi)	88	-0.21942338792360594	0.012370851517956926	-0.45044256817065265	0.09685833473427935	0.32407286311907035	0.34361494531720527	False
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	103	0.09619076508574334	0.08772152996836526	0.01594153257260933	0.16468468976899886	0.011195800688747539	0.014230806899552594	True
PWY-5918: superpathay of heme biosynthesis from glutamate	PWY-5918	superpathay of heme biosynthesis from glutamate	60	0.2176681459487336	0.33532275051095056	-0.11498512456921284	0.712125084981838	0.049350845673823536	0.05950301964101009	False
PWY-5973: cis-vaccenate biosynthesis	PWY-5973	cis-vaccenate biosynthesis	103	0.6322777853936838	0.5104216651431299	0.4751541395835819	0.7312005713464439	2.792552702992775e-12	7.458590130778172e-12	True
PWY-5989: stearate biosynthesis II (bacteria and plants)	PWY-5989	stearate biosynthesis II (bacteria and plants)	100	-0.04428847882263025	-0.031820773621863196	-0.46354806935807474	0.4452370734958714	0.9123884418157544	0.9123884418157544	False
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	103	-0.16822678092521598	-0.15882193008101564	-0.24835835332054568	-0.03540721148011247	0.00012842195297361548	0.0001818592756874689	True
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	103	-0.1975963196987959	-0.1832128861451407	-0.27191563066682756	-0.0704902796968924	1.8673866612134642e-05	2.855207141420587e-05	True
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123	inosine-5'-phosphate biosynthesis I	103	0.25889183380414615	0.26428956035474166	0.18016157862682092	0.333716829278631	7.910977768879778e-08	1.4266806061825924e-07	True
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124	inosine-5'-phosphate biosynthesis II	102	0.18487398159079926	0.10625789832735513	0.01731404052896738	0.30559898358991683	0.05513821821594069	0.06610320479297435	False
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	103	-0.6373219440093896	-0.63514443456502	-0.7572815292619697	-0.4720434528841364	7.405120812600708e-12	1.8382123428926464e-11	True
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	104	-0.8784064406696468	-0.849947343928802	-1.0035431727903872	-0.6908294446500665	1.9630493435023645e-14	6.574657325063476e-14	True
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	98	-0.12766801077853906	0.0016660136304441448	-0.27008551689212307	0.06300798764216942	0.28216184366172636	0.3022139543788034	False
PWY-6151: S-adenosyl-L-methionine cycle I	PWY-6151	S-adenosyl-L-methionine cycle I	103	-0.8831873134227027	-0.8773773956962105	-1.0021285026088178	-0.7504246752872354	1.4539039286525202e-17	1.2782238706070073e-16	True
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	PWY-6163	chorismate biosynthesis from 3-dehydroquinate	103	-0.24603341798735473	-0.26569033944023335	-0.48109121455407516	-0.10563188546620539	0.0007457930161161209	0.001021833288314945	True
PWY-6168: flavin biosynthesis III (fungi)	PWY-6168	flavin biosynthesis III (fungi)	103	-0.7965443532739264	-0.7839815132472717	-0.9160670630935145	-0.7198171424243023	9.54325633929911e-17	6.101900265430642e-16	True
PWY-621: sucrose degradation III (sucrose invertase)	PWY-621	sucrose degradation III (sucrose invertase)	103	-0.507131476003841	-0.4230427021535842	-0.6419433399197294	-0.20030329515311912	4.513282701013171e-05	6.613212846623465e-05	True
PWY-6270: isoprene biosynthesis I	PWY-6270	isoprene biosynthesis I	65	0.29066798873096256	0.43741491834619767	-0.12995548549818342	0.88217878179438	0.031298144210503656	0.03861934753459808	True
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	103	-0.1975963196987959	-0.1832128861451407	-0.27191563066682756	-0.0704902796968924	1.8673866612134642e-05	2.855207141420587e-05	True
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	98	0.9590116702298187	1.0655366538825977	0.5674177133216477	1.3554278366802137	6.165417513027158e-11	1.3839394630305643e-10	True
PWY-6305: putrescine biosynthesis IV	PWY-6305	putrescine biosynthesis IV	102	-0.8818669604206849	-1.0970214869428987	-1.1538061011138865	-0.7363238047081921	2.9819563835394466e-17	2.247117131881511e-16	True
PWY-6317: galactose degradation I (Leloir pathway)	PWY-6317	galactose degradation I (Leloir pathway)	103	-0.9541089471603937	-0.9154427750781907	-1.0386741258416412	-0.827833169429908	5.811731791905182e-16	2.9277665721502057e-15	True
PWY-6353: purine nucleotides degradation II (aerobic)	PWY-6353	purine nucleotides degradation II (aerobic)	95	0.2631858459796297	0.40489572909543525	0.09307908008293095	0.5993557720710763	0.006811022148722433	0.00870985256594202	True
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	103	-0.7492202913062253	-0.7644543796102822	-0.9035867621521615	-0.6719229301364708	1.934339586970971e-18	2.4008567814757344e-17	True
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	103	-0.5531848638841704	-0.5374738648614665	-0.6314869404336425	-0.4863463329293863	1.413128072616778e-17	1.2782238706070073e-16	True
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	103	-0.6178696155225414	-0.6205089431171368	-0.6960467346790542	-0.5364547959617395	1.772071938432102e-18	2.4008567814757344e-17	True
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	102	0.4376121303030026	0.3192226484674397	0.21918556749227044	0.6000730744216317	0.0005468590026679079	0.000764153970615421	True
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	PWY-6519	8-amino-7-oxononanoate biosynthesis I	91	-0.1897957464026755	0.02750139969841139	-0.40532253549306585	0.10791218587145489	0.5527222240060756	0.5773484617093166	False
PWY-6527: stachyose degradation	PWY-6527	stachyose degradation	103	-0.8688279618955173	-0.8919524136969943	-1.0104627979775533	-0.6912831176902356	1.4447420118664674e-16	8.022120118521701e-16	True
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	103	-0.9624922368739336	-1.0620475406534142	-1.1134161854876323	-0.8692527170987777	2.043732126821844e-17	1.7249099150376365e-16	True
PWY-6588: pyruvate fermentation to acetone	PWY-6588	pyruvate fermentation to acetone	76	1.1689556567142265	1.395441685024774	1.0135716523537164	1.531160594252217	1.0028990587650521e-10	2.2274915936781684e-10	True
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	54	1.465329393702695	1.4336721579482707	0.9534259156578938	1.8005222010399533	3.9669307053075933e-10	8.454771503231335e-10	True
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	PWY-6595	superpathway of guanosine nucleotides degradation (plants)	60	0.49516130751868925	0.48072844159081213	0.08961110798508598	0.8757418692403451	0.024749591163795697	0.030718610209181717	True
PWY-6606: guanosine nucleotides degradation II	PWY-6606	guanosine nucleotides degradation II	89	0.6231469815602144	0.5966331127670155	0.2817380833486562	1.092584267661306	6.691802412347675e-05	9.60524019731537e-05	True
PWY-6608: guanosine nucleotides degradation III	PWY-6608	guanosine nucleotides degradation III	103	0.6801801051926887	0.6885240381233824	0.4829795914401874	0.9107280575287611	2.5527671764660114e-09	5.229455089653674e-09	True
PWY-6609: adenine and adenosine salvage III	PWY-6609	adenine and adenosine salvage III	103	0.24873720589404746	0.2834299788648184	0.14075186974256498	0.34161626885753116	1.1430541254041944e-08	2.2331890783359726e-08	True
PWY-6700: queuosine biosynthesis	PWY-6700	queuosine biosynthesis	103	-1.2347084677158553	-1.24444527270746	-1.3449276407689048	-1.0749596592103932	1.5764535276094547e-18	2.4008567814757344e-17	True
PWY-6703: preQ0 biosynthesis	PWY-6703	preQ0 biosynthesis	103	-1.4778034292355176	-1.4456701288422142	-1.6123547878992426	-1.327594717973712	1.878683292621305e-18	2.4008567814757344e-17	True
PWY-6737: starch degradation V	PWY-6737	starch degradation V	104	-0.020377772807578933	-0.10758945782867323	-0.31255530094742545	0.1801356839977955	0.16124613000547383	0.1800155207997618	False
PWY-6897: thiamin salvage II	PWY-6897	thiamin salvage II	102	-2.1816559933290423	-2.231210410633769	-2.313777924876714	-1.987247522413801	1.8229684908388888e-18	2.4008567814757344e-17	True
PWY-6901: superpathway of glucose and xylose degradation	PWY-6901	superpathway of glucose and xylose degradation	88	0.4651064300634924	0.5676873185219656	0.2989534547499192	0.6604042464365244	1.3320303983788463e-06	2.2130583784089497e-06	True
PWY-6936: seleno-amino acid biosynthesis	PWY-6936	seleno-amino acid biosynthesis	98	-1.4335184164197772	-1.4671978148583853	-1.8184958885555365	-1.0813267206341504	7.637821610507466e-16	3.6626826359478985e-15	True
PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	93	0.2845170613531977	0.5876600515901721	-0.16600452862040418	0.5543969031627387	0.017430267884770183	0.022022673794529993	True
PWY-7111: pyruvate fermentation to isobutanol (engineered)	PWY-7111	pyruvate fermentation to isobutanol (engineered)	104	-0.6798131540416485	-0.5776962959557559	-0.7553565659211144	-0.526027226687539	1.2444879708413287e-14	4.304704292582301e-14	True
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	103	-0.609598377469821	-0.6092248652220873	-0.7552928549927298	-0.4688661486958079	1.2118806087267432e-13	3.760394241784453e-13	True
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	102	-0.30696646060492316	-0.42739665408307603	-0.47726734497708284	-0.10660701152805127	1.9442073307483037e-05	2.951278753869727e-05	True
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	PWY-7196	superpathway of pyrimidine ribonucleosides salvage	93	0.25828362238238084	0.19756782095783673	0.007200734786203769	0.37631604394187923	0.031744901354889395	0.038942873173730595	True
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	103	0.7918826137968714	0.7134454342049231	0.6617607003689719	0.9397544883283024	4.785990668721488e-13	1.4223155367608931e-12	True
PWY-7199: pyrimidine deoxyribonucleosides salvage	PWY-7199	pyrimidine deoxyribonucleosides salvage	103	0.27279085117975216	0.24110714245040268	-0.05073740219986358	0.47231586725338565	0.042704368234853164	0.05178518216985068	False
PWY-7208: superpathway of pyrimidine nucleobases salvage	PWY-7208	superpathway of pyrimidine nucleobases salvage	103	0.7615375949271961	0.7949858324294886	0.6806297437303421	0.8998632849599555	5.4940120770947135e-18	5.520174039366593e-17	True
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	99	-0.14443826812447952	-0.1341881301701023	-0.43434516515366717	-0.026495544184610642	0.058062288303174774	0.0684421387260887	False
PWY-7219: adenosine ribonucleotides de novo biosynthesis	PWY-7219	adenosine ribonucleotides de novo biosynthesis	104	0.7437258721463001	0.7923781270572228	0.6698548127321813	0.7839403631176944	8.530137789278572e-19	2.4008567814757344e-17	True
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	104	-1.0813858811095847	-1.0955635242055692	-1.246918122337057	-0.9409071878535362	2.2737403563658043e-15	9.407043435160485e-15	True
PWY-7221: guanosine ribonucleotides de novo biosynthesis	PWY-7221	guanosine ribonucleotides de novo biosynthesis	103	0.454388337765306	0.41460467237745485	0.39039357527185903	0.5265837195546627	4.1688062767964176e-15	1.5707466507215072e-14	True
