Dataset	FeatureSpace	SampleID	Axis1	Axis2	Axis1Variance	Axis2Variance	NegativeEigenvalues	NegativeEigenvalueMass	Correction	CorrectionNote	SubjectID	FamilyRole	AgeCategory	DaysFromFirstCollection	HotSpring	Temperature
Western US hot springs	MAG catalog	AA01.2.5	0.310867733150549	-0.0667478753531732	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA01	48.8
Western US hot springs	MAG catalog	AA01.2.6	0.140211812824918	0.173249779845542	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA01	51.5
Western US hot springs	MAG catalog	AA01.3.1	0.0554073835728211	-0.0968185834076392	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA01	52.4
Western US hot springs	MAG catalog	AA01.3.2	0.104027211381114	0.214816038424794	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA01	51.9
Western US hot springs	MAG catalog	AA01.3.3	0.182681970571393	0.0817730688258324	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA01	51
Western US hot springs	MAG catalog	AA01.3.4	0.344691708704982	-0.0427847179315118	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA01	48.1
Western US hot springs	MAG catalog	AA01.3.5	0.0195215007687967	0.210415289132677	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA01	52.5
Western US hot springs	MAG catalog	AA01.3.6	0.383701137300865	0.0104641151655704	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA01	36.1
Western US hot springs	MAG catalog	AA03.0.3	-0.440153358250133	-0.269476033913842	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	71
Western US hot springs	MAG catalog	AA03.0.4	-0.143124047771609	0.243323405773376	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	55.1
Western US hot springs	MAG catalog	AA03.0.5	0.22582284225605	-0.140792244469257	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	37
Western US hot springs	MAG catalog	AA03.1.2	0.314359968410527	-0.0913430794868539	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	41.5
Western US hot springs	MAG catalog	AA03.1.3	-0.264346105800882	0.123718981433318	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	62.2
Western US hot springs	MAG catalog	AA03.1.4	0.36346211523596	0.020224472172243	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	45.5
Western US hot springs	MAG catalog	AA03.1.5	-0.313814415092195	0.147380011481982	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	65.5
Western US hot springs	MAG catalog	AA03.1.6	0.237346813655477	0.0924772112626491	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	28.1
Western US hot springs	MAG catalog	AA03.1.7	0.0391464318588103	0.206310288824721	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	60.3
Western US hot springs	MAG catalog	AA03.1.8	0.404386846792848	-0.108997170781293	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	29.2
Western US hot springs	MAG catalog	AA03.2.1	-0.228789484520264	0.0804012667547906	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	92.8
Western US hot springs	MAG catalog	AA03.2.2	-0.384745669782698	-0.0240484962616889	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	63
Western US hot springs	MAG catalog	AA03.2.3	0.128025975541353	0.190066281835081	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	45.3
Western US hot springs	MAG catalog	AA03.2.4	0.309404326333306	0.0425725784188398	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	45.4
Western US hot springs	MAG catalog	AA03.2.5	-0.326510813511613	0.103540155861848	0.103151925596214	0.0609107810338254	165	10.7062922601601	Cailliez	Cailliez correction applied to negative eigenvalues: D' = -0.5*(D + 0.388445254331181 )^2, except diagonal elements					AA03	67.7
