Habitat	FeatureID	PrevalenceAllSamples	OperationalCoreAllSamples	PrevalenceRepresentatives	OperationalCoreRepresentatives	AbsolutePrevalenceDifference	CoreClassificationChanged
Retroauricular crease	SP0245	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0246	0.222222222222222	FALSE	0.235294117647059	FALSE	0.0130718954248366	FALSE
Retroauricular crease	SP0247	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0248	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0249	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0250	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0251	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0252	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0253	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0254	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0255	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0256	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0257	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0258	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0259	0.0740740740740741	FALSE	0.0588235294117647	FALSE	0.0152505446623094	FALSE
Retroauricular crease	SP0260	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0261	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0262	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0263	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0264	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0265	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0266	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0267	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0268	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0269	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0270	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0271	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0272	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0273	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0274	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0275	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0276	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0277	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0278	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0279	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0280	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0281	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0282	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0283	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0284	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0285	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0286	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0287	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0288	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0289	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0290	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0291	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0292	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0293	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0294	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0295	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0296	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0297	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0298	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0299	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0300	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0301	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0302	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0303	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0304	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0305	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0306	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0307	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0308	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0309	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0310	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0311	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0312	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0313	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0314	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0315	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0316	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0317	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0318	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0319	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0320	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0321	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0322	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0323	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0324	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0325	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0326	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0327	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0328	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0329	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0330	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0331	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0332	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0333	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0334	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0335	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0336	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0337	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0338	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0339	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0340	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0341	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0342	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0343	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0344	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0345	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0346	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0347	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0348	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0349	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0350	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0351	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0352	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0353	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0354	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0355	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0356	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0357	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0358	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0359	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0360	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0361	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0362	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0363	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0364	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0365	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0366	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0367	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0368	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0369	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0370	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0371	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0372	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0373	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0374	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0375	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0376	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0377	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0378	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0379	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0380	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0381	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0382	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0383	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0384	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0385	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0386	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0387	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0388	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0389	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0390	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0391	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0392	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0393	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0394	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0395	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0396	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0397	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0398	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0399	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0400	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0401	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0402	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0403	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0404	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0405	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0406	0.37037037037037	FALSE	0.352941176470588	FALSE	0.0174291938997821	FALSE
Retroauricular crease	SP0407	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0408	0.222222222222222	FALSE	0.176470588235294	FALSE	0.0457516339869281	FALSE
Retroauricular crease	SP0409	0.148148148148148	FALSE	0.117647058823529	FALSE	0.0305010893246187	FALSE
Retroauricular crease	SP0410	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0411	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0412	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0413	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0414	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0415	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0416	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0417	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0418	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0419	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0420	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0421	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0422	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0423	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0424	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0425	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0426	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0427	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0428	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0429	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0430	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0431	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0432	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0433	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0434	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0435	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0436	0.962962962962963	TRUE	0.941176470588235	TRUE	0.0217864923747276	FALSE
Retroauricular crease	SP0437	0.222222222222222	FALSE	0.235294117647059	FALSE	0.0130718954248366	FALSE
Retroauricular crease	SP0438	0.222222222222222	FALSE	0.294117647058824	FALSE	0.0718954248366013	FALSE
Retroauricular crease	SP0439	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0440	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0441	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0442	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0443	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0444	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0445	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0446	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0447	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0448	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0449	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0450	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0451	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0452	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0453	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0454	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0455	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0456	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0457	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0458	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0459	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0460	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0461	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0462	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0463	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0464	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0465	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0466	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0467	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0468	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0469	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0470	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0471	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0472	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0473	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0474	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0475	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0476	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0477	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0478	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0479	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0480	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0481	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0482	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0483	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0484	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0485	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0486	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0487	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0488	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0489	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0490	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0491	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0492	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0493	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0494	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0495	0.962962962962963	TRUE	0.941176470588235	TRUE	0.0217864923747276	FALSE
Retroauricular crease	SP0496	0.814814814814815	TRUE	0.764705882352941	FALSE	0.0501089324618736	TRUE
Retroauricular crease	SP0497	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0498	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0499	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0500	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0501	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0502	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0503	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0504	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0505	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0506	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0507	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0508	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0509	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0510	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0511	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0512	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0513	0.814814814814815	TRUE	0.823529411764706	TRUE	0.00871459694989107	FALSE
Retroauricular crease	SP0514	0.037037037037037	FALSE	0	FALSE	0.037037037037037	FALSE
Retroauricular crease	SP0515	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0516	0.148148148148148	FALSE	0.117647058823529	FALSE	0.0305010893246187	FALSE
Retroauricular crease	SP0517	0.481481481481481	FALSE	0.411764705882353	FALSE	0.0697167755991285	FALSE
Retroauricular crease	SP0518	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0519	0.148148148148148	FALSE	0.117647058823529	FALSE	0.0305010893246187	FALSE
Retroauricular crease	SP0520	0.037037037037037	FALSE	0	FALSE	0.037037037037037	FALSE
Retroauricular crease	SP0521	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0522	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0523	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0524	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0525	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0526	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0527	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0528	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0529	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0530	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0531	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0532	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0533	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0534	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0535	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0536	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0537	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0538	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0539	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0540	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0541	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0542	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0543	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0544	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0545	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0546	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0547	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0548	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0549	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0550	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0551	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0552	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0553	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0554	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0555	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0556	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0557	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0558	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0559	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0560	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0561	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0562	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0563	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0564	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0565	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0566	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0567	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0568	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0569	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0570	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0571	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0572	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0573	0.185185185185185	FALSE	0.117647058823529	FALSE	0.0675381263616558	FALSE
Retroauricular crease	SP0574	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0575	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0576	0.185185185185185	FALSE	0.176470588235294	FALSE	0.00871459694989105	FALSE
Retroauricular crease	SP0577	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0578	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0579	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0580	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0581	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0582	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0583	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0584	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0585	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0586	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0587	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0588	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0589	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0590	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0591	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0592	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0593	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0594	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0595	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0596	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0597	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0598	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0599	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0600	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0601	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0602	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0603	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0604	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0605	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0606	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0607	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0608	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0609	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0610	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0611	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0612	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0613	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0614	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0615	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0616	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0617	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0618	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0619	0	FALSE	0	FALSE	0	FALSE
Retroauricular crease	SP0620	0.037037037037037	FALSE	0.0588235294117647	FALSE	0.0217864923747277	FALSE
Retroauricular crease	SP0621	0	FALSE	0	FALSE	0	FALSE
