Input	Records	Origin	GeneratedBy	NextStep
checkv-test-sequences.fna	46	CheckV upstream regression fixture	CheckV commit 6a118f20e895105ce0e4f10257955494c60f1293	geNomad, VirSorter2, CheckV, all-vs-all BLASTN
