File	ExpectedSHA256	ObservedSHA256	Status
alignment-quality-histogram.tsv	4abff58591d7af118b5b89964ffb007e11d02b4ddf054d2a965d833cbab51378	4abff58591d7af118b5b89964ffb007e11d02b4ddf054d2a965d833cbab51378	PASS
annotation-search-audit.tsv	6b1b50103eff83bf67bea767a048052c12ef38ccb97917d5b37b7377cc9f3cac	6b1b50103eff83bf67bea767a048052c12ef38ccb97917d5b37b7377cc9f3cac	PASS
command-log.tsv	5f1ef2ac00bde21c3cdb4e67682083fc1ed051acf66387836e4403167b8390e1	5f1ef2ac00bde21c3cdb4e67682083fc1ed051acf66387836e4403167b8390e1	PASS
data-NOTICE.txt	71b6cc97738d2e75d4a8e4202c29a417f8510994498c82d98dc462bdd9f60d92	71b6cc97738d2e75d4a8e4202c29a417f8510994498c82d98dc462bdd9f60d92	PASS
env/gene-abundance-linux-64.lock	91e495c6618400a829703bb2bea903d364de55f0a431f42f7cb5e134c2ef4c2d	91e495c6618400a829703bb2bea903d364de55f0a431f42f7cb5e134c2ef4c2d	PASS
env/gene-abundance.yml	7a0280495b6712a6d590397e4876f13dd103112bfe14dba3f0687549f853874f	7a0280495b6712a6d590397e4876f13dd103112bfe14dba3f0687549f853874f	PASS
frozen-contract.json	32eb074946517e3494eae42c828ecb6d1ed643c781020e43984dd987a854cf0a	32eb074946517e3494eae42c828ecb6d1ed643c781020e43984dd987a854cf0a	PASS
functional-aggregation-audit.tsv	22c87e7f06ec1bdec62aa83a75902e37e5bebab1e6d0d72c15d48ccb8953e2c1	22c87e7f06ec1bdec62aa83a75902e37e5bebab1e6d0d72c15d48ccb8953e2c1	PASS
gene-abundance-long.tsv.gz	8dc7ea7c1f0a6e61625fd1aada492d252b60eed050a91af6560986987e43236b	8dc7ea7c1f0a6e61625fd1aada492d252b60eed050a91af6560986987e43236b	PASS
gene-completeness-summary.tsv	23910e55e83db3ebfe9aba88177d63d26abe5f9be3bd7e6f829b479300a902cc	23910e55e83db3ebfe9aba88177d63d26abe5f9be3bd7e6f829b479300a902cc	PASS
gene-functional-annotation.tsv.gz	50812da6848d3f95c6ea26bb69cca3ea10389a51951c2b7048cc63dc9e745898	50812da6848d3f95c6ea26bb69cca3ea10389a51951c2b7048cc63dc9e745898	PASS
gene-length-bin-summary.tsv	266cde2fa3cbdea82d1c55d7cd639730afaa535016b8c9a9dc8411c05da7ee57	266cde2fa3cbdea82d1c55d7cd639730afaa535016b8c9a9dc8411c05da7ee57	PASS
input-lineage.tsv	c651f83b265b833e5dc1dd137b7665caff49a5f47d4d3551b4cf170cfe598b48	c651f83b265b833e5dc1dd137b7665caff49a5f47d4d3551b4cf170cfe598b48	PASS
legacy-mapping-audit.tsv	2528518b06471a9585cef780b9e320e5fbc81302b06f671d6c43ee3f8adf979b	2528518b06471a9585cef780b9e320e5fbc81302b06f671d6c43ee3f8adf979b	PASS
