Category	CheckID	Status	Detail
database	database-manifest-sha256	PASS	de817d33059b10110b63a16515d630d616eb3fae8790f682eb50d0ceb8fe5713
database	database-manifest-two-assets	PASS	2
database	marker_metadata-index	PASS	mpa_vJan26_CHOCOPhlAnSGB_202605
database	marker_metadata-bytes	PASS	6014095360
database	marker_metadata-md5	PASS	7162b0c3493663dce9abef08ccc06aea
database	marker_metadata-sha256	PASS	f945834fb9b8204a0b2235c51a41cd6084cc1965939a9768dd045e5c61c8c946
database	marker_metadata-status	PASS	VERIFIED_AND_EXTRACTED
database	bowtie2_index-index	PASS	mpa_vJan26_CHOCOPhlAnSGB_202605
database	bowtie2_index-bytes	PASS	41742510080
database	bowtie2_index-md5	PASS	ac93e1e9c0829629266f5b6ab19c318d
database	bowtie2_index-sha256	PASS	0df03a3d877be434c2e89b6cc3201d92c387215700ad66b44585e8883e87bb26
database	bowtie2_index-status	PASS	VERIFIED_AND_EXTRACTED
database	frozen-database-pkl	PASS	10
database	frozen-database-six-index-files	PASS	6
database	frozen-database-catalog	PASS	taxonomy=72000;markers=13907686;known=27891;unknown=44109
