IndexName	Aligner	Release	ReferenceComponents	AssetName	AssetURL	AssetSHA256	ArchiveBytes	HostileTag	HostileCommit	DownloadStatus
human-t2t-hla	Bowtie2	2023-07	T2T-CHM13v2.0 + IPD-IMGT/HLA v3.51	human-t2t-hla.tar	https://objectstorage.uk-london-1.oraclecloud.com/n/lrbvkel2wjot/b/human-genome-bucket/o/human-t2t-hla.tar	5b584f5c28abeec5dba78bd37b53fa476dd42af57051d2fb7d2f2098e3a2df13	3934284979	2.0.2	e87e82caf5b34062db48154409658951fbd75c34	VERIFIED_AND_EXTRACTED
