Protocol	Taxon	Relative_efficiency	Log2_relative_efficiency	Maximum_pairwise_bias	Average_pairwise_bias
H	Prevotella_melaninogenica	2.81414459824282	1.49269645999174	2751.00177531871	9.68765245320028
H	Clostridium_perfringens	1.17944250417714	0.23810509135373	2751.00177531871	9.68765245320028
H	Salmonella_enterica	1.7706678584045	0.824293616961622	2751.00177531871	9.68765245320028
H	Clostridium_difficile	0.110200190410559	-3.18180137820033	2751.00177531871	9.68765245320028
H	Lactobacillus_plantarum	0.0168261362365336	-5.8931522592355	2751.00177531871	9.68765245320028
H	Vibrio_cholerae	2.10064598246816	1.07083304807851	2751.00177531871	9.68765245320028
H	Clostridium_saccharolyticum	1.20530578604054	0.269399204578807	2751.00177531871	9.68765245320028
H	Yersinia_pseudotuberculosis	1.4582311963985	0.544219471005756	2751.00177531871	9.68765245320028
H	Blautia_hansenii	0.536934365256003	-0.897182350637454	2751.00177531871	9.68765245320028
H	Fusobacterium_nucleatum	46.2887306584584	5.53258909610313	2751.00177531871	9.68765245320028
Q	Prevotella_melaninogenica	1.54518529313374	0.627779851370038	55.8239814221669	3.22360869162859
Q	Clostridium_perfringens	0.489154490430388	-1.03163790910167	55.8239814221669	3.22360869162859
Q	Salmonella_enterica	2.29047796625896	1.1956486846102	55.8239814221669	3.22360869162859
Q	Clostridium_difficile	0.0891460220543197	-3.48768576758961	55.8239814221669	3.22360869162859
Q	Lactobacillus_plantarum	0.773405772261523	-0.370702562969877	55.8239814221669	3.22360869162859
Q	Vibrio_cholerae	1.16250542533032	0.217237449191747	55.8239814221669	3.22360869162859
Q	Clostridium_saccharolyticum	1.44062534337511	0.526695189410438	55.8239814221669	3.22360869162859
Q	Yersinia_pseudotuberculosis	1.3500313672959	0.432992927955007	55.8239814221669	3.22360869162859
Q	Blautia_hansenii	0.74460375011726	-0.425455212700154	55.8239814221669	3.22360869162859
Q	Fusobacterium_nucleatum	4.97648587902042	2.31512734982388	55.8239814221669	3.22360869162859
W	Prevotella_melaninogenica	1.37456173505263	0.458971703398105	74.0088161897261	3.47953032790362
W	Clostridium_perfringens	1.13596235497957	0.183915025701594	74.0088161897261	3.47953032790362
W	Salmonella_enterica	0.788470692698849	-0.342870963566974	74.0088161897261	3.47953032790362
W	Clostridium_difficile	0.223063190087038	-2.16447563536349	74.0088161897261	3.47953032790362
W	Lactobacillus_plantarum	0.354524038983176	-1.49604464021243	74.0088161897261	3.47953032790362
W	Vibrio_cholerae	0.888049364014729	-0.171288220969825	74.0088161897261	3.47953032790362
W	Clostridium_saccharolyticum	0.588734651048101	-0.764310552298573	74.0088161897261	3.47953032790362
W	Yersinia_pseudotuberculosis	0.659991261710902	-0.599481171582639	74.0088161897261	3.47953032790362
W	Blautia_hansenii	1.80304431489119	0.850434855499086	74.0088161897261	3.47953032790362
W	Fusobacterium_nucleatum	16.5086426338455	4.04514959939515	74.0088161897261	3.47953032790362
