resource_pattern	selected_title	experimenthub_id	source_url	rdatapath	rdataclass	resource_cache_bytes	resource_cache_sha256	snapshot_file	snapshot_bytes	snapshot_sha256	object_class	assay_name	features	samples	metadata_columns	minimum_column_sum	median_column_sum	maximum_column_sum	offline_replay_identical	retrieved_at_utc	package_version	bioconductor_version	r_version
AsnicarF_2017.relative_abundance	2021-10-14.AsnicarF_2017.relative_abundance	EH7091	https://www.ncbi.nlm.nih.gov/sra	curatedMetagenomicData/2021-10-14/AsnicarF_2017/2021-10-14.AsnicarF_2017.relative_abundance.rda	matrix	18187	ad631532fbbab39dfc3550a676a58310887d317e947392dcae9e0d4e4d69db27	data/small/12-cmd-asnicarf-2017-relative-abundance.rds	199904	2952774730bff2af9e13c9c40058320aed524dc2dc7408b44dc6e697c06564b2	TreeSummarizedExperiment	relative_abundance	298	24	22	94.65166	99.999995	100.00003	TRUE	2026-07-20T00:42:46Z	3.12.0	3.19	4.4.1
