StudyDOI	ProjectAccession	SampleAccession	RunAccession	InputStage	Mate	Layout	Instrument	SourceFile	ENAReportedMD5	ENABytes	RawPrefixPairs	CleanPairs	CleanRecords	CleanBases	CleanCompressedBytes	CleanCompressedSHA256	CleanUncompressedSHA256	NormalizedPairIDSHA256	SelectionRule	UpstreamEvidence	EvidenceChecked
10.1038/s41597-022-01762-z	PRJEB52977	SAMEA14435832	ERR9765746	Article13_fastp_clean	R1	PAIRED	Illumina HiSeq 3000	data/raw/article13/ERR9765746_clean_R1.fastq.gz	ed0e6e0ee846542531c742a45181cd6f	1740647656	100000	99991	99991	14974589	8661319	ce438de2814a6e605cc24b00e53b697d018f325bc2a9694cece5be158ff32101	0705a8d7a2c9a4382a49f0b234cb35252ffd539aa53b7608d47b73295f7ba9ca	457cef6e9d603790dfbc26b716b0498169b54c31bc903d067d449d8dcc86770d	All 99991 synchronized pairs retained by the fixed Article 13 fastp branch from the first 100000 complete ENA pairs	data/small/13-qc-frozen/run-summary.json	2026-07-21
10.1038/s41597-022-01762-z	PRJEB52977	SAMEA14435832	ERR9765746	Article13_fastp_clean	R2	PAIRED	Illumina HiSeq 3000	data/raw/article13/ERR9765746_clean_R2.fastq.gz	5b60ac93cb69dff77ae38cfa501afd06	2104551765	100000	99991	99991	14835184	10045722	207d080cd5dc98bd10fd4af8c492fb3f2000f73e1458a9d1d77e57347f4fe459	78ed92a8be5eb6e06055e490d179e7e303e1ef481b0c699c6334859ee7d4e8cb	457cef6e9d603790dfbc26b716b0498169b54c31bc903d067d449d8dcc86770d	All 99991 synchronized pairs retained by the fixed Article 13 fastp branch from the first 100000 complete ENA pairs	data/small/13-qc-frozen/run-summary.json	2026-07-21
