contigIdx	contigIdxMate	AvgCoverage
8630	8630	3.99518
8631	8631	4.2885
8632	3281	0.172315
8632	8632	2.89948
8633	8633	3.05204
8634	8634	1.49402
8635	8635	2.10836
8636	8636	3.14604
8637	4032	0.120385
8637	8637	2.16132
8637	12470	0.475923
8638	8638	2.30192
8639	8639	2.31462
8640	1224	0.538582
8640	8640	3.03024
8641	6201	0.26643
8641	8641	3.71137
8642	8642	3.43402
8643	8643	3.30974
8644	8644	6.0761
8644	16481	0.0549437
8644	17382	0.0185621
8645	8645	2.72335
8646	8646	3.05886
8647	475	0.00645837
8647	742	0.00619654
8647	1590	0.00589108
8647	1895	0.00654565
8647	2038	0.233592
8647	3770	0.213606
8647	4914	0.00654565
8647	4990	0.0643219
8647	5155	0.0193315
8647	5514	0.0127422
8647	5593	0.00654565
8647	7398	0.00641473
8647	7472	0.0582999
8647	7928	0.00654565
8647	8271	0.00641473
8647	8342	0.00589108
8647	8647	33.9859
8647	13719	0.00654565
8647	14237	0.0449904
8647	14863	0.0256153
8647	16077	0.00654565
8647	17189	0.00650201
8648	8648	2.51194
8649	3312	0.388542
8649	8649	1.85781
8650	8650	2.67583
8651	580	0.36866
8651	1588	0.0614433
8651	1712	0.123711
8651	8651	3.67876
8652	711	0.0443459
8652	8652	6.58566
8652	18083	0.066371
8653	5137	0.0651324
8653	6991	0.194529
8653	8653	4.60486
8653	15053	0.0651324
8654	8654	3.45153
8655	23	0.201897
8655	3736	0.609079
8655	8655	3.54404
8655	17375	0.406504
8656	8656	2.54265
8657	8657	1.67652
8658	8273	0.466128
8658	8658	3.53947
8659	3271	0.0337777
8659	3313	0.00847266
8659	4595	0.100712
8659	5111	0.00847266
8659	8659	10.2689
8659	11859	0.00824672
8660	8660	3.25765
8661	8661	2.59056
8662	8662	2.76855
8663	836	0.0122375
8663	2070	0.00410672
8663	3271	0.00407916
8663	5689	0.008241
8663	8663	11.7161
8663	8683	0.0123477
8663	9228	0.0206438
8663	10306	0.0160686
8663	13691	0.00413428
8663	14609	0.00413428
8663	15153	0.00413428
8663	15347	0.0247506
8663	17590	0.0162064
8663	18166	0.00413428
8664	1533	0.221975
8664	8664	3.31329
8665	8665	3.72426
8665	12812	0.459559
8666	8666	1.92399
8667	8667	4.45779
8667	12465	0.136157
8668	8668	2.89606
8669	8669	2.33611
8670	8670	2.5204
8670	15576	0.230947
8671	4187	0.0759109
8671	8671	4.52379
8671	14418	0.145749
8672	8672	2.29747
8673	3766	0.432692
8673	8673	4.33606
8674	2126	0.181405
8674	8674	3.52786
8675	8675	2.89924
8676	8676	2.08036
8676	12014	0.14881
8677	83	0.0657603
8677	394	0.109945
8677	488	0.0217231
8677	2832	0.198759
8677	5777	0.0657603
8677	6156	0.177183
8677	6160	0.0215753
8677	7779	0.042855
8677	8677	14.7185
8677	10763	0.0438895
8677	13044	0.0871878
8678	6173	0.0957243
8678	7130	0.382897
8678	8678	3.1187
8678	9474	0.191449
8679	8679	1.29094
8680	401	0.0554592
8680	5888	0.00464742
8680	6997	0.00415169
8680	8680	8.11891
8680	12003	0.00461643
8680	16871	0.01797
8681	5727	0.00783167
8681	8681	8.90466
8681	12146	0.00783167
8681	13588	0.0313267
8681	16670	0.00783167
8681	16871	0.0303869
8682	8682	3.3706
8683	836	0.0415964
8683	7045	0.209387
8683	8663	0.334739
8683	8683	11.5714
8683	10306	0.0418775
8683	15362	0.0410343
8683	18166	0.0415964
8684	3760	0.515464
8684	8684	3.06357
8685	8685	3.31499
8686	7801	0.239678
8686	8686	4.72601
8687	8687	1.89766
8688	8688	1.67731
8689	1445	0.467263
8689	2786	0.0311785
8689	3769	0.370401
8689	4201	0.461443
8689	8689	29.3822
8689	10401	0.0307628
8689	13949	0.341093
8690	1411	0.150611
8690	8690	5.00848
8690	9059	0.149932
8691	6104	0.155879
8691	8691	4.6204
8692	8692	2.92235
8692	8743	0.465882
8692	18348	0.117647
8693	804	0.528736
8693	7168	0.261715
8693	8693	1.58355
8694	8694	3.82792
8695	8695	2.28579
8696	8696	1.85493
8697	8697	4.09513
8698	1070	0.175971
8698	8698	2.7142
8699	1721	0.116189
8699	8699	2.4361
8700	8700	1.74153
8701	8701	2.40339
8702	208	0.111946
8702	8702	5.73854
8702	11997	0.0219384
8702	14644	0.0225394
8703	8703	4.21246
8704	4170	0.223768
8704	8704	5.01429
8705	5111	0.105449
8705	8705	2.85209
8706	8706	2.27621
8707	8463	0.10989
8707	8707	3.1685
8708	8708	3.13477
8708	13903	0.0875146
8709	8709	2.75933
8709	10225	0.407649
8710	859	0.313739
8710	3339	0.106232
8710	7488	0.212465
8710	8710	3.16006
8710	16077	0.106232
8711	8711	1.677
8712	8712	2.41837
8713	4267	0.912577
8713	4389	1.02147
8713	8713	11.8673
8713	9744	1.1319
8713	13598	0.909509
8714	8714	2.15789
8714	12832	0.364372
8715	5112	0.331841
8715	8715	4.06379
8716	7669	0.353265
8716	8716	1.87569
8717	8717	2.99536
8718	7937	0.646552
8718	8718	2.57931
8719	8719	7.79144
8719	15775	0.0289129
8719	15904	0.0287201
8720	8720	4.27078
8720	17092	0.133601
8721	8721	4.16581
8721	18233	0.218635
8722	367	0.00255768
8722	932	0.00211435
8722	1606	0.00240422
8722	1755	0.00243832
8722	2038	0.00255768
8722	2109	0.0050983
8722	3090	0.00255768
8722	4450	0.00499599
8722	4511	0.00255768
8722	5593	0.00511535
8722	5905	0.00254062
8722	6173	0.00255768
8722	6443	0.00252357
8722	6457	0.00247242
8722	6936	0.00255768
8722	7063	0.00255768
8722	7727	0.00255768
8722	8722	34.5289
8722	9913	0.00254062
8722	10698	0.00255768
8722	10745	0.00242127
8722	10838	0.00255768
8722	10910	0.00235306
8722	11048	0.00235306
8722	11674	0.00255768
8722	11844	0.00255768
8722	12003	0.00250652
8722	12458	0.00252357
8722	12584	0.00237011
8722	12869	0.00242127
8722	13003	0.00255768
8722	13182	0.00252357
8722	13469	0.00255768
8722	13533	0.00255768
8722	14472	0.00255768
8722	15562	0.00255768
8722	15602	0.00250652
8722	15729	0.00255768
8722	16166	0.00255768
8722	16382	0.00255768
8722	18129	0.00230191
8722	18296	0.00255768
8722	18348	0.00255768
8723	4015	0.103806
8723	8723	2.14394
8724	3690	0.0796214
8724	8724	3.21325
8725	8725	2.36364
8725	13913	0.2997
8726	7472	0.107066
8726	8726	2.56388
8727	7840	0.12766
8727	8727	2.01362
8727	18284	0.12766
8728	8728	3.34825
8728	9906	0.13292
8729	8729	2.36121
8730	8730	3.12896
8731	2915	0.140783
8731	3509	0.377841
8731	8731	7.74179
8731	9790	0.173927
8731	10229	0.0460859
8731	15739	0.141414
8731	17435	0.280619
8732	8732	4.13865
8732	15846	0.0613497
8733	3330	0.404858
8733	8733	1.80634
8734	43	0.0569415
8734	4228	0.169301
8734	8734	5.95506
8734	13182	0.028566
8735	8735	1.92115
8736	6400	0.0199811
8736	6814	0.0199811
8736	8736	4.59147
8736	14365	0.0591333
8737	8737	2.55958
8738	8738	2.53192
8738	14802	0.113336
8739	1012	0.211969
8739	7472	0.0352885
8739	8739	5.92179
8739	12414	0.0352885
8740	1177	0.103681
8740	1615	0.0532836
8740	8740	7.22408
8740	9354	0.0173202
8740	14419	0.0152754
8741	8741	2.99912
8742	8742	3.6241
8742	16412	0.178998
8743	8692	0.496272
8743	8743	3.43828
8743	11575	0.124275
8744	610	0.00882145
8744	2598	0.0078805
8744	8744	7.1632
8744	14142	0.00882145
8744	14563	0.00882145
8744	17003	0.0352858
8745	8745	6.12378
8745	11050	0.104002
8745	11647	0.207073
8746	8746	1.89589
8747	7450	0.219593
8747	8747	5.83313
8747	9278	0.132714
8747	13182	0.0449371
8747	15533	0.0449371
8748	2226	0.310345
8748	2905	0.309655
8748	8748	3.38552
8749	8749	3.4816
8750	8750	3.10728
8751	8751	2.0155
8751	9192	0.100404
8752	8752	5.13467
8752	11609	0.244372
8752	13082	0.487925
8753	5183	0.595427
8753	8753	2.88966
8754	2520	0.287632
8754	8754	2.83893
8755	8755	6.40882
8755	10838	0.0469928
8755	15301	0.0224539
8756	1121	0.0884434
8756	8756	2.98821
8757	8757	2.38595
8758	8758	2.66295
8759	8759	2.57455
8759	13419	0.190192
8760	8760	2.16471
8761	5479	0.13125
8761	8761	3.8875
8762	8762	4.25447
8763	8763	3.11747
8764	8764	2.62609
8765	3645	0.0443525
8765	4261	0.0440568
8765	5822	0.0443525
8765	8765	4.67623
8765	13617	0.0887049
8766	8766	4.28273
8766	10340	0.0896593
8766	12628	0.0872684
8766	17997	0.0896593
8767	8767	2.30137
8767	14639	0.547032
8768	3271	0.00756733
8768	4261	0.0247051
8768	4998	0.016637
8768	8768	7.58725
8769	5343	0.0245791
8769	7472	0.00490923
8769	7684	0.0147936
8769	8769	8.28319
8769	12280	0.00474449
8770	8535	0.263096
8770	8770	2.70394
8771	8771	4.13181
8771	11847	0.148662
8772	5883	0.124015
8772	8334	0.0605558
8772	8772	24.4508
8773	1871	0.510711
8773	8773	3.33162
8774	8774	3.8867
8775	8775	2.59049
8776	2391	0.259582
8776	8776	6.59094
8776	12198	0.154704
8777	8777	2.76426
8778	8778	3.11141
8778	10913	0.13587
8778	16127	0.13587
8778	17321	0.271739
8779	8779	5.21132
8780	8780	4.06716
8781	2001	0.174113
8781	8781	9.29146
8782	8782	3.1235
8783	8783	2.95092
8784	346	0.211416
8784	8784	3.15786
8785	907	0.00823633
8785	3440	0.00818142
8785	7989	0.00823633
8785	8785	9.4603
8785	9611	0.00812651
8785	11594	0.00796178
8785	12822	0.00823633
8785	15405	0.00730288
8785	15897	0.00823633
8785	16865	0.0238304
8786	8786	1.74948
8787	8787	1.73931
8788	1452	0.092203
8788	8788	3.02537
8788	10912	0.185644
8789	8789	3.93835
8790	620	0.129646
8790	8790	2.96024
8791	8791	2.99178
8792	8792	2.05802
8793	8793	1.84378
8794	8794	3.83037
8795	8795	3.11077
8796	5264	0.158882
8796	8796	3.63517
8797	8797	2.16832
8798	8798	2.53997
8799	8799	3.70361
8800	8800	2.39188
8801	8801	1.55657
8802	7866	0.413858
8802	8802	2.61985
8803	8803	4.39118
8803	12166	0.136946
8804	8804	2.13459
8805	8805	2.979
8806	8806	3.45129
8806	13601	0.0924784
8807	8807	3.90124
8808	5509	0.201477
8808	8808	2.7045
8809	91	0.246496
8809	8809	2.70734
8809	11570	0.370157
8810	8810	3.12639
8811	8811	4.0831
8812	8812	3.81661
8813	488	0.00261648
8813	533	0.015507
8813	907	0.00261648
8813	944	0.00261648
8813	2228	0.0563415
8813	2337	0.00256415
8813	2698	0.00259903
8813	3348	0.00523295
8813	4277	0.00261648
8813	5123	0.0130649
8813	5660	0.00258159
8813	6457	0.00259903
8813	6956	0.00261648
8813	7030	0.00261648
8813	7198	0.00258159
8813	7398	0.00261648
8813	7472	0.00258159
8813	7570	0.00261648
8813	8049	0.0935129
8813	8085	0.00261648
8813	8334	0.00261648
8813	8813	29.7973
8813	9076	0.00261648
8813	12191	0.00247693
8813	14893	0.00259903
8813	15357	0.0048492
8813	17076	0.00261648
8814	8814	2.67416
8815	8815	2.83499
8816	7622	0.0858525
8816	8816	3.15236
8816	9049	0.0906892
8817	8817	2.40631
8817	11306	0.503022
8818	8818	2.74559
8818	15193	0.272981
8819	8819	2.98938
8820	8820	3.12028
8821	8821	4.95756
8821	12114	0.0948276
8822	1009	0.0383632
8822	8822	6.22327
8822	16320	0.0378517
8822	16744	0.0383632
8823	8823	2.81693
8824	1269	0.106628
8824	8824	7.09481
8825	8109	0.339569
8825	8825	3.12585
8825	16482	0.079932
8826	8826	4.26113
8826	14273	0.342818
8826	15827	0.0679211
8827	8827	5.6825
8827	15085	0.200401
8827	15435	0.100033
8828	4671	0.138376
8828	8828	2.06089
8828	11025	0.404982
8829	8829	4.81864
8829	12692	0.463339
8829	15501	0.514431
8830	8830	1.99224
8831	8831	2.42882
8832	8832	1.84439
8833	8833	2.47939
8834	2630	0.0530973
8834	8834	5.93628
8834	8840	0.207434
8834	15983	0.0265487
8835	8835	9.68727
8835	13598	0.461681
8836	8836	2.47514
8837	8837	4.02583
8837	10183	0.0826636
8837	12461	0.172216
8838	8838	2.60065
8839	1299	0.0795334
8839	8839	3.5562
8840	5531	0.00772957
8840	7570	0.00772957
8840	8001	0.01515
8840	8587	0.0225703
8840	8834	0.0530764
8840	8840	8.5405
8840	11019	0.00772957
8840	13105	0.0154076
8840	17076	0.00767804
8841	8841	2.47296
8841	13843	0.108158
8842	4466	0.0355619
8842	8842	6.17852
8842	11616	0.0706496
8843	85	0.137543
8843	1710	0.0743181
8843	1895	0.0125115
8843	8843	9.37634
8844	8130	0.139961
8844	8844	1.58494
8845	8845	2.88774
8846	8846	3.98327
8847	8847	3.45635
8847	16870	0.071775
8848	8848	2.82126
8849	8110	0.0629755
8849	8849	5.28741
8849	9519	0.502959
8849	12193	0.0617075
8849	18341	0.0621302
8850	216	0.21086
8850	8850	2.40903
8851	8851	2.48892
8852	8852	2.8544
8852	9186	0.0929368
8852	9401	0.185874
8853	5597	0.175418
8853	8853	3.01969
8854	8854	3.32514
8855	8855	2.84406
8856	1015	0.0642674
8856	8856	3.24336
8856	10030	0.128535
8857	8857	3.43052
8857	13157	0.0706547
8857	18150	0.282619
8858	3309	0.0697239
8858	8858	3.19045
8859	8859	4.03364
8859	11848	0.0839695
8860	8860	5.28314
8860	10539	0.0583513
8861	583	0.871403
8861	1341	0.436289
8861	3382	0.257193
8861	3413	1.20552
8861	8861	19.0534
8861	10032	0.880211
8861	14756	0.171462
8862	8862	3.04735
8862	8972	0.601926
8862	15375	0.24077
8863	8863	2.16788
8864	8864	4.44001
8864	9022	0.018457
8864	18348	0.018457
8865	8865	3.36624
8866	8866	3.17787
8867	8867	2.22853
8868	8868	3.65948
8869	8869	1.13645
8870	8870	2.25144
8871	8871	2.57266
8871	13867	0.233594
8872	8872	3.20762
8873	8873	7.52618
8873	12019	0.0205939
8873	12370	0.0948276
8874	8874	3.0832
8874	15590	0.077723
8874	18348	0.0640394
8875	3400	0.561049
8875	8875	4.5618
8876	8876	4.86336
8876	14174	0.109855
8877	8877	3.70577
8878	750	0.118018
8878	8878	4.44746
8878	9165	0.118334
8879	7508	0.289203
8879	8879	3.72751
8880	4612	0.115754
8880	7988	0.0731588
8880	8880	5.91058
8881	3979	0.0707214
8881	8881	4.05139
8882	280	0.134626
8882	8882	5.44229
8883	1691	0.189987
8883	8883	7.18913
8883	17920	0.063757
8883	18342	0.0633291
8884	7474	0.355107
8884	8884	5.31948
8884	13752	0.356295
8885	8885	2.83395
8886	8886	3.38219
8886	17502	0.0648508
8887	3083	0.176741
8887	8887	7.91393
8888	1606	0.00344685
8888	3096	0.00337791
8888	3735	0.0651684
8888	3779	0.0161313
8888	5740	0.00319408
8888	8888	15.3011
8888	13918	0.0476125
8888	16850	0.00344685
8888	17579	0.00319408
8889	8889	2.56318
8890	5530	0.267202
8890	8890	14.5568
8891	8891	1.67311
8892	8892	2.71205
8893	2501	0.127823
8893	8893	2.16873
8893	8967	0.191734
8894	5175	0.237469
8894	6484	0.610518
8894	8894	4.04026
8895	6169	0.00780499
8895	8895	6.92285
8895	12564	0.0671908
8895	12972	0.00848368
8895	15398	0.0251117
8896	3548	0.364084
8896	8896	6.11501
8896	9306	0.0900984
8896	15849	0.0922509
8897	240	0.145278
8897	8897	3.35061
8898	8898	3.09507
8899	8899	1.65189
8900	8900	2.35503
8901	8901	3.38808
8902	8902	2.52687
8903	8903	2.89273
8903	16182	0.225724
8904	8904	3.7694
8904	12809	0.182957
8905	3194	0.0991408
8905	8905	3.34038
8905	15216	0.0984798
8906	8906	3.47229
8907	8907	2.04649
8908	3142	0.282572
8908	8908	16.1389
8908	14810	0.0314202
8908	15729	0.0940511
8908	17190	0.186008
8909	1697	0.0473684
8909	8909	3.50561
8909	9923	0.0526316
8909	15913	0.0526316
8910	3105	0.543653
8910	8910	3.97214
8911	8911	3.13912
8911	17691	0.752951
8912	8492	0.153726
8912	8912	2.68994
8913	261	0.00122305
8913	475	0.00131041
8913	488	0.00262082
8913	610	0.00257714
8913	944	0.00121431
8913	2010	0.00126673
8913	2340	0.0247842
8913	2441	0.00124926
8913	2568	0.00122305
8913	2760	0.00131041
8913	3348	0.00131041
8913	3440	0.00125799
8913	3735	0.00131041
8913	3958	0.00262082
8913	4269	0.00124052
8913	5593	0.00119684
8913	5883	0.0273002
8913	6173	0.00131041
8913	6374	0.00131041
8913	6390	0.00122305
8913	6457	0.00262082
8913	6588	0.00131041
8913	6720	0.0169218
8913	7204	0.00131041
8913	7570	0.00127547
8913	7626	0.00131041
8913	7655	0.00131041
8913	8681	0.00130167
8913	8913	30.4935
8913	8914	0.00124052
8913	8973	0.00131041
8913	9632	0.00131041
8913	10573	0.00125799
8913	10905	0.00131041
8913	11156	0.00127547
8913	11260	0.00131041
8913	12146	0.00124926
8913	12229	0.00131041
8913	12834	0.00131041
8913	13182	0.00262082
8913	14684	0.00131041
8913	14727	0.00131041
8913	15719	0.00131041
8913	16166	0.00131041
8913	16415	0.00125799
8913	16585	0.00131041
8913	17179	0.00131041
8913	17312	0.00131041
8913	18348	0.00127547
8914	944	0.00582479
8914	2528	0.00582479
8914	3858	0.00582479
8914	6134	0.0577819
8914	7219	0.0114943
8914	7305	0.0055918
8914	8913	0.00582479
8914	8914	8.35434
8914	13182	0.00582479
8914	13686	0.00582479
8914	15874	0.00582479
8914	16370	0.00582479
8915	4205	0.0613944
8915	8915	5.94631
8915	10429	0.247034
8915	11377	0.0622268
8916	8916	2.80235
8917	8917	4.3925
8918	8918	3.63547
8918	12009	0.070555
8918	15873	0.070555
8919	8919	5.37524
8919	12947	0.141777
8920	8920	3.85192
8921	5616	0.121319
8921	8921	5.18536
8921	12347	0.078087
8922	8922	1.90007
8923	8923	3.17354
8924	4445	0.0949367
8924	8924	3.78924
8925	8925	2.18407
8926	8926	2.2893
8927	8927	2.99749
8927	12793	0.125313
8927	16908	0.123642
8928	8928	3.13585
8929	7966	0.452115
8929	8929	7.05008
8929	9375	0.200677
8930	8930	3.65291
8931	1660	0.0354491
8931	2492	0.106587
8931	8931	6.3315
8931	12063	0.0356886
8931	13314	0.0716168
8931	14667	0.0716168
8932	8932	2.34513
8933	3003	0.114494
8933	8933	5.5553
8933	11637	0.23211
8934	8934	3.99645
8935	8935	3.29679
8935	15954	0.104278
8936	8936	1.73087
8937	366	0.21322
8937	6810	0.342395
8937	7348	0.132907
8937	8937	6.11461
8938	8938	4.78251
8938	16640	0.212265
8939	613	0.410584
8939	3078	0.269161
8939	8939	3.92153
8940	1971	0.0869565
8940	8940	2.32
8941	3263	0.13624
8941	8941	2.94823
8942	8942	1.83525
8943	7294	0.139211
8943	8943	3.52436
8943	13532	0.259397
8944	8944	2.23509
8945	8945	3.78191
8945	13182	0.0990691
8946	2232	0.0528186
8946	5329	0.0177641
8946	8946	6.86866
8946	16367	0.142113
8946	17386	0.0177641
8947	840	0.0191388
8947	8947	6.49508
8947	10558	0.0397395
8947	12829	0.0793461
8947	15652	0.0988836
8948	8948	2.33424
8948	12972	0.0815217
8949	8949	2.47706
8950	8950	2.62768
8951	8951	3.1102
8952	8952	1.56918
8953	2665	0.714972
8953	3157	0.359488
8953	8953	3.34908
8954	8954	3.32435
8954	15768	0.0381264
8955	8955	2.8748
8955	11584	0.0482781
8956	5024	0.566557
8956	5389	0.574257
8956	8956	14.0798
8956	9878	0.738724
8956	16839	0.322882
8957	8957	3.30427
8958	8958	4.81223
8958	13234	0.35995
8958	14434	0.187149
8959	8959	2.68549
8960	6912	0.161972
8960	8960	2.58342
8961	8961	2.67896
8961	13013	0.404676
8962	8962	3.78874
8963	8963	1.91609
8964	8964	2.11883
8965	8965	2.53505
8966	8966	4.3188
8966	12839	0.0398671
8967	8893	0.31139
8967	8967	2.89289
8968	8968	2.69781
8968	11029	0.213139
8968	18244	0.109489
8969	7910	0.533393
8969	8969	2.38468
8969	15898	0.522707
8970	8970	3.6098
8970	11497	0.0844156
8971	8971	5.44748
8971	15339	0.716681
8971	18161	0.132392
8972	8862	0.434195
8972	8972	2.63337
8973	8913	0.10661
8973	8973	2.95807
8974	6983	0.173493
8974	8974	4.25077
8974	14931	0.229907
8975	8358	0.0346021
8975	8975	8.3714
8975	9563	0.0113033
8975	13300	0.011534
8975	14113	0.011534
8975	18087	0.011534
8976	1910	0.2423
8976	8976	2.3347
8977	8977	2.65569
8978	8978	2.24017
8979	8979	4.20713
8979	14140	0.201748
8980	5841	0.0541126
8980	8980	3.60173
8981	940	0.548948
8981	2481	0.134492
8981	8981	4.21683
8982	8982	2.60313
8982	16512	0.0887728
8983	8983	7.77706
8983	15740	0.0620637
8983	16956	0.0378437
8984	1494	0.0501649
8984	8984	6.04664
8985	8985	2.44988
8986	2457	0.0212376
8986	4588	0.00724008
8986	6924	0.00724008
8986	7691	0.0144319
8986	8986	6.80766
8987	8987	2.77954
8988	136	0.0660629
8988	1243	0.21133
8988	2880	0.0261055
8988	8988	14.4069
8988	9029	0.0792932
8988	9289	0.01252
8988	13850	0.0799148
8989	5921	0.0923964
8989	8989	5.14958
8990	8990	2.77899
8990	17943	0.381807
8991	3626	0.0750188
8991	8991	4.62266
8992	8992	1.60823
8993	8993	3.59161
8993	10428	0.115683
8994	8994	5.17076
8994	15195	0.129153
8995	8995	1.84699
8996	8996	1.88716
8997	8997	3.3181
8997	10378	0.258621
8997	16310	0.247414
8998	8998	3.2622
8999	8999	2.61316
9000	1530	0.469479
9000	5492	0.0336625
9000	7849	0.0336625
9000	9000	17.8618
9000	14826	0.0334381
9000	17076	0.0336625
9001	8324	0.871429
9001	9001	2.60168
9001	10575	0.495798
9002	6801	0.493377
9002	9002	3.0952
9003	3538	0.373942
9003	9003	2.78088
9004	3940	0.0876168
9004	9004	3.13727
9005	3180	0.094162
9005	9005	3.25863
9005	11076	0.0935342
9006	8132	0.094399
9006	9006	3.73568
9006	13601	0.0629327
9007	5731	0.0557328
9007	9007	4.42991
9007	15930	0.0281479
9008	9008	1.87129
9008	9420	0.19736
9009	9009	7.85283
9010	5161	0.0888362
9010	9010	4.2671
9011	1715	0.0797872
9011	9011	5.85691
9011	16730	0.155319
9012	9012	2.65656
9013	9013	4.57413
9014	9014	3.8058
9015	9015	2.19918
9016	1679	0.149023
9016	9016	5.13252
9017	9017	2.4898
9018	1014	0.281544
9018	9018	2.25989
9019	6889	0.12825
9019	9019	3.62652
9020	5593	0.0929368
9020	9020	4.31103
9021	6667	0.112193
9021	9021	6.27477
9021	9048	0.166323
9022	610	0.00644107
9022	907	0.00700117
9022	1744	0.104084
9022	4450	0.00695449
9022	5258	0.00700117
9022	6933	0.00690782
9022	7398	0.167841
9022	8251	0.00700117
9022	8864	0.00700117
9022	9022	28.887
9022	9965	0.00700117
9022	9968	0.00690782
9022	10712	0.00700117
9022	13101	0.00695449
9022	15281	0.00695449
9023	495	0.0426338
9023	9023	4.72771
9023	9608	0.0561819
9024	3552	0.136986
9024	9024	3.00183
9024	9851	0.272146
9025	9025	1.99154
9026	9026	3.86947
9026	10640	0.126316
9027	9027	2.89662
9028	1806	0.210231
9028	9028	2.8213
9029	852	0.0317999
9029	1243	0.126139
9029	2880	0.0317999
9029	4591	0.0311639
9029	5163	0.347679
9029	8988	0.0629637
9029	9029	15.7108
9029	9086	0.0317999
9029	9803	0.251855
9029	12515	0.281535
9030	9030	2.85533
9031	9031	2.04867
9032	6068	0.449393
9032	9032	4.95698
9033	9033	1.98807
9034	1656	1.13268
9034	9034	5.86808
9034	16307	1.35481
9035	9035	3.25063
9036	9036	4.29375
9036	14791	0.212019
9037	1679	0.142311
9037	8131	0.560649
9037	9037	4.38491
9037	12994	0.271251
9038	6865	0.131349
9038	9038	2.87303
9039	9039	2.89798
9040	9040	7.19946
9040	13097	0.0127529
9040	14724	0.0126679
9040	14789	0.0507567
9041	9041	4.03079
9041	10123	0.248856
9041	11972	0.310445
9042	743	0.0890013
9042	7162	0.0218783
9042	9042	6.48147
9042	10349	0.0223248
9042	15345	0.0665278
9043	9043	4.00848
9043	17986	0.0706547
9044	5862	0.1515
9044	9044	2.20081
9045	4101	0.422615
9045	9045	6.85442
9045	11748	0.632509
9046	9046	3.06057
9047	9047	2.35284
9048	9021	0.227253
9048	9048	5.28434
9048	10438	0.0982065
9048	15540	0.0328084
9049	1894	0.589085
9049	7149	0.24077
9049	8117	0.24077
9049	9049	2.50883
9049	15600	0.24077
9049	16173	0.113965
9050	9050	2.64757
9051	4069	0.182932
9051	6324	0.0656455
9051	9051	3.58381
9052	9052	4.52036
9053	9053	2.8601
9054	9054	3.93317
9055	9055	2.63812
9056	12	0.164966
9056	5520	0.3339
9056	9056	2.77721
9057	9057	2.92776
9058	9058	3.72778
9059	8690	0.341426
9059	9059	4.27314
9059	14278	0.673748
9060	390	0.144928
9060	9060	2.57295
9061	6591	0.379747
9061	9061	2.90042
9061	12472	0.250633
9062	9062	7.72544
9063	9063	2.87316
9064	9064	2.73923
9064	18093	0.476874
9065	4770	0.0240577
9065	9065	4.25742
9065	13688	0.0240577
9066	3078	0.0942211
9066	9066	2.0691
9066	12667	0.0942211
9067	9067	3.04574
9067	17725	0.227907
9068	9068	3.5417
9069	9069	2.60018
9070	453	0.322604
9070	7502	0.109729
9070	9070	2.63131
9071	2205	0.274908
9071	9071	2.0655
9071	17901	0.276753
9072	9072	2.74451
9073	8429	0.361011
9073	8509	0.120337
9073	9073	3.83915
9074	9074	2.51433
9075	1967	0.130511
9075	9075	2.51058
9076	3440	0.00874993
9076	7570	0.0162749
9076	8813	0.00874993
9076	9076	47.6432
9076	9086	0.00874993
9076	10499	0.434521
9076	12265	0.40938
9076	13182	0.0085166
9076	14743	0.00874993
9076	14893	0.00869159
9076	15001	0.00869159
9076	17409	0.00874993
9076	17669	0.00869159
9076	18014	0.00874993
9077	9077	2.79184
9078	9078	2.74899
9079	3998	0.257477
9079	8607	0.129172
9079	9079	4.46857
9080	9080	2.386
9080	11418	0.15
9081	9081	2.1569
9082	7627	0.0425224
9082	9082	4.43795
9082	16584	0.0433902
9083	4961	0.273058
9083	7614	0.36165
9083	9083	4.86226
9084	9084	3.23315
9085	9085	3.0121
9086	239	0.00033794
9086	610	0.00033794
9086	1088	0.00033794
9086	2005	0.00033794
9086	2010	0.00033794
9086	2109	0.00033794
9086	2528	0.00067588
9086	2798	0.00033794
9086	3069	0.000333434
9086	3613	0.000331181
9086	4136	0.00033794
9086	4573	0.00033794
9086	4588	0.00033794
9086	5155	0.00033794
9086	6155	0.000335687
9086	6173	0.00067588
9086	6178	0.000335687
9086	6374	0.00033794
9086	6574	0.00033794
9086	6624	0.00033794
9086	7030	0.000326675
9086	7127	0.00033794
9086	7570	0.00033794
9086	7850	0.00033794
9086	8110	0.000331181
9086	8334	0.00033794
9086	9029	0.000333434
9086	9086	13.7427
9086	9744	0.000333434
9086	9968	0.000319916
9086	10229	0.00033794
9086	11023	0.00033794
9086	11093	0.00033794
9086	11324	0.00033794
9086	11574	0.00033794
9086	11649	0.000673627
9086	11674	0.00033794
9086	11989	0.00033794
9086	12229	0.000290628
9086	12256	0.00267423
9086	12458	0.000326675
9086	12804	0.00033794
9086	12846	0.00033794
9086	12933	0.00033794
9086	13182	0.00101382
9086	13533	0.00033794
9086	14435	0.00033794
9086	14962	0.00033794
9086	16266	0.00033794
9086	17502	0.000664615
9086	17554	0.00033794
9086	17893	0.000317663
9086	17920	0.000331181
9086	18014	0.00033794
9086	18296	0.000335687
9087	5515	0.235341
9087	9087	3.11727
9088	9088	3.17561
9089	9089	6.24159
9089	11500	0.352546
9089	16629	0.216138
9090	7626	0.0909646
9090	9090	2.61844
9091	9091	3.86625
9092	9092	3.13911
9093	629	0.129003
9093	6199	0.677951
