contigIdx	contigIdxMate	AvgCoverage
2010	12229	0.00322553
2010	13337	0.00322553
2010	17180	0.063844
2010	18169	0.00320403
2011	2011	3.63301
2011	5723	0.110538
2012	2012	2.97998
2012	9293	0.240192
2013	2013	2.79805
2014	2014	2.20332
2014	8314	0.130017
2015	2015	4.46463
2015	2276	0.102041
2015	3929	0.102041
2015	8573	0.602721
2015	11171	0.102041
2016	2016	5.77726
2016	17574	0.045242
2017	2017	2.54649
2018	2018	2.37917
2019	2019	2.77246
2020	687	0.229358
2020	2020	5.5776
2020	2460	0.114297
2021	2021	4.9375
2021	5968	0.0629195
2022	113	0.186751
2022	2022	6.95962
2022	17554	0.0946372
2023	2023	2.88576
2023	16020	0.241352
2024	2024	2.9165
2025	2025	3.69126
2025	7608	0.220952
2025	14728	0.162671
2026	2026	3.45441
2027	1054	0.0766067
2027	2027	12.0468
2027	17190	0.610797
2028	2028	1.37323
2029	2029	3.15535
2029	13327	0.226244
2030	2030	2.37654
2030	18314	0.264901
2031	2031	2.44806
2032	2032	5.12796
2032	5445	0.0334971
2032	14377	0.133765
2033	2033	2.91759
2034	231	0.00216291
2034	1594	0.00216291
2034	2034	7.05083
2034	5681	0.0127756
2034	6457	0.00216291
2034	6956	0.00207639
2034	12772	0.0127323
2035	2035	2.82162
2036	2036	2.51051
2036	6245	0.304407
2037	2037	5.98232
2037	8059	0.221157
2037	11236	0.0449506
2038	231	0.00311578
2038	475	0.00311578
2038	1895	0.0622326
2038	2038	33.816
2038	2109	0.00311578
2038	2155	0.00311578
2038	3203	0.00309501
2038	3775	0.00311578
2038	3788	0.00623157
2038	6173	0.00311578
2038	6242	0.00311578
2038	7088	0.00294961
2038	7472	0.0030327
2038	7929	0.00311578
2038	8647	0.11142
2038	8722	0.00311578
2038	10583	0.00311578
2038	12613	0.00309501
2038	12667	0.00311578
2038	12972	0.00311578
2038	13096	0.00305347
2038	13971	0.0491255
2038	14397	0.00301192
2038	15281	0.00311578
2038	16077	0.00311578
2039	2039	2.33268
2040	2040	2.18879
2041	2041	3.33118
2041	17100	0.0857311
2042	2042	3.4113
2042	13388	0.397176
2043	2043	21.6955
2043	6726	0.861708
2043	6997	0.869262
2043	13164	1.12144
2043	14462	0.348635
2043	16077	0.0871586
2044	2044	3.78199
2044	14532	0.023045
2044	17158	0.0225841
2045	2045	9.81637
2045	4083	1.5922
2045	10202	1.02601
2045	16292	0.112471
2046	2046	2.23411
2046	14929	0.388457
2047	2047	2.69979
2048	2048	8.857
2048	11453	0.231246
2048	12059	0.124701
2049	2049	3.03363
2049	15698	0.176991
2050	2050	6.15625
2050	6667	0.0899319
2050	14856	0.113399
2051	2051	3.42201
2051	3440	0.043555
2051	11395	0.219541
2052	2052	6.32929
2052	4072	1.08611
2052	15030	0.361431
2053	2053	4.91914
2053	11893	0.0650894
2054	2054	4.16946
2054	15413	0.0864662
2055	2055	4.49609
2055	12125	0.587084
2055	12557	0.438356
2056	2056	3.54078
2057	2057	1.47817
2058	2058	4.00747
2058	7623	0.296196
2058	10758	0.101223
2059	2059	4.36948
2059	6018	0.0369731
2059	6138	0.0736998
2060	2060	3.31176
2061	2061	1.1489
2062	2062	3.82353
2063	2063	2.98643
2064	2064	1.59165
2065	2065	6.15946
2065	2515	0.0317335
2065	12156	0.0676454
2066	2066	5.12531
2066	3953	0.0369161
2066	4905	0.0376695
2066	10180	0.148167
2066	13011	0.109242
2066	16426	0.299598
2067	2067	2.22933
2067	10670	0.08
2068	2068	4.19514
2068	17028	0.0810811
2069	1693	0.0414823
2069	2069	5.42229
2069	12345	0.041344
2070	2070	29.8008
2070	2109	0.00406262
2070	2662	0.00804398
2070	2955	0.00403553
2070	4339	0.00333135
2070	4450	0.00406262
2070	5298	0.00406262
2070	5593	0.00381886
2070	7157	0.00406262
2070	7198	0.00403553
2070	7398	0.202968
2070	8085	0.00406262
2070	8455	0.00406262
2070	8663	0.00406262
2070	12654	0.00400845
2070	12850	0.329939
2070	12972	0.00406262
2070	15739	0.00387303
2070	17137	0.00406262
2071	261	0.0325893
2071	2071	7.76808
2072	2072	3.01601
2072	6891	0.374895
2073	1349	0.146484
2073	2073	3.87305
2073	3880	0.585938
2073	12959	0.134766
2074	2074	3.45419
2074	2352	0.169683
2075	2075	2.8977
2075	13527	0.100209
2076	2076	5.2624
2077	2077	2.20797
2078	1502	0.25203
2078	2078	5.57799
2078	14434	0.16662
2079	1201	0.323487
2079	2079	6.74532
2079	16352	0.162104
2080	2080	1.37157
2081	1817	0.0777403
2081	2081	4.37756
2081	12834	0.0380928
2082	2082	3.96313
2083	2083	4.6072
2084	2084	3.46209
2084	10393	0.533134
2085	2085	4.52129
2085	4336	0.0672344
2086	2086	5.14707
2086	5118	0.0275636
2086	6457	0.0285274
2086	13894	0.0578258
2087	968	0.0245158
2087	2087	7.55961
2087	3547	0.0245158
2088	367	0.0459028
2088	2088	2.9898
2088	10067	0.0510031
2089	2089	4.3899
2089	8479	0.0638015
2089	12950	0.19938
2090	2090	2.30073
2090	4749	0.134369
2091	2091	5.6894
2091	2159	0.233437
2091	3940	0.0572876
2091	17179	0.0584567
2092	2092	3.73552
2093	2093	8.42238
2093	5107	0.102499
2093	9686	0.0343958
2093	17869	0.0341665
2094	2094	5.65394
2094	6612	0.121311
2095	2095	2.43972
2096	2096	2.42533
2097	2097	5.7476
2097	3954	0.111144
2098	2098	3.69963
2098	13617	0.412088
2099	2099	2.18477
2100	2100	2.64786
2101	22	0.11767
2101	2101	4.8595
2101	15654	0.289256
2102	2102	3.05038
2102	3515	0.153579
2103	2103	3.47627
2104	2104	2.35768
2105	2105	1.92967
2106	927	0.268918
2106	2106	2.70482
2107	1954	0.00416829
2107	2107	8.72361
2107	3553	0.00416829
2107	5389	0.00416829
2107	6374	0.00411271
2107	7219	0.00416829
2107	9456	0.00416829
2107	9913	0.00416829
2107	11594	0.00416829
2107	12191	0.00411271
2107	12810	0.00416829
2107	13300	0.033124
2107	14905	0.00416829
2108	2108	2.28265
2109	20	0.0290936
2109	172	0.000715768
2109	231	0.000715768
2109	261	0.000715768
2109	330	0.000710997
2109	363	0.000715768
2109	488	0.000691909
2109	533	0.00142676
2109	663	0.000677594
2109	803	0.000715768
2109	944	0.00140291
2109	1666	0.000710997
2109	1726	0.000715768
2109	1822	0.000715768
2109	1842	0.000715768
2109	1895	0.00143154
2109	2005	0.000715768
2109	2038	0.000715768
2109	2070	0.000701453
2109	2109	37.2354
2109	2228	0.000696681
2109	2391	0.000715768
2109	2870	0.000710997
2109	2880	0.000715768
2109	3203	0.000706225
2109	3232	0.000715768
2109	3440	0.000715768
2109	3788	0.000710997
2109	4450	0.00142676
2109	4511	0.000715768
2109	4959	0.000715768
2109	5111	0.000715768
2109	5131	0.000710997
2109	5151	0.000715768
2109	5155	0.00141245
2109	5538	0.000715768
2109	5593	0.000715768
2109	5661	0.00143154
2109	5727	0.000715768
2109	5883	0.00143154
2109	5911	0.000715768
2109	6087	0.00058693
2109	6094	0.000706225
2109	6110	0.000715768
2109	6173	0.00355975
2109	6324	0.000715768
2109	6429	0.000715768
2109	6924	0.000715768
2109	6930	0.000710997
2109	6984	0.000715768
2109	7472	0.00143154
2109	7570	0.000715768
2109	7727	0.000715768
2109	7849	0.00143154
2109	7929	0.00143154
2109	7944	0.000710997
2109	7980	0.000682366
2109	8057	0.000715768
2109	8722	0.00138382
2109	9086	0.000715768
2109	9236	0.000696681
2109	9620	0.000715768
2109	9803	0.000715768
2109	9972	0.000672822
2109	10081	0.00137428
2109	10158	0.000715768
2109	10349	0.000715768
2109	10583	0.000715768
2109	10809	0.000715768
2109	11198	0.000715768
2109	11206	0.000715768
2109	11239	0.000682366
2109	11260	0.00143154
2109	11283	0.000715768
2109	11380	0.000715768
2109	11524	0.000715768
2109	11989	0.000715768
2109	12146	0.000715768
2109	12191	0.000715768
2109	12252	0.000687138
2109	12657	0.000715768
2109	12667	0.000715768
2109	12860	0.000715768
2109	12869	0.000687138
2109	13003	0.000715768
2109	13096	0.000715768
2109	13101	0.000715768
2109	13182	0.00107842
2109	13469	0.000715768
2109	13707	0.000715768
2109	13719	0.000710997
2109	13832	0.000548756
2109	13927	0.000715768
2109	14282	0.0256102
2109	14297	0.00135519
2109	14912	0.000715768
2109	15357	0.000710997
2109	16070	0.000715768
2109	16107	0.000710997
2109	16266	0.000715768
2109	16505	0.000715768
2109	16642	0.000715768
2109	16655	0.000682366
2109	17179	0.000715768
2109	17187	0.000677594
2109	17386	0.000706225
2109	17729	0.000715768
2109	18303	0.000715768
2109	18348	0.000715768
2110	2110	4.27923
2110	10316	0.388307
2111	1895	0.0277572
2111	2111	4.44412
2111	14514	0.053664
2112	2112	4.41086
2112	4295	0.0678733
2112	7398	0.0678733
2112	7491	0.135747
2112	17098	0.404525
2113	2113	5.3697
2113	11520	0.11825
2113	13150	0.124619
2114	2114	3.1021
2115	2115	5.56586
2115	10669	0.183673
2115	12836	0.0921459
2116	2116	3.71506
2117	2117	2.18829
2117	15902	0.28
2118	2118	3.64686
2118	4274	0.124788
2119	2119	7.11675
2119	3864	0.0417074
2119	16850	0.0769982
2120	2120	2.40997
2121	2121	3.30576
2121	6745	0.212703
2122	2122	2.23962
2123	2123	4.65145
2124	2124	4.36845
2124	17191	0.174273
2125	2125	3.78154
2126	2126	4.35301
2126	8674	0.227015
2126	14186	0.164586
2127	2127	3.55418
2127	13673	0.396476
2128	2128	3.65254
2128	4494	0.223829
2128	10389	0.298604
2129	1940	0.036636
2129	2129	4.94944
2129	3985	0.024424
2130	2130	2.65736
2130	4496	0.253807
2130	6269	0.377327
2131	2131	6.23629
2131	2444	0.0979112
2131	6635	0.0979112
2132	2132	7.52005
2132	2302	0.0146199
2132	10573	0.0783208
2132	14111	0.0312239
2133	2133	2.03488
2133	10650	0.145349
2134	2134	3.54354
2134	12463	0.0596421
2135	2135	14.4155
2135	3735	0.0853283
2135	12834	0.00570885
2135	12895	0.056784
2135	15577	0.00570885
2135	16241	0.00570885
2135	17076	0.00551855
2136	1085	0.129562
2136	1273	0.136861
2136	2136	2.18704
2137	2137	3.65015
2137	4023	0.114329
2138	2138	3.16815
2139	2139	7.65317
2139	7072	0.0626305
2139	14222	0.103688
2140	2140	4.01309
2140	12581	0.435636
2141	2141	2.73847
2142	2142	4.49055
2142	12841	0.0603136
2143	2143	2.92864
2144	2144	3.19191
2145	2145	2.48224
2146	2146	2.72277
2147	2147	3.02031
2148	2148	2.54439
2149	2149	2.61359
2149	13346	0.632696
2150	2150	2.87932
2150	17128	0.049753
2151	2151	2.26677
2152	2152	2.24205
2152	3285	0.132509
2153	23	0.0241142
2153	2153	7.67946
2153	3736	0.0490486
2153	5971	0.0483924
2153	13999	0.0731627
2153	17587	0.0239501
2154	2154	4.8548
2154	7728	0.107028
2154	16453	0.0255084
2155	2038	0.0463106
2155	2155	4.93547
2155	4298	0.185242
2156	89	0.156416
2156	2156	5.61877
2157	2157	2.7896
2157	17991	0.0870836
2158	2158	3.36716
2158	18319	0.100134
2159	2091	0.0682369
2159	2159	5.40596
2160	2160	3.32215
2161	2161	2.74694
2162	2162	3.02923
2163	2163	2.88065
2164	2164	5.86947
2164	5062	0.0353732
2165	2165	1.81636
2166	2166	2.23115
2166	10009	0.297619
2167	2167	2.80878
2168	2168	3.48383
2169	2169	5.6214
2169	4068	0.139596
2170	2170	5.01955
2171	2171	7.43012
2171	11148	0.174699
2171	11903	1.25361
2172	2172	3.40882
2173	2173	2.80835
2174	2174	5.05453
2174	4972	0.312081
2174	6988	0.123742
2175	1328	0.095332
2175	2175	4.52893
2175	3751	0.0443787
2176	2176	4.03623
2177	2177	3.18409
2178	2178	7.18965
2178	10911	0.0590676
2179	2179	2.66412
2180	1615	0.0129752
2180	2180	6.69668
2180	14604	0.0314865
2180	14626	0.0129752
2180	16622	0.00648761
2181	2181	4.6396
2182	2182	2.03734
2183	1538	0.2185
2183	2183	3.66715
2183	10856	0.326293
2184	2184	3.41759
2184	2910	0.164254
2185	2185	4.62995
2185	14882	0.0756345
2186	2186	4.01959
2186	16325	0.077784
2186	17823	0.162843
2187	2187	3.21747
2187	12746	0.203678
2188	2188	2.60133
2189	2189	1.78032
2190	1988	0.540521
2190	2190	3.09986
2191	2191	2.8437
2192	2192	4.97176
2192	9096	0.28819
2193	2193	8.28458
2193	3900	0.00695572
2193	4156	0.0138651
2193	4649	0.0342685
2193	7219	0.0205889
2193	9563	0.0275446
2193	14905	0.00690934
2193	16879	0.00695572
2194	2194	3.08802
2195	2195	3.14103
2195	4672	0.137363
2195	10091	0.411172
2196	2196	3.08039
2196	18033	0.412335
2197	2197	3.11377
2197	2298	0.14512
2198	2198	3.28977
2199	2199	2.6387
2200	2200	2.68141
2201	2201	4.39024
2201	17619	0.28113
2202	1529	0.161886
2202	2202	4.28378
2203	2203	2.20996
2204	2204	2.90619
2205	2205	4.03049
2205	7968	0.065331
2206	2206	2.17136
2206	13187	0.239743
2207	2207	2.91039
2208	2208	3.10607
2209	2209	1.80875
2210	2210	2.97354
2211	2211	8.46472
2211	11039	0.0251383
2212	2212	20.9338
2212	2221	0.136116
2212	4669	4.07169
2212	8524	1.99909
2213	2213	3.71918
2214	2214	1.75424
2215	2215	2.45227
2216	2216	4.75587
2216	12374	0.0274927
2216	17825	0.0546188
2217	2217	2.74003
2217	8343	0.103164
2218	2218	2.49439
2218	17535	0.360577
2219	2219	1.85846
2220	2220	4.87616
2220	12003	0.0698324
2221	2212	0.132486
2221	2221	26.8176
2221	4669	5.95826
2221	8502	2.5726
2221	8524	0.407441
2222	1918	0.196576
2222	2222	4.69707
2222	13388	0.295028
2223	2223	3.16876
2223	16307	0.282546
2224	2224	3.17183
2225	1975	0.396967
2225	2225	3.85638
2225	9440	0.267618
2226	2226	3.96141
2226	8748	0.360129
2227	2227	4.37835
2228	533	0.191993
2228	1925	0.00792164
2228	2109	0.00802869
2228	2228	27.2561
2228	4032	0.216025
2228	4990	0.00770754
2228	5123	0.136113
2228	6155	0.00802869
2228	6989	0.231494
2228	7127	0.00802869
2228	7929	0.00802869
2228	8357	0.00802869
2228	8813	0.200075
2228	15357	0.120163
2228	16634	0.00797516
2228	17502	0.00802869
2228	17594	0.144249
2229	2229	4.08231
2229	2607	0.0875657
2230	2230	2.25413
2231	2231	5.86662
2231	7104	0.112548
2231	8520	0.0465312
2231	17080	0.0119268
2232	1878	0.360116
2232	2232	4.39884
2232	8946	0.290416
2233	2233	3.34373
2233	3498	0.218918
2233	10611	0.43296
2234	298	0.128535
2234	733	0.638389
2234	2234	1.53899
2235	2235	4.03102
2235	13116	0.122449
2236	2236	3.5757
2236	17987	0.471374
2237	2237	3.29601
2238	2238	3.81849
2239	2239	6.86046
2239	2842	0.0188534
2239	16647	0.0383481
2239	18199	0.0759266
2240	2240	4.67738
2241	201	0.081587
2241	2241	7.01285
2241	4425	0.0410729
2241	4706	0.250908
2241	11377	0.0419111
2242	2242	3.92937
2243	2243	1.39159
2244	2244	5.0216
2244	14498	0.190597
2244	15409	0.190597
2245	2245	2.74469
2245	11002	0.298408
2246	1489	0.0861272
2246	2246	4.48786
2246	7876	0.506936
2247	2247	2.59739
2247	11128	0.163221
2248	2248	2.04748
2249	1165	0.219721
2249	2249	6.67702
2249	14795	0.220837
2250	1079	0.391134
2250	2250	4.28422
2250	10364	0.0977836
2251	2251	3.14266
2252	2252	4.01787
2252	14674	0.0425411
2253	9	0.20339
2253	1894	0.698983
2253	2253	3.33763
2253	6802	0.195254
2254	2254	8.19513
2254	4173	0.20439
2254	5318	0.201646
2255	2255	4.21211
2256	2256	3.3806
2257	2257	4.12571
2257	15578	0.122449
2258	2258	2.25544
2258	3437	0.567644
2258	7425	0.283822
2259	533	0.0869565
2259	2259	14.2087
2259	11844	0.0857971
2259	12647	1.98145
2259	15839	0.0869565
2260	2260	5.52835
2260	8480	0.0603136
2260	12563	0.0599115
2261	2261	3.58055
2262	2262	8.42518
2262	11401	0.0716639
2262	11924	0.00981603
2262	16043	0.0096101
2262	17948	0.0914333
2263	2263	3.5747
2264	239	0.00239535
2264	1045	0.0229342
2264	2264	9.14182
2264	4344	0.00231041
2264	4828	0.00254825
2264	8368	0.00254825
2264	9296	0.00253126
2264	9803	0.00254825
2264	12457	0.00254825
2264	14316	0.00997214
2264	17303	0.00254825
2264	18014	0.00254825
2265	2265	1.92535
2266	2266	2.6532
2267	2267	4.328
2268	2268	3.31441
2268	6095	0.32369
2269	743	0.220533
2269	2269	12.4991
2269	4298	0.0680658
2269	4789	0.0170164
2269	8097	0.169711
2269	10542	0.0846285
2269	12121	0.101191
2269	13085	0.0510493
2269	13938	0.101645
2269	14078	0.0677255
2269	14184	0.0979013
2270	754	0.462374
2270	2270	3.78045
2270	15077	0.348332
2271	992	0.144277
2271	2271	6.44981
2271	6185	0.107905
2272	233	0.144648
2272	2272	1.72806
2273	2273	9.64769
2273	3767	0.0517598
2273	11430	0.413389
2273	15786	0.206349
2274	2274	3.77462
2275	2275	6.34868
2275	5538	0.406555
2275	9161	0.621339
2276	1321	0.27248
2276	2276	8.18438
2276	2630	0.405086
2276	3929	0.27248
2276	4636	0.814714
2276	4765	0.13624
2276	6178	0.951862
2276	6637	1.20163
2276	11171	0.271571
2276	12318	0.13624
2276	13842	0.27248
2277	2277	1.44197
2278	2278	2.75945
2279	2279	2.56375
2280	2280	3.68931
2280	6721	0.349727
2281	2281	6.96743
2281	12292	0.0481386
2281	12817	0.0240693
2282	2282	3.03237
2282	3970	0.04455
2283	2283	1.7528
2284	2284	2.54924
2285	2285	13.9344
2285	2540	0.00462121
2285	3645	0.00459041
2285	6390	0.00924243
2285	7127	0.00462121
2285	8143	0.00462121
2285	8455	0.0180844
2285	12487	0.0276965
2285	15301	0.00462121
2285	16292	0.0184541
2286	2286	3.63031
2287	2287	3.97517
2287	13751	0.893836
2288	817	0.131476
2288	2288	5.33962
2288	16805	0.0446241
2289	2289	2.6284
2289	13360	0.0732311
2290	2290	3.46353
2290	6799	0.206015
2290	17150	0.207397
2291	2291	6.30881
2291	13153	0.0288405
2291	17103	0.173435
2292	2292	2.04487
2292	4743	0.129422
2293	2293	2.70335
2293	8016	0.150075
2293	12830	0.215608
2294	2294	6.3369
2294	2600	0.0485909
2295	2295	4.32752
2295	3260	0.260617
2296	2296	8.52964
2296	15453	0.030271
2296	16487	0.221846
2297	2297	3.1974
2297	15332	0.339709
2298	2197	0.271862
2298	2298	3.35841
2298	9407	0.135478
2299	2299	3.89845
2300	2300	2.48844
2300	14133	0.0936914
2301	2301	3.14449
2302	2132	0.00538716
2302	2264	0.00535124
2302	2302	6.47436
2302	2990	0.0207585
2302	15601	0.0105229
2303	799	0.109329
2303	2303	2.35933
2303	13968	0.325073
2304	2304	2.57736
2305	2305	3.27432
2306	2306	1.84396
2307	2307	3.80358
2308	2308	7.22567
2308	8512	0.090268
2308	10104	0.399859
2308	11129	0.105783
2309	2309	2.34022
2310	2310	3.49631
2311	2311	2.60873
2312	2312	2.14518
2313	2313	3.1941
2314	2314	4.97422
2314	4972	0.335202
2314	9897	0.167601
2315	2315	3.07436
2315	5966	0.318697
2316	2316	2.98197
2316	4063	0.426945
2317	2317	4.29342
2317	4529	0.0930521
2318	2318	2.27448
2319	2319	3.77432
2320	2320	5.37288
2320	12931	0.333898
2320	14015	0.0847458
2321	2321	2.33506
2322	2322	3.63091
2322	9943	0.252534
2322	13726	0.380068
2323	2323	2.50355
2324	687	0.272558
2324	2324	4.05912
2324	9768	0.836963
2325	2325	2.78658
2326	2326	3.19467
2326	11034	0.265778
2327	2327	5.38761
2327	7190	0.063857
2327	9397	0.223499
2328	2328	4.12835
2328	6934	0.262544
2329	2329	4.11415
2329	13594	0.0683527
2330	130	13.5464
2330	157	0.132626
2330	488	0.132626
2330	1755	0.772767
2330	2330	104.972
2330	2719	0.66313
2330	4028	1.97878
2330	4591	0.127321
2330	4801	2.37489
2330	5258	0.397878
2330	5740	0.132626
2330	6094	0.262599
2330	6110	0.793103
2330	6155	5.2679
2330	6189	0.779841
2330	8270	0.120248
2330	8341	1.32538
2330	13133	0.530504
2330	14727	0.530504
2330	15249	0.918656
2330	16122	0.132626
2330	18348	2.23342
2331	165	0.123519
2331	2331	2.25973
2331	8316	0.123519
2332	2332	2.39061
2333	2333	2.52162
2333	3791	0.0821018
2333	12613	0.0810071
2334	2334	3.2424
2334	16404	0.319826
2335	2335	3.78312
2335	6173	0.0389339
2336	2336	3.99377
2336	4722	0.133404
2337	2337	8.34044
2337	5155	0.0237968
2337	6637	0.0264607
2337	8813	0.0266383
2337	14586	0.0530989
2337	15053	0.0257503
2337	16304	0.0266383
2338	2338	2.26764
2339	991	0.185307
2339	2339	3.58275
2340	131	0.0385604
2340	2340	38.4956
2340	3775	1.07506
2340	5843	0.0385604
2340	5883	0.960154
2340	8364	2.21568
2340	8913	0.762725
2340	11093	0.0385604
2340	12780	0.0385604
2341	2341	3.43566
2342	2342	2.51311
2343	2343	2.81454
2344	913	0.225782
2344	2344	3.80852
2345	2345	3.84882
2345	4162	0.132503
2346	2346	6.19902
2346	6077	0.141028
2347	1023	0.0965026
2347	2347	2.8737
2348	2348	2.75776
2349	2349	2.74224
2349	13860	0.327605
2350	2350	2.94167
2351	2351	2.14669
2352	2074	0.22338
2352	2352	3.33507
2353	2353	2.44155
2354	1269	0.75021
2354	2354	13.0071
2354	3146	0.754415
2354	5341	0.0630782
2354	8587	0.248108
2354	14776	0.251472
2355	2355	4.1875
2355	7920	0.0894139
2356	2356	2.40684
2357	285	0.0387097
2357	2357	6.06194
2357	13530	0.116129
2358	2358	3.02392
2359	2359	2.11895
2359	16610	0.233941
2360	1661	0.197338
2360	2360	4.65857
2360	8571	0.199667
2361	2361	2.99188
2362	389	0.272644
2362	2362	2.19122
2362	4843	0.540714
2363	2363	5.49916
2363	12302	0.0417133
2363	16514	0.0417133
2364	2364	8.16486
2364	11353	0.0192638
2364	13333	0.0195276
2365	2365	2.76468
2366	2366	3.17808
2366	13697	0.260382
2367	290	0.110681
2367	2367	4.38081
2368	2368	3.8075
2368	7876	0.171803
2368	13194	0.0689972
2369	2369	3.0552
2370	2370	4.51646
2370	4449	0.516464
2370	15363	0.258232
2371	2371	3.80681
2371	7155	0.0798297
2371	10486	0.398616
2371	15908	0.23736
2372	2372	5.18964
2372	10883	0.0935745
2373	2373	2.9409
2374	2374	11.6579
2374	8455	0.920201
2374	16292	0.250558
2375	2375	3.77609
2375	4122	0.0369807
2375	17140	0.147163
2376	2376	1.67891
2376	10086	0.422787
2377	2377	2.69439
2378	2378	2.43256
2379	2379	4.58047
2379	13827	0.0747384
2380	2380	3.69957
2380	16847	0.419744
2380	16995	0.318892
2381	2381	2.57795
2382	2382	1.56234
2382	4643	0.523104
2383	2383	4.29286
2383	5542	0.159389
2384	2384	2.14722
2384	3487	0.270742
2384	16216	0.0935745
2385	811	0.0641026
2385	2385	6.79487
2385	4124	0.192308
2385	17049	0.187607
2386	2386	2.08923
2386	5107	0.110619
2387	2387	2.17302
2388	2388	13.7117
2388	2976	3.51174
2388	4061	1.25728
2388	7849	2.09953
2389	2389	1.97081
2389	11637	0.141243
2390	2390	3.35021
2391	2109	0.00993312
2391	2391	6.22489
2391	8776	0.0397325
2391	15789	0.0297331
2392	2392	9.95993
2392	4450	0.00213477
2392	7405	0.00220838
2392	10401	0.0175493
2392	11325	0.00426954
2392	16590	0.0153556
2392	17179	0.00213477
2393	2393	2.07247
2394	2394	2.79373
2395	2395	2.83302
2396	2396	1.95876
2397	2397	6.1984
2397	9449	0.14281
2398	2398	6.75819
2398	4591	0.0101492
2398	5745	0.040801
2398	10898	0.0306519
2399	2399	4.92506
2399	6330	0.0744417
2400	1562	0.205394
2400	2400	3.8036
2400	15011	0.103734
2401	2401	2.46316
2402	2402	2.56399
2403	2403	3.42142
2404	2404	3.31923
2405	2405	2.38626
2406	2406	3.954
2407	2407	1.97366
2408	2408	6.09
2408	7025	0.120111
2408	13399	0.024055
2409	1656	0.0553478
2409	2409	4.01197
2409	12266	0.500748
2410	2410	12.6478
2410	3423	1.36415
2411	2411	2.31744
2412	2412	1.90695
2413	2413	3.71121
2413	16453	0.11325
2414	2414	3.50504
2414	6374	0.100739
2414	7081	0.0899933
2415	2415	2.22388
2416	256	0.712361
2416	2416	3.31062
2417	2417	5.48075
2417	4266	0.124224
2418	2418	7.60982
2418	5939	0.793003
2418	11430	0.0728863
2418	13235	0.216229
2418	16629	0.0719145
2419	2419	3.54367
2419	13393	0.142604
2420	1986	0.127551
2420	2420	2.16667
2421	2421	6.29922
2421	5407	0.0750646
2421	11014	0.0928941
2422	907	0.0112725
2422	1718	0.0113482
2422	2422	7.05576
2422	3483	0.0110455
2422	5070	0.0113482
2422	9913	0.0113482
2422	11430	0.0340445
2423	2423	7.52302
2423	8012	0.05937
2423	18341	0.0605816
2424	1328	0.313811
2424	2424	3.90022
2424	4993	0.21692
2425	2425	2.59469
2426	2426	3.11923
2427	2427	2.63995
2428	2428	1.60139
2429	2429	5.00293
2429	13431	0.0628404
2429	17848	0.125681
2430	2430	1.78097
2430	2732	0.445986
2431	2431	2.07585
2431	17346	0.149701
2432	2432	2.96925
2432	6873	0.456572
2433	109	0.182536
2433	2433	2.90021
2433	15301	0.0619543
2434	2434	2.79774
2435	2435	6.22502
2435	2895	0.352046
2435	10841	0.99334
2436	2436	2.0579
2436	11731	0.274816
2437	2437	3.43406
2438	2438	2.45861
2439	1450	0.0321121
2439	2439	9.97285
2439	12191	0.0080819
2440	2440	2.37198
2441	2441	3.55993
2441	8913	0.123153
2442	2442	2.41755
2443	2443	1.82178
2443	5518	0.0867793
2444	2131	0.029964
2444	2444	4.96045
2444	13969	0.0589293
2445	1691	0.0269397
2445	2445	8.39943
2445	3558	0.0265805
2445	16689	0.0264009
2445	17728	0.0265805
2446	2446	8.08373
2446	5131	0.450301
2446	8358	0.0903614
2447	2447	4.61392
2447	13740	0.163132
2447	16566	0.489396
2448	2448	3.35476
2449	2449	2.92381
2449	16392	0.0793651
2450	2450	3.52064
2451	2451	2.70994
2452	2452	5.1957
2452	3211	0.0796508
2452	5034	0.0201478
2452	9852	0.100739
2452	11355	0.0200134
2453	2453	5.41264
2453	11459	0.126449
2454	2454	12.3181
2454	6390	0.449629
2454	8455	0.122152
2454	16292	0.328026
2455	2455	3.482
2455	6728	0.0966667
2455	16615	0.299333
2456	2456	3.71828
2457	2457	6.46969
2457	5258	0.00877604
2457	5536	0.00877604
2457	8986	0.0260941
2457	13182	0.00877604
2457	16943	0.0263281
2458	2458	3.74979
2459	2459	4.47423
2460	2020	0.0925466
2460	2460	4.43789
2460	14484	0.463354
2461	2461	5.26853
2461	8405	0.0179179
2461	9846	0.0447351
2461	13296	0.00883952
2462	2462	1.84547
2463	2463	2.30895
2464	713	0.164347
2464	1085	0.0647228
2464	2464	13.2971
2464	12138	0.424343
2464	12524	0.0651646
2464	16984	0.0331345
2464	17916	0.0309256
2465	2465	2.34138
2466	2466	2.95747
2467	2467	3.27837
2467	17866	0.214133
2468	2468	3.18714
2469	2469	2.68896
2470	1962	0.0298761
2470	2470	6.57104
2470	15398	0.07494
2471	2471	2.41271
2472	2472	3.9635
2472	16287	0.230119
2473	2473	2.95577
2474	1443	0.0808136
2474	2474	2.28477
2475	2475	1.47164
2476	2476	3.28481
2476	7763	0.512998
2477	2477	2.62647
2478	2478	3.04602
2479	2479	2.98335
2480	2480	3.00287
2481	772	0.0627384
2481	2481	5.32726
2481	5243	0.0635863
2481	8981	0.188215
2482	2482	3.74071
2482	7419	0.496111
2483	2483	2.75576
2484	2484	6.91815
2485	2485	1.7426
2485	9494	0.128251
2486	2486	2.67983
2486	6098	0.207207
2487	2487	2.40363
2488	1078	0.019915
