Iteration	CindexClinical	CindexMicrobiome	AUC180Clinical	AUC180Microbiome	AUC365Clinical	AUC365Microbiome	AUC548Clinical	AUC548Microbiome	CindexDelta	AUC180Delta	AUC365Delta	AUC548Delta
241	0.667560874948411	0.69026000825423	0.64991452991453	0.706324786324786	0.723600135028422	0.76564280159864	0.748541897555635	0.789956414538902	0.0226991333058192	0.0564102564102564	0.0420426665702178	0.041414516983266
242	0.721111344980004	0.718796042938329	0.678223185265439	0.721921271217046	0.748224109190985	0.761838016090478	0.771164058014743	0.82135685354087	-0.0023153020416754	0.0436980859516072	0.0136139068994933	0.0501927955261268
243	0.605848696757788	0.620258529349438	0.596125730994152	0.645102339181287	0.626189905678873	0.630905962053717	0.621460658500842	0.664587373055907	0.0144098325916509	0.0489766081871346	0.00471605637484473	0.0431267145550646
244	0.664278403275333	0.701944728761515	0.661364439731354	0.707317073170732	0.692307692307692	0.756631299734748	0.686064730651502	0.763641448748427	0.0376663254861822	0.0459526334393777	0.0643236074270558	0.077576718096925
245	0.684882895670688	0.714927844807192	0.620510921880785	0.69788967049241	0.70450901358972	0.754556901174078	0.745575971839571	0.809590493248911	0.0300449491365034	0.0773787486116253	0.050047887584358	0.0640145214093406
246	0.599363057324841	0.639065817409766	0.575280112044818	0.667016806722689	0.639444127165429	0.725166571482962	0.57744115114633	0.67983499457603	0.0397027600849257	0.0917366946778712	0.085722444317533	0.1023938434297
247	0.619133937562941	0.651762336354481	0.645150612380007	0.697120158887785	0.61957856432227	0.672512470883015	0.656380726121948	0.728851217066686	0.0326283987915408	0.0519695465077789	0.0529339065607451	0.0724704909447373
248	0.661829652996845	0.69484752891693	0.660888407367281	0.729144095341278	0.674680134680135	0.739577594123049	0.681072095661576	0.745600962910463	0.0330178759200841	0.0682556879739978	0.0648974594429139	0.0645288672488871
249	0.689630340854537	0.703792606817091	0.670673076923077	0.714342948717949	0.698370882229931	0.728372096956725	0.730301961532573	0.797849993220072	0.014162265962554	0.0436698717948718	0.0300012147267941	0.067548031687499
250	0.687181577338496	0.697167312003261	0.648385977091288	0.708087469628601	0.692307692307692	0.71958041958042	0.7371484375	0.820625	0.0099857346647646	0.0597014925373134	0.0272727272727272	0.0834765625
251	0.632869785082175	0.675853350189633	0.672467648371263	0.717090584560464	0.607607513386881	0.647885814089692	0.609218835863061	0.664567520312112	0.0429835651074588	0.0446229361892012	0.0402783007028112	0.0553486844490511
252	0.579185520361991	0.622052869730888	0.534912209064924	0.622294814209882	0.53921568627451	0.613095238095238	0.566565522338714	0.652567286582754	0.0428673493688974	0.0873826051449571	0.0738795518207283	0.0860017642440406
253	0.667979002624672	0.680446194225722	0.649230769230769	0.676239316239316	0.646036885275268	0.672011759395079	0.71187488520884	0.749269850991768	0.0124671916010499	0.0270085470085469	0.0259748741198111	0.0373949657829284
254	0.623658222413053	0.666809789609274	0.633080534488985	0.713615023474178	0.646801346801347	0.70989898989899	0.629023919753086	0.723257225028058	0.0431515671962216	0.0805344889851932	0.0630976430976431	0.0942333052749719
255	0.618402615600187	0.656235404016815	0.587462462462462	0.64527027027027	0.598586906648977	0.638392909048874	0.629484527912863	0.714228913309476	0.0378327884166277	0.0578078078078078	0.039806002399897	0.0847443853966131
256	0.591902834008097	0.616801619433198	0.599184782608696	0.650135869565217	0.611199018705918	0.656228150873965	0.618587227563802	0.702539252015338	0.0248987854251013	0.0509510869565217	0.0450291321680466	0.083952024451536
257	0.707731718677224	0.698416394969725	0.707957957957958	0.6996996996997	0.711776529944455	0.718715231297134	0.743567873276611	0.757217434311945	-0.00931532370749888	-0.00825825825825821	0.00693870135267916	0.0136495610353342
258	0.633090346808041	0.661586039319638	0.610109579356663	0.664899257688229	0.618567697932348	0.672794863129436	0.640568592138594	0.706032376031565	0.0284956925115971	0.0547896783315659	0.0542271651970875	0.0654637838929711
259	0.61619951445597	0.668505848598543	0.633571428571429	0.72	0.64531034934784	0.709117126564855	0.657171430952579	0.741870360408822	0.0523063341425734	0.0864285714285714	0.0638067772170152	0.0846989294562426
260	0.633056796426292	0.690704105509466	0.602383531960997	0.699891657638136	0.617232172527989	0.709025175610483	0.64629198924346	0.763458134982325	0.0576473090831737	0.0975081256771397	0.0917930030824939	0.117166145738865
261	0.662606297402896	0.709721903010802	0.656434474616293	0.719401810310901	0.670607051492738	0.726054409202175	0.728152844907906	0.790532063928258	0.0471156056079063	0.0629673356946084	0.0554473577094364	0.0623792190203519
262	0.63768115942029	0.661155337824046	0.652819993245525	0.734886862546437	0.610898802276624	0.675684141326905	0.621780510787225	0.681749503749087	0.023474178403756	0.0820668693009119	0.0647853390502819	0.0599689929618629
263	0.605004277159966	0.647989734816082	0.610328638497653	0.664138678223185	0.583145405449636	0.632773095491367	0.609864076117374	0.682386396951041	0.0429854576561164	0.0538100397255327	0.0496276900417314	0.0725223208336665
264	0.621930202498923	0.624084446359328	0.617079889807162	0.636363636363636	0.572305776245735	0.609918072459833	0.601512790303375	0.663184977292206	0.00215424386040497	0.0192837465564739	0.0376122962140977	0.0616721869888309
265	0.699296084469864	0.690937087549494	0.725225225225225	0.755255255255255	0.702657061880019	0.720683750590458	0.675804522280419	0.714572525213646	-0.00835899692036957	0.03003003003003	0.0180266887104392	0.0387680029332276
266	0.648395721925134	0.682040998217469	0.608918128654971	0.658991228070175	0.650004730145215	0.695910789461236	0.674904095789701	0.715046384756503	0.033645276292335	0.0500730994152047	0.045906059316021	0.0401422889668023
267	0.628672409984537	0.666445769825492	0.641456582633053	0.709033613445378	0.616671390510742	0.663703871662604	0.676959428126793	0.739854280796347	0.0377733598409543	0.0675770308123249	0.0470324811518621	0.0628948526695539
268	0.69958071278826	0.711530398322851	0.695906432748538	0.72843567251462	0.677632416603005	0.710105254222901	0.76765313852511	0.823536025666007	0.0119496855345912	0.0325292397660819	0.0324728376198965	0.0558828871408971
269	0.644831115660184	0.666530194472876	0.603	0.653333333333333	0.62	0.665825242718447	0.660888942012158	0.722742640530018	0.0216990788126918	0.0503333333333333	0.0458252427184466	0.0618536985178608
270	0.622115984202868	0.622531698191644	0.580357142857143	0.591428571428571	0.627867731403865	0.637717285802524	0.670074115639386	0.725037768187756	0.000415713988775823	0.0110714285714285	0.00984955439865887	0.0549636525483698
271	0.596203071672355	0.628839590443686	0.608293224731581	0.653461680858941	0.541477585775106	0.589952416729276	0.570176367494531	0.688048711413197	0.032636518771331	0.0451684561273602	0.0484748309541698	0.117872343918667
272	0.648047039059219	0.666316673666527	0.653214285714286	0.689285714285714	0.633752130235398	0.677390266105309	0.623745323891892	0.701894647718256	0.0182696346073079	0.0360714285714286	0.0436381358699118	0.078149323826364
273	0.638544077424784	0.687986534820114	0.643928571428571	0.741428571428571	0.593838110902256	0.677302631578947	0.645180426846391	0.725767867172143	0.0494424573953293	0.0975	0.0834645206766916	0.0805874403257513
274	0.638545793521324	0.700069913773013	0.668634395907123	0.782762691853601	0.596870755144136	0.692745384112291	0.624963367379058	0.714282166730311	0.0615241202516896	0.114128295946478	0.0958746289681541	0.0893187993512532
275	0.567793074676679	0.573007926574885	0.563438438438438	0.573573573573574	0.522953353933602	0.544924824261653	0.508158321118746	0.575171096189417	0.00521485189820614	0.0101351351351351	0.0219714703280508	0.0670127750706707
276	0.617724288840263	0.647921225382932	0.606495726495726	0.674871794871795	0.617391304347826	0.682097186700767	0.63876489720293	0.700833087625038	0.0301969365426696	0.0683760683760685	0.0647058823529413	0.0620681904221086
277	0.670776552022496	0.685918234912395	0.646198830409357	0.70577485380117	0.670548221452743	0.707260621254876	0.677351059144276	0.761838052268419	0.0151416828898984	0.0595760233918129	0.0367123998021337	0.084486993124143
278	0.544544340008173	0.588067020841847	0.578788892606223	0.623285379725661	0.55694268558422	0.586564357639587	0.550081813537767	0.630131855230212	0.0435226808336738	0.0444964871194379	0.0296216720553675	0.0800500416924456
279	0.665225848281824	0.696131402636698	0.684566024991557	0.775413711583924	0.631545315772658	0.72060302696818	0.644377442103168	0.732717236970867	0.0309055543548735	0.0908476865923674	0.0890577111955222	0.0883397948676987
280	0.649458400553123	0.686102788660982	0.672176308539945	0.738292011019284	0.595463214956115	0.668533083028846	0.584915895791688	0.659083578378399	0.036644388107859	0.066115702479339	0.0730698680727316	0.0741676825867106
281	0.673843530164144	0.693455553186954	0.692142857142857	0.729642857142857	0.662178410297613	0.705337026569953	0.690915341616501	0.767623425144949	0.0196120230228096	0.0375000000000001	0.0431586162723406	0.0767080835284476
282	0.650418724500752	0.671247584281726	0.678685047720042	0.716861081654295	0.626218743271922	0.673267923599791	0.640031923303442	0.697995360149794	0.0208288597809749	0.0381760339342524	0.0470491803278689	0.0579634368463519
283	0.637951334379906	0.660321821036107	0.652057544329207	0.72632987621278	0.651958456973294	0.716207715133531	0.694829989425653	0.786743288338426	0.022370486656201	0.074272331883573	0.0642492581602374	0.0919132989127731
284	0.623762376237624	0.657029702970297	0.595108695652174	0.682404891304348	0.579995754391551	0.655340657007907	0.61681911944882	0.714338489187913	0.0332673267326733	0.0872961956521738	0.0753449026163562	0.0975193697390929
285	0.662183724640985	0.676544335536813	0.638523391812865	0.675804093567251	0.634169083242085	0.665556445793955	0.701623461068186	0.746412602289627	0.0143606108958285	0.037280701754386	0.0313873625518705	0.0447891412214416
286	0.492307692307692	0.527589743589744	0.450885109337036	0.510239500173551	0.436970992195872	0.495696844345965	0.487261010684732	0.550608815542102	0.0352820512820513	0.0593543908365152	0.058725852150093	0.0633478048573693
287	0.635416666666667	0.668541666666667	0.633403361344538	0.692226890756303	0.616785339736159	0.673301319202959	0.649291678948965	0.734924079257941	0.0331250000000001	0.0588235294117647	0.0565159794667991	0.085632400308976
288	0.671547096144461	0.720107369448512	0.665486029122393	0.759149940968123	0.709800443781337	0.783607713290361	0.67562159837361	0.764685439700424	0.0485602733040508	0.09366391184573	0.0738072695090237	0.0890638413268136
289	0.63239289446186	0.666039707419018	0.651856994099271	0.707393266227004	0.591644204851752	0.650269541778976	0.611019867549669	0.682437086092715	0.0336468129571578	0.0555362721277334	0.0586253369272237	0.0714172185430463
290	0.560609056753016	0.622107969151671	0.552387267904509	0.631631299734748	0.531867549668874	0.605377483443709	0.555509668646738	0.684965722827769	0.0614989123986552	0.0792440318302388	0.0735099337748344	0.12945605418103
291	0.588061590381776	0.628559375659144	0.5375	0.619642857142857	0.572868922681516	0.63847718997644	0.569008232096367	0.681604427959304	0.0404977852773677	0.0821428571428571	0.065608267294924	0.112596195862937
292	0.594278555021925	0.632282313635415	0.529794149512459	0.615745756590827	0.548427831106641	0.614895152297028	0.612993415489385	0.710090988014838	0.0380037586134894	0.0859516070783677	0.0664673211903877	0.0970975725254529
293	0.599822143174744	0.644064028457092	0.557807807807808	0.635135135135135	0.602799537691024	0.648681135225376	0.66414221778401	0.747028504878466	0.0442418852823476	0.0773273273273273	0.0458815975343521	0.0828862870944559
294	0.673549452818501	0.677059673755936	0.665583243048032	0.703864210906464	0.651267669433379	0.692028937236041	0.631714407077958	0.662926113993473	0.00351022093743558	0.0382809678584327	0.0407612678026619	0.0312117069155153
295	0.564373897707231	0.6086860670194	0.517909356725146	0.585526315789474	0.544454239313654	0.620495948243747	0.55619762644017	0.65745127653828	0.0443121693121693	0.0676169590643275	0.0760417089300929	0.10125365009811
296	0.606683271066833	0.647779161477792	0.624615384615385	0.695042735042735	0.591175817415089	0.657141017593996	0.595988151546032	0.67630660618834	0.0410958904109588	0.0704273504273504	0.0659652001789072	0.0803184546423088
297	0.631459280694502	0.67920628358826	0.61764705882353	0.686624649859944	0.649541743042826	0.716191745820141	0.662014006814836	0.767382248728789	0.0477470028937578	0.0689775910364144	0.0666500027773149	0.105368241913953
298	0.689882352941177	0.681411764705882	0.683195592286501	0.69185360094451	0.689217758985201	0.687808315715292	0.740508844608846	0.776266568451834	-0.00847058823529412	0.00865800865800859	-0.00140944326990844	0.0357577238429879
299	0.66983635559487	0.697478991596639	0.644283746556474	0.695592286501377	0.658846621977129	0.721265243394806	0.668105742858247	0.758948380429954	0.0276426360017691	0.0513085399449036	0.0624186214176774	0.0908426375717072
300	0.598230088495575	0.642477876106195	0.539059607552758	0.595705294335431	0.514348195096576	0.575656048514052	0.559051336817076	0.653991442711789	0.0442477876106194	0.0566456867826731	0.0613078534174754	0.0949401058947135
301	0.609855426593362	0.656281816330686	0.528982992016661	0.612287400208261	0.60745352055181	0.679185251442259	0.693307891565044	0.766666177059509	0.0464263897373245	0.0833044081916001	0.0717317308904484	0.0733582854944653
302	0.664230438521066	0.679707652622528	0.671071428571429	0.702857142857143	0.627095893527471	0.653281765441929	0.685907109689216	0.762864727459095	0.0154772141014617	0.0317857142857143	0.026185871914458	0.0769576177698792
303	0.682297268229727	0.680361368036137	0.641071428571429	0.682142857142857	0.678450075239066	0.696580263094025	0.718110097794991	0.779480678145725	-0.00193590019359002	0.0410714285714285	0.0181301878549586	0.0613705803507335
304	0.574696356275304	0.622064777327935	0.566410170625627	0.631649381063901	0.603239416475973	0.667112414187643	0.58896751137552	0.671870424686091	0.0473684210526316	0.0652392104382737	0.0638729977116704	0.0829029133105708
305	0.589527401819392	0.645440426003994	0.568214285714286	0.636428571428571	0.58908228194083	0.641172676185687	0.616281369192604	0.689246142757384	0.0559130241846016	0.0682142857142857	0.0520903942448561	0.07296477356478
306	0.708249944407383	0.716255281298644	0.667129468934398	0.706004859423811	0.71278140885984	0.747993421482434	0.700716627864973	0.749593445265483	0.00800533689126093	0.0388753904894135	0.0352120126225938	0.0488768174005095
307	0.651936026936027	0.69297138047138	0.717470760233918	0.767543859649123	0.628189433762992	0.676087947960923	0.616687929250165	0.698879668830558	0.0410353535353535	0.0500730994152047	0.0478985141979309	0.0821917395803933
308	0.63963963963964	0.685757185757186	0.681071428571429	0.745714285714286	0.636941273900865	0.711052295700889	0.627634150291989	0.732400944800483	0.0461175461175461	0.0646428571428571	0.0741110218000244	0.104766794508494
309	0.632674516400336	0.632884777123633	0.650219298245614	0.645102339181287	0.65678496868476	0.681167274695458	0.630698092728059	0.688007258440237	0.000210260723296884	-0.00511695906432741	0.0243823060106985	0.0573091657121788
310	0.675313807531381	0.689958158995816	0.67547674807628	0.732351957176313	0.651879455605962	0.722177576150356	0.676152993241786	0.755641707924719	0.0146443514644352	0.0568752091000335	0.0702981205443941	0.0794887146829323
311	0.632487975513774	0.644075207695671	0.598318713450292	0.628654970760234	0.608620833279308	0.634617983960191	0.653267914161903	0.718204604985482	0.0115872321818976	0.0303362573099415	0.0259971506808829	0.0649366908235798
312	0.613092825293879	0.64471017430077	0.606574761399788	0.666313184870979	0.550841750841751	0.603703703703704	0.578092232515525	0.668397298856425	0.0316173490068909	0.0597384234711912	0.0528619528619528	0.0903050663409006
313	0.686216339570972	0.708352350524875	0.672880116959064	0.70796783625731	0.678421992754048	0.707743555965308	0.701019535886966	0.749127595364912	0.0221360109539024	0.0350877192982457	0.0293215632112597	0.0481080594779462
314	0.649532710280374	0.678844519966015	0.643873654980909	0.69802152030545	0.657903797381515	0.698486664251275	0.659265202770493	0.707845252078732	0.0293118096856415	0.0541478653245401	0.0405828668697596	0.0485800493082386
315	0.665193602693603	0.68287037037037	0.667459239130435	0.716032608695652	0.715711772304129	0.749069529196918	0.70515570829264	0.760341770799923	0.0176767676767676	0.0485733695652174	0.0333577568927887	0.0551860625072839
316	0.628859348198971	0.648156089193825	0.601071428571429	0.670714285714286	0.609907120743034	0.651186790505676	0.631010514011302	0.710214442312096	0.0192967409948542	0.0696428571428571	0.041279669762642	0.0792039283007936
317	0.654934437543133	0.679319070623418	0.670665634674923	0.744969040247678	0.654761211368019	0.716544184614367	0.634784613241944	0.728145932632208	0.0243846330802853	0.0743034055727555	0.0617829732463478	0.0933613193902643
318	0.59236197592362	0.629514321295143	0.563660925363053	0.612968591691996	0.589090909090909	0.625454545454545	0.595271682340648	0.676893939393939	0.0371523453715233	0.0493076663289428	0.0363636363636364	0.0816222570532915
319	0.673559479553903	0.694237918215613	0.691154970760234	0.722953216374269	0.678765409113531	0.715775029627747	0.664954963094155	0.707264880801941	0.0206784386617099	0.0317982456140351	0.0370096205142159	0.0423099177077866
320	0.616831491177041	0.659298041496994	0.598389355742297	0.677170868347339	0.587449311972346	0.665977531077578	0.625559751903709	0.728624723655122	0.0424665503199534	0.078781512605042	0.0785282191052317	0.103064971751412
321	0.612922827628114	0.634798460603605	0.626518569940993	0.680319333564735	0.573420954279307	0.614924629375856	0.579863007062184	0.65102025826435	0.0218756329754912	0.0538007636237418	0.0415036750965492	0.0711572512021653
322	0.644853442399455	0.663712792547148	0.670862643465383	0.695298037763791	0.620235257801593	0.647455953920031	0.633247534890138	0.711200302970844	0.0188593501476938	0.024435394298408	0.0272206961184381	0.0779527680807065
323	0.629750524597808	0.680345068780602	0.614164086687307	0.700077399380805	0.636736214605067	0.708183913934426	0.63922365203702	0.737609408072252	0.0505945441827932	0.0859133126934983	0.0714476993293592	0.0983857560352323
324	0.715468940316687	0.719366626065773	0.681621408894136	0.707988980716253	0.72091649811589	0.721700455217757	0.725958633863441	0.764628613885081	0.00389768574908644	0.0263675718221172	0.000783957101867294	0.0386699800216396
325	0.631544925662573	0.679379444085326	0.622245179063361	0.690426997245179	0.573983298562229	0.641032164684996	0.661458757024805	0.743012798024581	0.0478345184227538	0.0681818181818182	0.0670488661227674	0.0815540409997763
326	0.646286417726713	0.69798933114485	0.682393162393162	0.754188034188034	0.713093033638075	0.757125332401638	0.684046034367505	0.732625297840078	0.051702913418137	0.0717948717948718	0.044032298763563	0.0485792634725731
327	0.59184473632621	0.636149774554009	0.613111413043478	0.654891304347826	0.598764846892479	0.642861979766242	0.619133319644245	0.699612578661932	0.0443050382277985	0.0417798913043478	0.0440971328737625	0.0804792590176872
328	0.636132315521629	0.639737065309584	0.587563951200315	0.61314443132625	0.591496598639456	0.603401360544218	0.662411547160387	0.718787399011465	0.00360474978795589	0.0255804801259346	0.011904761904762	0.0563758518510779
329	0.608618654073199	0.633608815426997	0.57843137254902	0.634103641456583	0.591	0.612666666666667	0.646005509641873	0.689738292011019	0.0249901613537977	0.055672268907563	0.0216666666666666	0.043732782369146
330	0.592088740058602	0.617831728756802	0.523571428571429	0.582857142857143	0.613252197430696	0.655510480054091	0.590442621257377	0.651755465095917	0.0257429886982001	0.0592857142857143	0.0422582826233943	0.0613128438385403
331	0.648996165125197	0.668847281750508	0.591238095238095	0.637333333333333	0.643433159758963	0.67443633316249	0.700507400424724	0.754559940006027	0.0198511166253101	0.0460952380952381	0.0310031734035275	0.0540525395813037
332	0.616515348032858	0.655425853869434	0.611876988335101	0.667020148462354	0.626191858108357	0.668075025243033	0.642442209504929	0.697518315866717	0.0389105058365758	0.0551431601272535	0.0418831671346762	0.0550761063617885
333	0.646919431279621	0.691153238546603	0.639666666666667	0.719333333333333	0.642527671366553	0.720427124768169	0.671959563548523	0.769029782534602	0.0442338072669827	0.0796666666666667	0.0778994534016165	0.0970702189860789
334	0.609424083769634	0.615706806282722	0.601999259533506	0.638282117734172	0.560096513903317	0.595447901819148	0.57019303376083	0.659363192003927	0.00628272251308892	0.0362828582006663	0.0353513879158311	0.0891701582430977
335	0.693216022227367	0.711275758277379	0.648992576882291	0.692117355956168	0.699407809822912	0.737500690861447	0.734562922466234	0.769638670165424	0.0180597360500115	0.0431247790738777	0.0380928810385354	0.0350757476991898
336	0.65210843373494	0.680471887550201	0.670664667666167	0.721639180409795	0.688773565984757	0.73085138387485	0.641783831380123	0.709975685050635	0.0283634538152611	0.0509745127436282	0.0420778178900922	0.0681918536705116
337	0.635218685596519	0.656972750171743	0.583708708708709	0.630630630630631	0.586069489685125	0.642519001085776	0.644542878243392	0.717047465540965	0.0217540645752232	0.0469219219219219	0.0564495114006515	0.0725045872975737
338	0.61285108102647	0.642756112345928	0.596125730994152	0.615862573099415	0.663152565053073	0.66928265311658	0.658255601341979	0.719003929238123	0.0299050313194584	0.0197368421052632	0.00613008806350701	0.060748327896144
339	0.659262454172957	0.704550355833513	0.636424731182796	0.740927419354839	0.67761855751722	0.756129100361544	0.665363199880541	0.747947703869193	0.0452879016605565	0.104502688172043	0.0785105428443249	0.0825845039886515
340	0.670290658974928	0.700465941868205	0.651466949452103	0.71474019088017	0.672482384823848	0.714878048780488	0.70430607381145	0.749935353276393	0.0301752828932771	0.0632732414280665	0.0423956639566396	0.0456292794649429
341	0.607080799304952	0.636620330147698	0.569444444444444	0.649488304093567	0.593629740332524	0.646926956846628	0.649237392735394	0.702384800752322	0.0295395308427453	0.0800438596491229	0.0532972165141042	0.0531474080169272
342	0.665949666594967	0.696924069692407	0.686168291802095	0.735283495846876	0.698705695712738	0.723877790552841	0.701166737089057	0.745158947153687	0.0309744030974403	0.0491152040447815	0.0251720948401029	0.0439922100646301
343	0.663430420711974	0.6957928802589	0.680858941132914	0.73306182895224	0.623823538531139	0.688821361073254	0.663718964336643	0.733873237420365	0.0323624595469256	0.0522028878193261	0.0649978225421152	0.0701542730837216
344	0.627021276595745	0.648510638297872	0.560283687943263	0.611279972982101	0.571069182389937	0.621154945683248	0.621360668031058	0.683805402365292	0.0214893617021277	0.0509962850388381	0.0500857632933105	0.0624447343342343
345	0.664406038066069	0.667031284182892	0.641081871345029	0.655701754385965	0.660485565589045	0.696870813767724	0.667442594489933	0.708500777984593	0.00262524611682347	0.0146198830409356	0.0363852481786793	0.0410581834946606
346	0.630346013324737	0.679991403395659	0.64250700280112	0.746148459383754	0.603252922975822	0.69736863722242	0.588386430360126	0.702997777889461	0.0496453900709219	0.103641456582633	0.0941157142465979	0.114611347529335
347	0.657985059559863	0.659802140117101	0.661364439731354	0.664545775892542	0.691259554669325	0.696244599534729	0.728160643567772	0.781515502752825	0.00181708055723806	0.00318133616118765	0.00498504486540374	0.0533548591850533
348	0.661829907295445	0.689238210399033	0.650382186773014	0.729478231970754	0.713196408805805	0.790370188168737	0.730802071543928	0.81076042272084	0.0274083031035872	0.0790960451977401	0.077173779362932	0.0799583511769119
349	0.651783659378596	0.66029919447641	0.645977950183748	0.66598611678236	0.671394171703769	0.701395645977689	0.627560699539273	0.699373287982753	0.00851553509781355	0.0200081665986116	0.0300014742739201	0.0718125884434792
350	0.612384398874146	0.639123441897869	0.551970108695652	0.607336956521739	0.60979020979021	0.656643356643357	0.668786933057546	0.750167028179713	0.0267390430237233	0.0553668478260869	0.0468531468531469	0.081380095122167
351	0.623188405797101	0.623404715552671	0.605714285714286	0.627428571428571	0.623809523809524	0.616666666666667	0.658834006944456	0.691715930973251	0.000216309755569966	0.0217142857142858	-0.00714285714285723	0.0328819240287953
352	0.65375758844463	0.661921708185053	0.645104277129728	0.692117355956168	0.677368014421839	0.699374438165394	0.66020039283506	0.719609117166278	0.00816411974042286	0.0470130788264405	0.0220064237435555	0.0594087243312177
353	0.611123275673308	0.656886358659952	0.603305785123967	0.662878787878788	0.606994190567678	0.65886738941494	0.589915455126839	0.684640618814143	0.0457630829866433	0.059573002754821	0.0518731988472623	0.094725163687304
354	0.647848898216159	0.660440713536201	0.673048048048048	0.701951951951952	0.667021796976441	0.668118944750773	0.660986593886547	0.721160558242034	0.0125918153200421	0.028903903903904	0.00109714777433167	0.0601739643554867
355	0.596166271807021	0.611673486969632	0.577850877192982	0.635233918128655	0.568095377081168	0.583962764240505	0.568839077873148	0.65268231402398	0.0155072151626103	0.0573830409356725	0.0158673871593368	0.0838432361508321
356	0.65160284951024	0.672528940338379	0.662857142857143	0.743571428571429	0.588127760861174	0.670074409229318	0.594535032172482	0.700055418334576	0.020926090828139	0.0807142857142857	0.0819466483681435	0.105520386162094
357	0.568335588633288	0.601939557961209	0.584380952380952	0.672761904761905	0.489495518781651	0.568502389385156	0.490056612549892	0.611796730675243	0.0336039693279205	0.0883809523809524	0.0790068706035041	0.121740118125351
358	0.6229727151307	0.63155886281244	0.666997682886461	0.648791790797749	0.640379145046201	0.617659900865971	0.674686391465087	0.702826507475599	0.00858614768174004	-0.0182058920887124	-0.0227192441802296	0.0281401160105124
359	0.619968114786768	0.658429653248306	0.637775370169736	0.692307692307692	0.619173553719008	0.626115702479339	0.632372288634714	0.712038877844047	0.0384615384615384	0.054532322137956	0.0069421487603305	0.0796665892093328
360	0.579798776879069	0.600710199250345	0.543247863247863	0.612649572649573	0.510269257247763	0.577513450113465	0.529966407355021	0.611653995756719	0.0209114223712763	0.0694017094017094	0.0672441928657028	0.0816875884016973
361	0.650724001755156	0.681219833260202	0.652777777777778	0.714546783625731	0.625285774652465	0.686433423986651	0.672703499553193	0.736605916358915	0.0304958315050461	0.0617690058479532	0.0611476493341857	0.0639024168057215
362	0.626026272577997	0.658866995073892	0.656068376068376	0.703247863247863	0.59890345503553	0.656603773584906	0.593775975548127	0.659329156544346	0.032840722495895	0.0471794871794872	0.0577003185493752	0.065553180996219
363	0.57188772230555	0.639168630812085	0.567142857142857	0.667142857142857	0.534160394415352	0.626888271696969	0.551628948887513	0.668440969494997	0.0672809085065352	0.1	0.0927278772816164	0.116812020607484
364	0.666462793068298	0.685830784913354	0.691320499831138	0.735224586288416	0.651193805676404	0.707931945307644	0.701646149561509	0.749731956840569	0.0193679918450561	0.0439040864572778	0.056738139631241	0.0480858072790601
365	0.614890087100788	0.627955205309	0.616593567251462	0.633771929824561	0.550314465408805	0.583158630328442	0.583694233787847	0.65563477504397	0.0130651182082123	0.0171783625730995	0.0328441649196366	0.0719405412561227
366	0.601130926489778	0.646367986080905	0.629901960784314	0.70203081232493	0.65189444377194	0.71659605374652	0.596133594847361	0.687627963944769	0.0452370595911266	0.0721288515406162	0.0647016099745794	0.0914943690974079
367	0.579479768786127	0.595788604459125	0.566495726495726	0.60034188034188	0.531333507006197	0.577702909187461	0.524286689585324	0.597449216601845	0.0163088356729976	0.0338461538461539	0.0463694021812644	0.0731625270165214
368	0.594991364421416	0.617443868739206	0.55868544600939	0.588660166124955	0.571366840262189	0.623546511627907	0.588974331350905	0.668100435167603	0.0224525043177893	0.0299747201155651	0.0521796713657179	0.0791261038166977
369	0.653862300587741	0.671494542401343	0.660477453580902	0.697944297082228	0.671967426710098	0.702814332247557	0.691974656654114	0.728672296870706	0.017632241813602	0.0374668435013262	0.0308469055374594	0.0366976402165919
370	0.610740965071674	0.625479507369271	0.592333333333333	0.635666666666667	0.578091852375899	0.613548284400424	0.596018832566981	0.668042820999117	0.0147385422975974	0.0433333333333333	0.0354564320245254	0.0720239884321362
371	0.637399746728577	0.658083579569439	0.603512326916582	0.696724079702803	0.609501347708895	0.683288409703504	0.632707605980676	0.766062395488606	0.0206838328408612	0.0932117527862208	0.0737870619946092	0.133354789507931
372	0.543008474576271	0.580720338983051	0.51042735042735	0.57948717948718	0.492475184117835	0.557628461162512	0.561652856702678	0.642229040251793	0.0377118644067796	0.0690598290598291	0.065153277044677	0.080576183549115
373	0.685263947960971	0.740055041280961	0.651702786377709	0.734907120743034	0.675833647674615	0.750876614857385	0.709321046979418	0.789561468575962	0.05479109331999	0.0832043343653251	0.0750429671827701	0.0802404215965438
374	0.693581310954865	0.753232025402586	0.687918142463597	0.784730421094057	0.693006993006993	0.760489510489511	0.70964145964146	0.79959504959505	0.0596507144477205	0.0968122786304605	0.0674825174825174	0.0899535899535899
375	0.610354223433243	0.64829176273318	0.617886178861789	0.683633792859668	0.601007190089405	0.670756366140332	0.578261386239777	0.646482504275625	0.0379375392999372	0.0657476139978791	0.0697491760509273	0.0682211180358483
376	0.616497175141243	0.672090395480226	0.577485380116959	0.668859649122807	0.586570639519142	0.676254941246548	0.586147348163124	0.709792214559962	0.0555932203389831	0.091374269005848	0.0896843017274056	0.123644866396838
377	0.628421283118021	0.662360411648785	0.602383531960997	0.667750090285302	0.649122807017544	0.699649122807018	0.638434447300771	0.711596401028278	0.0339391285307642	0.0653665583243048	0.0505263157894736	0.0731619537275063
