Iteration	CindexClinical	CindexMicrobiome	AUC180Clinical	AUC180Microbiome	AUC365Clinical	AUC365Microbiome	AUC548Clinical	AUC548Microbiome	CindexDelta	AUC180Delta	AUC365Delta	AUC548Delta
11	0.616088947024199	0.659690429474602	0.628654970760234	0.710526315789474	0.582033898305085	0.656949152542373	0.600347985347985	0.680054945054945	0.0436014824504033	0.0818713450292398	0.0749152542372881	0.0797069597069596
12	0.623374024414649	0.6513908345007	0.638305322128852	0.679621848739496	0.645736129627141	0.670790169701261	0.690042163104542	0.717157867101163	0.0280168100860516	0.0413165266106442	0.0250540400741209	0.0271157039966207
13	0.672479320366644	0.68790520903197	0.693347953216374	0.740497076023392	0.655046326166039	0.699740710991364	0.660714074724676	0.734849960266151	0.0154258886653252	0.0471491228070176	0.0446943848253242	0.0741358855414747
14	0.654033687943262	0.68218085106383	0.606039569593891	0.683096147171121	0.641779695042812	0.712463934563993	0.640083962608173	0.734018228011332	0.0281471631205673	0.0770565775772301	0.0706842395211817	0.0939342654031589
15	0.64769756686105	0.670420269455057	0.658627717391304	0.720448369565217	0.6706224264556	0.729685962061515	0.676966003834709	0.747151948153354	0.0227227025940077	0.0618206521739131	0.059063535605915	0.0701859443186452
16	0.656481689507976	0.683217254549539	0.693571428571429	0.737142857142857	0.707295965916656	0.732880663915147	0.716913951840065	0.759451996430705	0.0267355650415637	0.0435714285714286	0.0255846979984912	0.0425380445906395
17	0.601636806016368	0.678389736783897	0.627450980392157	0.740546218487395	0.585760223059394	0.70921474490168	0.560523914247933	0.684746080058134	0.0767529307675293	0.113095238095238	0.123454521842287	0.124222165810201
18	0.646227354170814	0.671311964961179	0.636363636363636	0.707988980716253	0.632096268659608	0.685374165034079	0.654779910512177	0.745589270576637	0.0250846107903644	0.071625344352617	0.0532778963744711	0.0908093600644601
19	0.616279069767442	0.640396210163652	0.568045245669848	0.620007069635914	0.618902894437486	0.663376575624217	0.665776025466241	0.734626713203873	0.0241171403962102	0.0519618239660657	0.0444736811867309	0.0688506877376321
20	0.549498746867168	0.601294903926483	0.533404029692471	0.623895369388477	0.507056585409017	0.579480599920365	0.570282792391741	0.660897189621769	0.051796157059315	0.0904913396960058	0.0724240145113481	0.0906143972300286
21	0.585442329227324	0.612318029115342	0.538011695906433	0.596125730994152	0.513222609540321	0.542582704709911	0.585641426226517	0.66578065464266	0.026875699888018	0.0581140350877193	0.0293600951695899	0.0801392284161427
22	0.598503191723531	0.611930442438917	0.591262495372084	0.639022584228064	0.566044022412148	0.601096246371221	0.593897728171319	0.633541700120781	0.0134272507153863	0.0477600888559793	0.0350522239590735	0.0396439719494612
23	0.632451000202061	0.663770458678521	0.700980392156863	0.73984593837535	0.623389830508475	0.649491525423729	0.644299828503444	0.67982020714874	0.0313194584764599	0.0388655462184875	0.0261016949152543	0.0355203786452966
24	0.636346042190826	0.636152506289917	0.634920634920635	0.6875	0.711134453781513	0.751050420168067	0.697387191230573	0.739132066971995	-0.000193535900909647	0.0525793650793651	0.0399159663865547	0.041744875741422
25	0.609321305841924	0.641752577319588	0.587296077750781	0.669212079139188	0.587790182527025	0.648331265875126	0.621934519437298	0.692684008949846	0.0324312714776631	0.0819160013884068	0.0605410833481009	0.070749489512548
26	0.61317813344419	0.638744543753897	0.632766400555363	0.644220756681708	0.598186559203508	0.609582790091265	0.696814462130829	0.759970436261453	0.025566410309707	0.011454356126345	0.0113962308877562	0.0631559741306241
27	0.64055011460721	0.672015003125651	0.632352941176471	0.692577030812325	0.61090515909793	0.681064919016726	0.594480197789584	0.705588573373141	0.0314648885184413	0.0602240896358542	0.0701597599187961	0.111108375583556
28	0.689251820790113	0.716839549768263	0.675857193354542	0.738776952986921	0.685728004389976	0.742534753978416	0.720293980027521	0.774065867103739	0.0275877289781505	0.0629197596323789	0.0568067495884397	0.0537718870762181
29	0.604744757466638	0.619148485490362	0.6005655708731	0.632732414280665	0.590151040182388	0.605654032487888	0.612623214370954	0.664358955800039	0.0144037280237237	0.0321668434075646	0.0155029923055001	0.0517357414290843
30	0.69854514334617	0.69084296106119	0.681159420289855	0.692470837751856	0.703728813559322	0.728813559322034	0.704484464286444	0.778435849572957	-0.00770218228498065	0.0113114174620007	0.0250847457627119	0.0739513852865131
31	0.631669907107367	0.661914020306762	0.581140350877193	0.66483918128655	0.612431444241316	0.668697948405444	0.631003798860884	0.694562011029883	0.0302441131993951	0.0836988304093568	0.0562665041641275	0.0635582121689997
32	0.604035308953342	0.651534258091635	0.59263085399449	0.664944903581267	0.605408008443292	0.68718695420262	0.611206101673054	0.706233308339636	0.0474989491382934	0.0723140495867769	0.0817789457593271	0.0950272066665823
33	0.627524752475248	0.676831683168317	0.662298387096774	0.710349462365591	0.664124668435013	0.704244031830239	0.656456937633814	0.745648870778369	0.0493069306930692	0.0480510752688172	0.0401193633952255	0.0891919331445543
34	0.650253919187459	0.681165820269375	0.639581076200795	0.710003611412062	0.703109694583568	0.758452205586951	0.677600587743078	0.767498357801291	0.0309119010819165	0.0704225352112675	0.0553425110033835	0.0898977700582133
35	0.671952877208881	0.674444947893068	0.579809523809524	0.614857142857143	0.700502777905322	0.731346710133615	0.702107956736898	0.745995155944591	0.00249207068418666	0.035047619047619	0.0308439322282933	0.0438871992076929
36	0.599957328781737	0.623853211009174	0.597222222222222	0.635510510510511	0.581522723157704	0.62032007564327	0.604192121127693	0.688767889106836	0.0238958822274377	0.0382882882882883	0.0387973524855655	0.0845757679791432
37	0.66870777027027	0.67504222972973	0.675675675675676	0.709366901147723	0.614766313478146	0.649885606708126	0.684029967024838	0.730904244841899	0.00633445945945943	0.0336912254720474	0.0351192932299803	0.0468742778170606
38	0.535947712418301	0.57796451914099	0.502951593860685	0.567099567099567	0.474008831048106	0.538057169416686	0.45962273131308	0.52955069124424	0.042016806722689	0.0641479732388823	0.06404833836858	0.0699279599311593
39	0.684845671849617	0.676491065212346	0.686857142857143	0.696	0.701066896717409	0.70450127765523	0.706367342877568	0.754289390901104	-0.00835460663727083	0.00914285714285712	0.00343438093782078	0.0479220480235354
40	0.621448579431773	0.632252901160464	0.630769230769231	0.64957264957265	0.588811188811189	0.605244755244755	0.661394432126139	0.720803857389223	0.0108043217286914	0.0188034188034188	0.0164335664335664	0.0594094252630838
41	0.664876033057851	0.670247933884297	0.68801652892562	0.717286501377411	0.65707671957672	0.666335978835979	0.667922842940087	0.696591146335727	0.00537190082644623	0.0292699724517906	0.00925925925925919	0.0286683033956401
42	0.587095524123232	0.652586708002325	0.616752136752137	0.699145299145299	0.567543494188803	0.647176289740974	0.549567109378541	0.677318948974812	0.0654911838790931	0.0823931623931624	0.0796327955521715	0.127751839596271
43	0.650584484590861	0.667162592986185	0.617493925720236	0.648385977091288	0.593469111156226	0.628891370222493	0.643835786743174	0.719438005071975	0.016578108395324	0.0308920513710518	0.0354222590662666	0.0756022183288012
44	0.574149108589951	0.604943273905997	0.56	0.611965811965812	0.565319865319865	0.625925925925926	0.569882864343798	0.67826932467721	0.0307941653160454	0.0519658119658121	0.0606060606060606	0.108386460333412
45	0.630826600372902	0.671845866998136	0.613636363636364	0.668044077134986	0.644451788205919	0.689585322268733	0.610483489185271	0.679680359623327	0.0410192666252331	0.0544077134986225	0.0451335340628137	0.0691968704380562
46	0.670596904937362	0.698845492507983	0.664568678267308	0.750462791558682	0.626872895622896	0.698500631313131	0.649305168982017	0.730161119271514	0.0282485875706215	0.0858941132913735	0.0716277356902357	0.0808559502894974
47	0.648881914476265	0.660847391133778	0.620943459350954	0.694546671127467	0.651802507836991	0.721623563218391	0.612390515438553	0.701524172714971	0.0119654766575128	0.0736032117765139	0.0698210553814003	0.0891336572764178
48	0.618830525272547	0.652923686818632	0.651388424222148	0.691201070592171	0.610026493646932	0.646860232495269	0.669899061042049	0.739221260960922	0.0340931615460853	0.0398126463700234	0.0368337388483374	0.0693221999188731
49	0.616283924843424	0.648016701461378	0.582633053221289	0.667016806722689	0.644204851752022	0.717991913746631	0.628495423473526	0.714195805816244	0.0317327766179542	0.0843837535014006	0.0737870619946093	0.085700382342718
50	0.609973646868032	0.639570241232516	0.580981182795699	0.64616935483871	0.590842886041807	0.640687795010115	0.628331547769095	0.682741996470885	0.029596594364484	0.0651881720430108	0.0498449089683074	0.0544104487017897
51	0.638446432467816	0.675758236962688	0.668168168168168	0.73536036036036	0.662601256638913	0.729710282743755	0.645412184914444	0.713473943953461	0.0373118044948724	0.0671921921921922	0.067109026104842	0.0680617590390171
52	0.650107066381156	0.659743040685225	0.626071428571429	0.664642857142857	0.641106442577031	0.669817927170868	0.664003302050747	0.740193778241223	0.00963597430406848	0.0385714285714285	0.0287114845938375	0.0761904761904761
53	0.617822203317737	0.675669927690345	0.613940050559769	0.717226435536295	0.641772212296486	0.721317124634854	0.646235632739666	0.742003776042944	0.0578477243726073	0.103286384976526	0.079544912338368	0.0957681433032783
54	0.614893617021277	0.636595744680851	0.611940298507463	0.669212079139188	0.630965236045302	0.694903501675719	0.604552153034263	0.695336069604055	0.0217021276595744	0.0572717806317251	0.0639382656304172	0.0907839165697923
55	0.572842105263158	0.603157894736842	0.545	0.588214285714286	0.569748371410221	0.613880860629416	0.593388426245175	0.660968791100672	0.0303157894736843	0.0432142857142856	0.0441324892191944	0.0675803648554969
56	0.643770314192849	0.67670639219935	0.67530544242873	0.724176231025546	0.677224932249322	0.725544715447154	0.673224358662035	0.744952370661627	0.0329360780065004	0.048870788596816	0.048319783197832	0.0717280119995929
57	0.621464997681966	0.626796476587854	0.595352564102564	0.59375	0.584911725313527	0.603142485178282	0.62096384684418	0.68927512156736	0.00533147890588781	-0.0016025641025641	0.0182307598647548	0.0683112747231792
58	0.691152263374486	0.720987654320988	0.73550850399167	0.763970843457133	0.726003541912633	0.749923258559622	0.723100348895305	0.77976575737074	0.0298353909465021	0.0284623394654634	0.0239197166469894	0.0566654084754346
59	0.627134502923977	0.630409356725146	0.671052631578947	0.672600619195046	0.628348214285714	0.621808978873239	0.586367391467074	0.630898346037887	0.00327485380116965	0.00154798761609909	-0.00653923541247492	0.0445309545708127
60	0.614254385964912	0.619078947368421	0.605994152046784	0.626827485380117	0.593935996374003	0.612925856809968	0.623165044247788	0.684442477876106	0.00482456140350873	0.0208333333333333	0.0189898604359655	0.0612774336283185
61	0.611123421227565	0.650121870152892	0.635674931129477	0.697314049586777	0.604870118269196	0.662968521099082	0.606135495884834	0.677086669189787	0.0389984489253269	0.0616391184573003	0.0580984028298853	0.0709511733049536
62	0.627595846645367	0.636781150159744	0.591016548463357	0.645052347180007	0.582019039499858	0.608133229137065	0.655009753528848	0.696945949587955	0.00918530351437707	0.0540357987166498	0.0261141896372076	0.0419361960591069
63	0.595346715328467	0.632299270072993	0.574195906432749	0.625365497076023	0.630674926573041	0.680564605142839	0.604629335696287	0.664626311854457	0.0369525547445255	0.0511695906432749	0.0498896785697976	0.0599969761581701
64	0.654496883348175	0.671193232413179	0.699809523809524	0.730285714285714	0.603675856307435	0.62546992481203	0.633444337865009	0.682066499418937	0.0166963490650044	0.0304761904761905	0.0217940685045948	0.0486221615539282
65	0.667938165027103	0.692832764505119	0.669059829059829	0.718632478632479	0.689256198347107	0.739173553719008	0.688666666666667	0.762	0.0248945994780164	0.0495726495726495	0.0499173553719009	0.0733333333333334
66	0.598958333333333	0.642227564102564	0.605298913043478	0.683084239130435	0.578494139829873	0.653154349953219	0.594426425768125	0.688889141989246	0.0432692307692308	0.0777853260869565	0.0746602101233457	0.0944627162211211
67	0.629674796747967	0.647967479674797	0.612634501909059	0.666088163832003	0.629310344827586	0.668766578249337	0.622734168102229	0.696661352942689	0.0182926829268293	0.0534536619229434	0.0394562334217506	0.0739271848404598
68	0.671317829457364	0.646068660022148	0.684191040355424	0.686042206590152	0.648452584742548	0.646720792392713	0.657212927689124	0.680335162639529	-0.0252491694352159	0.00185116623472792	-0.001731792349835	0.0231222349504046
69	0.684005499541705	0.733501374885426	0.697142857142857	0.7575	0.667332916077065	0.723131236167048	0.714931182002279	0.790868378475464	0.0494958753437214	0.0603571428571429	0.0557983200899823	0.0759371964731852
70	0.64980633401686	0.678742310321258	0.647058823529412	0.693498452012384	0.621457658974627	0.665208311579827	0.65792835132297	0.719482173905559	0.0289359763043975	0.0464396284829721	0.0437506526052001	0.0615538225825888
71	0.590514362057448	0.661545312847918	0.568977591036415	0.682773109243697	0.608522096380191	0.71402398401066	0.620287049052686	0.739240591746691	0.0710309507904698	0.113795518207283	0.105501887630469	0.118953542694005
72	0.603339839514205	0.640425070483626	0.69982905982906	0.743589743589744	0.62570493753718	0.680333135038668	0.578286324494471	0.634110226052189	0.037085230969421	0.0437606837606838	0.0546281975014873	0.0558239015577174
73	0.55394907207596	0.606387570133794	0.574800416522041	0.656369316209649	0.505984785036293	0.583170482039829	0.519523017316519	0.606213269784009	0.0524384980578334	0.0815688996876085	0.0771856970035362	0.0866902524674905
74	0.670921080621144	0.681769836205063	0.694187338022954	0.720103665309145	0.683982608031908	0.696321039371173	0.697004134264499	0.721786422906016	0.0108487555839184	0.0259163272861903	0.0123384313392647	0.0247822886415173
75	0.6609375	0.683482142857143	0.699893955461294	0.789324849770237	0.603204347333862	0.672400316993094	0.588074737066473	0.669920042506605	0.0225446428571429	0.089430894308943	0.0691959696592324	0.0818453054401312
76	0.637068789548888	0.674015105123495	0.627634660421546	0.706590833054533	0.619630422200688	0.694595103986496	0.640003011296872	0.730540575608577	0.036946315574607	0.0789561726329876	0.074964681785809	0.0905375643117052
77	0.632031767041694	0.667328480035297	0.603650137741047	0.679063360881543	0.619217142083409	0.710309848348077	0.649418419144308	0.746195794053662	0.0352967129936025	0.0754132231404958	0.0910927062646687	0.0967773749093546
78	0.629755028878709	0.629555865365465	0.611593196806664	0.635196112460951	0.620254279959718	0.629506545820745	0.659375303195928	0.706707179032748	-0.000199163513244449	0.0236029156542867	0.00925226586102712	0.0473318758368209
79	0.631535947712418	0.67422385620915	0.619834710743802	0.724517906336088	0.571286546581859	0.662162595542252	0.579287549521773	0.696181146087158	0.042687908496732	0.104683195592286	0.0908760489603934	0.116893596565385
80	0.639835994820889	0.654725938713854	0.658613445378151	0.653711484593838	0.630637711790629	0.621727598928015	0.651943353413658	0.713913320119022	0.0148899438929651	-0.00490196078431382	-0.00891011286261412	0.061969966705364
81	0.709430756159728	0.693288020390824	0.743247863247863	0.746666666666667	0.713492877492877	0.711868945868946	0.704962790304161	0.734558169378921	-0.016142735768904	0.00341880341880352	-0.0016239316239316	0.02959537907476
82	0.617296423519903	0.64417053950293	0.64885752688172	0.698924731182796	0.702069895982939	0.723285024154589	0.67972948099341	0.721365808844251	0.0268741159830269	0.0500672043010753	0.0212151281716499	0.0416363278508401
83	0.705787781350482	0.710840606338999	0.724952380952381	0.740190476190476	0.725152745023868	0.735289372646468	0.719539218958968	0.74574219337564	0.00505282498851634	0.0152380952380953	0.0101366276225994	0.026202974416672
84	0.673970919516691	0.703665779234077	0.699757028809441	0.741409232905241	0.730703259005146	0.783190394511149	0.688164108618654	0.776232290436836	0.0296948597173869	0.0416522040958001	0.0524871355060035	0.0880681818181818
85	0.663722267871816	0.66721446179129	0.661428571428571	0.677857142857143	0.730318550905684	0.73947532792005	0.74389167001312	0.768022039046782	0.00349219391947408	0.0164285714285715	0.00915677701436612	0.0241303690336624
86	0.598469988230679	0.593369948999608	0.566915760869565	0.577445652173913	0.615407212636267	0.622940033087796	0.66329517584581	0.703003053810832	-0.00510003923107105	0.0105298913043479	0.00753282045152892	0.0397078779650211
87	0.631380674326615	0.644189112827274	0.611772486772487	0.659391534391534	0.660418528839582	0.703077624130256	0.697412085080674	0.766149202146563	0.0128084385006593	0.0476190476190476	0.0426590952906742	0.0687371170658896
88	0.709984502988709	0.717290236882887	0.719754423979776	0.730949801372337	0.737389676762935	0.743290857052788	0.761810855167216	0.822644381826503	0.00730573389417755	0.0111953773925605	0.00590118028985342	0.060833526659287
89	0.631397849462366	0.665376344086022	0.605701592002962	0.661236579044798	0.677055702917772	0.71551724137931	0.643354288159502	0.713627410503862	0.033978494623656	0.0555349870418363	0.0384615384615384	0.0702731223443601
90	0.710239145576968	0.7369398653355	0.688761904761905	0.718857142857143	0.744932255625981	0.765976623829738	0.78203608529251	0.833798797156916	0.0267007197585326	0.0300952380952382	0.0210443682037564	0.0517627118644067
91	0.652786282914881	0.677689324351909	0.698002754820937	0.736914600550964	0.687358890524133	0.724058852058735	0.691317027946831	0.742396182449158	0.0249030414370279	0.0389118457300275	0.0366999615346022	0.0510791545023265
92	0.669071669071669	0.711399711399711	0.677857142857143	0.747142857142857	0.6666407620401	0.730421653307281	0.6581127845848	0.721258971462928	0.0423280423280423	0.0692857142857143	0.0637808912671802	0.0631461868781282
93	0.697415329768271	0.72482174688057	0.73536036036036	0.761261261261261	0.772404526301977	0.795838746336165	0.779496799281309	0.814749233285438	0.0274064171122995	0.0259009009009009	0.023434220034188	0.0352524340041289
94	0.677101306384028	0.719743652945526	0.707207207207207	0.766891891891892	0.675046904315197	0.74108818011257	0.659756927564414	0.765308701993194	0.0426423465614986	0.0596846846846847	0.0660412757973733	0.10555177442878
95	0.653650599959325	0.69269880008135	0.670600485942381	0.726136758070115	0.696508143322476	0.753817589576547	0.626102214403598	0.69820166609236	0.0390482001220257	0.0555362721277335	0.0573094462540717	0.0720994516887623
96	0.636301835486064	0.694085656016315	0.572609208972845	0.68280204643841	0.629536406831899	0.699108771028637	0.689189495722252	0.762261699094189	0.0577838205302516	0.110192837465565	0.0695723641967381	0.0730722033719371
97	0.640718562874252	0.670245715465621	0.613997879109226	0.677978084128667	0.622826049635996	0.66477485829206	0.648734790129365	0.714529795300347	0.029527152591369	0.0639802050194416	0.0419488086560648	0.0657950051709819
98	0.610327619874159	0.642872640486006	0.581949765857812	0.636015325670498	0.546324786324786	0.583247863247863	0.616584823678287	0.696554195549683	0.0325450206118465	0.0540655598126862	0.0369230769230769	0.0799693718713954
99	0.64573268921095	0.665458937198068	0.656022214508851	0.706699062825408	0.603027057497182	0.648286358511838	0.683006511726402	0.727626793371804	0.0197262479871176	0.0506768483165567	0.0452593010146561	0.044620281645402
100	0.665387076135637	0.674130944764342	0.634154807358556	0.686567164179104	0.629553771600858	0.659817553314853	0.647823422397719	0.708971420975557	0.00874386862870546	0.0524123568205483	0.0302637817139955	0.0611479985778383
101	0.6297402895886	0.692484486324983	0.599407626804887	0.694927804516846	0.649266004415011	0.746578366445916	0.662868638815981	0.759696565971079	0.0627441967363825	0.0955201777119585	0.0973123620309051	0.0968279271550974
102	0.55264367816092	0.590804597701149	0.500590318772137	0.567493112947658	0.447039107019676	0.523460170982707	0.501381317594424	0.624684837854622	0.0381609195402299	0.0669027941755215	0.0764210639630314	0.123303520260198
103	0.653015937058705	0.670163405285455	0.648380952380952	0.665904761904762	0.684844429575109	0.686851789896286	0.700664246716836	0.767349092518814	0.0171474682267501	0.0175238095238095	0.00200736032117765	0.0666848458019772
104	0.584089035449299	0.590478153338829	0.569285714285714	0.586428571428571	0.536372116088507	0.553988476161239	0.577624172655336	0.638914205919417	0.00638911788953012	0.0171428571428571	0.0176163600727324	0.0612900332640803
105	0.647021812080537	0.689597315436242	0.650382186773014	0.728148886673313	0.682295623990882	0.768962755643144	0.679425921921825	0.763693436365216	0.0425755033557047	0.0777666999002991	0.086667131652262	0.0842675144433913
106	0.628457623368002	0.640628457623368	0.55847619047619	0.584761904761905	0.6061335089141	0.631665316045381	0.662527945702402	0.748819780225724	0.0121708342553664	0.0262857142857144	0.0255318071312804	0.0862918345233223
107	0.608479299363057	0.630971337579618	0.62428905988625	0.656072264971562	0.61833829857663	0.635882158225753	0.577270141490046	0.635295749113835	0.0224920382165605	0.0317832050853128	0.0175438596491228	0.0580256076237893
108	0.640978964401295	0.651901294498382	0.603039943442913	0.660303994344291	0.642738451312728	0.665337321369226	0.651115413512108	0.693673062474715	0.0109223300970873	0.0572640509013785	0.0225988700564972	0.0425576489626076
109	0.591678097850937	0.612711476909008	0.576754385964912	0.622441520467836	0.558894892985802	0.592493112947658	0.6121942082804	0.675372902285831	0.0210333790580705	0.0456871345029239	0.0335982199618563	0.063178694005431
110	0.613784408489178	0.640470687119143	0.606231231231231	0.641516516516517	0.608327218665165	0.644444892890201	0.661826552996296	0.719597764448978	0.0266862786299643	0.0352852852852853	0.0361176742250361	0.0577712114526825
111	0.655907303951997	0.674736188702669	0.661610689779704	0.705308775731311	0.619826620217846	0.657757705542133	0.640187983544008	0.702254521559207	0.0188288847506725	0.0436980859516071	0.0379310853242877	0.0620665380151985
112	0.592578275995361	0.625821414766138	0.625454545454545	0.655867768595041	0.648399122807018	0.681732456140351	0.668027050067651	0.698213639787374	0.033243138770777	0.0304132231404959	0.0333333333333333	0.030186589719723
113	0.675717439293598	0.683664459161148	0.710498409331919	0.736302580417109	0.686469072164948	0.715169366715758	0.678510455593004	0.705536152491116	0.00794701986754964	0.0258041710851892	0.02870029455081	0.0270256968981117
114	0.629079450821517	0.638082376772451	0.669891640866873	0.65905572755418	0.587951994295647	0.589653599620647	0.665674833671596	0.69427302775727	0.0090029259509341	-0.0108359133126935	0.00170160532500008	0.028598194085674
115	0.635284315767548	0.664653197250573	0.663911845730028	0.747245179063361	0.628845835403212	0.711420213059557	0.623245244636379	0.728579988224461	0.0293688814830244	0.0833333333333333	0.0825743776563449	0.105334743588082
116	0.620292241201893	0.658160115250051	0.628034188034188	0.677606837606838	0.667328042328042	0.716269841269841	0.676161735913682	0.760203454570192	0.0378678740481581	0.0495726495726496	0.048941798941799	0.0840417186565099
117	0.685898970553029	0.700502753172133	0.677011024908126	0.703144140465496	0.683637037461958	0.703192705062557	0.710850869054018	0.773051846309818	0.0146037826191046	0.0261331155573703	0.019555667600599	0.0622009772558006
118	0.613671107228652	0.659314260755623	0.616472251679039	0.701661364439731	0.60435910613417	0.699587809499766	0.609830650941092	0.71696632813379	0.045643153526971	0.0851891127606927	0.0952287033655963	0.107135677192698
119	0.597955301949596	0.634094151212554	0.620192307692308	0.675080128205128	0.615706557086265	0.651978064210962	0.579118655105962	0.646742350547001	0.0361388492629577	0.0548878205128205	0.036271507124697	0.0676236954410395
120	0.65168776371308	0.668987341772152	0.616959064327485	0.682017543859649	0.677750846277469	0.723581632079508	0.691296860196938	0.758201188140888	0.0172995780590717	0.0650584795321637	0.0458307858020394	0.0669043279439493
121	0.660851505711319	0.677258566978193	0.710585585585586	0.716591591591592	0.690454129013451	0.69500374796985	0.676909583836102	0.73470160971477	0.0164070612668744	0.00600600600600598	0.0045496189563986	0.0577920258786681
122	0.609771440553575	0.61732019291256	0.676785714285714	0.6925	0.548828428102408	0.544882207948469	0.56150252499793	0.596737510684084	0.007548752358985	0.0157142857142857	-0.00394622015393886	0.0352349856861538
123	0.604842018875667	0.609971276159212	0.618457300275482	0.661157024793388	0.573601890161113	0.605402140329495	0.637009514441377	0.69082821525941	0.00512925728354541	0.0426997245179063	0.0318002501683826	0.0538187008180324
124	0.638456751711263	0.68160132752541	0.67621067515023	0.760692824319548	0.616451969083548	0.697129186602871	0.663484288206951	0.763861115113096	0.0431445758141464	0.0844821491693178	0.0806772175193229	0.100376826906145
125	0.703835673862922	0.701530077551876	0.693817104776009	0.685671973343206	0.789046653144016	0.78262339418526	0.7583770937209	0.79605265096597	-0.00230559631104588	-0.00814513143280271	-0.00642325895875584	0.03767555724507
126	0.670972793110198	0.66412213740458	0.704301075268817	0.70866935483871	0.686893762421115	0.696405285729228	0.691852759562481	0.714377696560278	-0.00685065570561749	0.00436827956989239	0.00951152330811345	0.0225249369977967
127	0.566920064501267	0.623358673116793	0.55293191656828	0.680834317197954	0.510157939119573	0.61158769710688	0.484645074265393	0.589941702049388	0.0564386086155264	0.127902400629673	0.101429757987306	0.105296627783994
128	0.616131756756757	0.644425675675676	0.585960960960961	0.641516516516517	0.632869877870952	0.660615570724046	0.613559482027765	0.698805250812321	0.0282939189189189	0.0555555555555556	0.027745692853094	0.0852457687845561
129	0.570071719325451	0.613878658654778	0.556681681681682	0.621621621621622	0.497377065254694	0.5426104329068	0.55604093786382	0.639462072146376	0.0438069393293274	0.06493993993994	0.0452333676521056	0.0834211342825562
130	0.634778721502012	0.6727760393384	0.647857142857143	0.734285714285714	0.641227285736221	0.694459624365915	0.648073894417415	0.690233107033319	0.037997317836388	0.0864285714285715	0.0532323386296939	0.0421592126159038
131	0.652977412731006	0.693223819301848	0.686820652173913	0.73539402173913	0.660842450886921	0.719013072847609	0.699433945947355	0.783870776674076	0.0402464065708419	0.0485733695652174	0.0581706219606875	0.0844368307267211
132	0.685018050541516	0.667193140794224	0.699000370233247	0.672713809700111	0.680459767451985	0.629715007002929	0.695197117134369	0.724090953337847	-0.0178249097472925	-0.0262865605331358	-0.0507447604490562	0.0288938362034783
133	0.654670599803343	0.68062930186824	0.66677818668451	0.726998996319839	0.638988305683982	0.697093645181761	0.67411727530882	0.738666616443487	0.0259587020648967	0.0602208096353296	0.058105339497779	0.0645493411346671
134	0.64866760168303	0.691912108461898	0.688214285714286	0.778571428571429	0.622563835330902	0.715708412946558	0.615254145910159	0.713042634405124	0.0432445067788686	0.0903571428571429	0.0931445776156563	0.0977884884949645
135	0.598357450136879	0.647829487680876	0.594758064516129	0.658938172043011	0.632550836350424	0.694806711566162	0.581966332378223	0.711883954154728	0.0494720375439969	0.0641801075268817	0.0622558752157383	0.129917621776504
