Model	HorizonDays	FalsePositiveRate	TruePositiveRate	AUC
Clinical + Faecalibacterium	365	0.75	0.920848290435093	0.676617003633348
Clinical + Faecalibacterium	365	0.767857142857143	0.920848290435093	0.676617003633348
Clinical + Faecalibacterium	365	0.785714285714286	0.920848290435093	0.676617003633348
Clinical + Faecalibacterium	365	0.803571428571428	0.920848290435093	0.676617003633348
Clinical + Faecalibacterium	365	0.803571428571428	0.940706229792001	0.676617003633348
Clinical + Faecalibacterium	365	0.821428571428571	0.940706229792001	0.676617003633348
Clinical + Faecalibacterium	365	0.839285714285714	0.940706229792001	0.676617003633348
Clinical + Faecalibacterium	365	0.839285714285714	0.960895134804858	0.676617003633348
Clinical + Faecalibacterium	365	0.857142857142857	0.960895134804858	0.676617003633348
Clinical + Faecalibacterium	365	0.857142857142857	0.980447567402429	0.676617003633348
Clinical + Faecalibacterium	365	0.875	0.980447567402429	0.676617003633348
Clinical + Faecalibacterium	365	0.892857142857143	0.980447567402429	0.676617003633348
Clinical + Faecalibacterium	365	0.910714285714286	0.980447567402429	0.676617003633348
Clinical + Faecalibacterium	365	0.928571428571428	0.980447567402429	0.676617003633348
Clinical + Faecalibacterium	365	0.946428571428571	0.980447567402429	0.676617003633348
Clinical + Faecalibacterium	365	0.946428571428571	1	0.676617003633348
Clinical + Faecalibacterium	365	0.964285714285714	1	0.676617003633348
Clinical + Faecalibacterium	365	0.982142857142857	1	0.676617003633348
Clinical + Faecalibacterium	365	1	1	0.676617003633348
