Label	ExitStatus	Command	Stdout	Stderr	TimeLog
strainphlan-config	0	conda run -n metagenome-biobakery-2026.07 phylophlan_write_config_file -o ${ARTICLE51_WORK_DIR}/phylophlan-seeded.cfg -d n --db_dna makeblastdb --map_dna blastn --msa mafft --tree1 raxml --overwrite	${ARTICLE51_WORK_DIR}/logs/strainphlan-config.stdout.log	${ARTICLE51_WORK_DIR}/logs/strainphlan-config.stderr.log	${ARTICLE51_WORK_DIR}/logs/strainphlan-config.time.txt
strainphlan-analysis	0	conda run -n metagenome-biobakery-2026.07 strainphlan --sample_list ${ARTICLE51_WORK_DIR}/sample-list.txt --reference_list ${ARTICLE51_WORK_DIR}/reference-list.txt -m ${ARTICLE51_WORK_DIR}/clade_markers/t__SGB4933_group.fna -d ${ARTICLE51_WORK_DIR}/database/mpa_vJan21_CHOCOPhlAnSGB_202103.pkl -c t__SGB4933_group -o ${ARTICLE51_WORK_DIR}/output -n 24 --trim_sequences 50 --sample_with_n_markers 20 --sample_with_n_markers_perc 25 --marker_in_n_samples_perc 50 --sample_with_n_markers_after_filt 20 --sample_with_n_markers_after_filt_perc 25 --breadth_thres 80 --phylophlan_mode fast --phylophlan_configuration ${ARTICLE51_WORK_DIR}/phylophlan-seeded.cfg --tmp ${ARTICLE51_WORK_DIR}/tmp --debug	${ARTICLE51_WORK_DIR}/logs/strainphlan-analysis.stdout.log	${ARTICLE51_WORK_DIR}/logs/strainphlan-analysis.stderr.log	${ARTICLE51_WORK_DIR}/logs/strainphlan-analysis.time.txt
strainphlan-official-thresholds	0	conda run -n metagenome-biobakery-2026.07 strainphlan --sample_list ${ARTICLE51_WORK_DIR}/sample-list.txt --reference_list ${ARTICLE51_WORK_DIR}/reference-list.txt -m ${ARTICLE51_WORK_DIR}/clade_markers/t__SGB4933_group.fna -d ${ARTICLE51_WORK_DIR}/database/mpa_vJan21_CHOCOPhlAnSGB_202103.pkl -c t__SGB4933_group -o ${ARTICLE51_WORK_DIR}/output-official-thresholds -n 24 --trim_sequences 50 --sample_with_n_markers 20 --sample_with_n_markers_perc 80 --marker_in_n_samples_perc 80 --sample_with_n_markers_after_filt 20 --sample_with_n_markers_after_filt_perc 80 --breadth_thres 80 --phylophlan_mode fast --phylophlan_configuration ${ARTICLE51_WORK_DIR}/phylophlan-seeded.cfg --tmp ${ARTICLE51_WORK_DIR}/tmp-official-thresholds --debug	${ARTICLE51_WORK_DIR}/logs/strainphlan-official-thresholds.stdout.log	${ARTICLE51_WORK_DIR}/logs/strainphlan-official-thresholds.stderr.log	${ARTICLE51_WORK_DIR}/logs/strainphlan-official-thresholds.time.txt
