SampleID	Rank	Species	ModelID	ObservedAbundance	SBML
MV_FEM1_t1Q14	1	Prevotella copri	Prevotella_copri	0.7793173	/workspace/wechat/Metagenome/.tutorial_runs/article61/smetana/models/Prevotella_copri.xml
MV_FEM1_t1Q14	2	Alistipes putredinis	Alistipes_putredinis	0.050755100000000004	/workspace/wechat/Metagenome/.tutorial_runs/article61/smetana/models/Alistipes_putredinis.xml
MV_FEM1_t1Q14	3	Phascolarctobacterium succinatutens	Phascolarctobacterium_succinatutens	0.035796299999999996	/workspace/wechat/Metagenome/.tutorial_runs/article61/smetana/models/Phascolarctobacterium_succinatutens.xml
MV_FEM1_t1Q14	4	Acidaminococcus intestini	Acidaminococcus_intestini	0.0316428	/workspace/wechat/Metagenome/.tutorial_runs/article61/smetana/models/Acidaminococcus_intestini.xml
MV_FEM1_t1Q14	5	Bacteroides vulgatus	Bacteroides_vulgatus	0.0165638	/workspace/wechat/Metagenome/.tutorial_runs/article61/smetana/models/Bacteroides_vulgatus.xml
MV_FEM1_t1Q14	6	Eubacterium rectale	Eubacterium_rectale	0.0095505	/workspace/wechat/Metagenome/.tutorial_runs/article61/smetana/models/Eubacterium_rectale.xml
