SampleID	SubjectID	Feature	Species	Percent	Abundance	AboveCutoff	InDatabase	IncludedInModel
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_167	Clostridium sp CAG 167	1.3589	0.013589	True	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	Methanobrevibacter smithii	16.65524	0.1665524	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	Intestinimonas butyriciproducens	0.00454	4.54e-05	False	True	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	Bacteroides xylanisolvens	0.12295	0.0012295000000000001	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis	Alistipes timonensis	0.03004	0.0003004	False	True	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum	Eubacterium siraeum	0.73854	0.007385399999999999	True	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	Butyricimonas virosa	0.51118	0.0051118	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	Blautia wexlerae	0.04213	0.0004213	False	True	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	Anaerostipes hadrus	0.14158	0.0014158	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	Eubacterium hallii	0.00546	5.46e-05	False	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	Ruminococcus bicirculans	0.37684	0.0037684	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	Eubacterium ramulus	0.01308	0.0001308	False	True	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	Collinsella aerofaciens	0.63372	0.006337199999999999	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	Bacteroides stercoris	0.94791	0.0094791	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	Roseburia faecis	0.65275	0.0065275	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis	Barnesiella intestinihominis	1.09037	0.0109037	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	Parabacteroides distasonis	0.87183	0.0087183	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	Paraprevotella xylaniphila	0.38386	0.0038385999999999997	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	Bacteroides thetaiotaomicron	0.38386	0.0038385999999999997	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	Bacteroides massiliensis	0.17339	0.0017338999999999998	True	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	Ruminococcus torques	0.02098	0.00020979999999999998	False	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	Agathobaculum butyriciproducens	0.13407	0.0013407	True	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica	Butyricimonas synergistica	0.1887	0.001887	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	Dorea formicigenerans	0.00229	2.29e-05	False	True	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	Lachnospira pectinoschiza	0.51571	0.0051571	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_144	Bacteroides sp CAG 144	1.39261	0.013926099999999999	True	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	Alistipes onderdonkii	0.05729	0.0005729	False	True	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus	Coprobacter fastidiosus	0.02418	0.0002418	False	True	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	Phascolarctobacterium faecium	2.31785	0.0231785	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_413	Clostridium sp CAG 413	2.2141	0.022141	True	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	Bacteroides coprocola	1.9264	0.019264	True	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_238	Firmicutes bacterium CAG 238	1.89649	0.0189649	True	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	Bacteroides fragilis	0.86657	0.0086657	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_sp_CAG_266	Phascolarctobacterium sp CAG 266	0.67843	0.0067843	True	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	Desulfovibrio piger	0.60771	0.006077099999999999	True	True	True
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus	Monoglobus pectinilyticus	0.12588	0.0012588	True	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_170	Firmicutes bacterium CAG 170	0.12225	0.0012225	True	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	Allisonella histaminiformans	0.08798	0.0008798	False	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rogosae	Lactobacillus rogosae	0.08578	0.0008577999999999999	False	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_309	Roseburia sp CAG 309	0.06728	0.0006728000000000001	False	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83	Firmicutes bacterium CAG 83	0.05605	0.0005605	False	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	Bacteroides cellulosilyticus	0.03521	0.0003521	False	True	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides|s__Sanguibacteroides_justesenii	Sanguibacteroides justesenii	0.03387	0.0003387	False	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium	Desulfovibrionaceae bacterium	0.02353	0.0002353	False	False	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	Coprococcus catus	0.01684	0.0001684	False	True	False
MV_FEM2_t1Q14	MV_FEM2	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184	Pseudoflavonifractor sp An184	0.00139	1.3899999999999999e-05	False	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	Escherichia coli	0.2991	0.0029909999999999997	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	Veillonella atypica	0.0014	1.4e-05	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	Streptococcus salivarius	0.13593	0.0013593	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	Streptococcus parasanguinis	0.03571	0.0003571	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum	Clostridium leptum	0.14461	0.0014460999999999999	True	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	Streptococcus mitis	0.00875	8.750000000000001e-05	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	Haemophilus parainfluenzae	0.00644	6.440000000000001e-05	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05	Haemophilus sp HMSC71H05	0.00943	9.429999999999999e-05	False	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	Bacteroides vulgatus	17.36066	0.1736066	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	Eggerthella lenta	0.00566	5.66e-05	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	Gordonibacter pamelaeae	0.0006	5.999999999999999e-06	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	Alistipes finegoldii	0.26148	0.0026148	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	Bacteroides uniformis	21.95223	0.2195223	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	Bacteroides dorei	8.9977	0.089977	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	Parabacteroides merdae	9.60298	0.0960298	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	Bacteroides intestinalis	0.48558	0.0048558	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	Bacteroides caccae	0.19017	0.0019017	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	Ruminococcus bromii	1.89601	0.0189601	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	Odoribacter splanchnicus	1.05061	0.0105061	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	Eubacterium rectale	0.3806	0.003806	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	Roseburia hominis	0.09608	0.0009607999999999999	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	Bacteroides ovatus	0.25196	0.0025196000000000003	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	Holdemanella biformis	0.02162	0.0002162	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	0.73003	0.007300299999999999	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38	Eubacterium sp CAG 38	0.06727	0.0006726999999999999	False	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	Alistipes shahii	1.84503	0.0184503	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20	Oscillibacter sp 57 20	0.09363	0.0009363	False	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus	Coprobacter secundus	0.07415	0.0007415	False	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	Ruthenibacterium lactatiformans	1.10402	0.0110402	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	Roseburia intestinalis	0.16261	0.0016261000000000001	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182	Roseburia sp CAG 182	0.03502	0.0003502	False	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110	Firmicutes bacterium CAG 110	0.0496	0.000496	False	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	Eubacterium eligens	0.12608	0.0012608	True	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	Streptococcus thermophilus	0.19428	0.0019428000000000002	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	Eubacterium ventriosum	0.00782	7.82e-05	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	Coprococcus comes	0.43935	0.0043935	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241	Oscillibacter sp CAG 241	0.30701	0.0030701	True	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	Roseburia inulinivorans	0.02937	0.0002937	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans	0.22088	0.0022088	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis	Gemmiger formicilis	0.09097	0.0009096999999999999	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	Lawsonibacter asaccharolyticus	0.00572	5.72e-05	False	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	Dorea longicatena	0.4111	0.004111	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	Blautia obeum	0.16191	0.0016191	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	Methanobrevibacter smithii	8.49171	0.0849171	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250	Anaeromassilibacillus sp An250	0.93008	0.0093008	True	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	Bacteroides xylanisolvens	0.73844	0.0073844	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis	Alistipes timonensis	0.04012	0.00040120000000000005	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus	Asaccharobacter celatus	0.0545	0.000545	False	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	Adlercreutzia equolifaciens	0.06617	0.0006617000000000001	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum	Eubacterium siraeum	4.83332	0.04833319999999999	True	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	Butyricimonas virosa	0.85865	0.0085865	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	Blautia wexlerae	0.01982	0.00019820000000000002	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	Anaerostipes hadrus	0.70785	0.0070785	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	Eubacterium hallii	0.02393	0.0002393	False	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	Collinsella aerofaciens	1.32158	0.0132158	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	Flavonifractor plautii	0.51974	0.0051974	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	Phascolarctobacterium succinatutens	0.20061	0.0020061000000000002	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis	Barnesiella intestinihominis	5.23623	0.0523623	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	Parabacteroides distasonis	0.75031	0.0075031	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	Bacteroides thetaiotaomicron	1.31542	0.0131542	True	True	True
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	Ruminococcus torques	0.15538	0.0015538	True	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	Agathobaculum butyriciproducens	0.08806	0.0008806	False	False	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica	Butyricimonas synergistica	0.00347	3.47e-05	False	True	False
MV_FEM3_t1Q14	MV_FEM3	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	Dorea formicigenerans	0.03982	0.00039820000000000003	False	True	False
