Modality	FeatureID	DisplayName	Genus	Phylum	HMDB	KEGG	ChemicalClass	RawFeature	TrainingPrevalence	TrainingMean	TrainingVariance	HighConfidenceAnnotation
Metabolome	MT105	pyroglutamic acid			HMDB0000267	C01879	Alpha amino acids and derivatives	HILIC-pos_Cluster_0079: pyroglutamic acid	0.9870967741935484	1418.4193277419354	1.7706566750488422	True
Metabolome	MT106	pipecolic acid			HMDB0000070	C00408	L-alpha-amino acids	HILIC-pos_Cluster_0081: pipecolic acid	0.9935483870967742	1453.5002767741935	2.4220428007791193	True
Metabolome	MT107	N-methylproline			HMDB0094696			HILIC-pos_Cluster_0082: N-methylproline	0.9741935483870968	4464.229947354838	6.167079440601968	True
Metabolome	MT108	hydroxyproline			HMDB0000725	C01157		HILIC-pos_Cluster_0089: hydroxyproline	1.0	178.59975529032258	1.6048733439720748	True
Metabolome	MT109	creatine			HMDB0000064	C00300	Alpha amino acids and derivatives	HILIC-pos_Cluster_0090: creatine	1.0	5014.868281032259	5.321970766376188	True
Metabolome	MT110	isoleucine			HMDB0000172	C00407	Isoleucine and derivatives	HILIC-pos_Cluster_0092: isoleucine	1.0	6208.9712193548385	1.4038596101558536	True
Metabolome	MT111	ornithine			HMDB0000214	C00077	Amino acids, peptides, and analogues	HILIC-pos_Cluster_0100: ornithine	0.9741935483870968	231.48844051612906	2.1233131384691806	True
Metabolome	MT112	1-methylnicotinamide			HMDB0000699	C02918	Pyridinecarboxylic acids and derivatives	HILIC-pos_Cluster_0110: 1-methylnicotinamide	0.7612903225806451	124.0150667096774	4.400791911072341	True
Metabolome	MT113	trigonelline			HMDB0000875	C01004		HILIC-pos_Cluster_0113: trigonelline	0.9870967741935484	1152.279253548387	3.316568087791976	True
Metabolome	MT114	2-hydroxyphenethylamine			HMDB0001065	C02735	Organonitrogen compounds	HILIC-pos_Cluster_0114: 2-hydroxyphenethylamine	0.9870967741935484	971.1961692903225	3.438447231906979	True
Metabolome	MT115	urocanic acid			HMDB0000301	C00785	Imidazoles	HILIC-pos_Cluster_0116: urocanic acid	1.0	4668.117998709677	2.597748032137729	True
Metabolome	MT116	imidazole propionate			HMDB0002271	C20522	Azoles	HILIC-pos_Cluster_0121: imidazole propionate	0.967741935483871	2928.040758064516	4.840180464954126	True
Metabolome	MT117	proline betaine			HMDB0004827	C10172	Proline and derivatives	HILIC-pos_Cluster_0134: proline betaine	1.0	2973.449358193548	2.498573564204281	True
Metabolome	MT118	4-guanidinobutanoic acid			HMDB0003464	C01035	Gamma amino acids and derivatives	HILIC-pos_Cluster_0150: 4-guanidinobutanoic acid	0.9290322580645162	102.03952419354839	2.273586547948601	True
Metabolome	MT119	butyrobetaine			HMDB0001161	C01181	Fatty acids and conjugates	HILIC-pos_Cluster_0151: butyrobetaine	1.0	30232.634187096774	1.5440239819013437	True
Metabolome	MT120	acetylcholine			HMDB0000895	C01996	Quaternary ammonium salts	HILIC-pos_Cluster_0152: acetylcholine	0.9870967741935484	2721.2818501935485	3.9955870337749007	True
Metabolome	MT121	lysine			HMDB0000182	C00047	Amino acids, peptides, and analogues	HILIC-pos_Cluster_0157: lysine	1.0	6761.382481290323	2.429879465399926	True
Metabolome	MT122	triethanolamine			HMDB0032538	C06771	Alkanolamines	HILIC-pos_Cluster_0172: triethanolamine	0.9806451612903225	224.91656961290323	1.808763237566919	True
Metabolome	MT123	4-hydroxy-3-methylacetophenone			HMDB0059824		Alkyl-phenylketones	HILIC-pos_Cluster_0177: 4-hydroxy-3-methylacetophenone	0.9419354838709677	94.83214296774193	1.8233592888188783	True
Metabolome	MT124	carnitine			HMDB0000062	C00487	Quaternary ammonium salts	HILIC-pos_Cluster_0230: carnitine	0.9935483870967742	7605.997341935484	1.9713788156660912	True
Metabolome	MT125	methionine sulfoxide			HMDB0002005	C02989	Alpha amino acids	HILIC-pos_Cluster_0244: methionine sulfoxide	1.0	400.5501187096774	0.6872386583024543	True
Metabolome	MT126	1-methylguanine			HMDB0003282	C04152	Imidazopyrimidines	HILIC-pos_Cluster_0245: 1-methylguanine	0.7806451612903226	98.36202132774194	4.398894390241483	True
Metabolome	MT127	7-methylguanine			HMDB0000897	C02242	Imidazopyrimidines	HILIC-pos_Cluster_0246: 7-methylguanine	0.9870967741935484	1474.8806069677419	2.8939753889573168	True
Metabolome	MT128	3-methylxanthine			HMDB0001886	C16357	Imidazopyrimidines	HILIC-pos_Cluster_0254: 3-methylxanthine	0.8258064516129032	182.6272744516129	4.660341474047653	True
Metabolome	MT129	3-methylhistidine			HMDB0000479	C01152	Histidine and derivatives	HILIC-pos_Cluster_0272: 3-methylhistidine	1.0	334.8070748387097	1.257806013354393	True
Metabolome	MT130	N-acetylspermidine			HMDB0001276	C00612	Carboximidic acids and derivatives	HILIC-pos_Cluster_0374: N-acetylspermidine	1.0	3880.484202580645	2.0856509972983694	True
Metabolome	MT131	trimethyllysine			HMDB0001325	C03793	L-alpha-amino acids	HILIC-pos_Cluster_0379: trimethyllysine	1.0	2232.2791361290324	2.3688705979503712	True
Metabolome	MT132	kynurenic acid			HMDB0000715	C01717	Quinolines and derivatives	HILIC-pos_Cluster_0383: kynurenic acid	0.9483870967741935	149.21985	2.3979581969241646	True
Metabolome	MT133	caffeine			HMDB0001847	C07481	Purines and purine derivatives	HILIC-pos_Cluster_0405: caffeine	0.8903225806451613	167.15934406451612	3.400236098764287	True
Metabolome	MT134	N-acetylhistidine			HMDB0032055	C02997	Histidine and derivatives	HILIC-pos_Cluster_0419: N-acetylhistidine	1.0	1276.7377251612904	1.4120535968797359	True
Metabolome	MT135	5-acetylamino-6-amino-3-methyluracil			HMDB0004400	C16366	Organonitrogen compounds	HILIC-pos_Cluster_0422: 5-acetylamino-6-amino-3-methyluracil	0.7935483870967742	120.94678245161293	4.3244445528249145	True
Metabolome	MT136	ADMA			HMDB0001539	C03626	Arginine and derivatives	HILIC-pos_Cluster_0447: ADMA	1.0	831.837110967742	1.9231265945375535	True
Metabolome	MT137	C2 carnitine			HMDB0000201	C02571		HILIC-pos_Cluster_0453: C2 carnitine	0.7096774193548387	2571.7399727741936	8.972632805845862	True
Metabolome	MT138	N-acetyl-L-arginine			HMDB0004620		N-acyl-L-alpha-amino acids	HILIC-pos_Cluster_0524: N-acetyl-L-arginine	1.0	221.51951161290316	0.9362759553249563	True
Metabolome	MT139	carnosine			HMDB0000033	C00386	Peptidomimetics	HILIC-pos_Cluster_0590: carnosine	0.5935483870967742	52.99755167741936	4.434889070968594	True
Metabolome	MT140	anserine			HMDB0000194	C01262	Peptidomimetics	HILIC-pos_Cluster_0667: anserine	0.9612903225806452	102.16636051612903	1.920371569770857	True
Metabolome	MT141	2-deoxyadenosine			HMDB0000101	C00559	Purine nucleosides	HILIC-pos_Cluster_0728: 2-deoxyadenosine	0.6451612903225806	277.8784951612903	4.964212653014016	True
Metabolome	MT142	thiamine			HMDB0000235	C00378	Pyrimidines and pyrimidine derivatives	HILIC-pos_Cluster_0797: thiamine	1.0	5501.278634580645	2.400066116908609	True
Metabolome	MT143	atenolol			HMDB0001924	C13235	Phenylacetamides	HILIC-pos_Cluster_0817: atenolol	0.5419354838709678	1534.4251738064518	7.963832015158593	True
Metabolome	MT144	ethyl 9-hexadecenoate			HMDB0059871		Fatty acid esters	HILIC-pos_Cluster_0913: ethyl 9-hexadecenoate	1.0	2871.6945458064515	1.2906434362560038	True
Metabolome	MT145	8-hydroxy-deoxyguanosine			HMDB0003333		Purine nucleosides	HILIC-pos_Cluster_0914: 8-hydroxy-deoxyguanosine	0.9290322580645162	208.7607077419355	3.141918818633218	True
Metabolome	MT146	diacetylspermine			HMDB0002172	C03413	Acetamides	HILIC-pos_Cluster_0936: diacetylspermine	0.9419354838709677	664.3654193548388	4.161483914017523	True
Metabolome	MT147	sphinganine			HMDB0000269	C00836	Organonitrogen compounds	HILIC-pos_Cluster_1017: sphinganine	1.0	2175.432048387097	1.1955567947788854	True
Metabolome	MT148	phytosphingosine			HMDB0004610	C12144	Organonitrogen compounds	HILIC-pos_Cluster_1113: phytosphingosine	1.0	326.0707090322581	0.9867046051682498	True
Metabolome	MT149	5alpha-cholestanol			HMDB0000908			HILIC-pos_Cluster_1370: 5alpha-cholestanol	0.5290322580645161	73.39538148387096	5.687919406412715	True
Metabolome	MT150	C14 carnitine			HMDB0005066		Acyl carnitines	HILIC-pos_Cluster_1374: C14 carnitine	0.4967741935483871	55.939856258064516	4.164219752656504	True
Metabolome	MT151	C16 carnitine			HMDB0000222	C02990	Acyl carnitines	HILIC-pos_Cluster_1486: C16 carnitine	0.832258064516129	183.7787631612903	4.555804406190981	True
Metabolome	MT152	C18:2 carnitine			HMDB0006469		Acyl carnitines	HILIC-pos_Cluster_1580: C18:2 carnitine	0.7161290322580646	72.94212290322581	3.9265007817487003	True
Metabolome	MT153	bilirubin			HMDB0000054	C00486		HILIC-pos_Cluster_2052: bilirubin	0.9935483870967742	1987.7614574193549	2.25859708578955	True
