Modality	FeatureID	DisplayName	Genus	Phylum	HMDB	KEGG	ChemicalClass	RawFeature	TrainingPrevalence	TrainingMean	TrainingVariance	HighConfidenceAnnotation
Microbiome	MB128	Gemmiger	Gemmiger	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	1.0	0.010919176113620812	0.00025186430444581586	True
Microbiome	MB129	Negativibacillus	Negativibacillus	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus	0.9935483870967742	0.0008163997456935117	2.1473904180452355e-06	True
Microbiome	MB130	Ruminiclostridium_E	Ruminiclostridium_E	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	0.9935483870967742	0.002160959320029401	7.810909134072124e-05	True
Microbiome	MB131	Ruminococcus_C	Ruminococcus_C	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C	1.0	0.0015277304387754868	1.5311132551634297e-05	True
Microbiome	MB132	Ruminococcus_D	Ruminococcus_D	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D	1.0	0.003873397239876376	7.38989447806012e-05	True
Microbiome	MB133	Ruthenibacterium	Ruthenibacterium	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium	1.0	0.004275841173147018	0.00015341094972487083	True
Microbiome	MB134	UBA1394	UBA1394	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394	0.9935483870967742	0.000963799269724481	1.30061264914365e-05	True
Microbiome	MB135	Copromorpha	Copromorpha	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha	1.0	0.0006657769553857662	1.4284297605797995e-06	True
Microbiome	MB136	Intestinibacter	Intestinibacter	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter	1.0	0.0010165963018391848	7.403276990377336e-06	True
Microbiome	MB137	Peptostreptococcus	Peptostreptococcus	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus	1.0	0.0005613439362094732	1.552131233574682e-05	True
Microbiome	MB138	Romboutsia	Romboutsia	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia	1.0	0.000730633759408946	2.4739466750254586e-06	True
Microbiome	MB139	CAG-269	CAG-269	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269	1.0	0.0009448949949238996	6.665956279357738e-06	True
Microbiome	MB140	CAG-273	CAG-273	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273	0.9806451612903225	0.0005671762982040327	2.0770538306172298e-05	True
Microbiome	MB141	Merdicola	Merdicola	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__Merdicola	1.0	0.0009934926646878528	3.575505154097314e-05	True
Microbiome	MB142	Parvimonas	Parvimonas	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas	0.9354838709677419	0.0007171277179942083	5.848322235475411e-05	True
Microbiome	MB143	CAG-41	CAG-41	Firmicutes_A				d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41	1.0	0.0025917850406190074	1.8613306462222762e-05	True
Microbiome	MB144	Acidaminococcus	Acidaminococcus	Firmicutes_C				d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus	1.0	0.004413452924980894	0.0003686442717473997	True
Microbiome	MB145	Phascolarctobacterium	Phascolarctobacterium	Firmicutes_C				d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	1.0	0.0026702709968737504	3.439613463644166e-05	True
Microbiome	MB146	Phascolarctobacterium_A	Phascolarctobacterium_A	Firmicutes_C				d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A	1.0	0.0005832045799245363	1.2743696566293457e-05	True
Microbiome	MB147	Megamonas	Megamonas	Firmicutes_C				d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas	0.9806451612903225	0.0006322752772497659	2.4320087160429943e-05	True
Microbiome	MB148	Dialister	Dialister	Firmicutes_C				d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister	1.0	0.008837928947453163	0.00026746219085403044	True
Microbiome	MB149	Anaeroglobus	Anaeroglobus	Firmicutes_C				d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus	0.9612903225806452	0.0012068945431261743	5.394275985111079e-05	True
Microbiome	MB150	Megasphaera	Megasphaera	Firmicutes_C				d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera	0.9935483870967742	0.0028896810709613833	0.0002485905993245521	True
Microbiome	MB151	Veillonella	Veillonella	Firmicutes_C				d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	1.0	0.006002193651757938	0.00032329096054115123	True
Microbiome	MB152	Veillonella_A	Veillonella_A	Firmicutes_C				d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A	0.9612903225806452	0.000524950523186526	1.8536292847805362e-05	True
Microbiome	MB153	Cetobacterium_A	Cetobacterium_A	Fusobacteriota				d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A	0.8774193548387097	0.0020793117604762453	0.0006671085645918735	True
Microbiome	MB154	Fusobacterium	Fusobacterium	Fusobacteriota				d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	1.0	0.0008865014052265947	2.1204098580783994e-05	True
Microbiome	MB155	Fusobacterium_C	Fusobacterium_C	Fusobacteriota				d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_C	0.4774193548387097	0.0012781807185938917	0.0002526058746165773	True
Microbiome	MB156	MWCK01	MWCK01	Patescibacteria				d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5633;g__MWCK01	0.7354838709677419	0.0006364984527004856	1.758036560760872e-05	True
Microbiome	MB157	Scatacola_A	Scatacola_A	Proteobacteria				d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatacola_A	0.4838709677419355	0.000668696012634771	1.8814831281929295e-05	True
Microbiome	MB158	Scatocola	Scatocola	Proteobacteria				d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatocola	0.6838709677419355	0.0005012684377851226	8.861612960811627e-06	True
Microbiome	MB159	Parasutterella	Parasutterella	Proteobacteria				d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella	0.9935483870967742	0.002140824280236415	2.30773893755039e-05	True
Microbiome	MB160	Sutterella	Sutterella	Proteobacteria				d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella	1.0	0.0015634353320023889	2.271599051260036e-05	True
Microbiome	MB161	Citrobacter	Citrobacter	Proteobacteria				d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter	0.9806451612903225	0.0007901038455783669	1.5288066520677435e-05	True
Microbiome	MB162	Enterobacter	Enterobacter	Proteobacteria				d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter	1.0	0.0017505250364083609	0.0002091363802824438	True
Microbiome	MB163	Escherichia	Escherichia	Proteobacteria				d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia	1.0	0.030743487706339324	0.010033988098978859	True
Microbiome	MB164	Klebsiella	Klebsiella	Proteobacteria				d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella	1.0	0.010030826708236065	0.004911327805814677	True
Microbiome	MB165	Haemophilus_D	Haemophilus_D	Proteobacteria				d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D	1.0	0.003812353893685372	0.0014488773188096684	True
Microbiome	MB166	Akkermansia	Akkermansia	Verrucomicrobiota				d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	1.0	0.015307218565552748	0.002053563409324385	True
Metabolome	MT001	4-hydroxystyrene			HMDB0004072	C05627	Styrenes	C18-neg_Cluster_0004: 4-hydroxystyrene	0.6645161290322581	383.01414277419354	8.319638132914385	True
Metabolome	MT002	p-hydroxyphenylacetate			HMDB0000020	C00642	Phenols	C18-neg_Cluster_0019: p-hydroxyphenylacetate	0.7741935483870968	244.8963980645161	5.416038808974447	True
Metabolome	MT003	undecanedionate			HMDB0000888		Medium-chain fatty acids	C18-neg_Cluster_0079: undecanedionate	0.9548387096774194	304.775356516129	2.3503341436409775	True
Metabolome	MT004	acetytyrosine			HMDB0000866	C01657	Amino acids, peptides, and analogues	C18-neg_Cluster_0090: acetytyrosine	0.896774193548387	97.62141161290322	2.485054965872799	True
Metabolome	MT005	myristic acid			HMDB0000806	C06424	Long-chain fatty acids	C18-neg_Cluster_0107: myristic acid	0.9870967741935484	141.25575806451613	1.2939549943951527	True
Metabolome	MT006	dodecanedioic acid			HMDB0000623	C02678	Medium-chain fatty acids	C18-neg_Cluster_0111: dodecanedioic acid	0.9935483870967742	255.44804451612904	1.4363749570574358	True
Metabolome	MT007	2-hydroxymyristic acid			HMDB0002261		Long-chain fatty acids	C18-neg_Cluster_0144: 2-hydroxymyristic acid	1.0	190.2789909677419	1.250034985505881	True
Metabolome	MT008	palmitoleic acid			HMDB0003229	C08362	Long-chain fatty acids	C18-neg_Cluster_0164: palmitoleic acid	0.8580645161290322	114.79885032258063	3.0699439689034227	True
Metabolome	MT009	palmitic acid			HMDB0000220	C00249	Fatty acids and conjugates	C18-neg_Cluster_0171: palmitic acid	1.0	2520.044864516129	1.1205005325664272	True
Metabolome	MT010	tetradecanedioate			HMDB0000872	C11002	Long-chain fatty acids	C18-neg_Cluster_0177: tetradecanedioate	1.0	231.0592393548387	0.26036637374071997	True
Metabolome	MT011	1,2,3,4-tetrahydro-b-carboline-1,3-dicarboxylic acid			HMDB0032102			C18-neg_Cluster_0183: 1,2,3,4-tetrahydro-b-carboline-1,3-dicarboxylic acid	0.7612903225806451	61.78376006451612	3.5802854584292305	True
Metabolome	MT012	2-hydroxyhexadecanoate			HMDB0031057			C18-neg_Cluster_0219: 2-hydroxyhexadecanoate	1.0	7817.5003032258055	2.2495661367567106	True
Metabolome	MT013	alpha-linolenic acid			HMDB0001388	C06427	Lineolic acids and derivatives	C18-neg_Cluster_0244: alpha-linolenic acid	0.9870967741935484	1767.945793548387	2.754492414619563	True
Metabolome	MT014	linoleic acid			HMDB0000673	C01595		C18-neg_Cluster_0246: linoleic acid	1.0	13876.402561290322	1.63120682006036	True
Metabolome	MT015	oleic acid			HMDB0000207	C00712		C18-neg_Cluster_0250: oleic acid	1.0	17162.323348387097	1.9652523791781435	True
Metabolome	MT016	stearic acid			HMDB0000827	C01530	Fatty acids and conjugates	C18-neg_Cluster_0256: stearic acid	1.0	3668.9199741935477	2.9332714092476837	True
Metabolome	MT017	hexadecanedioic acid			HMDB0000672	C19615	Long-chain fatty acids	C18-neg_Cluster_0268: hexadecanedioic acid	0.9870967741935484	133.91823380645164	0.6667573852572245	True
Metabolome	MT018	eicosenoate			HMDB0002231	C16526	Long-chain fatty acids	C18-neg_Cluster_0373: eicosenoate	0.9741935483870968	292.68098877419357	1.9056493735828761	True
Metabolome	MT019	12.13-diHOME			HMDB0004705	C14829	Long-chain fatty acids	C18-neg_Cluster_0393: 12.13-diHOME	0.9806451612903225	824.8221909677418	1.8084246869328846	True
Metabolome	MT020	9.10-diHOME			HMDB0004704		Long-chain fatty acids	C18-neg_Cluster_0394: 9.10-diHOME	0.9741935483870968	636.4410183225806	1.9954161110955544	True
Metabolome	MT021	docosahexaenoic acid			HMDB0002183	C06429		C18-neg_Cluster_0472: docosahexaenoic acid	1.0	2733.627946451613	2.1472507032819252	True
Metabolome	MT022	carnosol			HMDB0002121	C09069	Diterpene lactones	C18-neg_Cluster_0486: carnosol	0.6967741935483871	397.9377141935484	7.025363572544317	True
Metabolome	MT023	adrenic acid			HMDB0002226	C16527	Very long-chain fatty acids	C18-neg_Cluster_0506: adrenic acid	0.8709677419354839	336.8191752258065	4.6513445209440665	True
Metabolome	MT024	13-docosenoate			HMDB0002068	C08316	Very long-chain fatty acids	C18-neg_Cluster_0530: 13-docosenoate	0.5419354838709678	103.58128432258066	3.947576218844719	True
Metabolome	MT025	nervonic acid			HMDB0002368	C08323	Very long-chain fatty acids	C18-neg_Cluster_0672: nervonic acid	0.6193548387096774	29.072512838709677	3.336720905869356	True
Metabolome	MT026	deoxycholic acid			HMDB0000626	C04483	Bile acids, alcohols and derivatives	C18-neg_Cluster_0833: deoxycholic acid	0.9741935483870968	35134.168951612904	6.586732092942359	True
Metabolome	MT027	alpha-muricholate			HMDB0000506	C17647		C18-neg_Cluster_0927: alpha-muricholate	0.8516129032258064	2954.0607103225807	9.13830444394845	True
Metabolome	MT028	glycolithocholic acid			HMDB0000698	C15557		C18-neg_Cluster_1081: glycolithocholic acid	0.49032258064516127	43.839661935483875	4.416670318497398	True
Metabolome	MT029	glycodeoxycholic acid			HMDB0000631	C05464		C18-neg_Cluster_1196: glycodeoxycholic acid	0.7935483870967742	480.75125348387104	6.175379140866068	True
Metabolome	MT030	glycoursodeoxycholic acid			HMDB0000708			C18-neg_Cluster_1197: glycoursodeoxycholic acid	0.7290322580645161	1170.537778967742	6.026433680154558	True
Metabolome	MT031	taurolithocholic acid			HMDB0000722	C02592		C18-neg_Cluster_1465: taurolithocholic acid	0.43870967741935485	181.8333372903226	6.091046938095492	True
Metabolome	MT032	taurochenodesoxycholic acid			HMDB0000951	C05465	Bile acids, alcohols and derivatives	C18-neg_Cluster_1574: taurochenodesoxycholic acid	0.8709677419354839	6360.542027096773	7.643754902691059	True
Metabolome	MT033	taurodeoxycholic acid			HMDB0000896	C05463		C18-neg_Cluster_1575: taurodeoxycholic acid	0.7290322580645161	826.890738	7.130133573549614	True
Metabolome	MT034	7-hexadecenoic acid methyl ester			HMDB0061858		Fatty acid methyl esters	C8-pos_Cluster_0100: 7-hexadecenoic acid methyl ester	1.0	200.3608741935484	0.3043814925301674	True
Metabolome	MT035	stearoyl ethanolamide			HMDB0013078		Organonitrogen compounds	C8-pos_Cluster_0277: stearoyl ethanolamide	0.896774193548387	202.49533412903227	3.3372234174789175	True
Metabolome	MT036	palmitoyl glycerol			HMDB0011564		2-monoacylglycerols	C8-pos_Cluster_0288: palmitoyl glycerol	1.0	323.5674425806451	0.43846153454341513	True
Metabolome	MT037	N-oleoylethanolamine			HMDB0002088		Organonitrogen compounds	C8-pos_Cluster_0341: N-oleoylethanolamine 	0.9612903225806452	976.1428245161292	3.7835497312571786	True
Metabolome	MT038	cholesterol			HMDB0000067	C00187		C8-pos_Cluster_0416: cholesterol	1.0	3494.6873341935484	2.8690109908355588	True
Metabolome	MT039	beta-sitosterol			HMDB0000852	C01753		C8-pos_Cluster_0515: beta-sitosterol	0.9548387096774194	372.48993483870964	2.918029782120367	True
Metabolome	MT040	propionate			HMDB0000237	C00163	Carboxylic acids	HILIC-neg_Cluster_0003: propionate	0.9870967741935484	1164.2548792258062	1.9940440916375208	True
Metabolome	MT041	oxalate			HMDB0002329	C00209	Dicarboxylic acids and derivatives	HILIC-neg_Cluster_0016: oxalate	0.9548387096774194	521.9853770322582	3.322119629414777	True
Metabolome	MT042	lactate			HMDB0000190	C00186	Hydroxy acids and derivatives	HILIC-neg_Cluster_0020: lactate	1.0	5382.838227096774	2.853973415312091	True
Metabolome	MT043	2-aminobutyric acid			HMDB0000452	C02356	L-alpha-amino acids	HILIC-neg_Cluster_0032: 2-aminobutyric acid	1.0	728.8950956129031	2.702728024030677	True
Metabolome	MT044	malonate			HMDB0000691	C00383	Dicarboxylic acids and derivatives	HILIC-neg_Cluster_0033: malonate	1.0	378.0929090322581	1.1506883327484625	True
Metabolome	MT045	alpha-hydroxybutyrate			HMDB0000008	C05984		HILIC-neg_Cluster_0034: alpha-hydroxybutyrate	1.0	566.1193045161291	2.249957593490113	True
Metabolome	MT046	glycerate			HMDB0000139	C00258	Sugar acids and derivatives	HILIC-neg_Cluster_0036: glycerate	1.0	984.3156503225808	0.8852333082662399	True
Metabolome	MT047	pyrocatechol			HMDB0000957	C00090	Benzenediols	HILIC-neg_Cluster_0040: pyrocatechol	0.9483870967741935	77.40256780645161	1.9312326050800337	True
Metabolome	MT048	uracil			HMDB0000300	C00106	Pyrimidines and pyrimidine derivatives	HILIC-neg_Cluster_0049: uracil	0.9870967741935484	3125.643757419355	2.6339475980229228	True
Metabolome	MT049	alpha-ketoisovalerate			HMDB0000019	C00141	Keto acids and derivatives	HILIC-neg_Cluster_0062: alpha-ketoisovalerate	0.9483870967741935	351.05632361290327	3.719970769018851	True
Metabolome	MT050	caproic acid			HMDB0000535	C01585	Medium-chain fatty acids	HILIC-neg_Cluster_0064: caproic acid	0.9741935483870968	1672.9400233548386	4.6486788984614975	True
Metabolome	MT051	4-hydroxybenzaldehyde			HMDB0011718	C00633	Hydroxybenzaldehydes	HILIC-neg_Cluster_0079: 4-hydroxybenzaldehyde	1.0	945.7341729032258	0.9671333341008232	True
Metabolome	MT052	4-methylcatechol			HMDB0000873	C06730	Phenols	HILIC-neg_Cluster_0084: 4-methylcatechol	0.9483870967741935	111.29492683870969	2.9087466240195754	True
Metabolome	MT053	thymine			HMDB0000262	C00178	Diazines	HILIC-neg_Cluster_0087: thymine	1.0	943.3462651612901	2.1761584357120793	True
Metabolome	MT054	aspartate			HMDB0000191	C00049	Amino acids, peptides, and analogues	HILIC-neg_Cluster_0117: aspartate	1.0	10990.270296774195	1.0863038730049839	True
Metabolome	MT055	malate			HMDB0000156	C00149		HILIC-neg_Cluster_0118: malate	1.0	8347.811516129032	1.0460010520153296	True
Metabolome	MT056	adenine			HMDB0000034	C00147	Purines and purine derivatives	HILIC-neg_Cluster_0120: adenine	1.0	549.5866790322581	2.061115086444606	True
Metabolome	MT057	erythronic acid			HMDB0000613			HILIC-neg_Cluster_0122: erythronic acid	1.0	681.9272877419354	1.434342306725667	True
Metabolome	MT058	phenylacetate			HMDB0000209	C07086		HILIC-neg_Cluster_0125: phenylacetate	0.9548387096774194	294.584478967742	2.6567102597473395	True
Metabolome	MT059	salicylate			HMDB0000840	C07588	Benzoic acids and derivatives	HILIC-neg_Cluster_0129: salicylate	0.9870967741935484	256.9127423225807	1.7706875403979727	True
Metabolome	MT060	4-nitrophenol			HMDB0001232	C00870	Nitrophenols	HILIC-neg_Cluster_0133: 4-nitrophenol	0.9870967741935484	279.1401061290323	2.396796684240534	True
Metabolome	MT061	caprylic acid			HMDB0000482	C06423	Medium-chain fatty acids	HILIC-neg_Cluster_0156: caprylic acid	1.0	1072.8840163225805	3.178720526875615	True
Metabolome	MT062	alpha-ketoglutarate			HMDB0000208	C00026	Gamma-keto acids and derivatives	HILIC-neg_Cluster_0159: alpha-ketoglutarate	0.6709677419354839	75.7883498064516	4.658732390609392	True
Metabolome	MT063	2-methylglutaric acid			HMDB0000422	C02930	Methyl-branched fatty acids	HILIC-neg_Cluster_0161: 2-methylglutaric acid	1.0	501.0257725161289	2.3610192314971554	True
Metabolome	MT064	2-hydroxyglutarate			HMDB0059655	C02630	Hydroxy acids and derivatives	HILIC-neg_Cluster_0169: 2-hydroxyglutarate	0.9870967741935484	956.1426174322582	2.13659955032697	True
Metabolome	MT065	tartarate			HMDB0000956	C00898		HILIC-neg_Cluster_0174: tartarate	0.967741935483871	618.7374510967743	3.4357350155429893	True
Metabolome	MT066	xylose			HMDB0000098	C00181	Pentoses	HILIC-neg_Cluster_0176: xylose	0.8838709677419355	83.2093961548387	2.832051387990907	True
Metabolome	MT067	hydrocinnamic acid			HMDB0000764	C05629		HILIC-neg_Cluster_0181: hydrocinnamic acid	0.9225806451612903	2418.1973379354836	6.676748085101597	True
Metabolome	MT068	guanine			HMDB0000132	C00242	Imidazopyrimidines	HILIC-neg_Cluster_0182: guanine	0.7548387096774194	103.62775464516129	4.519208626467435	True
Metabolome	MT069	xanthine			HMDB0000292	C00385	Imidazopyrimidines	HILIC-neg_Cluster_0187: xanthine	0.9935483870967742	7215.973405806451	2.3286006282478713	True
Metabolome	MT070	ribitol			HMDB0000508	C00474	Sugar alcohols	HILIC-neg_Cluster_0192: ribitol	1.0	54.38981883870968	0.9690829357925322	True
Metabolome	MT071	histidine			HMDB0000177	C00135	Amino acids, peptides, and analogues	HILIC-neg_Cluster_0201: histidine	0.9935483870967742	413.16667096774194	1.3489809856142845	True
Metabolome	MT072	orotate			HMDB0000226	C00295	Pyrimidines and pyrimidine derivatives	HILIC-neg_Cluster_0203: orotate	1.0	1873.712545419355	2.827346921630454	True
Metabolome	MT073	imidazolelactate			HMDB0002320	C05132	Azoles	HILIC-neg_Cluster_0204: imidazolelactate	1.0	178.5085841935484	1.4912187895864593	True
Metabolome	MT074	levoglucosan			HMDB0000640			HILIC-neg_Cluster_0230: levoglucosan	0.9870967741935484	1210.456908387097	1.9473192653034286	True
Metabolome	MT075	fucose			HMDB0000174	C01019	Hexoses	HILIC-neg_Cluster_0237: fucose	0.9935483870967742	36.48214322580645	0.6760086948557285	True
Metabolome	MT076	urate			HMDB0000289	C00366	Purines and purine derivatives	HILIC-neg_Cluster_0254: urate	1.0	2554.911618064516	1.9773346722971537	True
Metabolome	MT077	shikimate			HMDB0003070	C00493		HILIC-neg_Cluster_0283: shikimate	0.6774193548387096	36.01448238709678	3.320553447458783	True
Metabolome	MT078	suberate			HMDB0000893	C08278		HILIC-neg_Cluster_0288: suberate	0.9935483870967742	86.62546238709677	1.1723178971202848	True
Metabolome	MT079	ascorbate			HMDB0000044	C00072	Furanones	HILIC-neg_Cluster_0299: ascorbate	0.9741935483870968	4851.220076774193	4.639634815494236	True
Metabolome	MT080	homovanillate			HMDB0000118	C05582	Phenols	HILIC-neg_Cluster_0328: homovanillate	0.864516129032258	295.8315818451613	5.048941248365172	True
Metabolome	MT081	sorbitol			HMDB0000247	C00794	Sugar alcohols	HILIC-neg_Cluster_0331: sorbitol	1.0	292.58528193548386	1.4750013749107649	True
Metabolome	MT082	saccharin			HMDB0029723	C12283	Benzothiazoles	HILIC-neg_Cluster_0332: saccharin	0.7612903225806451	840.2956996774194	6.923977087098835	True
Metabolome	MT083	4-pyridoxate			HMDB0000017	C00847	Pyridines and derivatives	HILIC-neg_Cluster_0335: 4-pyridoxate	1.0	3548.2730419354834	1.6680828809153572	True
Metabolome	MT084	citrate			HMDB0000094	C00158	Tricarboxylic acids and derivatives	HILIC-neg_Cluster_0392: citrate	1.0	2951.4473451612907	2.426916063744219	True
Metabolome	MT085	glucurote			HMDB0000127	C00191	Glucuronic acid derivatives	HILIC-neg_Cluster_0401: glucurote	0.8709677419354839	594.4311779999999	5.290687306591533	True
Metabolome	MT086	1-3-7-trimethylurate			HMDB0002123	C16361	Imidazopyrimidines	HILIC-neg_Cluster_0480: 1-3-7-trimethylurate	0.9483870967741935	1760.7427504516131	4.103196219163534	True
Metabolome	MT087	ethyl glucuronide			HMDB0010325		O-glucuronides	HILIC-neg_Cluster_0562: ethyl glucuronide	0.49032258064516127	89.12838793548386	4.943967521645067	True
Metabolome	MT088	1,2,3,4-tetrahydro-1-methyl-beta-carboline-3-carboxylic acid			HMDB0037942		Harmala alkaloids	HILIC-neg_Cluster_0622: 1,2,3,4-tetrahydro-1-methyl-beta-carboline-3-carboxylic acid	0.9161290322580645	115.0701624516129	2.4098550024605934	True
Metabolome	MT089	cystine			HMDB0250712	C01420	L-cysteine-S-conjugates	HILIC-neg_Cluster_0677: cystine	0.7225806451612903	123.56601670967741	4.154643989081885	True
Metabolome	MT090	pentadecanoate			HMDB0000826	C16537	Long-chain fatty acids	HILIC-neg_Cluster_0697: pentadecanoate	1.0	12064.276083870967	1.7655429683288686	True
Metabolome	MT091	uridine			HMDB0000296	C00299		HILIC-neg_Cluster_0706: uridine	0.9741935483870968	655.2991961290322	1.973749529631128	True
Metabolome	MT092	pseudouridine			HMDB0000767	C02067	Nucleoside and nucleotide analogues	HILIC-neg_Cluster_0707: pseudouridine	0.9419354838709677	326.02307599999995	4.12436761461536	True
Metabolome	MT093	heptadecanoate			HMDB0002259		Long-chain fatty acids	HILIC-neg_Cluster_0841: heptadecanoate	1.0	1478.9171677419356	1.06732609442767	True
Metabolome	MT094	guanosine			HMDB0000133	C00387	Purine nucleosides	HILIC-neg_Cluster_0909: guanosine	0.8709677419354839	53.138233032258064	2.544266735018412	True
Metabolome	MT095	lactose			HMDB0000186	C00243	O-glycosyl compounds	HILIC-neg_Cluster_1170: lactose	0.967741935483871	201.13366561290323	2.159962274920714	True
Metabolome	MT096	riboflavin			HMDB0000244	C00255	Alloxazines and isoalloxazines	HILIC-neg_Cluster_1300: riboflavin	0.8838709677419355	9.066581870967742	0.747091251494812	True
Metabolome	MT097	glycocholate			HMDB0000138	C01921		HILIC-neg_Cluster_1571: glycocholate	0.9096774193548387	870.2590350322579	4.680643879404788	True
Metabolome	MT098	putrescine			HMDB0001414	C00134	Amines	HILIC-pos_Cluster_0007: putrescine	0.9225806451612903	642.4402705161291	4.380349381794906	True
Metabolome	MT099	beta-alanine			HMDB0000056	C00099	Amino acids, peptides, and analogues	HILIC-pos_Cluster_0009: beta-alanine	0.8903225806451613	197.64843270064517	3.6477708691815964	True
Metabolome	MT100	choline			HMDB0000097	C00114	Quaternary ammonium salts	HILIC-pos_Cluster_0022: choline	1.0	17044.34341935484	0.9816541566950111	True
Metabolome	MT101	cytosine			HMDB0000630	C00380		HILIC-pos_Cluster_0032: cytosine	0.8774193548387097	197.02591593548388	3.7615888035437406	True
Metabolome	MT102	histamine			HMDB0000870	C00388		HILIC-pos_Cluster_0033: histamine	0.9290322580645162	977.0680930967743	4.768190304342489	True
Metabolome	MT103	creatinine			HMDB0000562	C00791	Amino acids, peptides, and analogues	HILIC-pos_Cluster_0036: creatinine	0.967741935483871	7158.344011225807	8.245010529462123	True
Metabolome	MT104	betaine			HMDB0000043	C00719	Amino acids, peptides, and analogues	HILIC-pos_Cluster_0048: betaine	0.9548387096774194	2533.762188387097	4.320350754178143	True
