Label	ExitStatus	Command	Stdout	Stderr	TimeLog
gtotree-bacteria	0	conda run -n metagenome-phylogeny-2026.07 GToTree -f ${ARTICLE47_WORK_DIR}/inputs/trees/bacteria-query-fastas.txt -a ${ARTICLE47_WORK_DIR}/inputs/trees/bacteria-reference-accessions.txt -H Bacteria -m ${ARTICLE47_WORK_DIR}/inputs/trees/bacteria-labels.tsv -o ${ARTICLE47_WORK_DIR}/gtotree/bacteria -F -N -k -d -P -n 4 -M 4 -j 4	${ARTICLE47_WORK_DIR}/logs/gtotree-bacteria.stdout.log	${ARTICLE47_WORK_DIR}/logs/gtotree-bacteria.stderr.log	${ARTICLE47_WORK_DIR}/logs/gtotree-bacteria.time.txt
iqtree-bacteria	0	conda run -n metagenome-phylogeny-2026.07 iqtree3 -s ${ARTICLE47_WORK_DIR}/gtotree/bacteria/Aligned_SCGs_mod_names.faa -st AA -m MFP -B 1000 --alrt 1000 -T AUTO --threads-max 24 --seed 20260747 --prefix ${ARTICLE47_WORK_DIR}/iqtree/bacteria/article47-bacteria --safe	${ARTICLE47_WORK_DIR}/logs/iqtree-bacteria.stdout.log	${ARTICLE47_WORK_DIR}/logs/iqtree-bacteria.stderr.log	${ARTICLE47_WORK_DIR}/logs/iqtree-bacteria.time.txt
gtotree-archaea	0	conda run -n metagenome-phylogeny-2026.07 GToTree -f ${ARTICLE47_WORK_DIR}/inputs/trees/archaea-query-fastas.txt -a ${ARTICLE47_WORK_DIR}/inputs/trees/archaea-reference-accessions.txt -H Archaea -m ${ARTICLE47_WORK_DIR}/inputs/trees/archaea-labels.tsv -o ${ARTICLE47_WORK_DIR}/gtotree/archaea -F -N -k -d -P -n 4 -M 4 -j 4	${ARTICLE47_WORK_DIR}/logs/gtotree-archaea.stdout.log	${ARTICLE47_WORK_DIR}/logs/gtotree-archaea.stderr.log	${ARTICLE47_WORK_DIR}/logs/gtotree-archaea.time.txt
iqtree-archaea	0	conda run -n metagenome-phylogeny-2026.07 iqtree3 -s ${ARTICLE47_WORK_DIR}/gtotree/archaea/Aligned_SCGs_mod_names.faa -st AA -m MFP -B 1000 --alrt 1000 -T AUTO --threads-max 24 --seed 20260748 --prefix ${ARTICLE47_WORK_DIR}/iqtree/archaea/article47-archaea --safe	${ARTICLE47_WORK_DIR}/logs/iqtree-archaea.stdout.log	${ARTICLE47_WORK_DIR}/logs/iqtree-archaea.stderr.log	${ARTICLE47_WORK_DIR}/logs/iqtree-archaea.time.txt
