NumeratorPathway	DenominatorPathway	NumeratorZeroProfiles	DenominatorZeroProfiles	Pseudocount	MinimumLog2Ratio	FirstQuartileLog2Ratio	MedianLog2Ratio	ThirdQuartileLog2Ratio	MaximumLog2Ratio	RangeLog2Ratio
PWY-7237: myo-, chiro- and scillo-inositol degradation	PWY-7111: pyruvate fermentation to isobutanol (engineered)	15	6	1e-06	-10.10764864237155	-9.114633655625637	-1.6405144135046088	-0.4433265131067896	0.0	10.10764864237155
PWY-7237: myo-, chiro- and scillo-inositol degradation	PWY-7111: pyruvate fermentation to isobutanol (engineered)	15	6	1e-05	-6.797441052237863	-5.816183387897566	-1.6040720155668096	-0.4395199515222257	0.0	6.797441052237863
PWY-7237: myo-, chiro- and scillo-inositol degradation	PWY-7111: pyruvate fermentation to isobutanol (engineered)	15	6	0.0001	-3.5877610175771326	-2.7098548820315984	-1.3349994954078233	-0.4048037955924678	0.0	3.5877610175771326
