Label	WallSeconds	PeakRAMGiB	ExitStatus	Command	MeasurementStatus
panphlan-primary	8.83	0.148	0	conda run -n metagenome-panphlan-2026.07 python ${ARTICLE52_WORK_DIR}/software/panphlan_profiling.py -i ${ARTICLE52_WORK_DIR}/decoded-maps -p ${ARTICLE52_WORK_DIR}/pangenome/Eubacterium_rectale/Eubacterium_rectale_pangenome.tsv --o_matrix ${ARTICLE52_WORK_DIR}/output/primary-matrix.tsv --o_covmat ${ARTICLE52_WORK_DIR}/output/coverage-matrix.tsv --o_idx ${ARTICLE52_WORK_DIR}/output/primary-index.tsv --min_coverage 2 --left_max 1.25 --right_min 0.75 --th_non_present 0.25 --th_present 0.5 --th_multicopy 1.5 --add_ref -v	GNU time exact
panphlan-sensitivity	6.59	0.113	0	conda run -n metagenome-panphlan-2026.07 python ${ARTICLE52_WORK_DIR}/software/panphlan_profiling.py --i_covmat ${ARTICLE52_WORK_DIR}/output/coverage-matrix.tsv -p ${ARTICLE52_WORK_DIR}/pangenome/Eubacterium_rectale/Eubacterium_rectale_pangenome.tsv --o_matrix ${ARTICLE52_WORK_DIR}/output/sensitive-matrix.tsv --o_idx ${ARTICLE52_WORK_DIR}/output/sensitive-index.tsv --min_coverage 1 --left_max 1.70 --right_min 0.30 --th_non_present 0.25 --th_present 0.5 --th_multicopy 1.5 --add_ref -v	GNU time exact
panphlan-primary-replay	9.12	0.148	0	conda run -n metagenome-panphlan-2026.07 python ${ARTICLE52_WORK_DIR}/software/panphlan_profiling.py -i ${ARTICLE52_WORK_DIR}/decoded-maps -p ${ARTICLE52_WORK_DIR}/pangenome/Eubacterium_rectale/Eubacterium_rectale_pangenome.tsv --o_matrix ${ARTICLE52_WORK_DIR}/output/replay-matrix.tsv --o_covmat ${ARTICLE52_WORK_DIR}/output/replay-coverage-matrix.tsv --o_idx ${ARTICLE52_WORK_DIR}/output/replay-index.tsv --min_coverage 2 --left_max 1.25 --right_min 0.75 --th_non_present 0.25 --th_present 0.5 --th_multicopy 1.5 --add_ref -v	GNU time exact
