File	Bytes	SHA256
Eubacterium_rectale.1.bt2	21126754	7151ff708c5e7a184519835058eea497786298a17550c501afe75e0282438e7f
Eubacterium_rectale.2.bt2	12607740	e23df96c391406df61f94ca7d34f164ba9bb668e152b2a0c4824f712c0a4c601
Eubacterium_rectale.3.bt2	12500	d3915360752399dc52d47770abb9345a951fbd80ea4168f6be942cefe79bbfe4
Eubacterium_rectale.4.bt2	12607736	328d5215e1485d686187fcbb0d2e0e4f550434c0a4f37a6760d8a4903b44d4c9
Eubacterium_rectale.rev.1.bt2	21126754	cee3ac43af5d2482124b1454796fd2b20d409e6ef5a6ca0d95ba992e54533c53
Eubacterium_rectale.rev.2.bt2	12607740	44ac707d7557975fa62ba3ac324bf78d2203e29551317637f4b83be77c7e4712
Eubacterium_rectale_pangenome.tsv	3311704	ea5434098da6629acf56f93397bbbc082f6d6887b53f7e991a3bb3fc987f94b4
Eubacterium_rectale_pangenome_contigs.fna	51400235	5dd5479fa6e750174700c136f205e964d789cedda04fe23301aadf8fefb7084a
panphlan_Eubacterium_rectale_annot.tsv	1251183	fe4ab218bf1900b03b56855f8606cd458f2acfacca7f132a5c3a3923d22e89fb
