File	Bytes	SHA256
coverage-matrix.tsv.gz	569427	2da9460894ef63ee2953d7e45b4090f50f6c3bcf4b117dfea881024f757c073f
gene-family-prevalence.tsv.gz	218438	ff18f58fe252c140ff988b5c68ae8c15efde2b593cf9e89796a816505b0c9350
primary-presence-absence.tsv.gz	68434	f0e6786aaf7193f45520357056a0a8b3f9e97a15de397f9db4c4a793af2f5e57
sensitive-presence-absence.tsv.gz	72462	d0279ba659b0871adcc145e0a8fd8df9fe455a115c9f08d1ed28b536e5d15c4a
