Comparison	SingleBinnedContigs	MultiBinnedContigs	SharedBinnedContigs	SingleOnlyContigs	MultiOnlyContigs	AdjustedRandOnSharedBinnedContigs	AdjustedRandContigs
MetaBAT2 MOCK1-only vs multisample	8144	8360	8052	92	308	0.9810183651872305	8052
