database_id	tool	tool_version	release_id	release_date	archive_url	checksum_algorithm	expected_checksum	expected_compressed_bytes	expected_installed_bytes	download_gate	validation_status	notes
checkm2-v3	CheckM2	1.1.0	Zenodo-14897628-v3	2025-02-20	https://zenodo.org/records/14897628/files/checkm2_database.tar.gz?download=1	md5	07c10655620843b517d0df0c160d911f	1735095710	3082500605	enabled	VERIFIED_UPSTREAM_AND_LOCAL	Official version-3 archive; installed-DMND-sha256=1b86ef3eac0813c1853f53182c17657045e3763d66f384ec95747261a63ae46f; Zenodo DOI 10.5281/zenodo.14897628.
gunc-progenomes2.1	GUNC	1.1.0	ProGenomes2.1	2020-10-21	https://black.embl.de/~fullam/gunc/gunc_db_progenomes2.1.dmnd.gz	md5	bc93a855e0760aad5c4e5f2d0e26da46	7185710760	13520342381	enabled	VERIFIED_UPSTREAM_AND_LOCAL	Publisher-compressed-MD5 and byte count verified; installed-DMND-md5=447c9330056b02f29f30fe81fe4af4eb; installed-DMND-sha256=2dabe83f2ab7f0b38e78cfdbd8ca33bdc578b330d7501cb42457d331bc8c09d4.
checkm1-2015-01-16	CheckM	1.2.5	2015-01-16	2022-12-05	https://zenodo.org/records/7401545/files/checkm_data_2015_01_16.tar.gz?download=1	md5	631012fa598c43fdeb88c619ad282c4d	288590617	1495864995	enabled	VERIFIED_UPSTREAM_AND_LOCAL	Reference-data version is 2015-01-16; publication date is the immutable Zenodo record date; local 33-file manifest validated; Zenodo DOI 10.5281/zenodo.7401545.
