Database	Release	InstalledFiles	InstalledBytes	ArchiveMD5	ArchiveSHA256	InternalMD5Failures	Evidence	Status
Kraken2 Standard-8	Standard-8-20260626	17	8638898739	7685f43cce057c2ca18511c925399b72	b17d05ca1459564b49b63d014c4b2ee6ebe1ca0143e6c184e0dfd6d940a55981	0	Article 17 checksum-locked database audit	PASS
