File	ExpectedSHA256	ObservedSHA256	Status
abundance-bin-recovery.tsv	a83f779a66cf02b810fa2f5a2332488304550ad46fdc1f0614db7d79f58a410f	a83f779a66cf02b810fa2f5a2332488304550ad46fdc1f0614db7d79f58a410f	PASS
assemblies/flye-hifi.ge1000.fna.gz	f2a3c5482381759887413aeb6a2841b4805d0f3b13f3ed5c3cf6d32075ed6f17	f2a3c5482381759887413aeb6a2841b4805d0f3b13f3ed5c3cf6d32075ed6f17	PASS
assemblies/flye-ont-polypolish-careful.ge1000.fna.gz	80e3353c7a90c0e075a074117ead0397f0e8a2271f0ddadef846eba57e8eb4ea	80e3353c7a90c0e075a074117ead0397f0e8a2271f0ddadef846eba57e8eb4ea	PASS
assemblies/flye-ont-polypolish-default.ge1000.fna.gz	9edc56e0b566f2dd475a25874bf146fab6f35e85c720927452bd6756d140113b	9edc56e0b566f2dd475a25874bf146fab6f35e85c720927452bd6756d140113b	PASS
assemblies/flye-ont.ge1000.fna.gz	a8729310ea74377fa2f343ddf089c2d0ec3b6c73b5548c7e71d3f517458c9a65	a8729310ea74377fa2f343ddf089c2d0ec3b6c73b5548c7e71d3f517458c9a65	PASS
assemblies/spades-illumina-hifi.ge1000.fna.gz	67fafcb2bdb04a0f09d64bc55eb909ea313bb1a3089681d1782bd6d1dcd44d2f	67fafcb2bdb04a0f09d64bc55eb909ea313bb1a3089681d1782bd6d1dcd44d2f	PASS
assemblies/spades-illumina-ont.ge1000.fna.gz	abd95181b62d56927bca23ed01e53d8ccb1bb70eb4bc55657fb98e9cb9f9b666	abd95181b62d56927bca23ed01e53d8ccb1bb70eb4bc55657fb98e9cb9f9b666	PASS
assemblies/spades-short-only.ge1000.fna.gz	6c31888fdd73e0d0ca8bb18cf9fc1eca30f8e3ab217c573196934491024565de	6c31888fdd73e0d0ca8bb18cf9fc1eca30f8e3ab217c573196934491024565de	PASS
branch-contract.tsv	69d5ad15954af4879d6f24375ff8f6b481c56d027aa974c5227bdff30f41dc8e	69d5ad15954af4879d6f24375ff8f6b481c56d027aa974c5227bdff30f41dc8e	PASS
branch-metrics.tsv	c58f2045f8294b94c0d351f671e1180b1da5ea3622b2b2ddfd342406cc42a517	c58f2045f8294b94c0d351f671e1180b1da5ea3622b2b2ddfd342406cc42a517	PASS
