Variable	ReferenceCohort	Mean	SD	TransformedColumn
Age	PRISM primary complete cases	41.2555555555556	16.9470829488265	AgeZ
Shannon	PRISM primary complete cases	3.19122189786093	0.620037325922575	ShannonZ
LogCalprotectin	PRISM primary complete cases	4.00195255692047	1.52633948917564	LogCalprotectinZ
Log10Faecalibacterium	PRISM primary complete cases	-2.08964887846461	1.00943304900341	LogFaecalibacteriumZ
