AlignedQueryBasePct	AlignedQueryBasesUnion	AlignmentBlockBases	Assembler	BaseLevelCigarPAFRecords	Branch	DiscardedSecondaryPAFRecords	EndClippedGE1kbPctOfMapped	EndClippedGE1kbReads	ExactMatchingBases	ExpectedBases	ExpectedReads	IdentityComputation	InternalQueryGapGE1kbPctOfMapped	InternalQueryGapGE1kbReads	MapQ20ReadPct	MapQ20Reads	MappedReadPct	MappedReads	MedianBestSegmentIdentityPct	MedianReadAlignedFractionPct	MultiContigPctOfMapped	MultiContigReads	MultiSegmentPctOfMapped	MultiSegmentReads	Platform	PrimaryPAFRecords	ReferenceBytes	ReferenceSHA256	ReferenceThresholdBp	WeightedAlignmentIdentityPct
96.0829864022719	3003477768	3128727681	Flye	686073	flye-ont-r9	25	1.7480115093926365	11652	2802486018	3125920499	696944	minimap2-c-paf-matches-over-block	0.20672501372666094	1378	95.18210932298722	663366	95.6441263573544	666586	90.86663973475501	99.89909182643795	1.3179094670455125	8785	2.7193790448644286	18127	ONT R9	686073	145599611	b978d288927c0ec04dc105cdaee12e985d31e4ef0d8faceaa94dd42ae69a43b5	1000	89.57270506534698
98.79052599256684	5334726679	5339123377	Flye	523504	flye-hifi	66	0.27088297431049285	1404	5328408638	5400038744	524805	minimap2-c-paf-matches-over-block	0.05325049922343022	276	98.51640133001781	517019	98.76144472708911	518305	99.95919033627163	99.98432970304788	0.29056250663219535	1506	0.9444246148503295	4895	PacBio HiFi	523504	171585971	e66c75daa5d556b5a793dcb845561e8c00643dc9dbf6aef534b2047d13a276f5	1000	99.79931651240432
71.82179087713597	3878404534	3886495915	hifiasm-meta	440748	hifiasm-meta-hifi	77	10.804089258267789	44355	3857792963	5400038744	524805	minimap2-c-paf-matches-over-block	3.0686487763647303	12598	77.59434456607693	407219	78.2269604900868	410539	99.94955863808322	99.9823055825887	3.0800971405883484	12645	4.928155424941358	20232	PacBio HiFi	440748	172244365	2f733cccb8e18d15e734867e7f2106abdf4ef127468132019e3d59bdefb838b5	1000	99.26146964700978
99.03706333481817	5348039791	5353272466	metaMDBG	529294	metamdbg-hifi	64	0.7749095906818897	4037	5342135110	5400038744	524805	minimap2-c-paf-matches-over-block	0.27276356907579025	1421	99.20789626623223	520648	99.26810910719219	520964	99.95911692559281	99.98414208690136	0.6772061025329965	3528	1.2624672722107477	6577	PacBio HiFi	529294	181731450	da1ba8840012be4fb24c4bd45467efe238074a21c2137556183b67e2945fbaf4	1000	99.7919523792085
