Tool	Release	Tag	Commit	SourceURL	SourceSHA256	BinarySHA256	Compiler	VersionOutput	TSNESeedOption	TSNESeedDefault
hifiasm-meta	0.3.5-r81	hamtv0.3.5	e4e24f5158091ad901c1ff6f68278559bd41a6b5	https://github.com/xfengnefx/hifiasm-meta/archive/refs/tags/hamtv0.3.5.tar.gz	8c1c1f394e0d4d3be2c78cb76c4122dd0caf2d088a8b986c161d4d90c194f560	1c78d5760fe2ba53eaaecb21febe8e219dcbde6548d198a974e28a3ee7474af0	x86_64-conda-linux-gnu-c++ (conda-forge gcc 14.3.0-20) 14.3.0	ha base version: 0.13-r308;hamt version: 0.3-r079	--tsne-seed	42
