FeatureSpace	FeatureID	Feature	Label	AbundanceThreshold	RequiredPrevalence	ObservedThresholdPrevalence	ObservedDetectionPrevalence	MaxRelativeAbundance	PrimaryUniverse	AbundanceEstimable	PrevalenceEstimable	ControlPresent	ControlAbsent	CRCPresent	CRCAbsent
Species	SP0220	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans	Streptococcus mutans	0.0001	0.1	0.145454545454545	0.245454545454545	0.0099854	TRUE	TRUE	TRUE	17	42	10	41
Species	SP0221	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	Paraprevotella xylaniphila	0.0001	0.1	0.390909090909091	0.4	0.0214029	TRUE	TRUE	TRUE	22	37	22	29
Species	SP0222	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fluxus	Bacteroides fluxus	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0075886	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0223	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	Bifidobacterium breve	0.0001	0.1	0.0545454545454545	0.0636363636363636	0.0032189	FALSE	FALSE	FALSE	4	55	3	48
Species	SP0224	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	Streptococcus gordonii	0.0001	0.1	0.254545454545455	0.4	0.0064807	TRUE	TRUE	TRUE	27	32	17	34
Species	SP0225	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	Desulfovibrio piger	0.0001	0.1	0.336363636363636	0.354545454545455	0.1613231	TRUE	TRUE	TRUE	15	44	24	27
Species	SP0226	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	Erysipelatoclostridium ramosum	0.0001	0.1	0.318181818181818	0.409090909090909	0.0281961	TRUE	TRUE	TRUE	22	37	23	28
Species	SP0227	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257	Blautia sp CAG 257	0.0001	0.1	0.2	0.236363636363636	0.0290961	TRUE	FALSE	FALSE	19	40	7	44
Species	SP0228	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum	Clostridium paraputrificum	0.0001	0.1	0.0454545454545455	0.0818181818181818	0.0011689	FALSE	FALSE	FALSE	4	55	5	46
Species	SP0229	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter_othiniensis	Terrisporobacter othiniensis	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0008019	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0230	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	Streptococcus lutetiensis	0.0001	0.1	0.0545454545454545	0.0818181818181818	0.0235092	FALSE	FALSE	FALSE	6	53	3	48
Species	SP0231	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides	Leuconostoc pseudomesenteroides	0.0001	0.1	0.0363636363636364	0.0818181818181818	0.0006059	FALSE	FALSE	FALSE	6	53	3	48
Species	SP0232	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	Paraprevotella clara	0.0001	0.1	0.0545454545454545	0.145454545454545	0.0034598	FALSE	FALSE	FALSE	7	52	9	42
Species	SP0233	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	Coprococcus eutactus	0.0001	0.1	0.427272727272727	0.490909090909091	0.144163	TRUE	TRUE	TRUE	31	28	23	28
Species	SP0234	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense	Clostridium lavalense	0.0001	0.1	0.218181818181818	0.372727272727273	0.0093899	TRUE	TRUE	TRUE	17	42	24	27
Species	SP0235	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	Bifidobacterium dentium	0.0001	0.1	0.227272727272727	0.372727272727273	0.0030958	TRUE	TRUE	TRUE	21	38	20	31
Species	SP0236	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum	Clostridium celatum	0.0001	0.1	0.0727272727272727	0.0909090909090909	0.0024581	FALSE	FALSE	FALSE	5	54	5	46
Species	SP0237	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa	Rothia dentocariosa	0.0001	0.1	0.0545454545454545	0.172727272727273	0.0002236	FALSE	FALSE	FALSE	10	49	9	42
Species	SP0238	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri	Lactobacillus gasseri	0.0001	0.1	0.118181818181818	0.127272727272727	0.0020168	TRUE	FALSE	FALSE	8	51	6	45
Species	SP0239	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus	Streptococcus cristatus	0.0001	0.1	0.0272727272727273	0.118181818181818	0.0004561	FALSE	FALSE	FALSE	7	52	6	45
Species	SP0240	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_alvei	Hafnia alvei	0.0001	0.1	0.163636363636364	0.209090909090909	0.0275164	TRUE	TRUE	TRUE	13	46	10	41
Species	SP0241	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	Granulicatella adiacens	0.0001	0.1	0.00909090909090909	0.1	0.0001728	FALSE	FALSE	FALSE	6	53	5	46
Species	SP0242	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	Streptococcus oralis	0.0001	0.1	0.281818181818182	0.536363636363636	0.011563	TRUE	TRUE	TRUE	32	27	27	24
Species	SP0243	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini	Murimonas intestini	0.0001	0.1	0.0181818181818182	0.0545454545454545	0.0042866	FALSE	FALSE	FALSE	4	55	2	49
Species	SP0244	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sakei	Lactobacillus sakei	0.0001	0.1	0.0454545454545455	0.109090909090909	0.0030383	FALSE	FALSE	FALSE	8	51	4	47
Species	SP0245	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens	Parascardovia denticolens	0.0001	0.1	0.00909090909090909	0.0545454545454545	0.000261	FALSE	FALSE	FALSE	5	54	1	50
Species	SP0246	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_180	Actinomyces sp oral taxon 180	0.0001	0.1	0	0.0636363636363636	0.0000607	FALSE	FALSE	FALSE	5	54	2	49
Species	SP0247	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis	Romboutsia ilealis	0.0001	0.1	0.118181818181818	0.372727272727273	0.0005561	TRUE	TRUE	TRUE	27	32	14	37
Species	SP0248	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274	Eubacterium sp CAG 274	0.0001	0.1	0.236363636363636	0.272727272727273	0.0252702	TRUE	TRUE	TRUE	20	39	10	41
Species	SP0249	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_413	Clostridium sp CAG 413	0.0001	0.1	0.0545454545454545	0.0545454545454545	0.0215641	FALSE	FALSE	FALSE	2	57	4	47
Species	SP0250	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	Bacteroides stercoris	0.0001	0.1	0.4	0.454545454545455	0.102145	TRUE	TRUE	TRUE	27	32	23	28
Species	SP0251	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_443	Bacteroides sp CAG 443	0.0001	0.1	0.0727272727272727	0.0909090909090909	0.068691	FALSE	FALSE	FALSE	7	52	3	48
Species	SP0252	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	Enterococcus faecium	0.0001	0.1	0.2	0.263636363636364	0.06934	TRUE	TRUE	TRUE	19	40	10	41
Species	SP0253	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis	Turicibacter sanguinis	0.0001	0.1	0.245454545454545	0.327272727272727	0.0102401	TRUE	TRUE	TRUE	19	40	17	34
Species	SP0254	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum	Enterococcus gallinarum	0.0001	0.1	0.0272727272727273	0.0363636363636364	0.0030544	FALSE	FALSE	FALSE	4	55	0	51
Species	SP0255	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_403	Ruminococcus sp CAG 403	0.0001	0.1	0.109090909090909	0.145454545454545	0.0202904	TRUE	FALSE	FALSE	8	51	8	43
Species	SP0256	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gilvus	Enterococcus gilvus	0.0001	0.1	0.0272727272727273	0.0272727272727273	0.0005719	FALSE	FALSE	FALSE	3	56	0	51
Species	SP0257	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_malodoratus	Enterococcus malodoratus	0.0001	0.1	0.0181818181818182	0.0363636363636364	0.0010038	FALSE	FALSE	FALSE	4	55	0	51
Species	SP0258	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides|s__Sanguibacteroides_justesenii	Sanguibacteroides justesenii	0.0001	0.1	0.163636363636364	0.236363636363636	0.0047743	TRUE	TRUE	TRUE	16	43	10	41
Species	SP0259	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus	Coprobacter secundus	0.0001	0.1	0.272727272727273	0.345454545454545	0.005054	TRUE	TRUE	TRUE	19	40	19	32
Species	SP0260	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24	Eubacterium sp OM08 24	0.0001	0.1	0.136363636363636	0.2	0.0055417	TRUE	FALSE	FALSE	13	46	9	42
Species	SP0261	k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis	Victivallis vadensis	0.0001	0.1	0.136363636363636	0.218181818181818	0.0024696	TRUE	TRUE	TRUE	11	48	13	38
Species	SP0262	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans	Gemella haemolysans	0.0001	0.1	0.118181818181818	0.345454545454545	0.000443	TRUE	TRUE	TRUE	20	39	18	33
Species	SP0263	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei	Corynebacterium casei	0.0001	0.1	0.0181818181818182	0.0363636363636364	0.0006373	FALSE	FALSE	FALSE	3	56	1	50
Species	SP0264	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_pseudoavium	Enterococcus pseudoavium	0.0001	0.1	0.00909090909090909	0.0181818181818182	0.0001413	FALSE	FALSE	FALSE	2	57	0	51
Species	SP0265	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	Alloscardovia omnicolens	0.0001	0.1	0.0727272727272727	0.127272727272727	0.0032058	FALSE	FALSE	FALSE	7	52	7	44
Species	SP0266	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_divergens	Carnobacterium divergens	0.0001	0.1	0	0.00909090909090909	0.0000813	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0267	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HPA0247	Actinomyces sp HPA0247	0.0001	0.1	0.0272727272727273	0.145454545454545	0.0008762	FALSE	FALSE	FALSE	7	52	9	42
Species	SP0268	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_maltaromaticum	Carnobacterium maltaromaticum	0.0001	0.1	0	0.00909090909090909	0.0000445	FALSE	FALSE	FALSE	1	58	0	51
Species	SP0269	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii	Actinomyces naeslundii	0.0001	0.1	0.00909090909090909	0.190909090909091	0.0001131	FALSE	FALSE	FALSE	14	45	7	44
Species	SP0270	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_carnosum	Leuconostoc carnosum	0.0001	0.1	0.00909090909090909	0.0181818181818182	0.0006661	FALSE	FALSE	FALSE	2	57	0	51
Species	SP0271	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An100	Flavonifractor sp An100	0.0001	0.1	0	0.1	0.0000956	FALSE	FALSE	FALSE	7	52	4	47
Species	SP0272	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_bergeri	Gemella bergeri	0.0001	0.1	0.00909090909090909	0.0545454545454545	0.0001122	FALSE	FALSE	FALSE	1	58	5	46
Species	SP0273	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_equorum	Staphylococcus equorum	0.0001	0.1	0.00909090909090909	0.0272727272727273	0.0001889	FALSE	FALSE	FALSE	2	57	1	50
Species	SP0274	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_sp_CAG_318	Butyrivibrio sp CAG 318	0.0001	0.1	0.181818181818182	0.2	0.0758882	TRUE	TRUE	TRUE	12	47	10	41
Species	SP0275	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520	Prevotella sp CAG 520	0.0001	0.1	0.0454545454545455	0.0545454545454545	0.0590646	FALSE	FALSE	FALSE	4	55	2	49
Species	SP0276	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_488	Ruminococcus sp CAG 488	0.0001	0.1	0.0727272727272727	0.0727272727272727	0.0315826	FALSE	FALSE	FALSE	4	55	4	47
Species	SP0277	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_AM42_24	Prevotella sp AM42 24	0.0001	0.1	0.0454545454545455	0.0545454545454545	0.0533035	FALSE	FALSE	FALSE	3	56	3	48
Species	SP0278	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	Prevotella stercorea	0.0001	0.1	0.0727272727272727	0.0727272727272727	0.0812616	FALSE	FALSE	FALSE	5	54	3	48
Species	SP0279	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253	Clostridium sp CAG 253	0.0001	0.1	0.227272727272727	0.245454545454545	0.0188926	TRUE	FALSE	FALSE	18	41	9	42
Species	SP0280	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_hypermegale	Megamonas hypermegale	0.0001	0.1	0.0636363636363636	0.0909090909090909	0.013395	FALSE	FALSE	FALSE	4	55	6	45
Species	SP0281	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	Holdemanella biformis	0.0001	0.1	0.309090909090909	0.336363636363636	0.1032182	TRUE	TRUE	TRUE	18	41	19	32
Species	SP0282	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis	Lactobacillus ruminis	0.0001	0.1	0.0636363636363636	0.0636363636363636	0.0608295	FALSE	FALSE	FALSE	7	52	0	51
Species	SP0283	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_obeum_CAG_39	Ruminococcus obeum CAG 39	0.0001	0.1	0.0909090909090909	0.145454545454545	0.0059231	FALSE	FALSE	FALSE	10	49	6	45
Species	SP0284	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_563	Ruminococcus sp CAG 563	0.0001	0.1	0.0181818181818182	0.0454545454545455	0.0005292	FALSE	FALSE	FALSE	3	56	2	49
Species	SP0285	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis	Megamonas funiformis	0.0001	0.1	0.0363636363636364	0.0636363636363636	0.0079266	FALSE	FALSE	FALSE	3	56	4	47
Species	SP0286	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_infirmum	Eubacterium infirmum	0.0001	0.1	0.0181818181818182	0.127272727272727	0.0015138	FALSE	FALSE	FALSE	6	53	8	43
Species	SP0287	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva	Abiotrophia defectiva	0.0001	0.1	0.00909090909090909	0.0272727272727273	0.0003576	FALSE	FALSE	FALSE	3	56	0	51
Species	SP0288	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_timidum	Mogibacterium timidum	0.0001	0.1	0.0545454545454545	0.172727272727273	0.0003135	FALSE	FALSE	FALSE	8	51	11	40
Species	SP0289	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_nodatum	Eubacterium nodatum	0.0001	0.1	0	0.0727272727272727	0.0000887	FALSE	FALSE	FALSE	4	55	4	47
Species	SP0290	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_786	Eubacterium sp CAG 786	0.0001	0.1	0.0181818181818182	0.0181818181818182	0.0019499	FALSE	FALSE	FALSE	2	57	0	51
Species	SP0291	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	Prevotella sp CAG 1031	0.0001	0.1	0.0454545454545455	0.0454545454545455	0.0062095	FALSE	FALSE	FALSE	1	58	4	47
Species	SP0292	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_534	Firmicutes bacterium CAG 534	0.0001	0.1	0.0363636363636364	0.0454545454545455	0.0128048	FALSE	FALSE	FALSE	2	57	3	48
Species	SP0293	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia|s__Aeriscardovia_aeriphila	Aeriscardovia aeriphila	0.0001	0.1	0.0272727272727273	0.227272727272727	0.0001361	FALSE	FALSE	FALSE	19	40	6	45
Species	SP0294	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_F0442	Streptococcus sp F0442	0.0001	0.1	0.0454545454545455	0.118181818181818	0.0005601	FALSE	FALSE	FALSE	7	52	6	45
Species	SP0295	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum	Cloacibacillus porcorum	0.0001	0.1	0.0909090909090909	0.136363636363636	0.0410759	FALSE	FALSE	FALSE	9	50	6	45
Species	SP0296	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_CAG_831	Alistipes sp CAG 831	0.0001	0.1	0.0181818181818182	0.0363636363636364	0.0124886	FALSE	FALSE	FALSE	1	58	3	48
Species	SP0297	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	Citrobacter freundii	0.0001	0.1	0.0545454545454545	0.0636363636363636	0.0299982	FALSE	FALSE	FALSE	2	57	5	46
Species	SP0298	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_7_2_43FAA	Clostridium sp 7 2 43FAA	0.0001	0.1	0.0181818181818182	0.0181818181818182	0.0056948	FALSE	FALSE	FALSE	0	59	2	49
Species	SP0299	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Paraclostridium|s__Paraclostridium_bifermentans	Paraclostridium bifermentans	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0048354	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0300	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_youngae	Citrobacter youngae	0.0001	0.1	0.0454545454545455	0.0545454545454545	0.0106253	FALSE	FALSE	FALSE	2	57	4	47
Species	SP0301	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409	Parabacteroides sp CAG 409	0.0001	0.1	0.109090909090909	0.118181818181818	0.0301713	TRUE	FALSE	FALSE	5	54	8	43
Species	SP0302	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	Lactococcus lactis	0.0001	0.1	0.390909090909091	0.445454545454545	0.0199658	TRUE	TRUE	TRUE	28	31	21	30
Species	SP0303	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Paeniclostridium_sordellii	Paeniclostridium sordellii	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0009093	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0304	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii	Parabacteroides gordonii	0.0001	0.1	0.0363636363636364	0.0363636363636364	0.0006816	FALSE	FALSE	FALSE	3	56	1	50
Species	SP0305	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An298	Lachnoclostridium sp An298	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0005083	FALSE	FALSE	FALSE	0	59	1	50
Species	SP0306	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An131	Lachnoclostridium sp An131	0.0001	0.1	0.0909090909090909	0.154545454545455	0.0103703	FALSE	FALSE	FALSE	7	52	10	41
Species	SP0307	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	Clostridium perfringens	0.0001	0.1	0.0818181818181818	0.118181818181818	0.0080005	FALSE	FALSE	FALSE	7	52	6	45
Species	SP0308	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae	Clostridium hylemonae	0.0001	0.1	0.0363636363636364	0.0909090909090909	0.0065663	FALSE	FALSE	FALSE	2	57	8	43
Species	SP0309	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_598	Bacteroides sp CAG 598	0.0001	0.1	0.0363636363636364	0.0454545454545455	0.0334528	FALSE	FALSE	FALSE	2	57	3	48
Species	SP0310	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	Acidaminococcus intestini	0.0001	0.1	0.136363636363636	0.145454545454545	0.0160497	TRUE	FALSE	FALSE	7	52	9	42
Species	SP0311	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_43_108	Bacteroides sp 43 108	0.0001	0.1	0.0272727272727273	0.0272727272727273	0.0051653	FALSE	FALSE	FALSE	1	58	2	49
Species	SP0312	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An196	Lachnoclostridium sp An196	0.0001	0.1	0.00909090909090909	0.00909090909090909	0.0001219	FALSE	FALSE	FALSE	0	59	1	50
