hotspring	ProcessID	Element	Process	RecoveredMAGCarrierFraction	RecruitmentRate	Samples
AM01	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.036338	0.13864	33
AM01	hao	Nitrogen	Hydroxylamine oxidation	0.051013	0.13864	33
AM01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.13864	33
AM01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.11029922059844119	0.13864	33
AM01	n_fix	Nitrogen	Nitrogen fixation	0.1112187775624449	0.13864	33
AM01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.03284896715103285	0.13864	33
AM01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.04187787436637691	0.13864	33
AM01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.08276575170274489	0.13864	33
AM01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.0051819948180051815	0.13864	33
AM01	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.13864	33
AM01	rtca	Carbon	Reverse TCA fixation	0.0019109828011547897	0.13864	33
AM01	sox	Sulfur	Thiosulfate oxidation by Sox	0.04888556002995973	0.13864	33
AM01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.04947285158144526	0.13864	33
AM01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.13864	33
AM01	three_hp	Carbon	3-hydroxypropionate bicycle	0.05868829344146721	0.13864	33
AM01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.01528698471301529	0.13864	33
AM02	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.154195	29
AM02	cbb	Carbon	Calvin-Benson-Bassham fixation	0.16449282246411231	0.154195	29
AM02	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.005981065791723709	0.154195	29
AM02	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.1448934204263183	0.154195	29
AM02	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.046762859711420864	0.154195	29
AM02	hao	Nitrogen	Hydroxylamine oxidation	0.0923840761592384	0.154195	29
AM02	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.154195	29
AM02	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.13828130859345703	0.154195	29
AM02	n_fix	Nitrogen	Nitrogen fixation	0.09503704540749948	0.154195	29
AM02	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.01922003844007688	0.154195	29
AM02	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.020753041506083016	0.154195	29
AM02	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.10632842531370126	0.154195	29
AM02	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.00866897399307802	0.154195	29
AM02	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.154195	29
AM02	rtca	Carbon	Reverse TCA fixation	0.003334003334003334	0.154195	29
AM02	sox	Sulfur	Thiosulfate oxidation by Sox	0.020931230243532675	0.154195	29
AM02	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.04333986998039006	0.154195	29
AM02	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.154195	29
AM02	three_hp	Carbon	3-hydroxypropionate bicycle	0.05238289523420954	0.154195	29
AM02	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.047447094894189794	0.154195	29
AR01	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.10497	11
AR01	cbb	Carbon	Calvin-Benson-Bassham fixation	0.14969370061259876	0.10497	11
AR01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.009387981224037553	0.10497	11
AR01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.11905564283307149	0.10497	11
AR01	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.04715781136875452	0.10497	11
AR01	hao	Nitrogen	Hydroxylamine oxidation	0.10967678064643872	0.10497	11
AR01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.10497	11
AR01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.1440247201236006	0.10497	11
AR01	n_fix	Nitrogen	Nitrogen fixation	0.0892074460372302	0.10497	11
AR01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.022567932296203113	0.10497	11
AR01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.03275490173529479	0.10497	11
AR01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.1403867192265615	0.10497	11
AR01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.01719889680661916	0.10497	11
AR01	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.10497	11
AR01	rtca	Carbon	Reverse TCA fixation	0.011407022814045627	0.10497	11
AR01	sox	Sulfur	Thiosulfate oxidation by Sox	0.01906396187207626	0.10497	11
AR01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.035347070694141385	0.10497	11
AR01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.10497	11
AR01	three_hp	Carbon	3-hydroxypropionate bicycle	0.0639132969537335	0.10497	11
AR01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.062234813295560104	0.10497	11
AR08	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.1098	4
AR08	cbb	Carbon	Calvin-Benson-Bassham fixation	0.14884418079333028	0.1098	4
AR08	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0003644989065032805	0.1098	4
AR08	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.10249060512801772	0.1098	4
AR08	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.024018459092122725	0.1098	4
AR08	hao	Nitrogen	Hydroxylamine oxidation	0.02953051488776577	0.1098	4
AR08	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.1098	4
AR08	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.10340641703743064	0.1098	4
AR08	n_fix	Nitrogen	Nitrogen fixation	0.09680178998754965	0.1098	4
AR08	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.027779056298168896	0.1098	4
AR08	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.03119456278118835	0.1098	4
AR08	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.07801534291889427	0.1098	4
AR08	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.010863511467534403	0.1098	4
AR08	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.1098	4
AR08	rtca	Carbon	Reverse TCA fixation	0.0003644989065032805	0.1098	4
AR08	sox	Sulfur	Thiosulfate oxidation by Sox	0.02927604334263003	0.1098	4
AR08	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.03615393886168342	0.1098	4
AR08	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.1098	4
AR08	three_hp	Carbon	3-hydroxypropionate bicycle	0.07989054352382671	0.1098	4
AR08	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.003997503385535978	0.1098	4
AR10	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.21635	10
AR10	cbb	Carbon	Calvin-Benson-Bassham fixation	0.22874927893504782	0.21635	10
AR10	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.000960002463018075	0.21635	10
AR10	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.1320062311485861	0.21635	10
AR10	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.052770068928296165	0.21635	10
AR10	hao	Nitrogen	Hydroxylamine oxidation	0.05308562919896451	0.21635	10
AR10	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.21635	10
AR10	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.1694259185636528	0.21635	10
AR10	n_fix	Nitrogen	Nitrogen fixation	0.11686258770078889	0.21635	10
AR10	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.04864437726240961	0.21635	10
AR10	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.05394730351349382	0.21635	10
AR10	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.04092752497277054	0.21635	10
AR10	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.023944946823170103	0.21635	10
AR10	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.21635	10
AR10	rtca	Carbon	Reverse TCA fixation	0.003068998192538635	0.21635	10
AR10	sox	Sulfur	Thiosulfate oxidation by Sox	0.030036635267676748	0.21635	10
AR10	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.05151456260777976	0.21635	10
AR10	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.21635	10
AR10	three_hp	Carbon	3-hydroxypropionate bicycle	0.04573404941823604	0.21635	10
AR10	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.014460961257135871	0.21635	10
AR11	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.07152750000000001	4
AR11	cbb	Carbon	Calvin-Benson-Bassham fixation	0.19207934507930985	0.07152750000000001	4
AR11	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.001073005502033012	0.07152750000000001	4
AR11	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.14344082600295602	0.07152750000000001	4
AR11	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.06858007795431181	0.07152750000000001	4
AR11	hao	Nitrogen	Hydroxylamine oxidation	0.07693429817478906	0.07152750000000001	4
AR11	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.07152750000000001	4
AR11	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.11277405117000454	0.07152750000000001	4
AR11	n_fix	Nitrogen	Nitrogen fixation	0.10632572602090408	0.07152750000000001	4
AR11	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.059413099196673695	0.07152750000000001	4
AR11	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.06561309198070886	0.07152750000000001	4
AR11	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.08217911935047739	0.07152750000000001	4
AR11	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.029207580134320538	0.07152750000000001	4
AR11	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.07152750000000001	4
AR11	rtca	Carbon	Reverse TCA fixation	0.00497399646500707	0.07152750000000001	4
AR11	sox	Sulfur	Thiosulfate oxidation by Sox	0.048586093061574805	0.07152750000000001	4
AR11	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.05598300545745877	0.07152750000000001	4
AR11	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.07152750000000001	4
AR11	three_hp	Carbon	3-hydroxypropionate bicycle	0.04193954112241775	0.07152750000000001	4
AR11	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.09436698860862128	0.07152750000000001	4
AW01	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.1816125	2
AW01	cbb	Carbon	Calvin-Benson-Bassham fixation	0.2105031855094841	0.1816125	2
AW01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.1816125	2
AW01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.14715956703653632	0.1816125	2
AW01	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.049856184861478886	0.1816125	2
AW01	hao	Nitrogen	Hydroxylamine oxidation	0.040284708893671146	0.1816125	2
AW01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.1816125	2
AW01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.08096980957047656	0.1816125	2
AW01	n_fix	Nitrogen	Nitrogen fixation	0.09850386302290418	0.1816125	2
AW01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.02946963544908359	0.1816125	2
AW01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.03342964008112065	0.1816125	2
AW01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.05386281608252866	0.1816125	2
AW01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.011463067724541797	0.1816125	2
AW01	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.1816125	2
AW01	rtca	Carbon	Reverse TCA fixation	0.0011350078520628165	0.1816125	2
AW01	sox	Sulfur	Thiosulfate oxidation by Sox	0.01760908506868055	0.1816125	2
AW01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.042426659137273094	0.1816125	2
AW01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.1816125	2
AW01	three_hp	Carbon	3-hydroxypropionate bicycle	0.04264327913823311	0.1816125	2
AW01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.02827017371338971	0.1816125	2
AW03	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.00816	1
AW03	cbb	Carbon	Calvin-Benson-Bassham fixation	0.11488477023045954	0.00816	1
AW03	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.00816	1
AW03	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.38411223177553644	0.00816	1
AW03	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.06592086815826369	0.00816	1
AW03	hao	Nitrogen	Hydroxylamine oxidation	0.05160489679020641	0.00816	1
AW03	mcr	Carbon	Methyl-coenzyme M reductase	0.016385967228065543	0.00816	1
AW03	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.15143569712860575	0.00816	1
AW03	n_fix	Nitrogen	Nitrogen fixation	0.026023947952104092	0.00816	1
AW03	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.044795910408179186	0.00816	1
AW03	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.0716258567482865	0.00816	1
AW03	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.3666722666554667	0.00816	1
AW03	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.023960952078095843	0.00816	1
AW03	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.00816	1
AW03	rtca	Carbon	Reverse TCA fixation	0.0	0.00816	1
AW03	sox	Sulfur	Thiosulfate oxidation by Sox	0.03301293397413205	0.00816	1
AW03	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.04195991608016784	0.00816	1
AW03	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.00816	1
AW03	three_hp	Carbon	3-hydroxypropionate bicycle	0.0	0.00816	1
AW03	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.057553884892230206	0.00816	1
AY01	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.0824525	26
AY01	cbb	Carbon	Calvin-Benson-Bassham fixation	0.1768171738357102	0.0824525	26
AY01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0824525	26
AY01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.1103237783035558	0.0824525	26
AY01	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.03471836112655549	0.0824525	26
AY01	hao	Nitrogen	Hydroxylamine oxidation	0.04826157218819918	0.0824525	26
AY01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0824525	26
AY01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.09087427289259029	0.0824525	26
AY01	n_fix	Nitrogen	Nitrogen fixation	0.15068437038424917	0.0824525	26
AY01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.026824905047896416	0.0824525	26
AY01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.03080589357593691	0.0824525	26
AY01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.05755988488023023	0.0824525	26
AY01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.018850033509228287	0.0824525	26
AY01	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.0824525	26
AY01	rtca	Carbon	Reverse TCA fixation	0.0	0.0824525	26
AY01	sox	Sulfur	Thiosulfate oxidation by Sox	0.020549000349020546	0.0824525	26
AY01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.03484303484303484	0.0824525	26
AY01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0824525	26
AY01	three_hp	Carbon	3-hydroxypropionate bicycle	0.05353407304625448	0.0824525	26
AY01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.03247604556446146	0.0824525	26
AY02	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.1350275	22
AY02	cbb	Carbon	Calvin-Benson-Bassham fixation	0.12527882276728672	0.1350275	22
AY02	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.008075503657503657	0.1350275	22
AY02	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.14956994614942903	0.1350275	22
AY02	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.08528808233084698	0.1350275	22
AY02	hao	Nitrogen	Hydroxylamine oxidation	0.09983705549620182	0.1350275	22
AY02	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.1350275	22
AY02	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.10692194625455376	0.1350275	22
AY02	n_fix	Nitrogen	Nitrogen fixation	0.10661552331143725	0.1350275	22
AY02	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.024260963615560627	0.1350275	22
AY02	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.02772951071017535	0.1350275	22
AY02	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.12244862456622874	0.1350275	22
AY02	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.014764508088596674	0.1350275	22
AY02	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.1350275	22
AY02	rtca	Carbon	Reverse TCA fixation	0.0	0.1350275	22
AY02	sox	Sulfur	Thiosulfate oxidation by Sox	0.016271960184089607	0.1350275	22
AY02	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.07040574717783302	0.1350275	22
AY02	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.1350275	22
AY02	three_hp	Carbon	3-hydroxypropionate bicycle	0.05982077327206567	0.1350275	22
AY02	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.05786108617283713	0.1350275	22
AY03	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.083415	29
AY03	cbb	Carbon	Calvin-Benson-Bassham fixation	0.081862	0.083415	29
AY03	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.083415	29
AY03	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.08721417442834888	0.083415	29
AY03	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.02415	0.083415	29
AY03	hao	Nitrogen	Hydroxylamine oxidation	0.06614880155359534	0.083415	29
AY03	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.083415	29
AY03	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.10633599999999999	0.083415	29
AY03	n_fix	Nitrogen	Nitrogen fixation	0.07592107592107593	0.083415	29
AY03	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.029711	0.083415	29
AY03	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.02188093435719693	0.083415	29
AY03	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.07328165953493583	0.083415	29
AY03	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.010343010343010344	0.083415	29
AY03	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.083415	29
AY03	rtca	Carbon	Reverse TCA fixation	0.0	0.083415	29
AY03	sox	Sulfur	Thiosulfate oxidation by Sox	0.01604608023040115	0.083415	29
AY03	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.02520282358023494	0.083415	29
AY03	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.083415	29
AY03	three_hp	Carbon	3-hydroxypropionate bicycle	0.056335169005507016	0.083415	29
AY03	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.0657372629490518	0.083415	29
AY04	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.10065	31
AY04	cbb	Carbon	Calvin-Benson-Bassham fixation	0.1439545758183033	0.10065	31
AY04	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.10065	31
AY04	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.09556390443609555	0.10065	31
AY04	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.045317090634181274	0.10065	31
AY04	hao	Nitrogen	Hydroxylamine oxidation	0.05917	0.10065	31
AY04	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.10065	31
AY04	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.08406508406508408	0.10065	31
AY04	n_fix	Nitrogen	Nitrogen fixation	0.12216112216112215	0.10065	31
AY04	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.018825075300301204	0.10065	31
AY04	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.02387980896152831	0.10065	31
AY04	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.06351819055457165	0.10065	31
AY04	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.011258022516045033	0.10065	31
AY04	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.10065	31
AY04	rtca	Carbon	Reverse TCA fixation	0.0	0.10065	31
AY04	sox	Sulfur	Thiosulfate oxidation by Sox	0.020830083320333283	0.10065	31
AY04	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.04047595952404047	0.10065	31
AY04	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.10065	31
AY04	three_hp	Carbon	3-hydroxypropionate bicycle	0.0530877876488494	0.10065	31
AY04	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.04636562907496739	0.10065	31
AY05	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.086115	14
AY05	cbb	Carbon	Calvin-Benson-Bassham fixation	0.143966576066084	0.086115	14
AY05	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.086115	14
AY05	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.09091137808993378	0.086115	14
AY05	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.003938003938003938	0.086115	14
AY05	hao	Nitrogen	Hydroxylamine oxidation	0.030687495245530688	0.086115	14
AY05	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.086115	14
AY05	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.12307756845906845	0.086115	14
AY05	n_fix	Nitrogen	Nitrogen fixation	0.055431055431055434	0.086115	14
AY05	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.05355757013280094	0.086115	14
AY05	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.04244903680720097	0.086115	14
AY05	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.043790155247561253	0.086115	14
AY05	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.013923499458513922	0.086115	14
AY05	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.086115	14
AY05	rtca	Carbon	Reverse TCA fixation	0.0	0.086115	14
AY05	sox	Sulfur	Thiosulfate oxidation by Sox	0.019645491600047693	0.086115	14
AY05	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.0031010111620409227	0.086115	14
AY05	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.086115	14
AY05	three_hp	Carbon	3-hydroxypropionate bicycle	0.0005175005175005174	0.086115	14
AY05	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.03450950923253451	0.086115	14
AY06	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.0794125	18
AY06	cbb	Carbon	Calvin-Benson-Bassham fixation	0.11449226882199719	0.0794125	18
AY06	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0794125	18
AY06	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.09709829851647078	0.0794125	18
AY06	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.018299963868089627	0.0794125	18
AY06	hao	Nitrogen	Hydroxylamine oxidation	0.020360557811989397	0.0794125	18
AY06	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0794125	18
AY06	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.09342668693074772	0.0794125	18
AY06	n_fix	Nitrogen	Nitrogen fixation	0.09651162639608965	0.0794125	18
AY06	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.03230854825872633	0.0794125	18
AY06	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.03675368315594947	0.0794125	18
AY06	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.07951535278206183	0.0794125	18
AY06	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.0028615061235298164	0.0794125	18
AY06	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.0794125	18
AY06	rtca	Carbon	Reverse TCA fixation	0.001352996878008429	0.0794125	18
AY06	sox	Sulfur	Thiosulfate oxidation by Sox	0.016491000000000002	0.0794125	18
AY06	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.018260481739518258	0.0794125	18
AY06	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0794125	18
AY06	three_hp	Carbon	3-hydroxypropionate bicycle	0.04219476608033329	0.0794125	18
AY06	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.0216714347067834	0.0794125	18
AY07	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.1077125	30
AY07	cbb	Carbon	Calvin-Benson-Bassham fixation	0.08612708657417315	0.1077125	30
AY07	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0008529948820307078	0.1077125	30
AY07	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.12855911049730642	0.1077125	30
AY07	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.02786001670518387	0.1077125	30
AY07	hao	Nitrogen	Hydroxylamine oxidation	0.08494454257904258	0.1077125	30
AY07	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.1077125	30
AY07	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.12528524823661707	0.1077125	30
AY07	n_fix	Nitrogen	Nitrogen fixation	0.07018182406195861	0.1077125	30
AY07	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.028781928757856214	0.1077125	30
AY07	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.03196798407251593	0.1077125	30
AY07	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.09922664882444647	0.1077125	30
AY07	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.01829696340607319	0.1077125	30
AY07	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.1077125	30
AY07	rtca	Carbon	Reverse TCA fixation	0.0	0.1077125	30
AY07	sox	Sulfur	Thiosulfate oxidation by Sox	0.020386489994510003	0.1077125	30
