hotspring	ProcessID	Element	Process	RecoveredMAGCarrierFraction	RecruitmentRate	Samples
AY07	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.017303513463117287	0.1077125	30
AY07	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.1077125	30
AY07	three_hp	Carbon	3-hydroxypropionate bicycle	0.07263710982432948	0.1077125	30
AY07	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.09153177593862032	0.1077125	30
AY08	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.0886975	24
AY08	cbb	Carbon	Calvin-Benson-Bassham fixation	0.078877188145045	0.0886975	24
AY08	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.0886975	24
AY08	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.11560321830218295	0.0886975	24
AY08	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.024178998832096718	0.0886975	24
AY08	hao	Nitrogen	Hydroxylamine oxidation	0.04946927278131333	0.0886975	24
AY08	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.0886975	24
AY08	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.11595913249967449	0.0886975	24
AY08	n_fix	Nitrogen	Nitrogen fixation	0.08245899596131284	0.0886975	24
AY08	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.022146552610573106	0.0886975	24
AY08	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.028248568293236947	0.0886975	24
AY08	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.10557581552258236	0.0886975	24
AY08	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.011877487144703876	0.0886975	24
AY08	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.0886975	24
AY08	rtca	Carbon	Reverse TCA fixation	0.0	0.0886975	24
AY08	sox	Sulfur	Thiosulfate oxidation by Sox	0.014055936735872597	0.0886975	24
AY08	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.02067495354523228	0.0886975	24
AY08	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.0886975	24
AY08	three_hp	Carbon	3-hydroxypropionate bicycle	0.08088158590881889	0.0886975	24
AY08	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.0702866766044613	0.0886975	24
AY10	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.597195	1
AY10	cbb	Carbon	Calvin-Benson-Bassham fixation	0.00814801629603259	0.597195	1
AY10	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.597195	1
AY10	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.0017250034500069	0.597195	1
AY10	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.38428076856153703	0.597195	1
AY10	hao	Nitrogen	Hydroxylamine oxidation	0.0	0.597195	1
AY10	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.597195	1
AY10	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.0	0.597195	1
AY10	n_fix	Nitrogen	Nitrogen fixation	0.0	0.597195	1
AY10	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.3166476332952665	0.597195	1
AY10	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.00388000776001552	0.597195	1
AY10	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.012254024508049015	0.597195	1
AY10	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.0	0.597195	1
AY10	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.597195	1
AY10	rtca	Carbon	Reverse TCA fixation	0.0	0.597195	1
AY10	sox	Sulfur	Thiosulfate oxidation by Sox	0.0	0.597195	1
AY10	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.08032516065032129	0.597195	1
AY10	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.00388000776001552	0.597195	1
AY10	three_hp	Carbon	3-hydroxypropionate bicycle	0.006916013832027664	0.597195	1
AY10	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.0	0.597195	1
AY11	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.33938999999999997	14
AY11	cbb	Carbon	Calvin-Benson-Bassham fixation	0.020764977956044088	0.33938999999999997	14
AY11	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.33938999999999997	14
AY11	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.0033729949985082585	0.33938999999999997	14
AY11	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.30991073503653	0.33938999999999997	14
AY11	hao	Nitrogen	Hydroxylamine oxidation	0.10350339920720159	0.33938999999999997	14
AY11	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.33938999999999997	14
AY11	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.04552194914210171	0.33938999999999997	14
AY11	n_fix	Nitrogen	Nitrogen fixation	0.0007870007870007871	0.33938999999999997	14
AY11	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.26259747480505047	0.33938999999999997	14
AY11	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.10810402890910811	0.33938999999999997	14
AY11	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.10007821186592819	0.33938999999999997	14
AY11	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.083861781184642	0.33938999999999997	14
AY11	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.33938999999999997	14
AY11	rtca	Carbon	Reverse TCA fixation	0.0	0.33938999999999997	14
AY11	sox	Sulfur	Thiosulfate oxidation by Sox	0.0	0.33938999999999997	14
AY11	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.1691344154285846	0.33938999999999997	14
AY11	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0024549965925053123	0.33938999999999997	14
AY11	three_hp	Carbon	3-hydroxypropionate bicycle	0.0	0.33938999999999997	14
AY11	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.0	0.33938999999999997	14
AY12	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.10005249999999999	2
AY12	cbb	Carbon	Calvin-Benson-Bassham fixation	0.07799138155169935	0.10005249999999999	2
AY12	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.10005249999999999	2
AY12	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.15582778568583128	0.10005249999999999	2
AY12	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.005130493760008459	0.10005249999999999	2
AY12	hao	Nitrogen	Hydroxylamine oxidation	0.10878284907423522	0.10005249999999999	2
AY12	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.10005249999999999	2
AY12	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.1538987756198653	0.10005249999999999	2
AY12	n_fix	Nitrogen	Nitrogen fixation	0.03541143086813657	0.10005249999999999	2
AY12	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.08056986521074322	0.10005249999999999	2
AY12	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.0689198864847027	0.10005249999999999	2
AY12	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.14831425771543022	0.10005249999999999	2
AY12	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.0372834437435942	0.10005249999999999	2
AY12	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.10005249999999999	2
AY12	rtca	Carbon	Reverse TCA fixation	0.0	0.10005249999999999	2
AY12	sox	Sulfur	Thiosulfate oxidation by Sox	0.019229974226038858	0.10005249999999999	2
AY12	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.004334494556007663	0.10005249999999999	2
AY12	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.10005249999999999	2
AY12	three_hp	Carbon	3-hydroxypropionate bicycle	0.05564639108821543	0.10005249999999999	2
AY12	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.1258193329852494	0.10005249999999999	2
LB01	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.11444	1
LB01	cbb	Carbon	Calvin-Benson-Bassham fixation	0.10276269171192486	0.11444	1
LB01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.11444	1
LB01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.12189163432509703	0.11444	1
LB01	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.05983282050153849	0.11444	1
LB01	hao	Nitrogen	Hydroxylamine oxidation	0.06495480513558459	0.11444	1
LB01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.11444	1
LB01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.09665171004486987	0.11444	1
LB01	n_fix	Nitrogen	Nitrogen fixation	0.1315076054771836	0.11444	1
LB01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.02333992998021006	0.11444	1
LB01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.016817949546151362	0.11444	1
LB01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.29395111814664554	0.11444	1
LB01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.030752907741276776	0.11444	1
LB01	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.11444	1
LB01	rtca	Carbon	Reverse TCA fixation	0.002673991978024066	0.11444	1
LB01	sox	Sulfur	Thiosulfate oxidation by Sox	0.02347892956321131	0.11444	1
LB01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.038557884326347026	0.11444	1
LB01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.11444	1
LB01	three_hp	Carbon	3-hydroxypropionate bicycle	0.16911849264452206	0.11444	1
LB01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.060803817588547235	0.11444	1
LB02	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.272255	1
LB02	cbb	Carbon	Calvin-Benson-Bassham fixation	0.28239387042451825	0.272255	1
LB02	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.011369954520181918	0.272255	1
LB02	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.05607077571689712	0.272255	1
LB02	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.022702909188363245	0.272255	1
LB02	hao	Nitrogen	Hydroxylamine oxidation	0.020709917160331357	0.272255	1
LB02	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.272255	1
LB02	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.0637757448970204	0.272255	1
LB02	n_fix	Nitrogen	Nitrogen fixation	0.07757568969724121	0.272255	1
LB02	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.024302902788388845	0.272255	1
LB02	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.02430290278838885	0.272255	1
LB02	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.15469338122647508	0.272255	1
LB02	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.009963960144159423	0.272255	1
LB02	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.272255	1
LB02	rtca	Carbon	Reverse TCA fixation	0.02714889140443438	0.272255	1
LB02	sox	Sulfur	Thiosulfate oxidation by Sox	0.024941900232399068	0.272255	1
LB02	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.005659977360090559	0.272255	1
LB02	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.272255	1
LB02	three_hp	Carbon	3-hydroxypropionate bicycle	0.12216051135795454	0.272255	1
LB02	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.0021859912560349757	0.272255	1
LB04	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.09597	1
LB04	cbb	Carbon	Calvin-Benson-Bassham fixation	0.11130399826401562	0.09597	1
LB04	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.09597	1
LB04	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.13375579619783423	0.09597	1
LB04	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.037119665923006695	0.09597	1
LB04	hao	Nitrogen	Hydroxylamine oxidation	0.06440342036921667	0.09597	1
LB04	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.09597	1
LB04	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.12465687808809721	0.09597	1
LB04	n_fix	Nitrogen	Nitrogen fixation	0.07229034938685552	0.09597	1
LB04	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.00620394416450252	0.09597	1
LB04	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.0	0.09597	1
LB04	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.1985292132370809	0.09597	1
LB04	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.010849902350878841	0.09597	1
LB04	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.09597	1
LB04	rtca	Carbon	Reverse TCA fixation	0.0024349780851972334	0.09597	1
LB04	sox	Sulfur	Thiosulfate oxidation by Sox	0.0068049387555512006	0.09597	1
LB04	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.01972382248559763	0.09597	1
LB04	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.09597	1
LB04	three_hp	Carbon	3-hydroxypropionate bicycle	0.13649377155605602	0.09597	1
LB04	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.08703721666505003	0.09597	1
LB07	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.09446	1
LB07	cbb	Carbon	Calvin-Benson-Bassham fixation	0.11697381881673172	0.09446	1
LB07	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.09446	1
LB07	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.11570580994066959	0.09446	1
LB07	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.08341358389508727	0.09446	1
LB07	hao	Nitrogen	Hydroxylamine oxidation	0.10463473244312711	0.09446	1
LB07	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.09446	1
LB07	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.05415437908065356	0.09446	1
LB07	n_fix	Nitrogen	Nitrogen fixation	0.15245106715747012	0.09446	1
LB07	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.018512129584907097	0.09446	1
LB07	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.012641088487619414	0.09446	1
LB07	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.12899090293632057	0.09446	1
LB07	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.008843061901433311	0.09446	1
LB07	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.09446	1
LB07	rtca	Carbon	Reverse TCA fixation	0.0	0.09446	1
LB07	sox	Sulfur	Thiosulfate oxidation by Sox	0.002749019243134702	0.09446	1
LB07	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.06085742600198202	0.09446	1
LB07	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.09446	1
LB07	three_hp	Carbon	3-hydroxypropionate bicycle	0.10924376470635294	0.09446	1
LB07	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.1521270648894542	0.09446	1
LC02	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.18536	1
LC02	cbb	Carbon	Calvin-Benson-Bassham fixation	0.10187440749762997	0.18536	1
LC02	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0	0.18536	1
LC02	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.12424149696598784	0.18536	1
LC02	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.04023716094864379	0.18536	1
LC02	hao	Nitrogen	Hydroxylamine oxidation	0.05433321733286932	0.18536	1
LC02	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.18536	1
LC02	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.07459329837319348	0.18536	1
LC02	n_fix	Nitrogen	Nitrogen fixation	0.09934239736958947	0.18536	1
LC02	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.027354109416437664	0.18536	1
LC02	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.030696122784491135	0.18536	1
LC02	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.05824923299693198	0.18536	1
LC02	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.01245704982819931	0.18536	1
LC02	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.18536	1
LC02	rtca	Carbon	Reverse TCA fixation	0.0	0.18536	1
LC02	sox	Sulfur	Thiosulfate oxidation by Sox	0.02652810611242445	0.18536	1
LC02	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.030423121692486767	0.18536	1
LC02	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.18536	1
LC02	three_hp	Carbon	3-hydroxypropionate bicycle	0.05828123312493248	0.18536	1
LC02	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.04724018896075584	0.18536	1
LC04	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.20073	1
LC04	cbb	Carbon	Calvin-Benson-Bassham fixation	0.10019979960040079	0.20073	1
LC04	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0026629946740106517	0.20073	1
LC04	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.12440475119049761	0.20073	1
LC04	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.008848982302035397	0.20073	1
LC04	hao	Nitrogen	Hydroxylamine oxidation	0.04778790442419115	0.20073	1
LC04	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.20073	1
LC04	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.05602888794222411	0.20073	1
LC04	n_fix	Nitrogen	Nitrogen fixation	0.07011085977828045	0.20073	1
LC04	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.008957982084035832	0.20073	1
LC04	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.004270991458017084	0.20073	1
LC04	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.09793580412839173	0.20073	1
LC04	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.008444983110033779	0.20073	1
LC04	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.20073	1
LC04	rtca	Carbon	Reverse TCA fixation	0.005465989068021864	0.20073	1
LC04	sox	Sulfur	Thiosulfate oxidation by Sox	0.005465989068021864	0.20073	1
LC04	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.0029019941960116077	0.20073	1
LC04	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.20073	1
LC04	three_hp	Carbon	3-hydroxypropionate bicycle	0.3033293933412133	0.20073	1
LC04	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.06497787004425992	0.20073	1
LC05	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.080205	1
LC05	cbb	Carbon	Calvin-Benson-Bassham fixation	0.16995116995116996	0.080205	1
LC05	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0013010013010013011	0.080205	1
LC05	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.13357213357213357	0.080205	1
LC05	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.053606053606053604	0.080205	1
LC05	hao	Nitrogen	Hydroxylamine oxidation	0.0443990443990444	0.080205	1
LC05	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.080205	1
LC05	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.13330413330413332	0.080205	1
LC05	n_fix	Nitrogen	Nitrogen fixation	0.09787109787109786	0.080205	1
LC05	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.019975019975019975	0.080205	1
LC05	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.02535902535902536	0.080205	1
LC05	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.07308107308107309	0.080205	1
LC05	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.015164015164015167	0.080205	1
LC05	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.080205	1
LC05	rtca	Carbon	Reverse TCA fixation	0.0016050016050016052	0.080205	1
LC05	sox	Sulfur	Thiosulfate oxidation by Sox	0.02244902244902245	0.080205	1
LC05	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.049290049290049286	0.080205	1
LC05	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.080205	1
LC05	three_hp	Carbon	3-hydroxypropionate bicycle	0.08845908845908847	0.080205	1
LC05	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.04896004896004896	0.080205	1
LD01	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.15774749999999998	2
LD01	cbb	Carbon	Calvin-Benson-Bassham fixation	0.1450888682853413	0.15774749999999998	2
LD01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0010080050400252001	0.15774749999999998	2
LD01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.0938780587779196	0.15774749999999998	2
LD01	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.035538201936179396	0.15774749999999998	2
LD01	hao	Nitrogen	Hydroxylamine oxidation	0.048567286339736226	0.15774749999999998	2
LD01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.15774749999999998	2
LD01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.07430144382772537	0.15774749999999998	2
LD01	n_fix	Nitrogen	Nitrogen fixation	0.04879275847989401	0.15774749999999998	2
LD01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.030857178580062962	0.15774749999999998	2
LD01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.03081967547952707	0.15774749999999998	2
LD01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.10085359864065382	0.15774749999999998	2
LD01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.021644626379258992	0.15774749999999998	2
LD01	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.15774749999999998	2
LD01	rtca	Carbon	Reverse TCA fixation	0.09024860980615897	0.15774749999999998	2
LD01	sox	Sulfur	Thiosulfate oxidation by Sox	0.10908720829118143	0.15774749999999998	2
LD01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.029658665196444306	0.15774749999999998	2
LD01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.15774749999999998	2
LD01	three_hp	Carbon	3-hydroxypropionate bicycle	0.10282108813395885	0.15774749999999998	2
LD01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.06148386777176132	0.15774749999999998	2
LE01	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.169705	3
LE01	cbb	Carbon	Calvin-Benson-Bassham fixation	0.3314133371733257	0.169705	3
LE01	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0027409945180109645	0.169705	3
LE01	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.21199657600684796	0.169705	3
LE01	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.09546680906638189	0.169705	3
LE01	hao	Nitrogen	Hydroxylamine oxidation	0.1788556422887154	0.169705	3
LE01	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.169705	3
LE01	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.10985878028243945	0.169705	3
LE01	n_fix	Nitrogen	Nitrogen fixation	0.13845372309255383	0.169705	3
LE01	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.033978932042135916	0.169705	3
LE01	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.048362903274193465	0.169705	3
LE01	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.12114475771048461	0.169705	3
LE01	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.037845924308151396	0.169705	3
LE01	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.169705	3
LE01	rtca	Carbon	Reverse TCA fixation	0.01078997842004316	0.169705	3
LE01	sox	Sulfur	Thiosulfate oxidation by Sox	0.03118293763412474	0.169705	3
LE01	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.07849284301431396	0.169705	3
LE01	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.169705	3
LE01	three_hp	Carbon	3-hydroxypropionate bicycle	0.02878694242611515	0.169705	3
LE01	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.014803970392059215	0.169705	3
LH02	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.13826	2
LH02	cbb	Carbon	Calvin-Benson-Bassham fixation	0.17027786024268682	0.13826	2
LH02	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.0036864695292634065	0.13826	2
LH02	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.1557740254945607	0.13826	2
LH02	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.10886418185671674	0.13826	2
LH02	hao	Nitrogen	Hydroxylamine oxidation	0.1334925317487815	0.13826	2
LH02	mcr	Carbon	Methyl-coenzyme M reductase	0.0	0.13826	2
LH02	n2o_to_n2	Nitrogen	Nitrous oxide reduction to dinitrogen	0.12736262941523255	0.13826	2
LH02	n_fix	Nitrogen	Nitrogen fixation	0.09231387109435249	0.13826	2
LH02	nar_nxr	Nitrogen	NarGH/NxrAB oxidoreductase family	0.04175624563080357	0.13826	2
LH02	nitrate_to_nitrite	Nitrogen	Respiratory nitrate reduction	0.04306423385890952	0.13826	2
LH02	nitrite_to_no	Nitrogen	Nitrite reduction to nitric oxide	0.12553561865843815	0.13826	2
LH02	no_to_n2o	Nitrogen	Nitric oxide reduction to nitrous oxide	0.030142315716310562	0.13826	2
LH02	phs	Sulfur	Thiosulfate/polysulfide reduction	0.0	0.13826	2
LH02	rtca	Carbon	Reverse TCA fixation	0.004826459269355746	0.13826	2
LH02	sox	Sulfur	Thiosulfate oxidation by Sox	0.04916421087398872	0.13826	2
LH02	sulfate_to_sulfite	Sulfur	Dissimilatory sulfate reduction to sulfite	0.12934207231290362	0.13826	2
LH02	sulfur_reduction	Sulfur	Elemental sulfur reduction	0.0	0.13826	2
LH02	three_hp	Carbon	3-hydroxypropionate bicycle	0.07333048386756982	0.13826	2
LH02	wood_ljungdahl	Carbon	Wood-Ljungdahl fixation	0.06130506491144917	0.13826	2
LH03	anammox	Nitrogen	Anaerobic ammonium oxidation	0.0	0.12147	3
LH03	cbb	Carbon	Calvin-Benson-Bassham fixation	0.1831584505246484	0.12147	3
LH03	cummo	Carbon/Nitrogen	Copper membrane monooxygenase	0.000828001656003312	0.12147	3
LH03	dnra_nitrite	Nitrogen	Dissimilatory nitrite reduction to ammonium	0.112554662336013	0.12147	3
LH03	dsr	Sulfur	DsrAB sulfite/sulfide axis	0.06261693738306263	0.12147	3
LH03	hao	Nitrogen	Hydroxylamine oxidation	0.11368488631511368	0.12147	3
