Sample	Branch	Assembler	Strategy	TotalPairs	MappedReadFraction	BothMappedPairFraction	ProperPairFraction	MappedPrimaryReads	ProperPairs	DiscordantPairs	SingletonPairs
MOCK1	megahit-coassembly	MEGAHIT	Co-assembly	1999853	0.9222700368477083	0.9056355642139697	0.6625091944257903	3688809	1324921	486217	66533
MOCK1	megahit-single-MOCK1	MEGAHIT	Single	1999853	0.8414078434764956	0.8176280956650314	0.5957317862862921	3365384	1191376	443760	95112
MOCK1	metaspades-coassembly	metaSPAdes	Co-assembly	1999853	0.9657904856006917	0.9459770293116544	0.674140049293623	3862878	1348181	543634	79248
MOCK1	metaspades-single-MOCK1	metaSPAdes	Single	1999853	0.9275191726591905	0.8920650667824085	0.6220887235211788	3709804	1244086	539913	141806
MOCK2	megahit-coassembly	MEGAHIT	Co-assembly	1999888	0.9198560119366684	0.9043841455121486	0.7043799452769355	3679218	1408681	399986	61884
MOCK2	megahit-single-MOCK2	MEGAHIT	Single	1999888	0.837896672213644	0.8148651324474171	0.631778379589257	3351399	1263486	366153	92121
MOCK2	metaspades-coassembly	metaSPAdes	Co-assembly	1999888	0.9627656648772331	0.9435118366628531	0.7169206475562632	3850847	1433761	453157	77011
MOCK2	metaspades-single-MOCK2	metaSPAdes	Single	1999888	0.9231391957949645	0.8879517252966166	0.6595729360844207	3692350	1319072	456732	140742
